A PARIO, Chez l’Autheur, dans la Cour du Palais, à l’Enſeigne de la Couronne, chez vn Orlogier.	À PARIO, Chez l'Auteur, dans la Cour du Palais, à l'Enseigne de la Couronne, chez un Orogier.
mais ie ſens de la haine Pour la ieune beauté qui le tient ſous ſa loy I’enrage que ſon cœur ne ſoûpire pour moy, Cependant la raiſon qui veut qu’on le ménage Veut qu’auec ma riuale à preſent ie l’engage:	mais petit sens de la haine Pour la jeune beauté qui le tient sous sa loi J'enrage que son cœur ne soupire pour moi, Cependant la raison qui veut qu'on le ménage Veut qu'avec ma rivale à présent avoir l'engage:
Et pour ce ſujet là i’employe mes efforts D’elle & de Manlius à rompre les accords;	Et pour ce sujet là j'emploie mes efforts D'elle et de Manlius à rompre les accords;
Car tu ſçais bien qu’il eſt de grande conſequence Que Procule n’ait plus vn riual d’importance, Si ie puis vne fois diuiſer leurs eſprits Procule qui deſia ſe ſent aſſez épris Donnera tout ſon temps à noſtre Sulpicie, Peut-eſtre que pour lors il prendra fantaiſie Pour ce reſte d’appas qui ſemble s’enuoler S’il me fait voir ſon cœur ie pourray le voler, D'amſeurs l’ay de grads biens, cette grande abõdance.	Car tu sais bien qu'il est de grande conséquence Que Procule n'ait plus un rival d'importance, Si apprendre puis quelque fois diviser leurs esprits Procule qui déjà se sent assez épris Donnera tout son temps à notre Sulpicie, Peut-être que pour lors il prendra fantaisie Pour ce reste d'appas qui semble s'envoler S'il me fait voir son cœur ie pourrai le voler, D'amseurs l'ai de grads biens, cette grande abondance.
Le peut bien obliger à quelque complaiſance, Ma pupille ne peut auec tous ſes attraits Sans l’eſpoir de mes biens ſe marier iamais.	Le peut bien obliger à quelque complaisance, Ma pupille ne peut avec tous ses attraits Sans l'espoir de mes biens se marier jamais.
Sabine.	Sabine.
Madame ie voy bien quel eſt tout ce myſtere Laiſſez-moy s’il vous plaiſt conduire cette affaire, Allez vous repoſer, Liuie s'en va.	Madame ie vois bien quel est tout ce mystère Laissez-moi s'il vous plaît conduire cette affaire, Allez vous reposer, Livie s'en va.
SCENE VA.	SCÈNE VA.
Sabine, Agos	Sabine, Agos
Sabine.	Sabine.
E voy me ſemle Agis, IQui d’vn pas urieux enerene foſtre logis, Bon iour Agis, h bien;	E vois me semle Agis, IQui d'un pas urieux enerene fotre logis, Bon jour Agis, h bien;
Agis.	Agis.
I’allois en promenade.	J'allais en promenade.
Pourquoy?	Pourquoi?
Sabine.	Sabine.
Agis.	Agis.
Pour mon plaiſir.	Pour mon plaisir.
Dibine.	Dibine.
Tout beat mon camarade, Depuis quel temps ſçais ti ſi bien diſſimuler.	Tout béat mon camarade, Depuis quel temps sais ty si bien dissimuler.
Ajis.	Ajis.
Puiſque vous me preſſez ie ne vous puis celer :	Puisque vous me pressez ici ne vous puis celer :
Que monimallere m a dit de igadon inmuumic, Eſtoit bien fortement aiméde Sulpicie:	Que monimalle morte a dit de igadon inmumic, Était bien fortement aimé Sulpicie:
Et que ſi les froideurs qu’i voit dans ſon eſprit, Sont cauſez par l’amour, ou bien par le dépit.	Et que si les froideurs qu'y voit dans son esprit, Sont causés par l'amour, ou bien par le dépit.
Sabme.	Sabme.
Puiſque ton cœur pour moy, eſt ſi plein de franchiſe, Il faut bien qu’à mon tour, cher amy ie t’inſtruiſe, Sulpicie voudroit Procule pour Amant;	Puisque ton cœur pour moi, est si plein de franchise, Il faut bien qu'à mon tour, cher ami quelque t'instruise, Sulpicie voudrait Procule pour Amant;
Mais elle n’oſeroit parler bien librement :	Mais elle n'oserait parler bien librement :
Pour que Procule ſoit aimé de Sulpicie, Faut qu’il faſſe ſemblant d’en vouloir à Liuie, Il faut qu’apparemment, il luy faſſe l’amour, Et puis tu le verras bien heureux quelque iour.	Pour que Procule soit aimé de Sulpicie, Faut qu'il fasse semblant d'en vouloir à Livie, Il faut qu'apparemment, il lui fasse l'amour, Et puis tu le verras bien heureux quelque jour.
Taſche de ces auis à faire ta fortune, L’occaſion du moins paroit bien opportune;	Tâche de ces avis à faire ta fortune, L'occasion du moins parait bien opportune;
Ne pert aucun moment va viſte l’airtir;	Ne pert aucun moment va vite l'airtir;
Moy ie m’en vais auſſi, ie te laiſſe prtir.	Mo ie m'en vais aussi, Seigneur te laisse prtir.
SCENE VI.	SCÈNE VI.
Sulpicie, Sabine	Sulpicie, Sabine
Sulpicie.	Sulpicie.
Abine puiſqu’icy librement ie eſpire, DMon eſprit me fournit cent chſes pour te dire, Confeſſe en verité que rien n’eſt ſplaiſant, Que Liuie en colere & ſon ton mmaçant Ie n’ay pas le talent de lire dans ſen ame:	Abine puisqu'ici librement un espire, DMon esprit me fournit cent chères pour te dire, Confesse en vérité que rien n'est splaisant, Que Luie en colère et son ton mmaçant Je n'ai pas le talent de lire dans sen âme:
Mais ie gage de l’air qu’ellea daubé ma flame, Que dans tout ce dilcours ele a quelque intereſt.	Mais homme gage de l'air qu'ellea daubé ma flamme, Que dans tout ce dilcours éle a quelque intérêt.
Sabire.	Sabire.
I’en conuiens vous ſçaurez h cheſe comme elle eſt.	J'en conviens vous saurez h cheze comme elle est.
Sulpuie.	Sulpuie.
Me vouloir empeſcher de parler à Manlie.	Me vouloir empêcher de parler à Manlie.
Son deſſein n’eſt il pas tout empli de folie?	Son dessein n'est il pas tout empli de folie?
Ie ne crois point choquer les loix de mon deuoir, Si ie cherche en tous temps, en tous lieux à le voir;	Je ne crois point choquer les lois de mon devoir, Si tu cherche en tous temps, en tous lieux à le voir;
Quand vn illuſtre cœur dumien veut l’hymenée, Et que c’eſt par le Ciel, que la choſe eſt menée;	Quand un illustre cœur dumien veut l'hyménée, Et que c'est par le Ciel, que la chose est menée;
On peut bien meſpriſer les ordres des Parens, Quand ils ſont en effet veritables tyrans.	On peut bien mépriser les ordres des Parents, Quand ils sont en effet véritables tyrans.
Sabine.	Sabine.
Vous auez bien raiſon quand vous croyez Liuie Capable d’vn projet qui choque voſtre vie, Elle a dedans le cœur vn plaiſant ſentiment, Elle en veut à Procule & l’aime eſperduëment Comme il faut du fracas pourque la choſe arriue, Et des ſoins furieux pour cét amour furtiue;	Vous avez bien raison quand vous croyez Livie Capable d'un projet qui choque votre vie, Elle a dedans le cœur un plaisant sentiment, Elle en veut à Procule et l'aime éperdument Comme il faut du fracas pour la chose arrive, Et des soins furieux pour cet amour furtive;
Tout eſt entre mes mains & ie dois meſnager Les ardeurs de la Dame, & le froid du berger;	Tout est entre mes mains et ici dois ménager Les ardeurs de la Dame, et le froid du berger;
Et Et comme i’ay trouué vn moment fort propice, Pour vous continuër mon eternel ſeruice;	Et Et comme j'ai trouvé un moment fort propice, Pour vous continuer mon éternel service;
I’ay abuſé Liuie, & puis apres Agis, Qui venoit eſpier dedans noſtre logis, Et Liuie & Procule abuſez par ma fainte, Vous donneront le temps de parſer ians contrainte.	J'ai abusé Livie, et puis après Agis, Qui venait épier dedans notre logis, Et Livie et Procule abusez par ma sainte, Vous donneront le temps de parser ians contrainte.
Sulpicie.	Sulpicie.
De grace en peu de mots fais moy vn racourcy.	De grâce en peu de mots fais moi un racourci.
De tout ce qui te reſte à raconter icy.	De tout ce qui te reste à raconter ici.
Sabine.	Sabine.
Comme Agis me preſſoit de ſçauoir ſi Procule Eſtoit aimé de vous, ou trouué ridicule, Sans trop m’embarraſſer ie luy dis ſur le champ, Que le temps pour ſon maiſtre eſtoit aſſez meſchant Par ce que Sulpicie en faiſoit cas dans l’ame;	Comme Agis me pressait de savoir si Procule Était aimé de vous, ou trouvé ridicule, Sans trop m'embarrasser ie avait dis sur le champ, Que le temps pour son maître était assez méchant Par ce que Sulpicie en faisait cas dans l'âme;
Mais qu’elle n’oſoit pas luy déclarer ſa flame, Et comme il me preſſoit d’en ſçauoir la raiſon Ie luy dis que Liuie eſtoit dans ſa maiſon, De fort meſchante humeur contre la pauure fille Aoiſt la beaute farſoit viliter la iame:	Mais qu'elle n'osait pas même déclarer sa flamme, Et comme il me pressait d'en savoir la raison Je lui dis que Livie était dans sa maison, De fort méchante humeur contre la pauvre fille Aoist la beauté farsait viliter la jamme:
heureux;	heureux;
Mais pour que ſon cher maiſtre vn iour fuſt bienIl deuoit de la tante eſtre faux amoureux, Et qu’ainſi tout pourroit reüſſir à merueille.	Mais pour que son cher maître un jour fût bienIl devait de la tante être faux amoureux, Et qu'ainsi tout pourrait réussir à merveille.
Sulpicie, Sabine pour mon bien feint, inuente, conſeille, Ie veux à l’auenir bien ruſer à mon tour;	Sulpicie, Sabine pour mon bien feint, invente, conseille, Je veux à l'avenir bien ruser à mon tour;
Mais que faire à ma Tante?	Mais que faire à ma Tante?
Sabine.	Sabine.
Vn admirable tour, Sçauoir ſi Manlius tien le meſme langage, Et s’il veut pour l’hymen ſe trouuer au boccage;	Un admirable tour, Savoir si Manlius tien le même langage, Et s'il veut pour l'hymen se trouver au bocage;
Ie ſçauray dedans peu s’il a le ſentiment De faire vn bon Epoux d’vn ſort honneſte Amant, S’il le veut, il faudra, que malgré voſtre Tante, Vous le voyez au bois ſous ombre qu’on y chante;	Je saurai dedans peu s'il a le sentiment De faire un bon Époux d'un sort honnête Amant, S'il le veut, il faudra, que malgré votre Tante, Vous le voyez au bois sous ombre qu'on y chante;
Et s’il ne lefait pas vous le deuez traitter;	Et s'il ne lésait pas vous le devez traiter;
Comme vn homme qu’il faut abſolument quitter.	Comme un homme qu'il faut absolument quitter.
Sulpicie.	Sulpicie.
I’ayme, tu le ſçais bien, & auant de ſe rendre, Mon cœur pour ſon ſalut oſa tout entreprendre!	J'aime, tu le sais bien, et avant de se rendre, Mon cœur pour son salut osa tout entreprendre!
Mais ce ieune guerrier l’a ſi bien ſceu charmer;	Mais ce jeune guerrier l'a si bien su charmer;
Que quand il l’a ſoûmis, il s’en eſt fait aimer, Cét aimable vainqueur en gaignant la victoire A laiſſé au vaincu, & la ioye, & la gloire.	Que quand il l'a soumis, il s'en est fait aimer, Cet aimable vainqueur en gagnant la victoire A laissé au vaincu, et la joie, et la gloire.
Eſt le joug qu’il m’impoſe au lieu d’eſtre peſant, Eſt le bien le plus pur, que ie goute à preſent, Oüy, mon cher Manlius, quoyque faſſe Liuie, Ie t’aime, & t’aiieray touniours plus que ma vie;	Est le joug qu'il m'impose au lieu d'être pesant, Est le bien le plus pur, que venir goute à présent, Oui, mon cher Manlius, quoique fasse Livie, Je t'aime, et t'ai touniours plus que ma vie;
Mais auſſi ie pretens que ce parfait amour, Me donnera lnymen, ou la perte dalour	Mais aussi ici prétends que ce parfait amour, Me donnera linimen, ou la perte dalour
Emda premnerilete.	Emda premnerilète.
RIOTDX*.	RIOTDX*.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
Procule, Agis.	Procule, Agis.
Procule.	Procule.
ELAS!	ÉLAS!
faut il paſſer ſi triſtement ſa vie, HEt donner tout ſon temps pour plaire à Sulpicie, Sans pouuoir ſeulement l’exciter à pitié, Pour tant de ſoins rendus pas vn trait d’amitié!	faut il passer si tristement sa vie, HÉt donner tout son temps pour plaire à Sulpicie, Sans pouvoir seulement l'exciter à pitié, Pour tant de soins rendus pas un trait d'amitié!
O dureté de cœur qui n’a point ſa pareille, Faut il que quand les nieux font naître vne merveille, La douceur, la bonté, ne ſe rencontrent pas, Dans le nombre infiny de ces autres appas;	Ô dureté de cœur qui n'a point sa pareille, Faut il que quand les nieux font naître une merveille, La douceur, la bonté, ne se rencontrent pas, Dans le nombre infini de ces autres appas;
Que le ſort eſt cruel qui me fait ſon eſclaue;	Que le sort est cruel qui me fait son esclave;
Plus ie flatte ſon cœur, & plus ſon cœur me braue, L’inſolente ſe plaiſt à croiſtre mes ennuis, Plus l’ingrate me fuit & plus ie l’a pourſuis, Sa haine & mon amour, ou bien par ſimpathie, Ou pour ſe faire mieux vne guerre infinie, Ne ſe quittent jamais & viennent tour à tour, Pour eſtre de nos cœurs vn eternel vautour.	Plus ie flatte son cœur, et plus son cœur me brave, L'insolente se plaît à croître mes ennuis, Plus l'ingrate me fuit et plus ie gra poursuis, Sa haine et mon amour, ou bien par sympathie, Ou pour se faire mieux une guerre infinie, Ne se quittent jamais et viennent tour à tour, Pour notre de nos cœurs un éternel vautour.
Agis.	Agis.
Ce n’eſt plus la ſaiſon de tenir ce langage, Le Ciel enuenimé va finir ſon outrage, Vos mal-heurs ſont paſſez & le deſtin plus dous, Va dedans peu de temps ſe declarer pour vous;	Ce n'est plus la saison de tenir ce langage, Le Ciel envenimé va finir son outrage, Vos malheurs sont passez et le destin plus dous, Va dedans peu de temps se déclarer pour vous;
I’ay pour vos intereſts tout appris de Sabine, Liuie eſt amoureuſe, & n’en fait pas la mine, Elle vous aime en fin faites luy doux yeux, L’amour de Sulpicie en ſera beaucoup mieux, La pauure enfant ne peut que vous paroiſtre ingrate, Craignant que le couroux de ſa Tante n’eſclate;	J'ai pour vos intérêts tout appris de Sabine, Livie est amoureuse, et n'en fait pas la mine, Elle vous aime en fin es même doux yeux, L'amour de Sulpicie en sera beaucoup mieux, La pauvre enfant ne peut que vous paraître ingrate, Craignant que le courroux de sa Tante n'éclate;
Mais en fin ie ſçay bien qu'elle vous aime auſſi, Pour vn peu de contrainte on eſt hors de ſoucy, Trompant addroitement l’amoureuſe Liuie, Vous pourrez librement parler à Sulpicie.	Mais en fin assez sais bien qu'elle vous aime aussi, Pour un peu de contrainte on est hors de souci, Trompant adroitement l'amoureuse Livie, Vous pourrez librement parler à Sulpicie.
Procule.	Procule.
Si i’eſtois moins certain de voſtre probité, Ie croirois que cecy ſeroit bien inuenté.	Si j'étais moins certain de votre probité, Je croirais que ceci serait bien inventé.
Agis.	Agis.
Et bien vous parlerez à Sabine vous meſme, Vous pourrés éprouuer ſi Liuie vous aime, Si Sulpicie auſſi vous veut beaucoup de bien, Vous pourrés tout ſçauoir au premier entretien.	Et bien vous parlerez à Sabine vous -même, Vous pourrez éprouver si Livie vous aime, Si Sulpicie aussi vous veut beaucoup de bien, Vous pourriez tout savoir au premier entretien.
C i	Ç y
Procule.	Procule.
Ne faut pas s’eſtonner ſi mon eſprit chancelle Dés la premiere fois qu’il ſçait cette nouuelle.	Ne faut pas s'étonner si mon esprit chancelle Dès la première fois qu'il sait cette nouvelle.
Agis.	Agis.
Ie n’ay point veu d’amant qui n’affecte vn malheur, Qui ne faſſe vn plaiſir d’vne fauſſe douleur;	Je n'ai point vu d'amant qui n'affecte un malheur, Qui ne fasse un plaisir d'une fausse douleur;
Et parmy ces Meſſieurs, la plainte eſt ſi commune, Qu’ils ne peuuent ſouffrit l’état de leur fortune, Cependant la raiſon veut qu’on ſuiue le temps;	Et parmi ces Messieurs, la plainte est si commune, Qu'ils ne peuvent souffrit l'état de leur fortune, Cependant la raison veut qu'on suive le temps;
Quelquefois qu’on ſoit guay, quelquefois mécontent, Si vous m’abandonnez tout le ſoin de l’intrigue, vous leres ioulage d vne grandelaergue, Dans cette obſcurité i’eſpere voir ſi clair, Qu’il ſera mal aiſé de faire vn pas de clair.	Quelquefois qu'on soit guai, quelquefois mécontent, Si vous m'abandonnez tout le soin de l'intrigue, vous lères joulage d' une grandelaergue, Dans cette obscurité j'espère voir si clair, Qu'il sera mal aisé de faire un pas de clair.
111 Procule.	111 Procule.
I’ay pour tes ſentimens beaucoup de gratitude, Acheue de guerir ma triſte inquietude, 3 Ie m’abandonné à toy, ie mets entre tes mains La bonne volonté de mes nouueaux deſtains.	J'ai pour tes sentiments beaucoup de gratitude, Achève de guérir ma triste inquiétude, 3 Je m'abandonné à toi, Elle mets entre tes mains La bonne volonté de mes nouveaux destains.
2 mile a0 Agis.	2 mile a0 Agis.
34l1UH Pour donner vn ſuccés heureux à voſtre affaire, Il vous fant meſnager vn moyen neceſſaire;	34luiUH Pour donner un succès heureux à votre affaire, Il vous fant ménager un moyen nécessaire;
Vous deués viſiter Liuie tous les ſoirs, 127 1.	Vous devez visiter Livie tous les soirs, 127 1.
11 Rendés luy finement mille petits deuoirs, lar 1120 Si bien que vous voyant fort épris elle penſe, Que vontre pamton vous fert de recompenſe, Offrés a ſa beauté voſtre ieune printemps.	11 Rendez nom finement mille petits devoirs, lar 1120 Si bien que vous voyant fort épris elle pense, Que vontre pamton vous sert de récompense, Offrez a sa beauté votre jeune printemps.
Affectés en vn mot vn eſprit ſi conſtant, 0140 Que la vieille amoureuſe & bien preoccupée, Ne puiſſe pas douter d’eſtre iamais trompée.	Affectés en un mot un esprit si constant, 0140 Que la vieille amoureuse et bien préoccupée, Ne puisse pas douter d'être jamais trompée.
Procule.	Procule.
Auec tous ces deuoirs ie ne vois pas comment Sulpicie pourra ſoulager mon tourment.	Avec tous ces devoirs ici ne vois pas comment Sulpicie pourra soulager mon tourment.
Agis.	Agis.
Liuie ayant l’eſprit remply de voſtre flame N’ira plus ſans raifon perſecuter la Dame, Qui voyant comme elle eſt cauſe de tous vos ſoins Vous trouuera des lieux pour parler ſans témoins.	Livie ayant l'esprit rempli de votre flamme N'ira plus sans raison persécuter la Dame, Qui voyant comme elle est cause de tous vos soins Vous trouvera des lieux pour parler sans témoins.
SOENE II.	ZONE II.
Agis, Sulpicie, Sabine,	Agis, Sulpicie, Sabine,
Agis.	Agis.
Sabine tu m’as dit ſans doute par grimace Que mon Maiſtre en ſon cœur tient vne bonne plac	Sabine tu m'as dit sans doute par grimace Que mon Maître en son cœur tient une bonne plac
Il montre du doigt Sulpicie.	Il montre du doigt Sulpicie.
Ie connois voſtre eſprit, qui m’en voudroit donner	Je connais votre esprit, qui m'en voudrait donner
Sabine.	Sabine.
Pourriez-vous lans ranſon ain me loupçonner, Toute fille qui ment certes ſe des-honore Oüy Procule eſt aimé ie vous le dis encore.	Pourriez-vous lans ranson ain me loupçonner, Toute fille qui ment certes se déshonore Oui Procule est aimé personne vous le dis encore.
Agis.	Agis.
Comme il aime beaucoup ie puis donc l’aſſeurer.	Comme il aime beaucoup ici puis donc l'assurer.
Qu’il ne s’afflige point & qu’il peut eſperer.	Qu'il ne s'afflige point et qu'il peut espérer.
Sals doure Sabine.	Sals doure Sabine.
Agis.	Agis.
Ie m’en vais le trouuer tout à l'heure Ie crains que tout d’abord ce pauure Amãt ne meure.	Je m'en vais le trouver tout à l'heure Je crains que tout d'abord ce pauvre Amant ne meure.
Sabine.	Sabine.
Madame i’ay encor confirmé ce garçon Que vous aimiez ſon Maiſtre & de bonne façon, I’ay veu pareillement Manlius qui ſe faſche Que l’on croye ſon cœur aſſez fourbe, aſſez laſche:	Madame j'ai encor confirmé ce garçon Que vous aimiez son Maître et de bonne façon, J'ai vu pareillement Manlius qui se fâche Que l'on croie son cœur assez fourbe, assez lâche:
Pour ne vous pas tenir ce qu’il vous a promis Il dit que voſtre peur vient de vos ennemis, Il iure tous les Dieux qu’il bruſle d’vne flame Qui ne laiſſe iamais de repos à ſon ame;	Pour ne vous pas tenir ce qu'il vous a promis Il dit que votre peur vient de vos ennemis, Il jure tous les Dieux qu'il brûle d'une flamme Qui ne laisse jamais de repos à son âme;
C iij	Ç Cijà
Qu’il n’eſt point de moment que l’hymen & l’amour Ne poulent loneiprit à vous faire la cour	Qu'il n'est point de moment que l'hymen et l'amour Ne poulent loneiprit à vous faire la cour
Sulpicie.	Sulpicie.
Sabine tu me prens par ce qui m’eſt ſenſible toy qu’il ne me ſoit pas preſentement viſible, Par ce diſcours ſi franc, ie luy voy mille appas Que tu me viens montrer & que tu ne vois pas;	Sabine tu me prends par ce qui m'est sensible toi qu'il ne me soit pas présentement visible, Par ce discours si franc, ie lui enca Re tu me viens montrer et que tu ne vois pas;
Il eſt dedans l’amour vne delicateſſe Qui fait l’extreme ioye & l’extreme triſteſſe;	Il est dedans l'amour une délicatesse Qui fait l'extrême joie et l'extrême tristesse;
Mais peu ſçauent gouſter les mouuemens diuers;	Mais peu savez goûter les mouvements divers;
Car il eſt peu de cœurs qui ne ſoient de trauers.	Car il est peu de cœurs qui ne soient de travers.
Sabine.	Sabine.
Veſtre Tante par moy ſera touſiours deceuë Ie veux malgré ſes ſoins faire voſtre entreueuë;	Vêtre Tante par moi sera toujours déçue Je veux malgré ses soins faire notre entrevue;
Mais la voicy qui vient, & Procule la ſuit :	Mais la voici qui vient, et Procule la suit :
De ce que i’ay ſemé voilà deſia le fruit.	De ce que j'ai semé voilà déjà le fruit.
H	H
SCENE III.	SCÈNE III.
Liuie, Procule, Sulpicie, Sabine, Le Page,	Livie, Procule, Sulpicie, Sabine, Le Page,
Procule.	Procule.
Madame ie crains fort que de cette viſite Voſtre eſprit contre moy iuſtement ne s’irrite, Ie crains fort de troubler vos momens precieux Liuie en parlant à Sulpicie.	Madame ie crains fort que de cette visite Votre esprit contre moi justement ne s'irrite, Je crains fort de troubler vos moments précieux Livie en parlant à Sulpicie.
44 Ma fille, laiſſez-nous vn moment en ces lieux.	44 Ma fille, laissez-nous un moment en ces lieux.
Sulpicie & Sabins s'en vont.	Sulpicie et Sabins s'en vont.
Procule.	Procule.
te ne pourrois iamais me conſoler, Madame, Si i’auois empeſché les plaiſirs de voſtre ame.	te ne pourrais jamais me consoler, Madame, Si j'avais empêché les plaisirs de votre âme.
Liuie.	Livie.
Taur que vous me croyez de fort meſchante humeur Pour ne receuoir pas dignement cét honneur, Bien loin de mé priſer voſtre aimable viſite A m’en faire ſouuent au moins ie vous inuite, Tout ce qui vient de vous ſe doit fort eſtimer Vous auez en parlant le don de nous charmer, Moy qui connois l’effet d’vn ſi puiſſant langage le dois apprehender vn ſi grand auantage.	Taur que vous me croyez de fort méchante humeur Pour ne recevoir pas dignement cet honneur, Bien loin de mé priser votre aimable visite À m'en faire souvent au moins lors vous inuite, Tout ce qui vient de vous se doit fort estimer Vous avez en parlant le don de nous charmer, Moi qui connais l'effet d'un si puissant langage le dois appréhender un si grand avantage.
Procule.	Procule.
Helas!	Hélas!
ſi mon diſcours auoit aſſez d’appas Au lieu d’eſtre eſtimé pour ne déplaire pas, Ie ſerois ſatisfait de l’ingrate fortune Mais la ciuilité vous eſtant ſi commune, Elle vous fait parler d’vn ton ſi gracieux Ie n’en ſeray plus fier ny plus audacieux.	si mon discours avait assez d'appas Au lieu d'être estimé pour ne déplaire pas, Je serais satisfait de l'ingrate fortune Mais la civilité vous étant si commune, Elle vous fait parler d'un ton si gracieux Je n'en serai plus fier ni plus audacieux.
Liuie.	Livie.
Il n’y a rien en vous qui ne ſoit raiſonnable Vous auez l’art de plaire, & vous eſtes aimable, Quand on ſe veut de vous auec ſoin informer Procule, on ne peut pas ne vous point eſtimer:	Il n'y a rien en vous qui ne soit raisonnable Vous avez l'art de plaire, et vous êtes aimable, Quand on se veut de vous avec soin informer Procule, on ne peut pas ne vous point estimer:
L’eſtihle qu'omenlale caute vile doetee mhage, Qui prend deſſus nos cœurs vn ſi grand auantage, Que quand on s’apperçoit qu’elle nous ſçait charmer On s’apperçoit auſ qu'elle nous faitaimer.	L'étihle qu'omenlale caute vile doète mhage, Qui prend dessus nos cœurs un si grand avantage, Que quand on s'apperçoit qu'elle nous sait charmer On s'apperçoit aux qu'elle nous faitaimer.
Procule.	Procule.
Madame, ie ne ſçay ſi i’olerois vous dire Que depuis plus d’vn an mon pauure cœur ſoû pire.	Madame, Seigneur ne sais si j'olerais vous dire Que depuis plus d'un an mon pauvre cœur sou pire.
Liuie.	Livie.
Mais pour qui?	Mais pour qui?
ne peut-on en ſçauoir le ſecret	ne peut-on en savoir le secret
Procule.	Procule.
Madame, c’eſt pour vous ie le dis à regret:	Madame, c'est pour vous voulez le dis à regret:
Puiſque i’en ay tant dit, il faut que ie confeſſe Pour plaire ou pour faſeher ma force ou ma foibleſſe;	Puisque j'en ai tant dit, il faut que deux confesse Pour plaire ou pour faseher ma force ou ma faiblesse;
Oüy, depuis plus d’vn an ie ſuis dans le tourment Vous auez veu touſiours vn mal heureux Amant:	Oui, depuis plus d'amour an ie suis dans le tourment Vous avez vu toujours un mal heureux Amant:
Qui n’a iamais oſé parler de ſon martyre Ny dire en ſoûpirant pour vos yeux ie ſoûpire;	Qui n'a jamais osé parler de son martyre Ni dire en soupirant pour vos yeux toujours soupire;
Mais vn feu violent qu’on ne peut retenir M’oblige malgré moy de vous entretenir, Ah!	Mais un feu violent qu'on ne peut retenir M'oblige malgré moi de vous entretenir, Ah!
vous en rougiſſez comme d’vn grand outrage Ie viens d’empoiſonner la douceur du langage, Mon diſcours n’enarmant à perdu la beaute Quand il s’eſt eſtendu deſſus la verité.	vous en rougissez comme d'un grand outrage Je viens d'empoisonner la douceur du langage, Mon discours n'enarmant à perdu la beauté Quand il s'est étendu dessus la vérité.
Liuie.	Livie.
Procule, ſe peut-il que l’on ne vous admire D’eſtre vn an tout entier ſans oſer me rien dire?	Procule, se peut-il que l'on ne vous admire D'être un an tout entier sans oser me rien dire?
Sçauez-vous bien qu’vn autre en ma place eraindroit Que vous euſſiez gardé ſans peine le ſecret:	Savez-vous bien qu'Hommes autre en ma place eraindrait Que vous eussiez gardé sans peine le secret:
Ou vôtre ame eſt bien forte, ou vôtre amour bien lẽte D’auoir tant ménagé mon humeur indulgente, Enfin que tout cecy ſoit ou qu’il ne ſoit pas Vous auez eu grand peur de choquer mes appas:	Ou votre âme est bien forte, ou votre amour bien lute D'avoir tant ménagé mon humeur indulgente, Enfin que tout ceci soit ou qu'il ne soit pas Vous avez eu grand peur de choquer mes appas:
Et ie ſuis obligée à voſtre grand ſilence.	Et ici suis obligée à votre grand silence.
Procule.	Procule.
La Dame aſſeurément ne dit ce qu’elle penfe, Apres ce que i’entends il ne faut plus douter Qu’à tort ou à trauers il luy en faut conter:	La Dame assurément ne dit ce qu'elle penfe, Après ce que j'entends il ne faut plus douter Qu'à tort ou à travers il lui en faut conter:
Madame, quoy qu’enfin vous ſoyez en colere Depuis vn an ou plus ie m’occupe à vous plaire;	Madame, quoi qu'enfin vous soyez en colère Depuis un an ou plus grande m'occupe à vous plaire;
Qualiu toſtre eſprit ſeroit pour iamais courroucé Ie finiray touſiours par où i’ay commencé.	Qualivé totre esprit serait pour jamais courroucé Je finirai toujours par où j'ai commencé.
Liuie.	Livie.
Il eſt fort à propos que ſeule icy ie ſonge Si ce diſcours eſt vray ou ſi c’eſt vn menſonge.	Il est fort à propos que seule ici ici songe Si ce discours est vrai ou si c'est un mensonge.
Procule.	Procule.
La Dame en tient ſans doute, elle eſt dans le tourment Et conte deſſus moy comme ſur ſon Amant.	La Dame en tient sans doute, elle est dans le tourment Et conte dessus moi comme sur son Amant.
SCENE	SCÈNE
SCENE IV.	SCÈNE IV.
Liuie, Sulpicie, Sabines	Livie, Sulpicie, Sabines
Liuie.	Livie.
Sabine où meniez vous vne fille ſi ſage?	Sabine où meniez -vous une fille si sage?
oauiner Madame, prendre l’air dans ce petit bocage.	oaviner Madame, prendre l'air dans ce petit bocage.
Linie.	Linie.
Il eſt pur, il eſt beau, propre à ſe promener Ma Sabine, ce ſoir ie te veux gouuerner, Eipres auoir finy cette courſe innocente Viens vn peuſoulager mon ame impatiente:	Il est pur, il est beau, propre à se promener Ma Sabine, ce soir Seigneur te veux gouverner, Éipres avoir fini cette course innocente Viens un pusoulager mon âme impatientée:
le pretends te parier ce fon a cœur ouuert,	le prétends te parier ce son a cœur ouvert,
Sabine.	Sabine.
Ie n’y manqueray pas quand nous aurons pris l’air,	Je n'y manquerai pas quand nous aurons pris l'air,
Liuie s’en va.	Livie s'en va.
Sabine continuë.	Sabine continue.
Nous auons fort bien fait de paſſer deuant elle Voicy ce rendez-vous, ſi diſcret, ſi fidelle;	Nous avons fort bien fait de passer devant elle Voici ce rendez-vous, si discret, si fidèle;
Madame, ou vous pourrez parier tout a loilir.	Madame, ou vous pourrez parier tout à loilir.
Sulpicie.	Sulpicie.
Sabine fait touſiours ma ioye & mon plaiſir;	Sabine fait toujours ma joie et mon plaisir;
