A PARIS.	À PARIS.
Mais noſtre MEGALIN ce grand mignon des Dieux, Le grand chaſſe-malhœur, ce bel aſtre des Cieux, Fit eſclatter ſon chef au milieu du nuage, Et eſcarta de nous de ces malheurs Torage.	Mais notre MEGALIN ce grand mignon des Dieux, Le grand chasse-malhœur, ce bel astre des Cieux, Fit éclatter son chef au milieu du nuage, Et écarta de nous de ces malheurs Torage.
ARCHONTAS.	ARCHONTAS.
Tu dis vray, AcOTAS, mais helas ce beau temps Eſt vn hyuer pour nous, aux autres vn Printemps.	Tu dis vrai, AcOTAS, mais hélas ce beau temps Est un hiver pour nous, aux autres un Printemps.
PROTATEE.	PROTATE.
Quelque iour d’vn ELPIS rayonnera la face, Qui de nos cœurs tranſis fera fondre la glace:	Quelque jour d'un ELPIS rayonnera la face, Qui de nos cœurs trans fera fondre la glace:
Eſperez bien Bergers, mais ja la brune nuit, Et l’aſtre de Cypris au logis nous conduit.	Espérez bien Bergers, mais jà la brune nuit, Et l'astre de Cypris au logis nous conduit.
ACTE III.	ACTE III.
Protatee, Echo, Archontas, Agotas.	Protate, Écho, Archontas, Agotas.
CHANT.	CHANT.
PROTATEL.	PROTATEL.
vmphes des bois citoyennes Entendez mes triſtes ſons:	vitement des bois citoyennes Entendez mes tristes sons:
Vous compagnes de mes peines Reſpondez à mes chanſons.	Vous compagnes de mes peines Répondez à mes chansons.
Las vne ſecrette flamme, Et vn aiste dens delit	Las une secrète flamme, Et un aiste ments délit
Deuore touſiours mon ame Veufue de ſon cher plaiſir.	Devore toujours mon âme Veuve de son cher plaisir.
ELPIS pour qui ie ſouſpire, Et ma Nuit, & mon Soleil:	ELPIS pour qui ie soupire, Et ma Nuit, et mon Soleil:
Mon plaiſir, & mon martyre, Monſtre moy ton front vermeil.	Mon plaisir, et mon martyre, Montre -moi ton front vermeil.
Helas tout eſt muet, tout eſt ſourd à mes plaintes, Rochers ſoiez eſmeuz de mes larmes non feintes.	Hélas tout est muet, tout est sourd à mes plaintes, Rochers soyez émus de mes larmes non feintes.
Et toy, toy Nymphe Echo, hoſteſſe de ces bois, Oy les triſtes accens qu’entre-couppe ma vois:	Et toi, toi Nymphe Écho, hôtesse de ces bois, Oi les tristes accen entre-couppe ma vois:
Si d’vn ſuperbe enfant la beauté argentine Couua iamais vn feu ſoubs ta chaſte poitrine Fauoriſe à mes veux, ie te prie dy moy Quel Dieu doux & benin chaſſera mon eſmoy?	Si d'autre superbe enfant la beauté argentine Couva jamais un feu sous ta chaste poitrine Favorise à mes veux, ie te prie dis -moi Quel Dieu doux et bénin chassera mon émoi?
Echo, Moy Qui fait viure mon ame en priſon ſi obſcure?	Écho, Moi Qui fait vivre mon âme en prison si obscure?
Echo.	Écho.
Cure Il m’en deſplaiſt helas!	Cure Il m'en déplaît hélas!
trop long temps ie l’endure.	trop long temps Seigneur l'endure.
Echo.	Écho.
Dure Mais qui pourra enfin alentir mon deſir, Serener ma triſteſſe, & mon cœur reſioüir ?	Dure Mais qui pourra enfin alentir mon désir, Serener ma tristesse, et mon cœur résiouir ?
Echo.	Écho.
ioüir C’eſt le ioüir vrayment, EcHo, la joüiſſance Me verſera du bien vne entiere abundance.	jouir C'est le jouir vraiment, EcHo, la jouissance Me versera du bien une entière abundance.
Qui me fera ioüir d’vn ELPIS mon paſteur?	Qui me fera jouir d'vn ELPIS mon pasteur?
Echo.	Écho.
heur Ie verray donc de moy eſclatter le malheur.	heur Je verrai donc de moi éclater le malheur.
Seray-je d’vnELPIS la douce Colombelle?	Serai-je d'vnELPIS la douce Colombelle?
Echo.	Écho.
belle O l’heureuſe iournée, ô ioyemon-pareille.	belle Ô l'heureuse journée, ô ioyemon-pareille.
Mais ma Nymphe dit moy, le verray-jebien toſt?	Mais ma Nymphe dit -moi, le verrai-jebien tôt?
U LSO D CLIOI Echo.	V LSO D CLIOI Écho.
atoſt Il eſt donc enuoyé, frais, gaillard, & diſpoſt.	atôt Il est donc envoyé, frais, gaillard, et dispost.
I’appaſſeray taftoſt la folr quime touimente, Ie veux tanter le voir, trop longue eſt mon attente.	J'apasserai taftost la folr quime touimente, Je veux tanter le voir, trop longue est mon attente.
ARCHONTAS.	ARCHONTAS.
Hé quel nouueau plaiſir me vient charmer mes ſens, Bon Dieu!	Hé quel nouveau plaisir me vient charmer mes sens, Bon Dieu!
quelle lieſſe en mon ame ioſens?	quelle liesse en mon âme jos?
D’où vient ce beau Soleil, ceſt’ heureuſe lumiere Qui Tor de les Tayons venedans ma pauprere.	D'où vient ce beau Soleil, cet heureuse lumière Qui Tor de les Tayons venedans ma paupre.
Ie vois renaiſtre vn iour, vn ſiecle tout nouuëau, C’eſt ce diuin ELPIS qui ſort de ſon berceau.	Je vois renaître un jour, un siècle tout nouuëau, C'est ce divin ELPIS qui sort de son berceau.
AGOTAS.	AGOTAS.
Ia noſtre triſte hyuer roidy à fil de glace, Chaſſe les tourbillons de ſa negeante face, De lildebus de ces rais lle as furrarre vir deau iour, Le gracieux Printemps nous haleine à ſon tour.	Ia notre triste hiver roidi à fil de glace, Chasse les tourbillons de sa négeante face, De lildebus de ces rais lèle as furrarre vir deau jour, Le gracieux Printemps nous haleine à son tour.
C’eſt pour toy grand ELPIS, l’honneur de ton viſage Vient chaſſer nos malheurs, & redorer noſtr’ âge.	C'est pour toi grand ELPIS, l'honneur de ton visage Vient chasser nos malheurs, et redorer notre âge.
PROTATEE.	PROTATE.
Noſtre ELPIS eſt venu, Bergers ſoyez joyeux, Ce iour que nous voyons rayonne de ces yeux C ARCHONTAS, AGOTAS.	Notre ELPIS est venu, Bergers soyez joyeux, Ce jour que nous voyons rayonne de ces yeux Ç RCHONTAS, AGOTAS.
O iour trois fois heureux, ô douce joüiſſance, Qui nous fera joüir de ſa belle preſence.	Ô jour trois fois heureux, ô douce jouissance, Qui nous fera jouir de sa belle présence.
Deſia par ces Foreſts voltige ſon renom, La babeillarde Echo gazouïlle ſon beau nom.	Déjà par ces Forêts voltige son renom, La babeillarde Écho gazouille son beau nom.
Mais Bergers ie languis en l’amoureuſe flamme, Allons trouuer celuy que deſire mon ame.	Mais Bergers on languis en l'amoureuse flamme, Allons trouver celui que désire mon âme.
ACTE IIII.	ACTE IIII.
Chœur des Bergers.	Chœur des Bergers.
Protatee.	Protate.
CHANT.	CHANT.
BERGER I.	BERGER I.
Si Saturne eſt regnant encor, Si apres vne nuict humide Phœbus gallopant par le vuide Orne ſon chef d’vn creſpe d’or.	Si Saturne est régnant encor, Si après une nuit humide Phœbus gallopant par le vide Orne son chef d'un crêpe d'or.
I.	I.
Si tu vois creſper l’Orient, Si la terre douce & benigne Ouure ſa feconde poitrine, Si l'Ait va doucement riant.	Si tu vois crêper l'Orient, Si la terre douce et bénigne Ouvre sa féconde poitrine, Si l'Ait va doucement riant.
C’eſt pour ELPIS le grand Berger, Lequel ſes voutes azurées Nous donnent pour garder nos prées, Et pour auec nous habiter.	C'est pour ELPIS le grand Berger, Lequel ses voutes azurées Nous donnent pour garder nos prées, Et pour auec nous habiter.
PROTATEE.	PROTATE.
Hè quels tõs?	Hés quels tombs?
quels accẽs?	quels accends?
d’où sõt ces airs nouueaux Il me ſemble que i’erre entre mille amoureaux, Qui d’vn accent doré d’vne Lyre Yuoirine, Flattent les longs deſirs de leur mere Cyprine.	d'où sõt ces airs nouveaux Il me semble que j'erre entre mille amoureaux, Qui d'un accent doré d'une Lyre Yvoirine, Flattent les longs désirs de leur mère Cyprine.
CHOEVR.	CHOEUR.
Comme paroiſt Phœbus ſortant de ſon reſueil Apres auoir laiſſé les campagnes ſalées, Quand il jauny du Ciel les plaines eſtoillées, Ainſi paroiſt ELPIS ton viſage vermeil.	Comme paraît Phœbus sortant de son réveil Apres avoir laissé les campagnes salées, Quand il jauni du Ciel les plaines étoilées, Ainsi paroist ELPIS ton visage vermeil.
Comme la Lune luit ſur les flambeaux dorez Que nous ſeme la Nuit dans ſa brune cortine, Et deſſus tout reluit le beau feu de Cyprine, Ainſi reluiſt ELPIS bel aſtre de nos prez.	Comme la Lune luit sur les flambeaux dorés Que nous sème la Nuit dans sa brune cortine, Et dessus tout reluit le beau feu de Cyprine, Ainsi reluist ELPIS bel astre de nos prés.
C 1 Comme vn beau Lis eſclatte entre les autres fleurs Dans l’eſmail bigarré d’vne belle prairie Où le teint pourpriſſant d’vne Roſe épanie:	Ç 1 Comme un beau Lis éclatte entre les autres fleurs Dans l'émail bigarré d'une belle prairie Où le teint pourprissant d'une Rose épanie:
aiiliii de con-veau mont cielattentles fonneurs.	aiili de conveau mont cielattentles sonneurs.
Qui a point veu iamais vn Cheſne verdiſſant, Vn Dedre, ou vn Cypres, dans les Foreſts ramées Qui halenent l’odeur des gommes embauſmées?	Qui a point vu jamais un Chesne verdissant, Un Dédre, ou un Cyprès, dans les Forêts ramées Qui halenent l'odeur des gommes embaumées?
Ainſi noſtre ELPIS ſon beau chef va hauſſant.	Ainsi notre ELPIS son beau chef va haussant.
Sus donc que le Ciel tout enyuré d’odeurs, Honorant le grand bien de ſa plaiſante veuë, Et de Bauſme & Thyn nous eſpanche vne nuẽ.	Sus donc que le Ciel tout enivré d'odeurs, Honorant le grand bien de sa plaisante vue, Et de Baume et Thyn nous épanche une nûment.
Qu’il pleuue doucement vn ombre de ſenteurs onl laihanplella diolesaallMa Sus que Bacchus luy offre vn raiſin pourpriſſant, Et que Ceres pour luy creſpe ces blondes treſſe Que la Terre pour luy eſtale ces rieheſſes, Que les arbres pour luy gardent leurs fruicts cri gnoillemob eυluoi handion eobanc  Mignotons-le pendant dans les mignards plaiſir.	Qu'il pleuve doucement un ombre de senteurs onl laihanplella diolesaallMa Sus que Bacchus ion offre un raisin pourprissant, Et que Ceres pour lui crêpe ces blondes tresse Que la Terre pour lui étale ces résiehesses, Que les arbres pour lui gardent leurs fruits cri gnoillemob ealluoi handion eobanc Mignotons-le pendant dans les mignards plaisir.
Parjenions-le de neurs;	Parjénions-le de neurs;
que noſtre maſte luy dé De Laurier ou de Mytrhe, vne belle Coronne.	que notre mâte Roi de De Laurier ou de Mytrhe, une belle Coronne.
Et que dedans nos prez l’eſuentent les Zephirs Plus cher que le Paſteur de la grand Syracu, Son chãt peut accorder le Loup & les troupt	Et que dedans nos prés l'éventent les Zéphirs Plus cher que le Pasteur de la grand Syracu, Son chont peut accorder le Loup et les troupt
DPROTATEE.	DPROTATE.
OIT RONUCIHOM e0 Paroiſt donc mon Soleil, mon hõneur, & ma vie Hé mon ame s’enuole:	OIT RONUCIHOM eu0 Paraît donc mon Soleil, mon honneur, et ma vie Hé mon âme s'envole:
ell'eſt en toy rauie.	Elle est en toi ravie.
421110 Acte V.	421110 Acte V.
Pan, Elpie, Protatee, Archontas, Agotas.	Pan, Élpie, Protâte, Archontas, Agotas.
TAN.	TAN.
Ie ſuis de ces foreſts le Seigneur & le Roy it ie balance tout ſoubs le ioug de ma loy, u ſeul bruit de mon Nom toute choſe obtempere t ie ſuis des Bergers & le Maiſtre & le Pere es Fauues cheure-pieds Cytoiens de ces lieus es Satyres cornus & tous les demy Dieux ognoiſſent bien mon Nom, honorẽt ma puiſſance ont touſiours emprainte au front ma reuerence.	Je suis de ces forêts le Seigneur et le Roi it deux balance tout sous le joug de ma loi, u seul bruit de mon Nom toute chose obère t ie suis des Bergers et le Maître et le Pere toujours Fauves chèvre-pieds Cytoiens de ces lieus ès Satyres cornus et tous les demi Dieux ognaissent bien mon Nom, honorêt ma puissance ont toujours emprainte au front ma révérence.
on Nom qui comprend tout anime tous ces bois, voltige porté ſur les aiſles des vois.	on Nom qui comprend tout anime tous ces bois, voltige porté sur les ailes des vois.
es Montagnes ſeiour des belles Oreades Et les replis friſez des plaiſantes Nayades S’entent ma Deité.	es Montagnes séjour des belles Oreades Et les replis frisez des plaisantes Nayades S'entent ma Déité.
Et quand d’vn pied diuin Ie vais foulant ces pres le criſtal argentin Gazouille doulcement, tout reſpire ma vie Et richement pour moy s’emaille la prairie, Pour moy breillẽt les fleurs pour moy dõne le Thyn Vne odeur recreant le ſoir comme au matin.	Et quand d'un pied divin Je vais foulant ces lieux le cristal argentin Gazouille doulancement, tout respire ma vie Et richement pour moi s'emaille la prairie, Pour moi breillent les fleurs pour moi domme le Thynhy Ône odeur recreant le soir comme au matin.
Pour moy les Oyſeillõs deſcoupẽt ſoubs l’Ombrage Les babeillards fredons de leur plaiſant ramage.	Pour moi les Oyseillõs descoupẽt sous l'Ombrage Les babeillards frédons de leur plaisant ramage.
Etie vient maintenant (Nymphe), tes tr Ont percé mon oreille, & penetré mes ſe I’ay enfin entendu les voix doulces-pla Que tu vas animant à ces moiteuſes riut Tien voila ton ELPIS, & vous pauures P.	Etie vient maintenant (Nymphe), tes tr Ont percé mon oreille, et pénétré mes se J'ai enfin entendu les voix doulces-pla Que tu vas animant à ces moiteuses riut Tien voila ton ÉLIS, et vous pauvres P.
Ie vous comble à cet heure, & de biẽs & d’he Sus chaſſes ces ennuis, voila voſtre bon Maiſt.	Je vous comble à cet heure, et de biẽs et d'hé Sus chasses ces ennuis, voilà votre bon Maist.
Qui ſçait comme il vous faut mener vos troup paiſtre, Comme il les faut traicter, lauer les graſſes peaux Dans le clair argenté des doulx coulans ruiſſeaux.	Qui était comme il vous faut mener vos troup paître, Comme il les faut traicter, laver les grâces peaux Dans le clair argenté des douls coulants ruisseaux.
Mais ce pendant ELPIS prẽd moy ceſte Corõne Que tout incontinent ton beau Chef enuironne:	Mais ce pendant ELPIS prend moi cette Corõne Homme tout incontinent ton beau Chef environne:
Prend ce Sceptre puiſſant c’eſt vn don de ma main Vn don qui eſt vrayment diuin & non humain Elle facilement pourra domter la rage Des Ourſes & des Loups, ou d’vn Sanglier ſauuage Par elle tu pourras conduire les troupeaux Et commander touſiours entre les bergereaux.	Prend ce Sceptre puissant c'est un don de ma main n on qui est vraiment divin et non humain Elle facilement pourra dompter la rage Des Ourses et des Loups, ou d'un Sanglier sauvage Par elle tu pourras conduire les troupeaux Et commander toujours entre les bergèreaux.
opta done bienrneureda LLrisiece la donne, Et en te la donnant de biens ie te foiſonne Va vertueux ELPIS, & rallume vn beau iour A tes Champs languiſſant minez de ton Amour.	opta donce bienrneureda LLisièce la donne, Et en te la donnant de biens ie te foisonne Va vertueux ELPIS, et rallume un beau jour À tes Champs languissant minez de ton Amour.
ELPIS.	ELPIS.
Ha ie cognois ta voix, & les rays de ta face Grand Maiſtre des Paſteurs, gtand Pan ie t'en rend grace on beau nom, puiſque par mon moyen re pays t’as verſé tant de bien ious touſiours d’vne œillade propice.	Ha ie connais ta voix, et les rays de ta face Grand Maître des Pasteurs, gtand Pan ces t'en rend grâce on beau nom, puisque par mon moyen re pays t'as versé tant de bien jou jours d'une œillade propice.
ne ſouuiendray de ce grand benefice mon Cœur.	ne souviendrai de ce grand bénéfice mon Cœur.
PROT.	PROT.
ELPIS mon petit œil non Soleil.	ELPIS mon petit œil non Soleil.
ELPIS.	ELPIS.
ô Dieu le doux accueil Jaapne moniouey, mon gemet & ma Roſe miel repoſe en toy, & ſur toy ie repoſe.	ô Dieu le doux accueil Jaapne moniouei, mon gémet et ma Rose miel repose en toi, et sur toi on repose.
PROTATEE.	PROTATE.
Heureuſe ta venuë, heureux l’embraſſement Qui me va maintenant en ton col enlaſſant Autant que m’a rongé de ſoucy ton abſence, dnuemrne fome doma lesiures de ta bencprerence.	Heureuse ta venue, heureux l'embrassement Qui me va maintenant en ton col enlassant Autant que m'a rongé de souci ton absence, dnuemrne fome domaca lesjures de ta bencorerence.
Ta grace mon Berger plus doulce que le Thyn Me tient touſiour colee en ton luſtre diuin.	Ta grâce mon Berger plus doulce que le Thyn Me tient toujours colée en ton lustre divin.
0	0
ELPIS.	ELPIS.
Bergere mon Amour tu es vrayment brunette Derré parmy ces pres vagabunde & ſeulette, Le Soleil trop ardent à changé ta couleur Et tanné ton beau teint de ſa viue chaleur.	Bergère mon Amour tu es vraiment brunette Derré parmi ces pres vagunde et seulette, Le Soleil trop ardent à changé ta couleur Et tanné ton beau teint de sa vive chaleur.
17 Mais quoy ie t’ayme mieux que ie ne fais l’Aurore Qui d’vn pourpre vermeil ſon beau front recolore.	17 Mais quoi nous t'aime mieux que je ne fais l'Aurore Qui d'un pourpre vermeil son beau front récolore.
PROTATEE.	PROTATE.
ELPIS mon cher Paſteur, la pœur & le ſoucy Ta rendu vn peu paſle, & megrelet ainſi Mais quoy ie t’ayme mieux que la perruque blonde Ducœleſte courſier quand il reſort de l’Onde, 2 4 Et qu’il orne ſon chef de ſes rayons dorès.	ELPIS mon cher Pasteur, la pœur et le souci Ta rendu un peu pas, et mégrelet ainsi Mais quoi quelque t'aime mieux que la perruque blonde Ducœleste cours quand il résort de l'Onde, 2 4 Et qu'il orne son chef de ses rayons dorès.
En toy vit mon plailir, & meurent mes regrets.	En toi vit mon plailir, et meurent mes regrets.
ELPIS.	ELPIS.
Tes yeux, aſtres brillants, les flãbeaux de mon an Nourriſſent dedans moy vne treſ-ſaincte flamme, L’honneur de ta beauté, cet yuoire poly Qui reluiſt ſur ton front richement embely, Me dient ſenle lur toy, & fait que ſe deſire Ton amour, par lequel iour & nuict ie ſouſpire.	Tes yeux, astres brillants, les flambeaux de mon an Nourrissent dedans moi une très-saincte flamme, L'honneur de ta beauté, cet yvoire poli Qui reluist sur ton front richement embeli, Me dient sénle lur toi, et fait que se désire Ton amour, par lequel jour et nuit ie souspire.
PROTATEE.	PROTATE.
Ta taille riche & droicte, & la rare beauté Où ce meſle la grace, auec la Majeſté Ta bouche le canal d’vne douce Ambroſie Prenle tounodis de morreddi, & mon ame rauie:	Ta taille riche et droite, et la rare beauté Où ce mêle la grâce, avec la Majesté Ta bouche le canal d'une douce Ambrosie Prenle tounodis de morredi, et mon âme ravie:
En te voyant ie prens vn extreme plaiſir, Mais ie ne peux ſouler la ſoif de mon deſir.	En te voyant ici prends un extrême plaisir, Mais tu ne peux soûler la soif de mon désir.
ELPIS.	ELPIS.
Le Ciel ſera la Mer, & la Mer porte-voiles Parſemera ſon dos de brillantes eſtoilles, Phœbus crclairora les vinbres de la nuice, Sa ſœur allumera le beau iour qui nous luit, Et le Lis noircira dans la plaine argentée Quand ELPIS oublira ſa chere Protatée.	Le Ciel sera la Mer, et la Mer porte-voiles Parsemera son dos de brillantes étoilles, Phœbus crairora les vinbres de la nuice, Sa sœur allumera le beau jour qui nous luit, Et le Lis noircira dans la plaine argentée Quand ELPIS oublira sa chère Protatée.
PROTATEE.	PROTATE.
Le beau Printemps perdra ſa beauté & ſa grace, Et de gros tourbillons bourſoufdlera ſa face:	Le beau Printemps perdra sa beauté et sa grâce, Et de gros tourbillons boursouflera sa face:
L’hyuer nous verſera vne moiſſon de fleurs,	L'hiver nous versera une moisson de fleurs,
ELPIS.	ELPIS.
peaux, C’eſt aſſez mon doux cœur, allons voir nos trouCherchons le beau ſejour des argentines eaux, Où les petits oyſeaux tapis ſur les boccages D’vn goſier emmiellé entonnent leurs ramages.	peaux, C'est assez mon doux cœur, allons voir nos trouCherchons le beau séjour des argentines eaux, Où les petits oiseaux tapis sur les bocages D'un gosier emmiellé entonnent leurs ramages.
Allons ma Colombelle, allons & nuit & iour.	Allons ma Colombelle, allons et nuit et jour.
Cueillons les ſacrez fruicts de noſtre ſainct amour.	Cueillons les sacrés fruits de notre saint amour.
Paiſſons noſtre beſtail, nos douces camuſettes Dans l’eſmail diapré de nos douces fleurettes.	Paissons notre bétail, nos douces camusettes Dans l'émail diapré de nos douces fleurettes.
Mais vous mes chers Bergers qui entre vos deſirs Animez ces Foreſts de vos tiedes ſouſpirs, En regrettant ELPIS, ELPIS voſtre bon Maiſtre, Sus comme auparauãt faictes vos troupeaux paiſtre roibiuy voſtre garde, & veux que ſous mes Lois Exempt de tout malheur vous viuiez dans ces bois Sus donc pleins d’allegreſſe enflez la cornemuſe, Et ſuiuez le ſentier de la ruſtique Muſe	Mais vous mes chers Bergers qui entre vos désirs Animés ces Forêts de vos tièdes soupirs, En regrettant ELPIS, ÉLIS votre bon Maître, Sus comme auparavant faites vos troupeaux paître roibiz votre garde, et veux que sous mes Lois Exempt de tout malheur vous viviez dans ces bois Sus donc pleins d'allègres enflez la cornemuse, Et suivez le sentier de la rustique Muse
ARCHONTAS.	ARCHONTAS.
Tu ſois le bien-uenu en cent mille façons, Par toy nous pouuõs dire aux Foreſts nos chanſons Elles ſçauront ton nom, & l’Echo des vallées Le portera hautain aux voultes eſtoillées, Elle racontera qu’ELPIS le grand Paſteur Eſt le mignon des Dieux & des hommes l’honnen	Tu sois le bien-enu en cent mille façons, Par toi nous pouvons dire aux Forêts nos chansons Elles sauront ton nom, et l'Écho des vallées Le portera hautain aux voultes estoillées, Elle racontera qu'ELPIS le grand Pasteur Est le mignon des Dieux et des hommes l'honnen
ELPIS, de ton bien-fait ayant touſiours memoîre, Par tout nous publirons ton honneur, & ta gloire.	ELPIS, de ton bienfait ayant toujours memoîre, Par tout nous publirons ton honneur, et ta gloire.
Ton nom ſera graué dans le flanc des Ormeaux, Nos Muſettes ſouuent l’apprẽdront aux troupeaux, Que la fleur d’Apollon teſmoigne ſon martyre, Et porte les regrets du mignon de Zephire.	Ton nom sera gravé dans le flanc des Ormeaux, Nos Musettes souvent l'apprẽdront aux troupeaux, Que la fleur d'Apollon témoigne son martyre, Et porte les regrets du mignon de Zéphire.
Nous verrons dans nos prez vne moiſſon de Lis Porter ſur leur blanc chef le ſacré nom d’ELPIS.	Nous verrons dans nos prez une moisson de Lis Porter sur leur blanc chef le sacré nom d'ELPIS.
Le nom ſeul d’vn ELPIS animera ces plaines:	Le nom seul d'un ELPIS animera ces plaines:
Le criſtal argenté de ces belles fontaines Cazoüillera ELPIS, ELPIS noſtre grand bien,	Le cristal argenté de ces belles fontaines Cazoüillera ELPIS, ELPIS notre grand bien,
