M.	M.
TABRICE, GVILLOY,	TABRICE, GUILLOI,
FABRICE.	FABRICE.
E ſuis le plus content du monde.	E suis le plus content du monde.
I Mon bon heur n’euſt iamais d’eſgal Vn amy me preſte vn cheual, Et pour m’obliger d’auantage Cent piſtolles pour mon voyage;	I Mon bon heur n'eût jamais d'égal Un ami me prête un cheval, Et pour m'obliger davantage Cent pistoles pour mon voyage;
Ie pars d’icy fort ſatisfait	Je pars d'ici fort satisfait
GVILLOT regardant vers la porte de ſon Maiſtre.	GUILOT regardant vers la porte de son Maître.
Vas tu na’s iamais ſi mal fait, Qu’à lors que tu chaſſa Fabrice Ce garçon parfait & ſans vice, L’œconome de ta Maiſon Qui n’a rien en ſoy que de bon, Mais pour cette malice eſtrange Que bientoſt quelque loup te mange, Et qu’auant que de t’aualer Il te puiſſe bien eſtrangler, Que la rage te bate au ventre Que la terre t’ouure ſoncentre, Afin que tu tombe en Enfer Entre les bras de Lucifer, Et que ſi fort il t’y retienne u au grand lamais tu n’en reuienne, Tu ſeras bien la ſur ma foy	Vas tu n's jamais si mal fait, Qu'à lors que tu chassa Fabrice Bien garçon parfait et sans vice, L'œconome de ta Maison Qui n'a rien en soi que de bon, Mais pour cette malice étrange Que bientôt quelque loup te mange, Et qu'avant que de t'avaler Il te puisse bien tôt, Que la rage te bate au ventre Que la terre t'ouvre soncentre, Afin que tu tombe en Enfer Entre les bras de Lucifer, Et que si fort il t'y retienne au grand lamais tu en reuienne, Tu seras bien la sur ma foi
TADRICE, Qu'as tu donc,	TADRICE, Qu'as -tu donc,
GVILLOT.	GUILOT.
Ie parlois pour toy, aa hoitre viel letpent de Mrant e De ce qu’il ta paru ſi traiſtre, En te mettant dehors ainſi	Je parlais pour toi, à hoître viel letpent de Mrant e De ce qu'il ta paru si traître, En te mettant dehors ainsi
FABRICE dit ces ſix vere.	FABRICE dit ces six vere.
Guillot n’en ſoit point en ſoucy, Pour banir ma melancolie Ie m'en vay larqu'eir feune, De la ie paſſe en Portugal I’ay cent Louis vn bon cheual, ſe m’en vay mener bonne vie	Guillot n'en soit point en souci, Pour banir ma mélancolie Je m'en vais larqu'eir feune, De la vôtre passe en Portugal J'ai cent Louis un bon cheval, se m'en vais m bonne vie
VILLOT.	VILOT.
Ie te veux tenir compagnie, Pour me diuertir auec toy m--	Je te veux tenir compagnie, Pour me divertir avec toi m'
FABRICE.	FABRICE.
Mais Guillot auras tu dequoy, Car il en faut pour te conduire	Mais Guillot auras de quoi, Car il en faut pour te conduire
GVILLOT.	GUILOT.
Tes cent Louis pouront ſuffire.	Tes cent Louis pourront suffire.
Ne ſuffiſant pas, bien & beau Nous yrons vendre mon manteau, Fait dont çeler ta haridelle Puis ie mettray le cul ſur celle, Et par pitié quand ie voudray La croupe ie te preſteray, I’oblige de belle maniere	Ne suffisant pas, bien et beau Nous irons vendre mon manteau, Fait dont çeler ta haridelle Puis ie mettrai le cul sur celle, Et par pitié quand on voudrai La croupe ainsi te prêterai, J'oblige de belle manière
FABRICE.	FABRICE.
C’eſt me faire la grace entiere, Mais parlons aue cque raiſon N’eſt tu point hors de la Maiſon, Ie penſe connoiſtre à ta mine Qu'on ta bany de la cuiſine, Et ie iurerois ſur ma foy Qu'on t’en à fait autant qu’a moy,	C'est me faire la grâce entière, Mais parlons aue cque raison N'est tu point hors de la Maison, Je pense connaître à ta mine Qu'on ta bani de la cuisine, Et Seigneur jurerais sur ma foi Qu'on t'en a fait autant qu'a moi,
GVILLOT.	GUILOT.
Non pas, mais mon Maiſtre, Fabrice, Ma bien dit que ie te ſuiuiſſe, Et qu’il m’eſtrilleroit enfin Si ie ne prenois ton chemin, C’eſt le diſcours du galant homme - II1 FABRICE.	Non pas, mais mon Maître, Fabrice, Ma bien dit que je te suivisse, Et qu'il m'étrillerait enfin Si grande ne prenais ton chemin, C'est le discours du galant homme - FABRICE.
Sçay tu comment cela ſe nomme, Iuſtement valet à loüer Et ie te veux bien aduoüer, Que ie ſens vne ioye extreme De ce qu’il ta traité de meſme, Tantoſt tu te moquois de moy Maintenant ie me ris de tõy, Ah, Monſieur de la Guillotiere Ton humeur eſtoit par trop fiere, Tu voulois des titres exquis Que l’on te traita de Marquis, D’alteſſe, de Duc, de Viconte Et tout cela rien qu’à ta honte, Cal te vona change loudani D’vn grand Seîgneur en vn gredain, Ah, que ſi i’aimois la vengence	Sais -tu comment cela se nomme, Justement valet à louer Et mille te veux bien avouer, Que ie sens vne joie extrême De ce qu'il ta traité de même, Tantôt tu te moquais de moi Maintenant ie me ris de toujours, Ah, Monsieur de la Guillotible Ton humeur était par trop fasse, Tu voulais des titres exquis Que l'on te traita de Marquis, D'altesse, de Duc, de Vicomte Et tout cela rien qu'à ta honte, Cal te von change loudani D'un grand Seîgneur en un gredain un Ah, que si j'aimais la vengence
GVILLOT.	GUILOT.
Voila comme tourne la chance, Hier i’eſtois tout a fait heureux Auiour d’huy ie ne ſuis qu’vn gueux, Et la plus grande gueuſerie S’eſt miſe ſur ma friperie, Ah, que mon deſtin eſt cruel Me voila capon eternel, Quiconque verra ma figure Il verra la pauureté pure, Tantoſt ie faiſois du cancan Et ie ne ſuis plus qu’vn croquau, Mais qui faire c’eſt la fortune Qui m’en à voulu bailler d’vne, Et quand meſme ie m’en tuetay Eile nen leta du a ren sre, I’ayme dont mieux la laiſſer faire	Voilà comme tourne la chance, Hier j'étais tout a fait heureux Aviour d'hui votre ne suis qu'Han gueux, Et la plus grande gueuserie S'est mise sur ma friperie, Ah, que mon destin est cruel Me la capon éternel, Quiconque verra ma figure Il verra la pauvreté pure, Tantôt je faisais du cancan Et mille ne suis plus qu'un croquau, Mais qui faire c'est la fortune Qui m'en à voulu bailler d'une, Et quand même Dieu m'en tueta Du nen leta du leta du commère, J'aime J' mieux la laisser faire
FABRICE.	FABRICE.
Mais conte moy tout le myſtere, Noſtre Maiſtre ta t’il chaſſé	Mais conte moi tout le mystère, Notre Maître ta t'il chassé
GVILLOT.	GUILOT.
Ouy, Fabrice & fort menaſſé, Et ibientait Ie Diable à quatre Que iecroiois qu’il m’aloit battre, Et me mettre au rang des ocçis	Oui, Fabrice et fort menacé, Et ibientait Je Diable à quatre Que iecroiois qu'il m'allait battre, Et me mettre au rang des ocis
PABRICE.	PABRICE.
Quoy tu n’eſt plus dans le logis, Il t’auroit fait cette incartade	Quoi tu n'est plus dans le logis, Il t'aurait fait cette incartade
GVILLOT.	GUILOT.
I’en ſuis ſevré mon camarade, II m’a mis dehors comme vn chien	J'en suis sévré mon camarade, II m'a mis dehors comme un chien
FABRICE.	FABRICE.
Il a fait en homme de bien, Et deuoit faire tintamare Sur ton dos à grand coup de bire, EV Et te donnant du pied au cu Te mettre à la porte tout nu, C euſt eſte terendre ſuſtice	Il a fait en homme de bien, Et devait faire tintamare Sur ton dos à grand coup de bire, EU Et te donnant du pied au cv Te mettre à la porte tout nu, Ç eût este terendre sustice
ILLOT, Ceſſe de me railler Fabrice, Et ſongeons pluſtoſt à partir	ILLOT, Cesse de me railler Fabrice, Et songeons plutôt à partir
FABRICE.	FABRICE.
Guillot ie n’y puis conſentir, Et plus à partir ie m’aplique Moins ie puis quitter Engelique, Comment abandonner ces lieux Apres auoir veu ces beaux yeux.	Guillot homme n'y puis consentir, Et plus à partir tu m'applique Moins ici puis quitter Engélique, Comment abandonner ces lieux Apres avoir vu ces beaux yeux.
GVILLOT.	GUILOT.
Fabrice quand ie m’imagine Qu’il faut quitter cette cuiſine, Ou ie beuuois comme vn bacus Où ie chantois gaudeamus, Où ie me delectois ſans ceſſe	Fabrice quand belle m'imagine Qu'il faut quitter cette cuisine, Ou ie buvais comme un bacus Où ie chantais gaudeamus, Où ie me délectais sans cesse
FABRICE.	FABRICE.
Ah, quand ie ſonge à ma Maiſtreſſe, La ton melnte a la ocaute	Ah, quand ici songe à ma Maîtresse, La ton melnte a la ocaute
GVILLOT.	GUILOT.
Ah, quand ie ſonge à ce paſté, Dequoy ie coupois vne tranche	Ah, quand ici songe à ce pâté, Dequoi -je coupais quelque tranche
FABRICE.	FABRICE.
Ah, quand ie peme a ia mam brnche, Dequoy ſi delicatement Elle touchoit vn inſtrument, Quene llie taumont lorene.	Ah, quand ici peme a ja mam brnche, Dequoi si délicatement Elle touchait un instrument, Quene lie taumont lorene.
GVILLOT.	GUILOT.
Quand ie penſe à cette bouteille, bont lerentre uiix pieds de tour Que ie vidois trois fois par iour,	Quand ici pense à cette bouteille, bont èrentre uiix pieds de tour Que ie vits trois fois par jour,
FADRICE.	FADRICE.
Que i’aime à contempler ſa grace	Que j'aime à contempler sa grâce
GVILLOT.	GUILOT.
Que i’aime vne bonne becaſſe,	Que j'aime vne bonne bécasse,
FABRICE.	FABRICE.
dt due le cleria cos apto	dt due le cleria cos appro
GVILLOT.	GUILOT.
Que lecheris vn grand repay,	Que lecheris un grand répai,
FABRICE.	FABRICE.
Quel plaiſir de voir ce bel Ange	Quel plaisir de voir ce bel Ange
GVILLOT.	GUILOT.
Quel plaiſir quand on boit & mange,	Quel plaisir quand on boit et mange,
IIIDRIOL.	IIIDRIOL.
Qu'on aime vn ouurage ſi beau	Qu'on aime un ouvrage si beau
GVILLOT.	GUILOT.
Que i’aime vne longe de veau,	Que j'aime un longe de veau,
FABRICE.	FABRICE.
Ah, que ne vois ie ſon viſage	Ah, que ne vois rien son visage
GVILLOT.	GUILOT.
enn, que ne vois le vn gralid potage,	enn, que ne vois le un gralid potage,
TABRICE.	TABRICE.
hupres duquel tout autre eſt lait	huprès duquel tout autre est lait
GVILLOT.	GUILOT.
Que n’ay ie vn gros cochon de lait, Ah, que ie ferois bien ripaille	Que n'ai ie vn gros cochon de lait, Ah, que tu ferais bien ripaille
FABRICE.	FABRICE.
Quand le pene à la bene taille, A ſon port, ſon eſprit diuin	Quand le pene à la bene taille, À son port, son esprit divin
GVILLOT.	GUILOT.
Quand ie penſe a ce bro de vin, Qui me d’égoutoit dans le ventre unui que rorcoio dremdurio tnonçentre,	Quand était pense à ce bro de vin, Qui me d'égoutoit dans le ventre unui que rorcoio dremdurio tnonçentre,
FABRICE.	FABRICE.
Faut il quitter ces yeux ſi beaux	Faut -il quitter ces yeux si beaux
JVILLOT.	JVILOT.
Faut il quitter ces Aloyeaux, Ces Dindons, ces bonnes viandes Si delicates, ſi friandes,  napens de dizos ne Mutiton Dont ie mengreſſois le menton, Et faiſois ma plus grande gloire De m’en donner par la machoire,	Faut -il quitter ces Aloyeaux, Ces Dindons, ces bonnes viandes Si délicates, si friandes, napents de dix ne Mutitter Ces ie mengressais le menton, Et faisais ma plus grande gloire De m'en donner par la mâchoire,
FABRICE.	FABRICE.
Mais, mes iegrete lont raperaſus Pius Puis que ie ne la verray plus, Guiſſot ié luis incontolable	Mais, mes imgrete lont raperasus Pius Puis que je ne la verrai plus, Guissots jé luis incontolable
GVILLOT Que ie regrette cette table,	GUILOT Que ie regrette cette table,
FABRICE.	FABRICE.
Tu ne ſonge rien qu’à manger	Tu ne songe rien qu'à manger
GVILLOT.	GUILOT.
Toy rien qu'à-me faire enrager, Laiſſe la cette amour auide Et comme moy ſonge au ſolide,	Toi rien qu'à-même faire enrager, Laisse la cette amour aujde Et comme moi songe au solide,
FABRICE.	FABRICE.
Ie ne ſonge qu’à mon chagrin	Je ne songe qu'à mon chagrin
GVILLOT.	GUILOT.
Moy qu’à raſſaſier ma faim, Et ſi i’auois bien de quoy frire Ie verrois finir mon martire,	Mo qu’à rassasier ma faim, Et si j'avais bien de quoi frire Je verrais finir mon martyre,
FABRICE.	FABRICE.
Mais ſans faire tant de regrets Recherchons pluſtoſt les ſecrets, De nous remettre bien en grace Aupres du Mantre qui nous chaſſe, Regarde donc par quel moien Nous pourrons nous y mettre bien, Cherche en ta teſte	Mais sans faire tant de regrets Recherchons plutôt les secrets, De nous remettre bien en grâce Aupres du Mantre qui nous chasse, Regarde donc par quel moyen Nous pourrons nous y mettre bien, Cherche en ta tête
GVILLOT.	GUILOT.
Ah, quelle beſte	Ah, quelle bête
D Oüy ie m’iray caſſer la teſte, Pout té trouuer l’inuention De r’entrer de dans la Maiſon,	D Oui autre m'irai casser la tête, Pout té trouver l'invention De rentrer de dans la Maison,
FABRICE.	FABRICE.
Guillot il n’eſt pas temps de rire Comprens mieux ce que ie veux dire, Il faut nous employer tous deux S’il ſe peut pour nous rẽdre heureux, Et nous ne ſçaurions tous deux l’eſtre Qu’en r’entrant auec noſtre Maiſtre, Sa fille dont ie ſuis aimé Et ſon bon vin qui t’à charmé, Merite bien tous deux qu’on face Quelqueffort pour r’entrer en grace, Songes y dont mon cher Guillot N’a t’on point eſcroqué mot pot, Ie veux dans ſon ius delectable Trouuer vn moien admirable, Chetchons i’ay retrouué mon vin Tu n’as qu’à bannir ton chagrin, Comme le vin fait des miracles Nous r’entrerons ſans nuls obſtacles, Prens doncque cette peinte ſoit Noſtre vieil Maiſtre qui paroiſt, Ie vais auec ma Retorique M’eſtendre ſur le patetique,	Guillot il n'est pas temps de rire Comprends mieux ce que tu veux dire, Il faut nous employer tous deux S'il se peut pour nous rendre heureux, Et nous ne saurions tous deux l'être Qu'en raentrant auec nôtre Maistre, Sa fille dont Se suis aimé Et son bon vin qui t'à charmé, Mérite bien tous deux qu'on face Quelqueffort pour rentrer en grace, Songes y dont mon cher Illot N'a t'on point escroqué mot pot, Je veux dans son j' délectable Trouver un moyen admirable, Chetons j'ai retrouvé mon vin Tu as qu'à bannir ton chagrin, Comme le vin fait des m Nous entrerons ' il na, Prens doncque cette peinte soit Nostre vieil Mir qui par, Ce vais auec ma Retorique te sur le M,
DES BOMESTNVLS.	DES BOMESTNULS.
39 Et ſon cœur fut il de rocher De ma harangue le toucher, C’à commençons dont la harangue Mais las, ie ſens ſeicher ma langue, Il faut auant que babiller Et l’humecter, & la moüiller, Il boit.	39 Et son cœur fut -il de rocher De ma harangue le toucher, C'à commençons dont la harangue Mais las, ie sens seicher ma langue, Il faut avant que babiller Et l'humecter, et la mouiller, Il boit.
Or c’à maintenant ie commence Exprimons noſtre doleance, Noſtre Maiſtre ſi vous vouliés Nous voyant tous deux à vos pieds, Monſtrer en nous voſtre clemence Vn peu de ius de ſapience, Il commance de s’adoucir Il boit.	Or c'à maintenant ie commence Exprimons notre doléance, Notre Maître si vous vouliez Nous voyant tous deux à vos pieds, Montrer en nous votre clémence Un peu de jus de sapience, Il commence de s'adoucir Il boit.
Que nous alons bien reüſſir, Recommançons dont à reprendre Le delicat, le doux, le tendre, Acordons nous ſur le plaintif Il boit, Que le temps eſt alternatif, Ma harangue à beaucoup de charme Et noſtre Maiſtre ſe deſarme, De toute ſa mauuaiſe humeur Ne connoiſt tu point vn tailleur, Il nous ſeroit bien neceſſaite	Que nous allons bien réussir, Recommançons dont à reprendre Le délicat, le doux, le tendre, Acordons nous sur le plaintif Il boit, Que le temps est alternatif, Ma harangue à beaucoup de charme Et notre Maître se désarme, De toute sa mauvaise humeur Ne connaît tu point un tailleur, Il nous serait bien nécessaite
FABRICE.	FABRICE.
Pourquoy oumotqu'en veut tu faire,	Pourquoi oumotqu'en veut tu faire,
VILLOT.	VILOT.
Pour faire vn abit à ce pot Qui montre le cul comme vn ſot,	Pour faire un abit à ce pot Qui montre le cul comme un sot,
FABRICE.	FABRICE.
Ah, que ta ſotiſe me geſne	Ah, que ta sottise me gêne
GVILLOT.	GUILOT.
Sortons ne te mets point en peine, I’imagine vn inuention Qui nous mettra dans la Maiſon, As r'entrent.	Sortons ne te mettra point en peine, J'imagine un invention Qui nous mettra dans la Maison, As rentrent.
SCENNE IX.	SCÈNE IX.
POLICARPE, ENGELIQVE, MAROTTE.	POLICARPE, ENGELIQUE, MAROTTE.
POLICARPE.	POLICARPE.
Nfin ie ſuis fort à mon aiſe Ie n’ay plus rien qui me déplaiſe, Ie ſuis deffait de mes valets Piuo d lurogue pras de muguets,	Nfin ici suis fort à mon aise Je n'ai plus rien qui me déplaise, Je suis défait de mes valets Pivo d urogue pras de muguets,
ENGELIQVE.	ENGELIQUE.
Mon pere que vous eſtes rude Si vous eſtiés en ſeruitude, Prendriés vous fort grand plaiſir Que l’on vous fit ainſi ſouffrir,	Mon père que vous êtes rude Si vous étiez en servitude, Prendriez -vous fort grand plaisir Que l'on vous fit ainsi souffrir,
POLICARPE.	POLICARPE.
Quand ie fais ce que ie deſire Eſt ce à vous à me contredire, Dlable voiſa bien des façons Pour auoir chaſſé deux fripons,	Quand mot fais ce que Dieu désire Est ce à vous à me contredire, Dlable voisa bien des façons Pour avoir chassé deux fripons,
EN GELIQVE.	EN GELIQUE.
Ah, vous deuies garder Fabrice	Ah, vous devient garder Fabrice
de ll dlllalDa Gardès que ie ne vous meurtrice, De quelque bon coup de tricot	de ll dlllalDa Gardés que je ne vous meurtrice, De quelque bon coup de tricot
MAROTTE.	MAROTTE.
Ah, vous deuiés garder Guillot,	Ah, vous deviez garder Guillot,
POLICARPE.	POLICARPE.
Ah, que d’inutilles parolles Pour moy ie croy quelles ſont folles, Et quelles veulent ſottement Me perturber le iugement, Mais quoy ie vois encor Fabrice	Ah, que d'inutilles paroles Pour moi je crois quelles sont folles, Et quelles veulent sottement Me perturber le jugement, Mais quoi ie qu' encor Fabrice
FABRICE.	FABRICE.
Vy qui vous offre ſon ſeruice, JEt croiroit manquer ſondeuoir S’il n’auoit l’honneur de vous voir, Ainſi Monſieur ie m’en aquitte Par cette derniere viſite, En vous ſupliant en ce lieu De daigner ſouffrir mon adieu, Ie ſçay qu’ayant ſçeu vous deſplaire Me montrant ie ſuis temeraire, Et qu’aſurement mon aſpect M’ayant bany vous eſt ſuſpect, Mais las, quelle eut eſté ma peine De partir auec voſtre haine, Et vous quittant ie vous promets, Que ie n’auray plus d’autre eſtude Qu’à viure dans la ſolitude, Qu'a regrerer auec mes pleurs Au font d’vn bois tous mes malheurs, Car ie ne dois iamais paroiſtre Ayant pu perdre vn ſi bon Maiſtre,	Vi qui vous offre son service, JEt croirait manquer sondeurs S'il n'avait l'honneur de vous voir, Ainsi Monsieur nous m'en aquitte Par cette dernière visite, En vous suppliant en ce lieu De daigner souffrir mon adieu, Je sais qu'ayant su vous déplaire Me montrant ie lais téméraire, Et qu'azurement mon aspect M'ayant bani vous est suspect, Mais las, quelle eut été ma peine De partir a vôtre haine, Et Vous quittant ie vous promets, Que ie n'aurai plus d'autre étude Qu'à vire dans la solitude, Qu'à régrérer auec ans pleurs a font li tu de malheurs, Qu' iene dois asfeurs Ayant , perdre v si bon Maistre,
POLICARPE.	POLICARPE.
Ce garçon me touche le cœut Et i’ay pitiè de ſa douleur, Mais encor qu’elle eſt voſtre enuie	Ce garçon me touche le cœut Et j'ai pitièle de sa douleur, Mais encor qu'elle est vôtre envie
FABRICE.	FABRICE.
De ne pius ſerun de ſſa vie, Et du monde me retirer	De ne pius serun de ssa vie, Et du monde me retirer
POLICARPE.	POLICARPE.
Ie vous ferois redemeurer, Si vous baniſſiés ces fleurettes Ces douceurs ce ces amourettes ;	Je vous ferais redemeurer, Si vous banisiez ces fleurettes Ces douceurs ce ces amourettes ;
Mais à lors qu’on à de l’amour On ne le pert pas en vn iour,	Mais à lors qu'on à de l'amour On ne le pert pas en un jour,
FABRICE.	FABRICE.
Moy Monſieur, ny fille ny femme N’ont iamais regné ſur mon ame, Et loin d’eſtre ma pamen Ce ſexe eſt mon auerſion,	Moi Monsieur, Seigneur fille mon femme N'ont jamais régné sur mon âme, Et loin d'être ma pamen Ce sexe est mon aversion,
POLICARPE.	POLICARPE.
C’eſtoit donc vne mediſance	C'était donc une médisance
FABRICE Toute pure & ſans aparence, Et ſi chez vous ie demeurois D iiij Monſieur ie vons coniurerois, Auecque toute ma puiſſance De ne voir plus en ma preſence, Ce ſexe qui me fait horreur	FABRICE -Toute pure et sans apparence, Et si chez vous ie demeurais D iiij Monsieur ie vons conjurerais, Avec toute ma puissance De ne voir plus en ma présence, Ce sexe qui me fait horreur
POLICARPE Voyes quelle eſtoit mon erreur, Sans ſuiet de chaſſer Fabrice Alés r’entrès en mon ſeruice, Ie vous commande ablomfent D’y reſter eternellement,	POLICARPE Voies quelle était mon erreur, Sans sujet de chasser Fabrice Alés rentrès en mon service, Je vous commande ablomfent D'y rester éternellement,
ENGELIQVE.	ENGELIQUE.
Mon pere chaſſès cette infame Qui n’aime ny fille ny femme, Que ferons nous de ce quagot POLICARPE Taiſès vous, mais ie voy Guillot, Te voila dont bonne pecore Comment ie te reuois encore.	Mon père chassez cette infâme Qui n'aime ni fille ni ici, Que ferons nous de ce quagot POLICARPE Taisès vous, mais ie vois Guillot, Te voilà dont bonne pécore Comment rien te rêvais encore.
B.	B.
ys s s ses lς a ςRsa SCENNE XI.	ys s ses l' âme a XRsa SCENNE XI.
GVILLOT.	GUILOT.
Onſieur ie n’oſois d’eſtaller partir auant m'en aller,	Onsieur ici n'osais d'étaller partir avant m'en aller,
Vous quittant i’ay le cœur ſi tendre Qu’il ſe va par la moitié fendre, Et ſuis tellement eſperdu que ie le croy deſia fendu, Mais qu’il ſe fende ou qu’il ſe fonde Que l’onm'enuoye en l’autre monde, Me chaſſant comme vn animal Tout cela me doit eſtre ègal, Ah, Monſieur c’eſt eſtre barbare Que de ſouffrir qu’on nous ſepare, Et noſtre ſeparation Eſt vne cruelle action, Par exemple daignés m’entendre Et ie vous vay faire comprendre, Ce qu’eſt le Maiſtre & le valet C’eſt vn aſſamblage complet, Le Maiſtre repreſente vne ame Exempte de vice & de blâme, Et dont le valet eſt le corps Tous deux ioins par de doux accors, Or ces deux choſes aſſorties Par d’admirables ſimpaties, Alors qui les faut ſeparer.	Vous quittant j'ai le cœur si tendre Qu'il se va par la moitié fendre, Et suis tellement éperdu que ie le crois déjà fendu, Mais qu'il se fende ou qu'il se fonde Que l'onm'envoie en l'autre monde, Me chassant comme un animal Tout cela me doit être égal, Ah, Monsieur c'est être barbare Que de souffrir qu'on nous sépare, Et notre séparation Est une cruelle action, Par exemple daignez m'entendre Et ie vous vais faire comprendre, Ce qu'est le Maître et le valet C'est un assamblage complet, Le Age represente ç om Exempte de vice et de blâme, Et dont Le valetre re corps Tous deux ioins par te doux accors, Or ces deux choses et Par dadmirables simpaties, Alors qui les faut séparer.
Il faut eſtrangement tirer, De ſorte qu’à force qu’on tire Bien ſouuent le tout ſe dechire, Apres quand on a tout caſſé On --- pourquoy maues chane,	Il faut étrangement tirer, De sorte qu'à force qu'on tire Bien souvent le tout se déchire, Après quand on a tout cassé On -- pourquoi maues chane,
POLICARPE.	POLICARPE.
Que diable eſt ce qu’il me veux dire Il me feroit creuer de rire, Auecque ces comparaiſons Et bien qu’elle ſont tes raiſons,	Que diable est ce qu'il me veux dire Il me ferait cruer de rire, Avec ces comparaisons Et bien qu'elle sont tes raisons,
GVILLOT M’ayant chaſſé comme vne beſte Cela me tient fort à la teſte, Et ne me fâche pas pour peu Mais vous quittant ie fais vn veu, Que i’acompliray ie vous iure al la Durve de la llucure 5	GUILOT M'ayant chassé comme une bête Cela me tient fort à la tête, Et ne me fâche pas pour peu Mais vous quittant personne fais un vu, Que j'acomplirai assez vous jure al la Durve de la lucure 5
POLICARPE Quel veu, que veut tu dire en fin	POLICARPE Quel vu, que veut tu dire en fin
QVILLOL De ne boire iamais de vin, Et de m’en ſevrer pour ma vie	QUILOL De ne boire jamais de vin, Et de m'en sevrer pour ma vie
POLICARPE Tu me rauy par cette enuie, Va redemeure auecque moy Rentre en ton ordinaire employ, Pour tant comme l’on dit en France Que lobiet émeu la puiſſance, ſe crains qu’en voyafit mes tonneaux Lu lie reprenne tes dellaun,	POLICARPE -Tu me ravi par cette envie, Va redemeure avec moi Rentre en ton ordinaire emploi, Pour tant comme l'on dit en France Que lobjet ému la puissance, se crains qu'en voyafit mes tonneaux Lu lie reprenne tes dellaun,
GVILLOT.	GUILOT.
Monſieut n’ayés point cette crainte Ie fais banqueroute à la peinte, Et ie la bany de mes yeux Ainſi qu’vn obiet odieux,	Monsieut n'ayez point cette crainte Je fais banqueroute à la peinte, Et ie la bani de mes yeux Ainsi qu'un objet odieux,
d auo l ada Vous pouués bien chaſſer Fabrice	 do l' a Vous pouués bien chasser Fabrice
POLICARPE Ah, que vous aués de caprice Parlant à Fabrice & à Guillot, Reſtés tenés tout proprement Ie reuiendray dans vn moment, Ie vay iuſqu’a ma Maiſterie	POLICARPE Ah, que vous avez de caprice Parlant à Fabrice et à Guillot, Restés tenez tout proprement Je reviendrai dans un moment, Je vais jusqu'a ma Maîterie
FABRICE A ENGELIQVE Ne vous fachés point ie vous prie, cay pour vous metine pauion	FABRICE A ENGELIQUE Ne vous fâchez point homme vous prie, cai pour vous metine pavion
GVILLOT Et moy i’aime touſiours le bon,	GUILOT Et moi j'aime toujours le bon,
POLICARPE reuenant ſur ſes pas à Fabrice.	POLICARPE revenant sur ses pas à Fabrice.
Vous n’aimiés tantoſt plus les femmes lnfame de tous les infames, le vous ay bien oüy faquin Et vous vous n’aimiés plus levin,	Vous n'aimiez tantôt plus les femmes lnfame de tous les infâmes, le vous ai bien oui faquin Et vous vous n'aimiez plus levin,
A GVILLOT Vous faiſiés veu de n’en plus boire Faiſons vne tragique Hiſtoire, Ziſte & zeſte vous en aurés, Depuis la teſte, iuſqu’au pieds, Sur le ventre & ſur les eſpaulles Allons dehors à coup de gaules, Vous pendardes r’entrés chés nous Pour auoir auſſi mille coups.	À GUILLOT Vous faisiez vu de n'en plus boire Faisons une tragique Histoire, Ziste et zeste vous en auriez, Depuis la tête, jusqu'au pieds, Sur le ventre et sur les épaulles Allons dehors à coup de gaules, Vous pendardes rentrez chez nous Pour avoir aussi mille coups.
FIN.	FIN.
A GVILLOT Vous faiſiés veu de n’en plus boire Faiſons vne tragique Hiſtoire, Ziſte & zeſte vous en aurés, Depuis la teſte, iuſqu’au pieds, Sur le ventre & ſur les eſpaulles Allons dehors à coup de gaules, Vous pendardes r’entrés chés nous Pour auoir auſſi mille coups.	À GUILLOT Vous faisiez vu de n'en plus boire Faisons une tragique Histoire, Ziste et zeste vous en auriez, Depuis la tête, jusqu'au pieds, Sur le ventre et sur les épaulles Allons dehors à coup de gaules, Vous pendardes rentrez chez nous Pour avoir aussi mille coups.
FIN.	FIN.
