PARIS, Chez IEAN CORROZET, au Palais, ſur le perron de la Saincte Chapelle.	PARIS, Chez IEAN COROZET, au Palais, sur le perron de la Sainte Chapelle.
Car vn homme doit auoir Deſſus ſoy quelque pouuoir:	Car un homme doit avoir Dessus soi quelque pouvoir:
Ceſt amour que tu deteſte Autrement ſeroit moleſte.	Cest amour que tu déteste Autrement serait moleste.
LVCILE.	LUCILE.
Ie voy Coridon le chaſſeur Parmy l'ombrage ex teſpdiſſeur De ces pins & de ces fougeres.	Je vois Coridon le chasseur Parmi l'ombrage ex tespédisseur De ces pins et de ces fougères.
DAMETTE.	DAMETTE.
C’eſt celuy qui fuit les Bergeres Auec vn meſpris de l’amour, Et chaſſe la nuit & le iour.	C'est celui qui fuit les Bergères Avec un mépris de l'amour, Et chasse la nuit et le jour.
Ivran comment je peut-u defendre Contre cet enfant qui ſçait prendre, Non les hommes, mais tous les Dieux?	Juvran comment je peut- défendre Contre cet enfant qui sais prendre, Non les hommes, mais tous les Dieux?
LVCILE.	LUCILE.
Ma foy ie l’en eſtime mieux, De garder ainſi ſa franchiſe, A la fin rien ne le maiſtriſe, Il s’en va, il fait ce qu’il veut, Et ne fait point ce qu’il ne peut, Il n’a point en la fantaifie Le tourment & la ialouſie Qu’apporte ce faſcheux deſir.	Ma fo ie l'en estime mieux, De garder ainsi sa franchise, A la fin rien ne le maîtrise, Il s'en va, il fait ce qu'il veut, Et ne fait point ce qu'il ne peut, Il n'a point en la fantaisie Le tourment et la jalousie Qu'apporte ce fâcheux désir.
DAMETTE.	DAMETTE.
Außi n'a il pas de plaiſir Suiuy de l’humeur qui le pouſſe, La chaſſe d’amour eſt plus douce, Car vous tenir entre ſes bras Ce ſeroit de plus doux esbats.	Aussi n'a il pas de plaisir Suivi de l'humeur qui le pousse, La chasse d'amour est plus douce, Car vous tenir entre ses bras Ce serait de plus doux ébats.
Approchons, ma belle Lucile, Voyons s’il n’arien de ciuile, Et ſi vos yeux qu’on doit aymer Ne le pourroient point enflamer, Ie tiens qu’vne telle victoire Apporteroit bien de la gloire, Puis que chacun dit & ſçait bien Que ſon cœur iamais n'ayma rien.	Approchons, ma belle Lucile, Voyons s'il n'arien de civile, Et si vos yeux qu'on doit aimer Ne le pourraient point enflamer, Je tiens qu'une telle victoire Appporterait bien de la gloire, Puis que chacun dit et sait bien Que son cœur jamais n'aima rien.
LVCILE.	LUCILE.
Eſprouuez y voſtre puiſſance, Rendez-le en voſtre puiſſance, Compoſez quelque doux regard, Ie vous en veux quitter ma part:	Éprouvez y votre puissance, Rendez-le en votre puissance, Composez quelque doux regard, Je vous en veux quitter ma part:
Ie n’ayme rien & veuxenſuiure Le chemin d’vne femme libre, Si ie l’auois deſſous mes loix Soudain ie le vous donnerois.	Je n'aime rien et veuxensuivre Le chemin d'une femme libre, Si ie l'avais dessous mes lois Soudain ie le vous donnerais.
ARDENIE.	ARDENIE.
Or voicy Lucile & Damette Sur le bord de ceſte ondelette, Qui vont enſemble deuiſant De quelque propos bien plaiſant, Ie ne ſçay qu’elles peuuent dire, Car d’icy ie les entends rire, Voicy le ſujet qu’il nous faut Pour paſſer le iour & le chaut.	Or voici Lucile et Damette Sur le bord de cette ondelette, Qui vont ensemble deuisant De quelque propos bien plaisant, Je ne sais qu'elles peuvent dire, Car d'ici ainsi les entends rire, Voici le sujet qu'il nous faut Pour passer le jour et le chaut.
DAMETTE.	DAMETTE.
Beaux Bergers vous cherchez l’ombrage, Pour conſeruer ce beau viſage, Il eſt vray, le ſoleil eſt haut, Mais vous ne craignez que le chaut Dont Phebus la campagne enflame:	Beaux Bergers vous cherchez l'ombrage, Pour conserver ce beau visage, Il est vrai, le soleil est haut, Mais vous ne craignez que le chaut Dont Phebus la campagne enflamme:
Car vous ne ſentez point en l’ame A trauers de voſtre pourpoint L’ardant feu dont amour eſpoint Celuy qui de prés en approche Quand vn petit trait il décoche.	Car vous ne sentez point en l'âme A travers de votre pourpoint L'ardent feu dont amour époint Celui qui de près en approche Quand un petit trait il décoche.
CORIDON.	CORIDON.
Certe il eſt vray que cet enfant Ne fut onc de moy triomphant, Et ne le ſera pas encore, Car c'eſt vn deſir que i’abhorre Cent mille fois plus que la mort:	Certe il est vrai que cet enfant Ne fut onc de moi triomphant, Et ne le sera pas encore, Car c'est un désir que j'abhorre Cent mille fois plus que la mort:
Ie m'en ſens redeuable au ſort Qui ſi longuement m'en preſerue.	Je m'en sens redevable au sort Qui si longuement m'en préserve.
LVCILE.	LUCILE.
En ceſt' humeur Dieu vous conſerue, Et vous puiſſe touſiours tenir, Pis ne vous pourroit auenir, Si vne fois voſtre franchiſe Eſtoit de ces fureurs eſpriſe, Par les attraits d’vne beauté Qui fuſt pleine de cruauté, De rigueur, & qui fut encore En l’humeur où vous eſtes ore:	En cest' humeur Dieu vous conserve, Et vous puisse toujours tenir, Pis ne vous pourrait auenir, Si toute fois vôtre franchise Était de ces fureurs éprise, Par les attraits d'une beauté Qui fût pleine de cruauté, De rigueur, et qui fut encore En l'humeur où vous êtes ore:
Ie ſuis de voſtre opinion, Viuons ſans nulle affection, Ie veux vne chanſon vous dire, Pour monſtrer que l’on ſe doit rire De ces aueuglez amoureux & vn eipon rena ſimat-nenreux.	Je suis de votre opinion, Vivons sans nulle affection, Je veux une chanson vous dire, Pour montrer que l'on se doit rire De ces aveuglez amoureux et un eipon rena simat-nenreux.
CHANSON.	CHANSON.
E me ris de cette amitié I Qui rend vn amant miſerable, Mieux vaut auoir peu de pitie, Qu'eſtre à ſon dam trop pitoyable.	E me ris de cette amitié I Qui rend un amant misérable, Mieux vaut avoir peu de pitié, Qu'être à son dam trop pitoyable.
Qui ſe plaindra de ma rigueur Sans ſujet du tort il me donne, Quand ie n’ay nul deſir au cœur Mes regards n’offenſent perſonne.	Qui se plaindra de ma rigueur Sans sujet du tort il me donne, Quand der n'ai nul désir au cœur Mes regards n'offensent personne.
L’eſpine ne vient pas chercher Celuy qui cognoiſt ſa nature:	L'épine ne vient pas chercher Celui qui connaît sa nature:
Pourquoy donc la venant toucher Vous plaignez vous de ſa pointure?	Pourquoi donc la venant toucher Vous plaignez -vous de sa pointure?
En fin qui ſe viendra bleſſer A mes yeux auant que ie l’ayme, Pourra bien alors confeſſer Eſtre le meurtrier de ſoy meſme.	En fin qui se viendra blesser À mes yeux avant que tu l'aime, Pourra bien alors confesser Être le meurtrier de soi -même.
ARDENIE.	ARDENIE.
DAMETTE.	DAMETTE.
CORIDON.	CORIDON.
CELIN.	CELYN.
ALEXIS.	ALEXIS.
AMOVR.	AMOUR.
PAN.	PAN.
LVCILE.	LUCILE.
ARDENIE.	ARDENIE.
Ouffriras-tu fils de Cythere, OToy que tout le monde reuere, Que ces deux ames que tu voy Aillent ainſi blaſmant ta loy?	Ouffriras-tu fils de Cythère, OToi que tout le monde révère, Que ces deux âmes que tu vois Aillent ainsi blâmant ta loi?
Helas !	Hélas !
Amour, qu’eſt deuenuë Ceſte puiſſance tant cogneuë De quoy tu ſçeus iadis dompter Mars, Pluton, Pan, & Iupiter?	Amour, qu'est devenue Cette puissance tant connues De quoi tu sçeus jadis dompter Mars, Pluton, Pan, et Jupiter?
O Coridon Roy de mon ame, Dont la ſeule beauté m'enflamme,	Ô Coridon Roi de mon âme, Dont la seule beauté m'enflamme,
Beauté qui me fait nuict & iour Mourir de deſir & d’amour, Que par tout il me conuient ſuiure Si ie m'ayme ou ſi ie veux viure:	Beauté qui me fait nuit et jour Mourir de désir et d'amour, Que par tout il me convient suivre Si jour m'aime ou si ie jus vivre:
Car ma mort conſiſte ſans plus A ton abſence & ton refus.	Car ma mort consiste sans plus À ton absence et ton refus.
Mais helas!	Mais hélas!
faut-il que ſans ceſſe Ie nourriſſe vne grand' triſteſſe, Vne ſi viue affection, Sans deſcouurir ma paßion?	faut-il que sans cesse Je nourrisse une grand tristesse, Une si vive affection, Sans découvrir ma passion?
Ouy, car ſi ie luy fais entendre, Ou bien ſi ie veux entreprendre De luy raconter mon tourment, Ie le perds tout jartimiemem, Et s’il s’eſloigne de ma veuë Ie me ſens moy meſme eſperduë.	Oui, car si ie lui fais entendre, Ou bien si tu veux entreprendre De tu raconter mon tourment, Je le perds tout jartimieme, Et s'il s'éloigne de ma vue Je me sens moi -même éperdue.
DAMETTE.	DAMETTE.
O Dieul n’oy-je pas dans ce bois Le ſon d’vne plaintiue voix Qui trop reſſemble à celle meſme De ce nouueau Paſteur que i’ayme?	Ô Dieul n'ai-je pas dans ce bois Le son d'une plaintive voix Qui trop ressemble à celle même De ce nouveau Pasteur que j'aime?
C’eſtluy, ie l’entends par ma foy, Qui peut eſtre amoureux de moy Se plaint, ſe lamente, & ſouſpire, Ne m’oſant conter ſon martyre:	C'estlui, je l'entends par ma foi, Qui peut être amoureux de moi Se plaint, se lamente, et soupire, Ne m'osant conter son martyre:
Il m'en faut approcher vn peu, Non point pour alentir ſon feu, Mais contrefaiſant la rebelle Ie veux voir s’il ſera fidelle:	Il m'en faut approcher un peu, Non point pour alentir son feu, Mais contrefaisant la rebelle Je veux voir s'il sera fidèle:
Car on ne doit pas longuement Faire languir vn tel amant:	Car on ne doit pas longuement Faire languir un tel amant:
din eſt aſfection ſiforte Qu'vn meſpris ailleurs ne tranſporte.	din est asfection siforte Qu'un mépris ailleurs ne transporte.
ARDENIE.	ARDENIE.
Ayme moy cruel Coridon, ne pun quonumenneufaict don De ma chere ame & de ma vie Que tu rends ſi fort aſſeruie.	Aime moi cruel Coridon, ne pun quonumenneufait don De ma chère âme et de ma vie Que tu rends si fort asservie.
DAMETTE.	DAMETTE.
Hé!	Hé!
ne rends pas ta cruauté Außi grande que ta beauté:	ne rends pas ta cruauté Aussi grande que ta beauté:
Diui pimet ſonne à mon oreille, Quel amour fuſt oncque pareille?	Divi pimet son mon oreille, Quel amour fût oncque pareille?
Hé!	Hé!
quoy ce Paſteur malheureux Se trouueroit-il amoureux De ſon ſexe & de ſon ſemblable, Au meſpris du mien tant aymable?	quoi ce Pasteur malheureux Se trouverait-il amoureux De son sexe et de son semblable, Au pris du mien tant aimable?
Il eſt vray, ie l’entends ainſi, Coridon eſt tout ſon ſoucy, Par ſes yeux ſon ame eſt atteinte, Et fait pour luy ceſte complainte.	Il est vrai, Seigneur l'entends ainsi, Coridon est tout son souci, Par ses yeux son âme est atteinte, Et fait pour a ceste complainte.
Mais, ô trop infame Berger, Maintenant ie me veux vanger Et punir ton amour brutale Que nul autre icy bas n’eſgale:	Mais, ô trop infâme Berger, Maintenant Elle me veux venger Et punir ton amour brutale Que nul autre ici bas n'égale:
De ce pas ie m’en vay chercher Coridon pour te reprocher La paßion irraiſonnable, Et ton amour deſagreable.	De ce pas Seigneur m'en vais chercher Coridon pour te reprocher La passion irraisonnable, Et ton amour désagréable.
CORIDON.	CORIDON.
Ie voy Damette qui s’encourt, Mais bien en courant qui diſcourt, Qu'il ſemble en ſa courſe haſtée Qu'elle ſoit beaucoup tranſportée;	Je vois Damette qui s'encourt, Mais bien en courant qui discourt, Qu'il semble en sa course hâtée Qu'elle soit beaucoup transportée;
Bergere où courez vous ainſi?	Bergère où courez -vous ainsi?
Vous emportez quelque ſoucy Qui vous eſgare & vous eſtonne, Tant que vous ne voyez perſonne, Vous me feriez iuger ſoudain & vons ie ſaites par deſdain.	Vous emportez quelque souci Qui vous égare et vous étonne, Tant que vous ne voyez personne, Vous me feriez juger soudain et vons ici saites par -dire.
DAMETTE.	DAMETTE.
Beau Berger ie cours pour vous dire Que voſtre compagnon ſouſpire, Et ſe meurt pour vous trop aimer D’vn amour que l’on doit blaſmer:	Beau Berger Dieux cours pour vous dire Que votre compagnon soupire, Et se meurt pour vous trop aimer D'un amour que l'on doit blâmer:
Il crie & touſiours ſe lamente Comme vn amant pour ſon amante.	Il crie et toujours se lamente Comme un amant pour son amante.
Et ſi vous n’y adiouſtez foy Venez vous en toſt auec moy, Et vous entendrez de ſa bouche Le faict enorme qui vous touche.	Et si vous n'y ajoutez foi Venez vous en tôt avec moi, Et vous entendrez de sa bouche Le fait énorme qui vous touche.
CORIDON.	CORIDON.
Bergere te mocques tu point?	Bergère te moques tu point?
Eſt-il bien reduit en ce point D’aimer d’amour ſi deteſtable?	Est-il bien réduit en ce point D'aimer d'amour si détestable?
Seroit-il bien ſi miſerable?	Serait-il bien si misérable?
Ou bien en ce poinct detenu Seroit-il pas fol deuenu?	Ou bien en ce point détenu Serait-il pas fol deuenu?
Mais quoy qu’il ſoit ie me diſpoſe De le hair ſur toute choſe, Epât iamab ne laccojter.	Mais quoi qu’il soit ici me dispose De le haïr sur toute chose, Épat jamab ne laccojouter.
DAMETTE croit qu’Ardenie ſoit vn Paſteur.	DAMETTE croit qu'Ardénie soit un Pasteur.
Encor veux-ie ce faict conter A celuy qui me vient encontre, Et faut außi que ie luy monſtre Comment il plaint ſon mal extreſme Pour l’amour de ſon ſexe meſme, Et quoy qu’il en puiſſe auenir, Bref ie ne m’en ſçaurois tenir, Meſmes en courant vagabonde Ie le veux dire à tout le monde.	Encor veux-je ce fait conter A celui qui me vient encontre, Et faut aussi que ie ans monstre Comment il plaint son mal extrême Pour l'amour de son sexe même, Et quoi qu'il en puisse auenir, Brefâme ne m'en saurais tenir, Mêmes en courant vagabonde Je le veux dire à tout le monde.
CELIN.	CELYN.
Bergere n’ay-ie bonne veuë, De loin ie vous ay recogneuë, Lors que par ce fueillage doux Coridon parloit auec vous:	Bergère n'ai-je bonne vue, De loin ie vous ai reconnue, Lors que par ce fueillage doux Coridon parlait avec vous:
O Dieu ma gentille Damette Que la partie eſtoit bien faite, Ie ne me puis repreſenter Lequel la pourroit emporter.	Ô Dieu ma gentille Damette Que la partie était bien faite, Je ne me puis représenter Lequel la pourrait emporter.
DAMETTE.	DAMETTE.
Vous ſerez touſiours celuy meſme Qui goſſe d’vne addreſſe extreſme, Ou qui iamais n'aimera rien.	Vous serez toujours celui même Qui gosse d'une adresse extrême, Ou qui jamais n'aimera rien.
CELIN.	CELYN.
Ie trouue que ie fais tres-bien, De me tenir en ceſte ſorte, Peu de bien grand' douleur apporte:	Je trouve que personne fais très-bien, De me tenir en cette sorte, Peu de bien grand' douleur apporte:
Le plaiſir d’Amour eſt vn feu Certainement qui dure peu, Pour la douleur cruelle & dure Qu’vn amant en amour endure:	Le plaisir d'Amour est un feu Certainement qui dure peu, Pour la douleur cruelle et dure Qu'un amant en amour endure:
Ie me trouue bien d’euiter Le mal qu’on luy voit ſupporter:	Je me trouve bien d'éviter Le mal qu'on lui voit supporter:
Ie dors toute nuict à mon aiſe, Ie n'ay rien au cœur qui me peſe:	Je dors toute nuit à mon aise, Je n'ai rien au cœur qui me pèse:
L’homme eſt bien ſuiuy de malheurs Qui peut viure parmy les fleurs De ſes prez & de ſes courtines, Qui va mourir par les eſpines.	L'homme est bien suivi de malheurs Qui peut vivre parmi les fleurs De ses prés et de ses courtines, Qui va mourir par les épines.
ALEXIS.	ALEXIS.
Helas!	Hélas!
où luiſent les beaux yeux De celle-là que i’ayme mieux Que le Soleil, ny que ma veuë, Helas!	où luisent les beaux yeux De celle-là que j'aime mieux Que le Soleil, ni que ma vue, Hélas!
helas!	hélas!
qu’eſt deuenuë Ceſte rude & fiere beauté Qui tient ferme ma liberté?	qu'est devenue Cette rude et fière beauté Qui tient ferme ma liberté?
I’ay couru toutes ces campagnes, Ces bois, ces champs, & ces montagnes, Bref, par tout i’auance mes pas, Et ſi ie ne la trouue pas, Ce chaſſeur qui ſon chien appeué M’en pourra-il dire nouuelle?	J'ai couru toutes ces campagnes, Ces bois, ces champs, et ces montagnes, Bref, par tout j'avance mes pas, Et si personne ne la trouve pas, Ce chasseur qui son chien appeué M'en pourra-il dire nouvelle?
ARDENIE.	ARDENIE.
Ie voy ſur le bord de ces bois Vn cheureuil qui rend les abois, C’eſt celuy que Coridon chaſſe Le long du iour de place en place.	Je vois sur le bord de ces bois Vin cheureuil qui rend les abois, C'est celui que Coridon chasse Le long du jour de place en place.
Mais pauure animal, hé!	Mais pauvre animal, hé!
pourquoy Ne me comparay-ie à toy Qu'amour pourſuit à toute outrance?	pourquoi Ne me comparai-je à toi Qu'amour poursuit à toute outrance?
Coridon à ta fin t’auance, Ainſi ſon œil & mon deſtin Me reduiſent preſqu'à ma fin:	Coridon à ta fin t'avance, Ainsi son œil et mon destin Me réduisent presqu'à ma fin:
Mais d’vn poinct ſans plus ie t'enuie, C’eſt qu'en bref finira ta vie, Et Coridon par ſa rigueur Me tiendra touſiours en langueur.	Mais d'un point sans plus grand t'envie, C'est qu'en bref finira ta vie, Et Coridon par sa rigueur Me tiendra toujours en langueur.
Mais pendant que ie me lamente Ie voy venir par cette ſente Alexis amoureux de moy, Ie luy veux cacher mon eſmoy, Et ne veux pas qu’il me cognoiſſe, Ce ſeroit doubler mon angoiſſe S’il deſcouuroit ma fiction, Ou cognoiſſoit la paßion Que i'ay pour aymer en mon ame C'umtemne ſue je tit de maſuamne.	Mais pendant que personne me lamente Je vois venir par cette sente Alexis amoureux de moi, Je lui veux cacher mon émoi, Et ne veux pas qu'il me connaisse, Ce serait doubler mon angoisse S'il découvrait ma fiction, Ou connaissait la passion Que j'ai pour aimer en mon âme C'umtemé sue je tit de masuamne.
Donc pour ne le point rencontrer Dans ce bois il me faut r’entrer.	Donc pour ne le point rencontrer Dans ce bois il me faut rentrer.
AMOVR.	AMOUR.
Il faut qu'encore ie m'eſſaye De faire vne ſeconde playe A ce Monarque Arcadien, Maintenant qu’il ne penſe à rien, Et que ſon ame eſt en franchiſe, Braue & ſuperbe qui meſpriſe Mon arc, mes traicts & mon flambeau, Ie l’enflammeray de nouueau Par l’œil de la belle Lucile, Rendant ſa liberté ſeruile, Luy faiſant verſer plus de pleurs Qu'il ne s’eſt mocqué des douleurs Decena que majorte poimiure, Bleſſa par ſemblable auenture.	Il faut qu'encore homme m'essaye De faire une seconde plaie A ce Monarque Arcadien, Maintenant qu'il ne pense à rien, Et que son âme est en franchise, Brave et superbe qui méprise Mon arc, mes traits et mon flambeau, Je l'enflammerai de nouveau Par l'œil de la belle Lucile, Rendant sa liberté servile, Lui faisant verser plus de pleurs Qu'il ne s'est moqué des douleurs Décena que majorte poimivre, Blessa par semblable aventure.
AN.	AN.
Depuis peu ie perds le repos, Et ſens vne ardeur dans mes os, Et ne ſçay aſſez recognoiſtre Ny iuger ce que ce peut eſtre:	Depuis peu ici perds le repos, Et sens une ardeur dans mes os, Et ne sais assez reconnaître N uger ce que ce peut être:
O Dieul que me ſert l’ignorer, Et pour mon plaiſir endurer?	Ô Dieul que me sert l'ignorer, Et pour mon plaisir endurer?
C’eſt qu’hier parlant à Lucile, Bergere, mais Nymphe gentille, Vn ſeul traict de ſon œil vainqueur Doucement entama mon cœur, Allumant, ſi ie le decele, La chaude & premiere eſtincelle:	C'est qu'hier parlant à Lucile, Bergère, mais Nymphe gentille, Un seul trait de son œil vainqueur Doucement entama mon cœur, Allumant, si je le décèle, La chaude et première étincelle:
.	.
Mais donc il me faut recourir Au ſujet qui me peut guerir:	Mais donc il me faut recourir Au sujet qui me peut guérir:
La voyla ſur l’herbette aßiſe Auecque la belle Cephiſe, Mais ce ſera bien vn haſard Siie la puis tirer à part, Pour luy conter combien ma vle Eſt deſſous ſes loix aſſeruie, Ie croy que i’auray bien loiſir De luy raconter mon deſir, Car les deux autres la delaiſſent –- Pour ſuiure leurs moutons qui paiſſent.	La voilà sur l'herbette assise Avec la belle Céphise, Mais ce sera bien un hasard Siie la puis tirer à part, Pour lui conter combien ma vle Est dessous ses lois asservie, Je crois que j'aurai bien loisir De lui raconter mon désir, Car les deux autres la délaissent - Pour suiure leurs moutons qui paissent.
LVCILE.	LUCILE.
Duutou guruneiger, Dieu vous gard, Qui vous ameine en ceſte part?	Duutou guruneiger, Dieu vous gard, Qui vous âmeine en cette part?
Voſtre chaſſe eſt-elle finie?	Votre chasse est-elle finie?
PAN.	PAN.
Mais que ſert que ie le nie, Moy meſme en fin ie ſuis prins, Arreſte, mais bien fort eſprins De doux regards de voſtre veuë.	Mais que sert que personne le nie, Moi -même en fin mot suis prins, Arrête, mais bien fort éprins De doux regards de votre vue.
LVCILE.	LUCILE.
Vray'ment c’eſt donc à l’impourueuë, Car iamais ie n’euſſe pensé Vous auoir ſi ſoudain bleßé:	Vraiment c'est donc à l'impourueuë, Car jamais ie j'eusse pensé Vous avoir si soudain blesié:
Ie ne ſçay comme il ne varie Pourſuiuant ceſte raillerie, Car il le dit ſi froidement Qu’on le croiroit certainement:	Je ne sais comme il ne varie Poursuivant cette raillerie, Car il le dit si froidement Qu'on le croirait certainement:
Vous eſtes à ma fantaiſie Exempt de telle frenaiſie, Berger changeons d’autres diſcours, Qu’auez-vous faict ou veu ces iours?	Vous êtes à ma fantaisie Exempt de telle frénaisie, Berger changeons d'autres discours, Qu'avez-vous fait ou vu ces jours?
JAN.	JAN.
Ie n’ay rien veu que voſtre idee Dont mon ame ſe void guidee, Et n'ay faict depuis ce temps là Que de me plaindre çà & là, Auec vn deſir ordinaire De vous ſeruir & de vous plaire, Et ſouuent le Ciel reclamer Pour vous conuier de m’aymer:	Je n'ai rien vu que votre idée Dont mon âme se voit guidée, Et n'ai fait depuis ce temps là Que de me plaindre çà et là, Avec un désir ordinaire De vous servir et de vous plaire, Et souvent le Ciel réclamer Pour vous convier de m'aimer:
Amour d’vne ſaincte puiſſance M’a mis en voſtre obeiſſance, Si bien que la mort ſeulement En ſera diuertiſſement.	Amour d'une sainte puissance M'a mis en votre obéissance, Si bien que la mort seulement En sera divertissement.
LVCILE.	LUCILE.
Mais d’où vient que voſtre pensée Et voſtre ame trop inſensée, Plutoſt s’attache au fier lien De celle là qui n’ayme rien, Qu'à celles qui de leur nature Enclinent à telle auanture, Et qui reçoiuent à plaiſir Qu'on leur addreſſe leur deſir?	Mais d'où vient que votre pensée Et votre âme trop insensée, Plutôt s'attache au fier lien De celle -là qui n'aime rien, Qu'à celles qui de leur nature Enclinent à telle aventure, Et qui reçoivent à plaisir Qu'on leur adresse leur désir?
Ie hay cela de haine extreſme, Et ſi ne veux pas que l’on m’aime.	Je hais cela de haine extrême, Et si ne veux pas que l'on m'aime.
AN.	AN.
Hé quoy!	Hé quoi!
ſçauriez vous empeſcher Aux amans de vous approcher, Et de vous aimer dans leur ame, Eſpris de l’amoureuſe flame?	sçauriez vous empêcher Aux amants de vous approcher, Et de vous aimer dans leur âme, Espris de l'amoureuse flamme?
LVCIE.	LUCIE.
Non, vn chacun me peut aimer, Me voir par tout, & m'eſtimer:	Non, un chacun me peut aimer, Me voir par tout, et m'estimer:
Mais ie ſuis bien aſſez hardie L’our empeſcher qu'on me te die.	Mais tu suis bien assez hardie L'our empêcher qu'on me te die.
Lucile pour me refuſer AN.	Lucile pour me refuser AN.
Tu te pourrois bien abuſer, Et faire tort à ta ieuneſſe, Car ie te puis faire Deeſſe, Par tout enuoyant tou renom, Et faire celebrer ton nom:	Tu te pourrais bien abuser, Et faire tort à ta jeunesse, Car femme te puis faire Déesse, Par tout envoyant tou renom, Et faire célébrer ton nom:
Et s’il faut que ie te le die Ie ſuis le grand Dieu d’Arcadie, Le Monarque des bois diuers Que l’on voit en ceſt vniuers, Des Bergers le Roy & le maiſtre, Qui ne ſe veut faire cognoiſtre, Afin que mon affection N’oſte ta reputation, Pour toy i’entrepris ce voyage, Laiſſant mon plus cher heritage:	Et s'il faut que cela te le die Je suis le grand Dieu d'Arcadie, Le Monarque des bois divers Que l'on voit en cet univers, Des Bergers le Roi et le maître, Qui ne se veut faire connaître, Afin que mon affection N'ôte ta réputation, Pour toi j'entrepris ce voyage, Laissant mon plus cher héritage:
Mais quoy?	Mais quoi?
ſi tu me veux aimer Tu verras ta gloire eſtimer, Et dés maintenant ie te donne Aviontant, menfecpire & ma couronne.	si tu me veux aimer Tu verras ta gloire estimer, Et dès maintenant ie te donne Aviontant, menfecire et ma couronne.
LVCILE.	LUCILE.
Pan, ie n’accepteray iamais Tous les biens que tu me promets, D’autant que ie me ſuis promiſe D’ame, de cœur & de franchiſe, Du iour que la raiſon ſur moy Sceut à mes ſens donner la loy, Voüant mon corps & ma ieuneſſe A la grande & chaſte Deeſſe Que les iours tu vois tant de fois Chaſſer par les champs & les bois, Et pour plus de preuue t’en rendre Ie m'en vais dans ce temple appendre Les vœux de ma virginité, Et viure en ceſte auſterité.	Pan, Seigneur n'accepterai jamais Tous les biens que tu me promets, D'autant que je me suis promise D'âme, de cœur et de franchise, Du jour que la raison sur moi Sut à mes sens donner la loi, Vouant mon corps et ma jeunesse A la grande et chaste Deesse Que les jours tu vois tant de fois Chasser par les champs et les bois, Et pour plus de preuve t'en rendre Je m'en vais dans ce temple appendre Les vœux de ma virginité, Et vivre en cette austérité.
ONNET DE PAN, ESCRIT SVR VN ARBRE.	ONNET DE PAN, ÉCRIT SVR VN ARBRE.
Maudite chaſteté qui noſtre ame bourrelle, Seule mere d’erreur pleine d’aueuglement, De qui le maſque faux & l’aſſoupiſſement Detient noſtre ieuneſſe en mort continuelle.	Maudite chasteté qui notre âme bourrelle, Seule mère d'erreur pleine d'aveuglement, De qui le masque faux et l'assoupissement Detient notre jeunesse en mort continuelle.
Faut-il qu’vne beauté rare, parfaite & belle Ne ſente la douceur & le contentement Qu'amour donne à tous ceux qui l’ayment conſtamment, Meſme qui vont cedãt à l’humeur naturelle?	Faut-il qu'une beauté rare, parfaite et belle Ne sente la douceur et le contentement Qu'amour donne à tous ceux qui l'aiment constamment, Même qui vont cédant à l'humeur naturelle?
Mais quelle loy peut bien nous defẽdre d’aimer?	Mais quelle loi peut bien nous défendre d'aimer?
Serions nous ſi meſchãs que de vouloir blâmer Le ſujet qui maintient l’air, & la terre, & l’onde?	Serions nous si méchants que de vouloir blâmer Le sujet qui maintient l'air, et la terre, et l'onde?
Celuy qui n’aime rien eſt indigne du iour, En fin la chaſteté feroit perir le monde, Si le monde n’eſtoit accompagné d’amour.	Celui qui n'aime rien est indigne du jour, En fin la chasteté ferait périr le monde, Si le monde n'était accompagné d'amour.
ACTE CINQVIESME.	ACTE CINQUIÈME.
CORIDON.	CORIDON.
LVCILE.	LUCILE.
L’HERMITE.	L'HÉRMITE.
ARDENIE.	ARDENIE.
ALEXIS.	ALEXIS.
LES SACRIF.	LES SACRIF.
LES GARDES LES MATRONES.	LES GARDES LES MATRONES.
CORIDON.	CORIDON.
L faut maintenant que i’auoüe I Qu'Amour eſt vn Dieu qui ſe ioüe De la liberté des humains, Et qui tient le frein dans ſes mains De la courſe de noſtre vie, D’autant qu’il la tient aſſeruie, Faiſant de nous tout ce qu’il veut, Et ne fait encor ce qu’il peut:	L faut maintenant que j'avoue I Qu'Amour est un Dieu qui se joue De la liberté des humains, Et qui tient le frein dans ses mains De la course de notre vie, D'autant qu'il la tient asservie, Faisant de nous tout ce qu'il veut, Et ne fait encor ce qu'il peut:
Car combien de fois ay-ie veuë Celle dont la beauté me tuë, Et me rend ſi fort amoureux	Car combien de fois ai-je vue Celle dont la beauté me tue, Et me rend si fort amoureux
Que ie m’eſtimois malheureux Auant qu’vne ſi belle flame Euſt donné le iour à mon ame:	Que était m'estimais malheureux Avant qu'une si belle flamme Eut donné le jour à mon âme:
