Extraict du Priuilege du Roy.	Extrait du Privilège du Roi.
Et faict ſur vos deſſeins tant d’importuns efforts, Qu'elle eſt inſupportable aux eſprits les plus forts, Celie eſt en état de ſouffrir toute choſe Sans en conſiderer, ny l’effect, ny la cauſe, done muiuu pamiuuee com em Migus curieux, Dont les ſubtilités doiuent tromper les yeux.	Et fait sur vos desseins tant d'importuns efforts, Qu'elle est insupportable aux esprits les plus forts, Celie est en état de souffrir toute chose Sans en considérer, Seigneur l'effet, ni la cause, done muiuu pamiuuee com em Migus curieux, Dont les subtilités doivent tromper les yeux.
CIDOR.	CIDOR.
Porte ailleurs tes aduis, ſans conſeil de perſonne Ie ſuiuray là deſſus ce que l’honneur m’ordonne, Si ſon mal peut ceſſer le moment incertain iu venuru te fens int renura mon ueſſein.	Porte ailleurs tes avis, sans conseil de personne Je suivrai là -dessus ce que l'honneur m'ordonne, Si son mal peut cesser le moment incertain ju venuru te sens int renura mon ouvessein.
Si non, ie romps mes fers, & iamais ma franchiſe Ne verra d’autres yeux triompher de ſa priſe.	Si non, Seigneur romps mes fers, et jamais ma franchise Ne verra d'autres yeux triompher de sa prise.
ILIDAN Rare, & prudent effect d’vn eſprit genereux, Qu'en fin ie recognois plus libre qu’amoureux!	ILIDAN Rare, et prudent effet d'un esprit généreux, Qu'en fin éclats reconnais plus libre qu'amoureux!
Ie ſondois à deſſein iuſqu’où l’auare flame Qu'allume l’intereſt pourroit porter voſtre ame, Cette ardeur eſt commune au reſte des humains, Elle aueugle les fens, l’or plaiſt de toutes mains, Et vous ſeul oppoſés de genereuſes forces Et de fermes deſſeins, à ces douces amorces, Vous preferés l'honneur.	Je sondais à dessein jusqu'où l'avare flamme Qu'allume l'intérêt pourrait porter votre âme, Cette ardeur est commune au reste des humains, Elle aveugle les sens, l'or plaît de toutes mains, Et vous seul opposés de généreuses forces Et de fermes desseins, à ces douces amorces, Vous préferez l'honneur.
Dij	Dij
SCENE TROISIESME.	SCÈNE -TROISIÈME.
ERASME, CLIDAMANT, LVCIDOR, FILIDAN, Casa leaatlla lo	ERASME, CLIDAMANT, LUCIDOR, FILIDAN, Cas leaatlla lo
P Erdés ce ſentiment Eraſme, aucun Demon n’excite ſon tourment, Et i’ay trop recogneu qu’vne pure manie Exerce en ce beau corps ſa rigueur infinie, Des mitux mt font iefmoins que ie plains vos douleurs Ils enva Et que i’acheterois ſa ſanté de mes pleurs.	 Prdez ce sentiment Erasme, aucun Démon n'excite son tourment, Et j'ai trop reconnu qu'une pure manie Exerce en ce beau corps sa rigueur infinie, Des mitux mont font iefmoins que je crains vos douleurs Ils enva Et que j'achèterais sa santé de mes pleurs.
ERASME, LVCIDOR, FILIDAN,	ERASME, LUCIDOR, FILIDAN,
ERASME.	ERASME.
O Pere infortuné, ſous quel Aſtre ſeuere Le Ciel a-t’il ourdy ta vie & ta miſere?	Ô Père infortuné, sous quel Astre sévère Le Ciel a-t-il ourdi ta vie et ta misère?
Ou dois-tu recourir ſi ce mal furieux Paſſe l’art des mortels, & le pouuoir des Dieux?	Ou dois-tu recourir si ce mal furieux Passe l'art des mortels, et le pouvoir des Dieux?
VCIDOR.	VCIDOR.
Que ſeruiront, MMonſieur, ces inutiles plaintes?	Que serviront, MMonsieur, ces inutiles plaintes?
Quoy?	Quoi?
voſtre eſprit ſe rend aux premieres atteintes?	votre esprit se rend aux premières atteintes?
Et dans vne perſonne où regne la vertu Un premier accident treuue vn cœur abatu?	Et dans une personne où règne la vertu Un premier accident trouve un cœur abattu?
Souffrés ſans murmurer cette douleur extréme, C’eſt ainſi que le Ciel careſſe ce qu’il ayme, Ce que ſa main prodigue accorde aux paßions Marque moins ſon amour que les afflictions.	Souffrez sans murmurer cette douleur extrême, C'est ainsi que le Ciel caresse ce qu'il aime, Ce que sa main prodigue accorde aux passions Marque moins son amour que les afflictions.
ERASME.	ERASME.
Si quelque eſpoir au moins adouciſſoit ma peine, Et que ſa gueriſon ou ſa mort fuſt certaine, Ie verrois Lucidor d’vn œil reſpectueux;	Si quelque espoir au moins adoucissait ma peine, Et que sa guérison ou sa mort fût certaine, Je verrais Ludor d'un œil respectueux;
Tomber ſur mes vieux ans ce coup impetueux Mais auec ce malheur, de voir tout ce que i’ayme Endurer ſans mourir, pire que la mort meſme, Une honteuſe marque en reste à ma maiſon, Qui faict contre le Ciel rebeller ma raiſon, Ie tente vainement pour ſoulager ſa peine Et le pouuoir celeſte, & la ſcience humaine, Tous remedes ſont vains, & mon ſoing impuiſſant, Ne cauſe point de criſe aux douleurs qu’elle ſent.	Tomber sur mes vieux ans ce coup impétueux Mais avec ce malheur, de voir tout ce que j'aime Endurer sans mourir, pire que la mort même, Une honteuse marque en reste à ma maison, Qui fait contre le Ciel rebeller ma raison, Je tente vainement pour soulager sa peine Et le pouvoir celeste, et la science humaine, Tous remèdes sont vains, et mon soing impuissant, Ne cause point de crise aux douleurs qu'elle sent.
LVCIDOR.	LUCIDOR.
Monſieur, puis qu’au rapport de ce ſainct perſons nage Vn Demon dans ſon corps n’exerce point ſa rage, Et qu’vn déreiglement ſi grand & ſi ſoudain N’eſt que le triste effect d’vn accident humain, Tentons contre ce mal vne derniere voye, Et ſouffrés ſeulement qu’vne fille la voye, Elle employe vn ſecret ſi rare, & ſi vanté Contre les accidens de cette qualité, Contre tous les effects de la melancholie Que i’eſpere beaucoup au von fens de Celie, Ce ſecret faict par tout publier ſon fenom, On m’en vient de parler.	Monsieur, puis qu'au rapport de ce saint persons nage Un Démon dans son corps n'exerce point sa rage, Et qu'un dérèglement si grand et si soudain N'est que le triste effet d'un accident humain, Tentons contre ce mal une dernière voie, Et souffrés seulement qu'une fille la voie, Elle emploie un secret si rare, et si vanté Contre les accidents de cette qualité, Contre tous les effets de la melancholie Que j'espère beaucoup au von sens de Celie, Ce secret fait par tout publier son fenom, On m'en vient de parler.
ERASME.	ERASME.
Jgnorés-vous ſon nom?	Ignorez-vous son nom?
LVCIDOR.	LUCIDOR.
C'eſt vne Pellerine, illuſtre de naiſſance, Dont les plus beaux eſprits vantent la cognoißan Qui ſe faict renommer ſans eſpoir d’interests, Et dont la charité débite les ſecrets, Mais il faut au pluſtoſt conſulter ſa ſcience, Car on dit que demain, elle part de Florence, Doriſe eſt ſon hoſteſſe;	C'est assez Pellerine, illustre de naissance, Dont les plus beaux esprits vantent la cognoissan Qui se fait renommer sans espoir d'intérêts, Et dont la charité débite les secrets, Mais il faut au plustost consulter sa science, Car on dit que demain, elle part de Florence, Dorise est son hôtesse;
ERASME.	ERASME.
O Dieux!	Ô Dieux!
qu’vn doux eſpoir Soulage ma douleur!	qu'un doux espoir Soulage ma douleur!
allons, courrons la voir.	allons, courrons la voir.
CIDOR.	CIDOR.
Sa curioſité, qui luy faict voir la ville Pourroit rendre, Monſieur, noſtre peine inutile, Filidan ira voir ſi l’on luy peut parler Et deſſus ſon rapport nous y pourrons aller, Cours, ne differe point.	Sa curiosité, qui avait fait voir la ville Pourrait rendre, Monsieur, notre peine inutile, Filidan ira voir si l'on lui peut parler Et dessus son rapport nous y pourrons aller, Cours, ne diffère point.
ERASME.	ERASME.
Uoyons de quelle ſorte Agira maintenant le mal qui la tranſporte.	OUoyons de quelle sorte Agira maintenant le mal qui la transporte.
SCENE QVATRIESME, CELIANTE, FILIDAN,	SCÈNE QUATRIÈME, CELIANTE, FILIDAN,
FILIDAN.	FILIDAN.
Allois vous annoncer vn heureux changement.	Allais vous annoncer un heureux changement.
Nii CELIANTE.	Ni CÉLIANTE.
FILIDAN.	FILIDAN.
Celie eſt a vous, haſtés-vous ſeulement.	Celie est a -vous, hâtez-vous seulement.
CELIANTE, Ne flatte point mon mal d’eſperances friuolles,	CELIANTE, Ne flatte point mon mal d'espérances frivoles,
FILIDAN.	FILIDAN.
Nton, non, ſi fes eſſects vou prouuent mes pârolles?	Nton, non, si fes ès vou prouuent mes pâtrolles?
CELIANTE.	CELIANTE.
Je voudrois t’adorer.	Je voudrais t'adorer.
FILIDAN.	FILIDAN.
Courés y de ce pas, Mon maiſtre à vos deſirs cede ſes doux appas, Filidan m'a-t’il dit, puis qu’vne ingratte amante Prefere à mes deſſeins l’amour de Celiante, Ie force en ſa faueur mon inclination, Et ie cede Celie à ſon affection, Je l’ayme froidement, & ne vis point en elle, Les graces qu’y remarque vn amant ſi fidelle, Son viſage n’a point les attraits que ie veux, Et mon ſeul intereſt luy procuroit mes vœux, Ie conſerue vn amy cedant cette maiſtreſſe De qui l’auerſion paroist en ſa tristeſſe, Et ie veux vniſſant ce couple de mes mains Prouuer que ma froideur égale ſes dédains, Voy, dit-il, Celiante.	Courez y de ce pas, Mon maître à vos désirs cede ses doux appas, Filidan m'a-t-il dit, puis qu'une ingratte amante Préfère à mes desseins l'amour de Céliante, Je force en sa faveur mon inclination, Et ie ce Celie à son affection, Je faime froidement, et ne vis point en elle, Les grâces qu'y remarque un amant si fidèle, Son visage n'a point les attraits que je veux, Et mon seul intérêt lui était mes vœux, Je conserve un ami cédant cette maîtresse De qui l'aversion par en a isse, Et ne veux vnissant ce coup de mes mains Ce que ma cou égale ce dédains, , dit-il, Cou.
CELIANTE.	CELIANTE.
O faueur immortelle!	Ô faveur immortelle!
FLIDAN.	FLIDAN.
Et porte à ce riual cette heureuſe nouuelle,	Et porte à ce rival cette heureuse nouvelle,
ELIANTE, ſeul.	ÉLIANTE, seul.
O ſenſible bon-heurupamiote meſſager, Ne m'épargne iamais ſi ie puis t’obliger.	Ô sensible bonheurupamiote messager, Ne m'épargne jamais si ici puis t'obliger.
LIDAN, s’en allant.	LIDAN, s'en allant.
Mon maiſtre eſt chés Celie.	Mon maître est chez Célie.
CELIANTE.	CELIANTE.
En ce bon-heur inſigne, Quel art me peut fournir on vijeoms ajjes digne, Auec quelle careſſe égale à mon deſir Pourray-ie recognoiſtre vn ſi rare plaiſir?	En ce bonheur insigne, Quel art me peut fournir on vioms ajes digne, Avec quelle caresse égale à mon désir Pourrai-je reconnaître mille si rare plaisir?
Loing, effects importuns de ma melancholie;	Loing, effets importuns de ma mélancolie;
Ceſſes triſtes ſouſpirs, ie poſſede Celie, Tary ſource de pleurs en ces yeux bien-heureux, Puis qu'vn ſi beau Soleil doit éclairer pour eux, Et mourés vains regrets en cette heureuſe bouche Puis qu’il eſt ordonné que la ſienne la touche;	Cesses tristes soupirs, Seigneur possède Celie, Tari source de pleurs en ces yeux bienheureux, Puis qu'un si beau Soleil doit éclairer pour eux, Et mourez vains regrets en cette heureuse bouche Puis qu'il est ordonné que la sienne la touche;
e mon propre riual conſent à mon repos, Et qu’il me cede un bien, mais qu’il ſort à propos!	Je mon propre rival consent à mon repos, Et qu'il me cède un bien, mais qu'il sort à propos!
SCENE CINQVIESME, LVCIDOR, CELIANTE,	SCÈNE CINQUIÈME, LUCIDOR, CELIANTE,
CELIANTE, l’embraſſant.	CELIANTE, l'embrassant.
Onſieur, quelque ſuiet, qui vous ſepare M ácue Ie chery mon bon-heur & la cauſe en eſt belle, Soit qu’vn plus rare obiet regne ſur vos eſprits, Que ma felicité naiſſe de vos meſpris, Et que quelque deffaut ou du corps, ou de l’ame Qui ne me paroist point éteigne vostre flame;	Onsieur, quelque sujet, qui vous sépare MÊME ácue Je chéri mon bonheur et la cause en est belle, Soit qu ' rare objet règne sur vos esprits, Que ma félicité naisse de vos mépris, Et que quelque défaut ou du corps, ou de l'âme Qui ne me paraît point éteigne votre flamme;
Soit que le ſeul deſſein d’obliger vn amant Qui ſe propoſe en vain de cacher ſon tourment, Retire de ce lieu voſtre amour innocente;	Soit que le seul dessein d'obliger un amant Qui se propose en vain de cacher son tourment, Retire de ce lieu votre amour innocente;
Vous r’animés l’eſpoir d’vne ame languiſſante, Et comblés de faueurs vn cœur recognoiſſant Qui bruſte de pronuer comvien i ies reſſent;	Vous animés espoir âme languissante, Et comblés de faueurs cœur recognoissant Qui bruste de pronuer comvien y Vous ressent;
LVCIDOR, eſtonné.	LUCIDOR, étonné.
Qu'amour (cher Celiante) eſt vn Dieu redoutable, La folie aux amants eſt preſque inéuitable,	Qu'amour (cher Céliante) est un Dieu redoutable, La folie aux amants est presque inévitable,
CELIANTE.	CELIANTE.
Il trouble les eſprits, confond les iugemens Dans les cœurs les plus ſains faict des déreiglemens, Et s’acquiert tant de droict ſur l’humaine franchiſe, Qu'vn mortel faict beaucoup s’il empeſche la priſe, Les Dieux ont eu pour vous vne extréme bonté Et dezager vas jtns de jon auinorne, Vostre condition eſt bien digne d’enuie, Quoy que m’y condamner ſeroit m’oſter la vie.	Il trouble les esprits, confond les jugements Dans les cœurs les plus sains fait des dérèglements, Et s'acquiert tant de droit sur l'humaine franchise, Qu'un mortel fait beaucoup s'il empêche la prise, Les Dieux ont eu pour vous une extrême bonté Et dezager vas jeuns de jon avinorne, Votre condition est bien digne d'envie, Quoi que m'y condamner ait m'ôter la vie.
LVCIDOR.	LUCIDOR.
O Dieux!	Ô Dieux!
vn mal commun a troublé leur raiſon!	Un mal commun a troublé leur raison!
Nous ſoignons, Celiante, à voſtre gueriſon.	Nous soignons, Céliante, à votre guérison.
CELIANTE, Que mon propre riual ayt reſolu ſon pere D’accorder à mes vœux le ſuccés que i’eſpere!	CELIANTE, Que mon propre rival ait résolu son père D'accorder à mes vœux le succès que j'espère!
Dieux que vous puis-ie offrir, qui ne ſoit au deſſous De mon affection & d’vn plaiſir ſi doux!	Dieux que vous puis-je offrir, qui ne soit au dessous De mon affection et d'un plaisir si doux!
LVCIDOR.	LUCIDOR.
S'il eſt vray- que l’amour naiſt de la reſſemblance On vous diſpute à tort cette heureuſe alliance, L'état eſt ſi pareil de Celie, & de vous	S'il est vrai- que l'amour naît de la ressemblance On vous dispute à tort cette heureuse alliance, L'état est si pareil de Célie, et de vous
E ij Qu'elle doit eſtre voſtre au iugement de tous, Entres, vous la verres.	 Ej Qu'elle doit être votre au jugement de tous, Entres, vous la verres.
CELIANT E, entrant.	CELIANT E, entrant.
Hâ!	Hâ!
Dieu, que ie periſſe Quand i’oubliray l’honneur d’vn ſi pieux office.	Dieu, que je périsse Quand j'oublirai l'honneur d'un si pieux office.
CIDOR.	CIDOR.
Quelle melancholie a troublé ſes eſprits?	Quelle mélancolie a troublé ses esprits?
Que s’est-il figuré, quand ce mal l’a-t'il pris?	Que s'est-il figuré, quand ce mal l'a-t'-il pris?
Qu’amour corrompt les ſens, vn ſi honteux marEſt vn tribut commun qu’on doit à ſon Empire, Et la neceßité de viure ſous ſa loy Me faict par leur exemple apprehender pour moy, Qu'on le verra ſurpris à l’abord de Celie!	Qu'amour corrompt les sens, un si honteux marEst un tribut commun qu'on doit à son Empire, Et la nécessité de vivre sous sa loi Me fait par leur exemple appréhender pour moi, Qu'on le verra surpris à l'abord de Célie!
I’ay, luy voulant parler, veu ſa face pallie, Ses beaux yeux demy-morts, & ſans ordre roulants Tantoſt moüillés de pleurs tantoſt étincelants, Et ſes bras animés d’vne rage ſi forte Que la peur de ſes coups m’a faict gaigner la porte, Chacun tremble à la voir & ce fidelle amant N’aura pas ſans frayeur ce diuertiſſement.	J'ai, même voulant parler, vu sa face pallie, Ses beaux yeux demi-morts, et sans ordre roulants Tantôt mouillés de pleurs tantôt étincelants, Et ses bras animés d'une rage si forte Que la peur de ses coups m'a fait gagner la porte, Chacun tremble à la voir et ce fidèle amant N'aura pas sans frayeur ce divertissement.
SCENE SIXIESME.	SCÈNE SIXIÈME.
TLIDIIOSvOIDOLe,	TLIDIIOSvOIDOLe,
FILIDAN.	FILIDAN.
E ſors de chés Doriſe, où cette Pelerine Qu'au ſecours de Celie, vn bon Astre destine, Sera dans vn moment vn deſir curieux Mà pavle a cayher tes temples de tes Mnas	E sors de chez Dorise, où cette Pèlerine Qu'au secours de Celie, un bon Astre destine, Sera dans un moment un désir curieux Mà Maule a caher tes temples de tes Mnas
LVCIDOR.	LUCIDOR.
Ce ſoir nous la verrons.	Ce soir nous la verrons.
FILIDAN.	FILIDAN.
Monſieur, ſi l’on peut rire Aux deſpens d’vn riual qui ſouffre vn vain martyre, Riés de Celiante, & cognoiſſés comment La croyance au deſir ſe ioinct facilement, I’ay treuué ce riual, l’œil mourant, letein bleſme, Ou pour le peindre mieux different de luy-meſme, Et qui, (ſi i’ay bien leu dans cet eſprit mal ſain) Meditoit ſur ſa vie vn funeste deſſein, R’animeZ, (ay-ie dit) toute voſtre eſperance, Vous paſſés en bon-heur les amours de Florence, Celie eſt en état de n’estre plus qu’à vous.	Monsieur, si l'on peut rire Aux dépens d'un riual qui souffre un vain martyre, Riz de Céliante, et connaissez comment La croyance au désir se joint facilement, J'ai trouvé ce rival, l'œil mourant, letein blême, Ou pour le peindre mieux différent de h-même, Et qui, (si j'ai bien lu dans cet esprit mal sain) Méditait sur sa vie un este dessein, Ranimez, (ai-je dit) toute votre espérance, Vous passez en bonheur les amours de Florence, Celie est en état de n'à vous mat de vous.
Souſpirés conſtamment pour vn obiet ſi doux.	Souspirez constamment pour un objet si doux.
Mon maiſtre vous la cede:	Mon maître vous la cède:
à ces mots il m’embraſſe, Son viſage eſt pourueu de ſa premiere grce, Il rit du faux eſpoir de ſon allegement Cependant que ie ry de ſon aueuglement, Iugés quelle ſurpriſe agite ſa penſee S’il entend maintenant cette fille inſenſee, Ie crains vn triſte effect de ſa fidelité Et luy meſme auec ſoy n’eſt pas en ſeureté.	à ces mots il m'embrasse, Son visage est pourvu de sa première grâce, Il rit du faux espoir de son allégement Cependant que je ri de son aveuglement, Jugez quelle surprise agite sa pensée S'il entend maintenant cette fille insensée, Je crains un triste effet de sa fidélité Et lui même auec soi n'est pas en sûreté.
IDOR.	JDOR.
Tu m'apprends le ſuiet de ſes vaines careſſes Il m’a tant repeté d’inutiles promeſſes, Et tant importuné d’vn long remerciement Qu'il est paſſe pour fol dedans mon ſentiment, Mlais on ouure, c'eſt luy.	Tu m'apprends le sujet de ses vaines caresses Il m'a tant répété d'inutiles promesses, Et tant importuné d'H long remerciement Qu'il est passe pour fol dedans mon sentiment, Mlais on ouvre, c'est Seigneur.
SCENE SEPTIESME.	SCÈNE SEPTIÈME.
CELIE, CELIANTE, LVCIDOR, FILIDAN, CELIE, frappant Celiante.	CELIE, CELIANTE, LUCIDOR, FILIDAN, CÉLIE, frappant Céliante.
Voy!	Voi!
tu parois encore?	tu parais encore?
Temeraire riual du chaſſeur que i’adore, Il faut en ta faueur, (amant audacieux) Par les coups de ma main guerir ceux de mes yeux, Mais il fuit, & deſia, ie paſſois les limites Qu'à mon char lumineux la nature a preſcrites.	Téméraire rival du chasseur que j'adore, Il faut en ta faveur, (amant audacieux) Par les coups de ma main guérir ceux de mes yeux, Mais il fuit, et déjà, ainsi passais les limites Qu'à mon char lumineux la nature a prescrites.
CELIANTE.	CELIANTE.
Monſieur, i’ay trop contrainct voſtre chaſte deſir, tre.	Monsieur, j'ai trop contraint votre chaste désir, tre.
Uous m’aués obligé d’vn trop rare plaiſir, Ie remets en vos mains cent ujmarrs maiſtreſſe Et ne m’oppoſe plus à l’ardeur qui vous preſſe.	Uous m'avez obligé d'oppose trop rare plaisir, Je remets en vos mains cent ujmarrs maîtresse Et ne m'oppose plus à l'ardeur qui vous presse.
LVCIDOR.	LUCIDOR.
Quoy?	Quoi?
vous aués nourry des deſirs incertains, Et la facilité refroidit vos deſſeins?	vous avez nourri des désirs incertains, Et la facilité refroidit vos desseins?
O Dieux quel tuangements	Ô Dieux quel tuangements
CELIANTE.	CELIANTE.
Ma raiſon eſt la voftre, Adieu, faictes vos ieux de l’interest d’vn autre, Ren daxerauu te vie temie upus tonfupon Et le moindre ennemy nuit dans l’occaſion.	Ma raison est la vôtre, Adieu, faites vos jeux de l'intérêt d'un autre, Ren daxerauv te vie témie upus tonfupon Et le moindre ennemi nuit dans l'occasion.
CIDOR.	CIDOR.
Ainſi, contre mes iours, ta libre humeur exciteDes deſſeins dangereux,ſi ie ne les euite, Ce riual offencé ne peut ſouhaitter moins Que de nous voir vn iour armés, & ſans témoins.	Ainsi, contre mes jours, ta libre humeur exciteDes desseins dangereux,si ie ne les évite, Ce rival offensé ne peut souhaiter moins Que de nous voir un jour armés, et sans témoins.
FILIDAN.	FILIDAN.
Je cognoy, Celiante, & ie ſçay qui ie picque, Ne craignés de ſa part, ny deſſein, ny practique, Un ſeul de mes regards mon ombre ſeulement Fera, s’il eſt beſoing trembler ce vain amant:	Je connais, Céliante, et Seigneur sais qui vois picque, Ne craignez de sa part, notre dessein, Seigneur practique, Un seul de mes regards mon ombre seulement Fera, s'il est besoin trembler ce vain amant:
Ce lâche m'apordant, ſi ſa fureur luy dure Aura toute la peur comme toute l’iniure, Mais il ne manque point de generoſité Si l'on croit ce qu’il dit.	Ce lâche m'appordant, si sa fureur Ah dure Aura toute la peur comme toute l'injure, Mais il ne manque point de générosité Si l'on croit ce qu'il dit.
VCIDOR.	VCIDOR.
Ny toy de vanité.	Ni toi de vanité.
TT T EIY SCENE PREMIERE LEANDRE, LA NOVRRICE.	TT T IIY SCÈNE PREMIÈRE LÉANDRE, LA NOURRICE.
A vinle LEANDRE.	À vinle LÉANDRE.
A, cours, & diuerty la ſenſible miſere Dont nous peut affliger cette Dame étrangere, Contt à teite peaute la jatisfaction Qu'eſperent deux amants de ſa diſcretion, Ouure luy nos ſecrets et que ta confidence A ſeruir nos amours oblige ſa prudence.	À, cours, et diverti la sensible misère Dont nous peut affliger cette Dame étrangère, Contât à teite peaute la jatisfaction Qu'espèrent deux amants de sa discrétion, Ouvre même nos secrets et que ta confidence A servir nos amours oblige sa prudence.
LA RRICE, Si ie treuue ſon cœur ſenſible à la pitié, Sa bonté ſeruira voſtre ardente amitié, Ie veux que par mes ſoings vostre intereſt la touche, Qu'elle confirme tout & parle par ma bouche, Mais il faut redouter autant que le trépas Qu'Eraſme nous preuienne.	LA RRICE, Si ici trouve son cœur sensible à la pitié, Sa bonté servira votre ardente amitié, Je veux que par mes soings votre intérêt la touche, Qu'elle confirme tout et parle par ma bouche, Mais il faut redouter autant que le trépas Qu'Erâme nous prévienne.
LEANDRE.	LÉANDRE.
Adieu, preſſe tes pas.	Adieu, presse tes pas.
SCENE DEVXIESME.	SCÈNE DEUXIÈME.
ANGEEIQ V E5 Perenne, CLORIMAND, gentilh.	ANGEIQ V U5 Pérenne, CLORIMAND, gentilh.
ſuiuans.	suivants.
ANGELIQVE, Out ce qu’offre à mes yeux cette ſuperbe Uille, Faict contre ma triſteſſe vn effort inutile.	ANGELIQUE, Ut ce qu'offre à mes yeux cette superbe Uille, Fait contre ma tristesse un effort inutile.
Ie confonds Clorimand, toutes ces raretés Er may qu’vn œil égal pour ces diuerſités Ces antiques debris, ces temples magnifiques, Ces toicts d’or, & d’aZur, ces ſuperbes portiques, Ces haut murs & ces tours, en qui l’art des hu mains A mis ſi pres du Ciel l’ouurage de leurs mains;	Je confonds Clorimand, toutes ces raretés Er mai qu'un œil égal pour ces diversités Ces antiques débris, ces temples magnifiques, Ces toits d'or, et d'aZur, ces superbes portiques, Ces haut murs et ces tours, en qui l'art des hu mains A mis si pres du Ciel l'ouvrage de leurs mains;
Dans le ſecret ennuy dont ie ſuis trauerſee, Ne peuuent vn moment diuertir ma penſee, Et tu la peux iuger aux mots, que ie confonds, Lors que tu m’entretiens & que ie te reſponds.	Dans le secret ennui dont je suis traverse, Ne peuvent un moment divertir ma pensée, Et tu la peux juger aux mots, que je confonds, Lors que tu m'entretiens et que sans te répond.
CLORIMAND.	CLORIMAND.
I'ay peu de part, Madame, en voſtre confidence, Mais vos yeux ont ſouuent trahy voſtre prudence, Jls m’ont par leur tristeſſe exprimé vos douleurs, Souuent deſauoüés ils ont lâché des pleurs, Et ietté ſans deſſein des regards dans les nuës Qui figuroient aſſés vos peines incogneuës;	J'ai peu de part, Madame, en votre confidence, Mais vos yeux ont souvent trahi votre prudence, Jls m'ont par leur tristesse exprimé vos douleurs, Souvent desauoüés ils ont lâché des pleurs, Et jeté sans dessein des regards dans les nues Qui figuraient assez vos peines inconnus;
Qui vous faict obſeruer cette diſcrete loy, Et qui doit partager vos maux, plustoſt que moy, Aués vous reſolu de conſommer voſtre aage Dans les longues erreurs de ce triſte voyage?	Qui vous fait observer cette discrète loi, Et qui doit partager vos maux, plutôt que moi, Avez vous résolu de consommer votre âge Dans les longues erreurs de ce triste voyage?
Sommes nous Pelerins des Enfers, ou des Cieux?	Sommes nous Pèlerins des Enfers, ou des Cieux?
Cherchons nous le chemin qui conduit en ces lieux?	Cherchons nous le chemin qui conduit en ces lieux?
Nve reuerres vous plus, ny Lyon, ny ce Pere Que la neceßisé de ce vœu deſeſpere?	Ne reuerres -vous plus, ni Lyon, ni ce Père Que la necessisé de ce vœu désespère?
Et qui de tant de pleurs arrouſa ce beau ſein Quand il vous veid portee à ce pieux deſſein?	Et qui de tant de pleurs arrousa ce beau sein Quand il vous vit portée à ce pieux dessein?
ANGELIQVE.	ANGELIQUE.
Que vous estes deceus & qu’vn pretexte honneſte Vous cache heureux vieillards vne bonteuſe queſte, Ie ne viſite point les temples de nos Dieux, Uers eux, nostre priere arriue de tous lieux Je ſuy d’aueugles feux dont mon ame eſt atteinte, Une profane ardeur prend le nom d’vne ſaincte.	Que vous êtes déçus et qu'autre prétexte honnête Vous cache heureux vieillards une bonteuse quête' Une ne visite point les temples de nos Dieux, Uers eux, notre prière arrive de tous lieux Je suis d'aveugles feux dont mon âme est atteinte, Une profane ardeur prend le nom d'une sainte.
Ie cherche;	Je cherche;
ODe eMEes Quoy, Madame,	ODe eUMEes Quoi, Madame,
ANGELI E.	ANGELY .
Entrons, i’ay trop parlé,	Entrons, j'ai trop parlé,
Acheués.	Achevez.
CLORIMAND,	CLORIMAND,
Mais, B E L Un remede à ce cœur deſole.	Mais, B E Un remède à ce cœur désole.
CLORIMAND.	CLORIMAND.
Dieux!	Dieux!
qu’elle a de peine, & que ce long ſilence, D'vne forte douleur prouue la violence!	qu'elle a de peine, et que ce long silence, D'une forte douleur proue la violence!
Entrons, il faut ſonder plus auant ſa langueur, Et tirer auec art ce ſecret de ſon cœur,	Entrons, il faut sonder plus avant sa langueur, Et tirer avec art ce secret de son cœur,
SCENE TROISIESME, FILIDAN, CLORIMAND, FILIDAN, le tire par les habits, comme n’entre.	SCÈNE -TROISIÈME, FILIDAN, CLORIMAND, FILIDAN, le tire par les habits, comme n'entre.
Onſieur, Monſieur, vn mot.	Onsieur, Monsieur, un mot.
CLORIMAND.	CLORIMAND.
Quoy,	Quoi,
FILIDAN.	FILIDAN.
ette Pelerine, Dont on vante par tout la ſcience diuine, Eſt-elle de retour?	Jette Pelerine, Dont on vante par tout la science divine, Est-elle de retour?
CLORIMAND.	CLORIMAND.
Ou	Ou
FILIDAN.	FILIDAN.
Puis-ie ſeulement De la part d’vn Seigneur luy parler vn moment?	Puis-je seulement De la part d'une Seigneur lui parler un moment?
CLORIMANEE Attend, ie le ſçauray.	CLORIMANE Attend, Elle le saurai.
I LIDAN, ſeul Dieux!	I LIDAN, seul Dieux!
Textreme fouts D’eſperer de ſon art la ſanté de Celie:	Textrême fouts D'espérer de son art la santé de Celie:
Que penſe proffiter cét amant importun, Quand il la veut guerir d’vn malheur ſi commun?	Que pense proffiter cet amant importun, Quand il la veut guérir d'un malheur si commun?
Croit-il remedier au mal qui la tourmente Et loger la ſageſſe en l’eſprit d’vne Amante?	Croit-il remédier au mal qui la tourmente Et loger la sagesse en l'esprit d'une Amante?
Mais la voila qui ſort:	Mais la voilà qui sort:
Dieux, l’agreable objet!	Dieux, l'agréable objet!
Quel eſprit peut tenir contre vn ſi beau ſujet?	Quel esprit peut tenir contre un si beau sujet?
SCENE QVATRIESME.	SCÈNE QUATRIÈME.
ANGELIQVE, CLORIMAND,	ANGELIQUE, CLORIMAND,
