Auec Priuilege du Roy.	Avec Privilège du Roi.
Qu’il veut que ſa valeur fatale aux Rois de Grece, Auſſi bien que le ſortluy donne ſa Maiſtreſſe, Qu’il ouurira la lice à ſon heureux retour, Où Mars diſputera les Couronnes d’Amour.	Qu'il veut que sa valeur fatale aux Rois de Grèce, Aussi bien que le sortlui donne sa Maîtresse, Qu'il ouvrira la lice à son heureux retour, Où Mars disputera les Couronnes d'Amour.
Mais depuis ſon depart pour ce grand Hymenée, Le Soleil a huit fois recommencé l’année, Et ſes fameux Riuaux le croyant laſche ou mort, M’ont preſſé pluſieurs fois de faire vn nouueau ſort.	Mais depuis son départ pour ce grand Hyménée, Le Soleil a huit fois recommencé l'année, Et ses fameux Rivaux le croyant lâche ou mort, M'ont pressé plusieurs fois de faire un nouveau sort.
Comme d’vn impoſteur, ils parlent de Scamandre, Ils me veulent forcer d’élire vn autre Gendre, 2 Et l’amour conduiſant leurs eſcadrons eſpoix, Ils me font tous la guerre en demandant la paix.	Comme d'un imposteur, ils parlent de Scamandre, Ils me veulent forcer d'élire un autre Gendre, 2 Et l'amour conduisant leurs escadrons époix, Ils me font tous la guerre en demandant la paix.
Entre tous ces Amants le plus fier eſt Chreſphonte.	Entre tous ces Amants le plus fier est Chresphonte.
Quoy qu’il n’ait point eu part à leur ſort, à leur honte, Il a la méme amour, il a la méme ardeur, Il ſe doit er pliquer par ſon Ambaſſadeur, ne Puttend:	Quoi qu'il n'ait point eu part à leur sort, à leur honte, Il a la même amour, il a la même ardeur, Il se doit er pliquer par son Ambassadeur, ne Putend:
le toicy qui vien m’ouuin ion ame, Il me vient demander ma fille pour ſa femme.	le toici qui viens m'ouvin ion âme, Il me vient demander ma fille pour sa femme.
SCENE II.	SCÈNE II.
L’Ambaſſadeur de CHRESPHONTE, LE ROY.	L'Ambassadeur de CHRÉPHONTE, LE ROY.
L’Ambaſſ.	L'Ambass.
de CHRESPHONTE.	de CHRÉPHONTE.
Eigneur!	Eigneur!
mon Prince enfin par ſes heureux comO bats, A vaincu ſes Riuaux & conquis leurs Eſtats, Et l’équitable Ciel a fait voir à la terre, Qu’il combattoit pour luy dans cette iuſte guerre, Remettant au pouuoir de ce victorieux, Les Throſnes vſurpez ſur ſes diuins ayeux.	mon Prince enfin par ses heureux comO bats, A vaincu ses Rivaux et conquis leurs États, Et l'équitable Ciel a fait voir à la terre, Qu'il combattait pour lui dans cette juste guerre, Remettant au pouvoir de ce victorieux, Les Thrônes usurpés sur ses divins aïeux.
Chreſphonte, ſans vouloir ſur vous rien entreprendre, Dans vn Char triõphant ment tous onti vn Gendre, Pour la belle Merope, il veut vaincre ou mourir.	Chresphonte, sans vouloir sur vous rien entreprendre, Dans un Char triomphant ment tous onti un Gendre, Pour la belle Merope, il veut vaincre ou mourir.
Ce conquerant par force euſt peu la conquerir;	Ce conquérant par force eût pu la conquérir;
Mais il veut en Amant demander vne Amante, Et d’vn victorieux la rendre Triomphante:	Mais il veut en Amant demander une Amante, Et d'un victorieux la rendre Triomphante:
Sl lon Ielpect vous touene ce les geneteux raits, Donnez luy voſtre Fille, il vous donne la paix.	Sl lon Ielpect vous touène ce les geneteux raits, Donnez lui jours Fille, il vous donne la paix.
LE ROY.	LE ROY.
Sa generoſité ſurpaſſe ſa vaillance, Ie tiens à grand honneur cette haute alliance;	Sa générosité surpasse sa vaillance, Je tiens à grand honneur cette haute alliance;
Mais peut on accorder l’Amour auecque Mars, Tandis qu’on voit ſon Camp du haut de nos rempars, 2 Le trouble eſt dans mon cœur, ainſi que dans ma ville, L’Hymen demande vn temps plus doux & plus tranquille.	Mais peut -on accorder l'Amour avec Mars, Tandis qu'on voit son Camp du haut de nos rempars, 2 Le trouble est dans mon cœur, ainsi que dans ma ville, L'Hymen demande un temps plus doux et plus tranquille.
L’Ambaſſ.	L'Ambass.
de CHRESPHONTE.	de CHRÉPHONTE.
Vous pouuez d’vn ſeul mot calmer tout dans ces lieux, Si voſtre Majeſté iure deuant les Dieux De vouloir accomplir cet heureux Hymnée, Son camp s’eſloignera des murs de Mantinée, Et la guerre & les maux loin de vous écartez, Vous regnerez en paix dans toutes vos Citez.	Vous pouvez d'un seul mot calmer tout dans ces lieux, Si votre Majesté jure devant les Dieux De vouloir accomplir cet heureux Hymnée, Son camp s'éloignera des murs de Mantinée, Et la guerre et les maux loin de vous écartés, Vous régnerez en paix dans toutes vos Citez.
12	12
LE ROY.	LE ROY.
Ie luy fais ce ſerment, qu’il tienne ſa promeſſe.	Je ç rois ce serment, qu'il tienne sa promesse.
l’Ambaſ.	l'Ambas.
de CHRESPHONTE.	de CHRÉPHONTE.
Seigneur, permettez moy d’aller voir la Princeſſe.	Seigneur, permettez -moi d'aller voir la Princesse.
Ie luy dois preſenter de la part de mon Roy, En qualité d’Eſpoux & ſon cœur & ſa foy, Et dois offrir encor auec ſa perſonne, Tout ce qu’il a conquis, & que le ſort luy donne.	Je lui dois présenter de la part de mon Roi, En qualité d'Espoux et son cœur et sa foi, Et dois offrir encor avec sa personne, Tout ce Toutil a conquis, et que le sort lui donne.
LE ROY.	LE ROY.
Ouy ie vous le permets, vous pourrez l’aller voir, Ie luy commanderay de vous bien receuoir.	Oui jamais vous le permets, vous pourrez l'aller voir, Je lui commanderai de vous bien recevoir.
LE ROY.	LE ROY.
Que cet Ambaſſadeur met moy eſprit en peine!	Que cet Ambassadeur met moi esprit en peine!
Mais que l’on face entrer celuy de Tyſamene, Son armée eſt puiſſante, & n’eſt pas loin d’icy.	Mais que l'on face entrer celui de Tysamène, Son armée est puissante, et n'est pas loin d'ici.
Des peuples mes voiſins ſon Camp deſia groſſi, Comme vn fleuue orgueilleux, il inonde les plaines, Fentiie y ioint auſſi les troupes de Mycenes, Et Sparte dont les muis font les leuis labitans, A fait choix au beſoin des meilleurs combattans,	Des peuples mes voisins son Camp déjà grossi, Comme un fleuve orgueilleux, il inonde les plaines, Fentiie y joint aussi les troupes de Mycène, Et Sparte dont les muis font les leuis labitants, A fait choix au besoin des meilleurs combattants,
SCENE III.	SCÈNE III.
L’Ambaſſadeur de TYSAMENE, LE ROY.	L'Ambassadeur de TYSAMENE, LE ROY.
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
Eigneur, ayant appris voſtre deſtin funeſte, OLe Monarque d’Argos, le ſucceſſeur d’Oreſte, Connu dans voſtre Cour, ſeulement par ſes faits, Vient pour vous ſecourir & vous donner la paix.	Eigneur, ayant appris votre destin funeste, OLe Monarque d'Argos, le successeur d'Oreste, Connu dans votre Cour, seulement par ses faits, Vient pour vous secourir et vous donner la paix.
Tout le Peloponeſe ennemy de Chreſphonte, Marche ſous ſes drapeaux & veut vanger ſa honte.	Tout le Péloponese ennemi de Chresphonte, Marche sous ses drapeaux et veut venger sa honte.
Le vaillant Tyſamene en ranimant leurs cœurs, De ces triſtes vaincus vient faire des vainqueurs, Et le Fleuue Ladon verra deſſus ſes Riues, De voſtre fier Tyran les dépoüilles captiues, Sur ſes tranquilles bords vos ſujets ſans effroy, Verront regner ſur eux leur legitime Roy.	Le vaillant Tysamène en ranimant leurs cœurs, De ces tristes vaincus vient faire des vainqueurs, Et le Fleuue Ladon verra dessus ses Rives, De votre fier Tyran les dépouilles captives, Sur ses tranquilles bords vos sujets sans effroi, Verront régner sur eux leur légitime Roi.
Pour ce fameux ſecours cette grande victoire.	Pour ce fameux secours cette grande victoire.
Mon Roy demande vn prix charmant & plein de gloire, Qui rendra tous les Roys de ſon bon-heur jaloux, Plus grand que vos!	Mon Roi demande un prix charmant et plein de gloire, Qui rendra tous les Rois de son bonheur jaloux, Plus grand que vos!
Eſtats;	États;
mais qui dépend de vous, Qui dans voſtre Palais comme vn bel aſtre brille, L’obiet de ſes ſouhaits, Sire!	mais qui dépend de vous, Qui dans votre Palais comme un bel astre brille, L'objet de ses souhaits, Sire!
c’eſt voſtre fille;	c'est votre fille;
Cette beauté diuine a charmé ſes Eſprits:	Cette beauté divine a charmé ses Esprits:
La victoire eſt à vous accordez luy ce prix, Changez ſes maux en biens par ce doux Hymenée, Et vous verrez pour vous changer la deſtinée.	La victoire est à vous accordez femme ce prix, Changez ses maux en biens par ce doux Hyménée, Et vous verrez pour vous changer la destinée.
LE ROY.	LE ROY.
Ouy ie promets ma fille à cét illuſtre Amant.	Oui ainsi promets ma fille à cet illustre Amant.
L’Ambaſſ.	L'Ambass.
de TYSAMENE.	de TYSAMENE.
Pourray-ie de ſa part luy faire vn compliment?	Pourrai-je de sa part ou faire un compliment?
LE ROY.	LE ROY.
Merope de mon Sceptre eſt l’vnique heritiere, S’il obtient ſur Chteſphonte vne victoire entiere, Ma fille & mon Eſtat ſeront tous deux ſon prix.	Mérope de mon Sceptre est l'unique héritière, S'il obtient sur Chtesphonte une victoire entière, Ma fille et mon État seront tous deux son prix.
SCENE IV.	SCÈNE IV.
LE ROY, ORONTE.	LE ROY, ORONTE.
LA ROI.	LA ROI.
E ce dernier diſcours, Oronte, es tu ſurpris,	E ce dernier discours, Oronte, es tu surpris,
ORONTE Et qui ne le ſeroit d’vne telle promeſſe?	ORONTE Et qui ne le serait d'une telle promesse?
at deux en meme temps, tous ontez la rrinceſſe, Vous n’auez qu’vne fille, & ie voy deux Eſpoux.	at deux en même temps, tous ontez la rrincesse, Vous n'avez qu'une fille, et été vois deux Époux.
Seigneur, qu’auez-vous fait?	Seigneur, qu'avez-vous fait?
LE ROY.	LE ROY.
Des Riuaux, des jaloux, I’ay promis à Chreſphonte, ainſi qu’à Tyſamene, Et promettrois encor à Peutille, à Temene, Si leurs freres comme eux la venoient demander, A tous quatre à la fois ie voudrois l’accorder, Chacun a ſes vertus, & s’ils ont la vaillance, Pour les vaincre, le Ciel m’a donné la prudence, Et mon conſentement eſt pire qu’vn refus:	Des Rivaux, des jaloux, J'ai promis à Chresphonte, ainsi qu'à Tysamène, Et promettrais encor à Peutille, à Témène, Si leurs frères comme eux la venaient demander, À tous quatre à la fois Un voudrais l'accorder, Chacun a ses vertus, et s'ils ont la vaillance, Pour les vaincre, le Ciel m'a donné la prudence, Et mon consentement est pire qu'un refus:
Scamandre auoit ma foy, mais Scamandre n’eſt plus;	Scamandre avait ma foi, mais Samandre n'est plus;
Tay long-tempaattendule retour de ce Genle, Et ſes ardens Riuaux ne vouloient plus attendre Preſſé par leur amour de faire vn nouueau choix, Du fils du grand Calcas ie conſultay la voix Ie fremis quand i’y penſe.	Tais longtempaattendule retour de ce Genle, Et ses ardents Rivaux ne voulaient plus attendre Pressé par leur amour de faire un nouveau choix, Du fils du grand Calcas était consultai la voix -Je mis quand j'y pense.
ORONTE, Et qu’a-t’il peu predire.	ORONTE, Et qu'a-t-il peu prédire.
Qu'au ſeul reſſouuenir voitie tœur en touipne:	Qu'au seul ressouvenir voitie tœur en touipne:
LE ROY.	LE ROY.
Il m’a dit par cet Art, qui luy fait tout preuoir, Que celuy qui tiendtoit Merope en ſon pouuoir, Rangeroit ſous ſes loix tout le Peloponeſe:	Il m'a dit par cet Art, qui était fait tout prévoir, Que celui qui tiendait Mérope en son pouvoir, Rangerait sous ses lois tout le Peloponse:
Cette prediction qui n’a rien qui me plaiſe, De ma fille me fait deteſter les Eſpoux, Plus que tous ſes Amans ſon Pere en eſt jaloux.	Cette prédiction qui n'a rien qui me plaise, De ma fille me fait détester les Époux, Plus que tous ses Amants son Père en est jaloux.
S’il faut que par l’hymen ce decret s’accompliſſe Il faut auecque moy que mon Eſtat periſſe.	S'il faut que par l'hymen ce décret s'accomplisse Il faut apprisse moi que mon État périsse.
Dans le Peloponeſe on ſçait qu’il eſt enclos:	Dans le Péloponese on sait qu'il est enclos:
Qui veut eſtre mon Gendre, attaque mon repos, Quiconque aime ma fille, il en veut à ma vie, Et ne peut ſans ma mort contenter ſon enuie.	Qui veut être mon Gendre, attaque mon repos, Quiconque aime ma fille, il en veut à ma vie, Et ne peut sans ma mort contenter son envie.
Mais malgré les deſtins, & malgré leur amour, Ie veux me conſeruer, & le Thrône & le iour.	Mais malgré les destins, et malgré leur amour, Je veux me conserver, et le Trône et le jour.
Icy la Politique eſt iuſte & neceſſaire, Et ie ſçay le ſecret de conſeruer vn Pere, Pour conſeruer ma vie auec le nom de Roy, Ie la promets à tous, & la garde pour moy.	Ici la Politique est juste et nécessaire, Et grands sais le secret de conserver un Père, Pour conserver ma vie avec le nom de Roi, Je la promets à tous, et la garde pour moi.
Quand i’ay promis à l’vn pour finir mes alarmes, A l’autre en méme temps, ie fay prendre les armes, Celuy qui croit d’Hymen voir luire le flambeau, Vaincu par ſon Riual entre dans le Tombeau.	Quand j'ai promis à l'autre pour finir mes alarmes, A l'autre en même temps, ie a prendre les armes, Celui qui croit d'Hymen voir lui le flambeau, Vaincu par son Rival entre dans le Tombeau.
I’ay veu iuſqu’à cinq Rois dans la Tombe deſcendre, Flattez du vain eſpoir chacun d’eſtre mon Gendre, Ces Amans que l’Amour a rendus ennemis, M’exemptent par leur mort de ce que i’ay promis.	J'ai vu jusqu'à cinq Rois dans la Tombe descendre, Flattez du vain espoir chacun d'être mon Gendre, Ces Amants que l'Amour a rendus ennemis, M'exemptent par leur mort de ce que j'ai promis.
Tous pour croiſtre mes iours haſtent leurs funerailles, Et ſans combatre ainſi ie gagne des batailles.	Tous pour croître mes jours hâtent leurs funérailles, Et sans combattre ainsi ie gagne des batailles.
Tyſamene croyoit couronner ſes trauaux, Apres auoir vaincu ſes plus fameux Riuaux, Mais Chreſphonte voulant à meſme honneur pretendre, En venant m’attaquer, eſt venu me deffendre.	Tysamène croyait couronner ses travaux, Après avoir vaincu ses plus fameux Rivaux, Mais Chréphonte voulant à même honneur prétendre, En venant m'attaquer, est venu me défendre.
Ie ſeray du vainqueur l’ennemy Capital, Ie luy ſuſciteray ſon Frere pour Riual, Et s’il en eſt beſoin, ou Temene, ou Pentille, Contre leur propre ſang combattront pour ma fille;	Je serai du vainqueur l'ennemi Capital, Je lui susciterai son Frère pour Rival, Et s'il en est besoin, ou Témène, ou Pentille, Contre leur propre sang combattront pour ma fille;
La Grece diuiſée armera pour mes droits, Et l’on verra perir le dernier de ſes Roys, Mon adreſſe, ma Fille, & l’amour, & la guerre, N’en laiſſeront pas vn viuant dans cette terre.	La Grèce divisée armera pour mes droits, Et l'on verra périr le dernier de ses Rois, Mon adresse, ma Fille, et l'amour, et la guerre, N'en laisseront pas un vivant dans cette terre.
Tout le Peloponeſe ainſi ſuiura ma Loy, Et la prediction s’accomplira pour moy.	Tout le Péloponese ainsi suivra ma Loi, Et la prédiction s'accomplira pour moi.
IT I L II.	IT I T II.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
MEROPE, CEPHALIE.	MEROPE, CÉPHALIE.
MEROPE.	MEROPE.
ne m'eſtonnes point par tes diſcours timides, Mes yeux pour voir des pleurs ne ſeront point humides.	ne m'étonnes point par tes discours timides, Mes yeux pour voir des pleurs ne seront point humides.
CEPHALIE.	CÉPHALIE.
Vos ſujets ſont Captifs, vos champs ſont deſertez, Et Cypſele a perdu ſes plus fortes Citez.	Vos sujets sont Captifs, vos champs sont désertés, Et Cyple a perdu ses plus fortes Cités.
Ce grand Roy n’eſt plus Roy que d’vne ſeule ville, Preſt à la perdre encor, voſtre eſprit eſt tranquille.	Ce grand Roi n'est plus Roi que d'une seule ville, Prêt à la perdre encor, votre esprit est tranquille.
MEROPE.	MEROPE.
Il n’eſt point de mal-heur qui me face trembler.	Il n'est point de malheur qui me face trembler.
Ie ſuis trop chere aux Dieux, pour m’en voir accabler, Vn liberateur vient pour nous tirer de peine.	Je suis trop chère aux Dieux, pour m'en voir accabler, Un libérateur vient pour nous tirer de peine.
CEPHALIE.	CÉPHALIE.
Vous entendez parler du vaillant Tyſamene.	Vous entendez parler du vaillant Tysamène.
Nullement.	Nullement.
MEROPE.	MEROPE.
OslIIHEIE.	OslIIHÉIE.
Et qui donc vous poura ſecourir?	Et qui donc vous pourra secourir?
MEROPE.	MEROPE.
Vn qui iuſqu’à mon cœur a tout peu conquerir, Ie te l’ay dit cent fois, & tu ne peux m’entendre, Ce grand liberattui cit le braue Scamandre.	Un qui jusqu'à mon cœur a tout peu conquérir, Je te l'ai dit cent fois, et tu ne peux m'entendre, Ce grand libérattui cit le brave Samandre.
Mais;	Mais;
CEPHALIE.	CÉPHALIE.
MEROPE.	MEROPE.
Ne m’interromp pas quand ie parle de luy.	Ne m'interromp pas quand tu parle de Rome.
Luy ſeul cauſe ma ioye au milieu de l’ennuy, Son amour, ſes exploits, ſes vertus Heroïques.	Lui seul cause ma joie au milieu de l'ennui, Son amour, ses exploits, ses vertus Héroïques.
Banniſſent de mon cœur les triſteſſes puoirques, Il charme ma douleur par ſon reſſouuenir, Mon ſeul plaiſir conſiſte à m’en entretenir, Et l’Heritier d’Aſie occupe ma penſée.	Bannissent de mon cœur les tristesses puoirques, Il charme ma douleur par son ressouvenir, Mon seul plaisir consiste à m'en entretenir, Et l'Héritier d'Asie occupe ma pensée.
CEPHALIE.	CÉPHALIE.
Voſtre felicité comme vn ſonge eſt paſſée, Oronte dit par tout que ce Liberateur Ne voit plus la lumiere, ou qu’il eſt impoſteur,	Votre félicité comme un songe est passée, Oronte dit par tout que ce Libérateur Ne voit plus la lumière, ou qu'il est imposteur,
MEROTL.	MEROTL.
Il peut auoir caché l’Autheur de ſa naiſſance, Ou le grand Roy d’Aſie eſt de l’intelligence.	Il peut avoir caché l'Auteur de sa naissance, Ou le grand Roi d'Asie est de l'intelligence.
CEPHALIE.	CÉPHALIE.
Ah!	Ah!
vous vous repaiſſez d’vn eſpoir deceuant.	vous vous repaissez d'un espoir décevant.
MEROPE.	MEROPE.
Cét impoſteur eſt iuſte, & ce mort eſt viuant:	Cet imposteur est juste, et ce mort est vivant:
Depuis le triſte adieu de cét Amant fidelle, Toûjours de temps en teps i'en ay quelque nouuelle.	Depuis le triste adieu de cet Amant fidèle, Toujours de temps en teps j'en ai quelque nouvelle.
Ses Ses eſcrits pleins de zele & de reſpect pour moy, Souuent depuis huict ans m’aſſeurent de ſa foy;	Ses Ses écrits pleins de zèle et de respect pour moi, Souvent depuis huit ans m'assurent de sa foi;
De tout ce qui ſe paſſe il a l’intelligence, Ses Couriers en ſecret m’en donnent connoiſſance;	De tout ce qui se passe il a l'intelligence, Ses Couriers en secret m'en donnent connaissance;
Qnand Chreſphonte à Naupacte eut armé des Vaiſſeaux, La premiere i’appris qu’il voguoit ſur les eaux:	Quand Chresphonte à Naupacte eut armé des Vaisseaux, La première j'appris qu'il voguait sur les eaux:
Quand il vainquit trois Roys ſur les riues d’Alphée, Ie ſçeus cette victoire, & ce fameux trophée, Et quand il fit deſſein d’entrer dans nos Eſtats, Mon Pere l’ignoroit, ie ne l’ignorois pas;	Quand il vainquit trois Rois sur les rives d'Alphée, Je sçeus cette victoire, et ce fameux trophée, Et quand il fit dessein d'entrer dans nos États, Mon Père l'ignorait, je ne l'ignorais pas;
Deuant que ſon armée attaquaſt Mantinée, Ie ſçeus qu’à ce grand Siege elle eſtoit deſtinée;	Devant que son armée attaquât Mantinée, Je sçeus qu'à ce grand Siège elle était destinée;
Auec tous les aduis dont il ſçait m’obliger, Il me conjure auſſi de ne point m’affliger, Que ſon retardement n’excite point ma plainte De bannir de mon cœur toute ſorte de crainte, De mon propre intereſt de ne prendre aucun ſoin, Et qu’il ſera touſiours preſent à mon beſoin:	Avec tous les avis dont il sait m'obliger, Il me conjure aussi de ne point m'affliger, Que son retardement n'excite point ma plainte De bannir de mon cœur toute sorte de crainte, De mon propre intérêt de ne prendre aucun soin, Et qu'il sera toujours présent à mon besoin:
Que ſi'iuiqu' au P'alais enthe veuoit rurprendre, Qu’il y ſuiura Chreſphonte & viendra me deffendre.	Que si'iqu' au P'alais enthe veuait rurprendre, Qu'il y suivra Chréphonte et viendra me défendre.
Ie ne me pais donc pas d’vn eſpoit deceuant, Cét impoſteur eſt iuſte, & ce mort eſt viuant.	Je ne me pais donc pas d'une espoit décevant, Cet imposteur est juste, et ce mort est vivant.
CEPHALIE.	CÉPHALIE.
Scamandre n’eſt-il point au camp de Tyſamene?	Scamandre n'est-il point au camp de Tysamène?
MEROPE.	MEROPE.
En quelque lieu qu’il ſoit ie n’en ſuis point en peine, Ie ſçay qu’il m’eſt fidelle, & connoy ſa valeur, Et qu’il a des vertus au deſſus du mal-heur.	En quelque lieu qu'il soit ici n'en suis point en peine, Je sais qu'il m'est fidèle, et connais sa valeur, Et qu'il a des vertus au dessus du malheur.
CEPHALIE.	CÉPHALIE.
Pour luy vous n’auez pas vne legere eſtime.	Pour ici vous n'avez pas une légère estime.
MEROPE.	MEROPE.
Ah!	Ah!
ſi-tu connoiſſois ce Prince magnanime, Et tout ce qu’il a fait pour l’honneur & pour moy, Toy-meſme me loüerois de luy garder ma foy.	si-tu connaissais ce Prince magnanime, Et tout ce qu'il a fait pour l'honneur et pour moi, Toi-même me louerais de Seigneur garder ma foi.
Dés ſa tendre ieuneſſe amoureux de la gloire, Sa valeur eſt montée au char de la victoire, Les Thraces belliqueux l’on veu plus d’vne fois Et chaſſer leurs Tyrans & reſtablir leurs Rois:	Dès sa tendre jeunesse amoureux de la gloire, Sa valeur est montée au char de la victoire, Les Thraces belliqueux l'on vu plus d'une fois Et chasser leurs Tyrans et rétablir leurs Rois:
Ce conquerant depuis voyageant dans la Grece, 1ie connoiſtre à chacun, ſes vertus, ſa nobleſſe.	Ce conquérant depuis voyageant dans la Grèce, 1ie connaître à chacun, ses vertus, sa noblesse.
CEPHALIE.	CÉPHALIE.
Mais dites-moy comment il vainquit vos meſpris?	Mais dites-moi comment il vainquit vos mépris?
MEROPE.	MEROPE.
Dans les jeux qu’on celebre il diſputa les prix.	Dans les jeux qu'on célèbre il disputa les prix.
Ie ne te diray point qu’il vainquit dans la lice, I a Victoire pour luy n’eſtoit qu’vn exercice, Ces jeux n’eſtoient qu’vn jeu pour ce fameux Heros, Il couroit ſeulement pour troubler mon repos;	Je ne te dirai point qu'il vainquit dans la lice, I a Victoire pour notre n'était qu'un exercice, Ces jeux n'étaient qu'un jeu pour ce fameux Héros, Il courait seulement pour troubler mon repos;
Touché du foible éclat dont le Ciel m’a pourveuë Sur moy ſeule en courant il attachoit la veuë.	Touché du faible éclat dont le Ciel m'a pourvue Sur moi seule en courant il attachait la vue.
Lors qu’au bout de la lice on le vint couronner, Il ne receut le prix que pour me le donner;	Lors qu'au bout de la lice on le vint couronner, Il ne reçut le prix que pour me le donner;
Aux yeux du Roy mon Pere & de toute la Grece, Il fit connoiſtre ainſi ma gloire & ſon adreſſe.	Aux yeux du Roi mon Père et de toute la Grèce, Il fit connaître ainsi ma gloire et son adresse.
Ce genereux Amant m’honorant par ſes ſoins, Pour les mieux publier eut cent mille témoins.	Ce généreux Amant m'honorant par ses soins, Pour les mieux publier eut cent mille témoins.
A peine dans ce temps ſortois-ie de l’enfance, A peine de moy-meſme auois-ie connoiſſance, Et i’ignorois encor ſi i’auois des appas, Mais depuis ce beau iour ie ne l’ignoray pas;	À peine dans ce temps sortais-je de l'enfance, À peine de moi-même avais-même connaissance, Et j'ignorais encor si j'avais des appas, Mais depuis ce beau jour Seigneur ne l'ignorai pas;
Auec beaucoup d’attraits ie creus que i’eſtois née, Puis qu’aux yeux de la Grece on m’auoit couronnée, le commençay d’auoir des dedains, dey orgueil, Ie receuois des Rois auec vn froid accueuil, Et quoy qu’entr’eux le Roy voulût choiſirvn Gendre, Ie les haïſſois tous horſmis le ſeul Scamandre;	Avec beaucoup d'attraits était crus que j'étais née, Puis qu'aux yeux de la Grèce on m'avait couronnée, le commençai d'avoir des dédains, dey orgueil, Je receuois des Rois avec un froid accuil, Et quoi qu'entr’eux le Roi voulut choisireau Gendre, Je les haïssais tous horsmis le seul Scandre;
Dés que ie le voyois, ie changeois de couleur, Lors qu’il eſtoit abſent, i’auois de la douleur, Sans ceſſe ie parlois du Fils du Roy d’Aſie;	Dès que je le voyais, ie changeais de couleur, Lors qu'il était absent, j'avais de la douleur, Sans cesseaux parlois du Fils du Roi d'Asie;
Ses Riuaux mal-traitez en prenoient ialouſie, I’auois honte pourtant de luy vouloir du bien, Et le nommois touſiouts leur vainqueur non le mien.	Ses Rivaux maltraités en prenaient jalousie, J'avais honte pourtant de leurs vouloir du bien, Et le nommais tousiouts leur vainqueur non le mien.
Il s’eſt acquis depuis ce nom & cét Empire, Les Dieux pour mon Eſpoux ont pris ſoin de l’élire, Et mon Pere pour eux remply de pieté, Alcet ordre du Ciel ioint ſon authorité, Tu vois donc que ſans honte vn Amant me peut plaire, Que la vertu me donne, & le Ciel, & mon Pere.	Il s'est acquis depuis ce nom et cet Empire, Les Dieux pour mon Époux ont pris soin de l'élire, Et mon Père pour eux rempli de piété, Alcet ordre du Ciel joint son autorité, Tu vois donc que sans honte un Amant me peut plaire, Que la vertu me donne, et le Ciel, et mon Père.
CEPHALIE.	CÉPHALIE.
S’il ſçait voſtre conſtance, il la reconnoiſt mal, Puis qu’il vous abandonne au pouuoir d’vn Riual;	S'il sait votre constance, il la reconnaît mal, Puis qu'il vous abandonne au pouvoir d' Hival;
Dans des murs aſſiegez il laiſſe ſa Maiſtreſſe, Et contraint ſon beaupere à manquer de promeſſe:	Dans des murs assiégez il laisse sa Maîtresse, Et contraint son beaupère à manquer de promesse:
Chreſphonte ſemble auoir plus d’amour deſormais, ortout vanqueurqu'heie;	Chresphonte semble avoir plus d'amour désormais, ortout vanqueurqu'héie;
ll deinande la paix.	l' inande la paix.
Le Roy l’a bien receu dans ce reſpect extréme, Et vous a commande de le traicter de méme;	Le Roi l'a bien reçu dans ce respect extrême, Et vous a commande de le traicter de même;
Que Scamandre pour vous arme des combattans, Apres cét Hymenée, il ne ſera plus temps.	Que Scamandre pour vous arme des combattants, Après cet Hyménée, il ne sera plus temps.
MEROPE Crois-tu qu’à cet Hymen mon eſprit ſe prepare?	MEROPE Crois-tu qu'à cet Hymen mon esprit se prépare?
Que ie puiſſe épouſer ce monſtre, ce barbare.	Que quelque puisse épouser ce monstre, ce barbare.
CEPHALIE.	CÉPHALIE.
Il a pourtant receu la parole du Roy.	Il a pourtant reçu la parole du Roi.
MEROPE.	MEROPE.
Il a promis par force, vn autre auoit ſa foy';	Il a promis par force, un autre avait sa foi;
Mais qu’il vienne, s’il oſe accomplir l’Hymenée, Vn poignard finira ſa noire deſtinée.	Mais qu'il vienne, s'il ose accomplir l'Hyménée, Un poignard finira sa noire destinée.
Ne pouuant me vanger par vn effet ſi prompt, A ſon Ambaſſadeur ie veut faire vn affront, Ie veux qu’en l’apprenant à ce Tyran infame, Il ne pretende plus de m’auoir pour ſa femme, Afin que mes mépris ſoient plus injurieux, Ie ne daigneray pas jetter ſur luy les yeux, de teuxiomalduunmiopus queque cnoit de pire.	Ne pouvant me venger par un effet si prompt, À son Ambassadeur homme veut faire un affront, Je veux qu'en l'apprenant à ce Tyran infâme, Il ne prétende plus de m'avoir pour sa femme, Afin que mes mépris soient plus injurieux, Je ne daignerai pas jetter jeter sur les yeux, de teuxioméduunmiopus que cuait de pire.
CEPHALIE.	CÉPHALIE.
Mais le voicy qui vient.	Mais le voici qui vient.
MEROPE.	MEROPE.
Dy luy qu’il ſe retire, Que ie ne puis ſot ffrir ny ſon maiſtre, ny luy.	Dis lui qu'il se retire, Que on ne puis sot ffrir ni son maître, ni lui.
SCENE II.	SCÈNE II.
L’Ambaſſadeur de THESSALIE.	L'Ambassadeur de THÉSALIE.
jonſi neureux moment qui o appreite auiourd’huy.	jonsi neureux moment qui ô appreite aujourd'hui.
Pour combler de bon-heur l’Amant & la maiſtreſſe.	Pour combler de bonheur l'Amant et la maîtresse.
