Car ſi toſt que ie ſuis eſtallé en mon lict L’on me voit en ronflant faire vn horrible bruict Caput il pederus, pedes in capite, Manus n angulo dormant ſur le coſté Le cul la gueule en haut pour ietter ſa fumée De peur d’empoiſonner madame l’eſpouſée.	Car si tôt que je suis estallé en mon lit L'on me voit en ronflant faire un horrible bruit Caput il péderus, pédés in capité, Manus n engulo dormant sur le côté Le cul la gueule en haut pour jeter sa fumée De peur d'empoisonner madame l'épousée.
Sum honeſtiſſimus auſſi toſt que ie dors Ie ne dis pas vn mot mon cœur eſt en repos.	Sum honêtissimus aussi tôt que Rome dors Je ne dis pas un mot mon cœur est en repos.
Aliquando eauto ongulo & ore De omnibus tonis poſſum intronare, Nullus eſt me proteſt cantare dormitem Qu’on vienne m’eſcouter ſi c’eſt pas ſentiment, Ouy, c’eſt vn ſentiment cantare vngulo Pro dormite dormans cubiculo, Lors que ie ſuis berché des humeurs ie diſtille Et du ventre & du cul, ſuis-je pas bien habille?	Aliquando eauto ongulo et ore De omnibus tonis possum intronare, Nullus est me protêt cantare dormite Qu'on vienne m'écouter si c'est pas sentiment, Oui, c'est un sentiment cantare ungulo Pro dormite dormans cubiculo, Lorsque éclats que ici berché des humeurs ici distille Et du ventre et du cul, suis-je pas bien habille?
Que dis-tu Biſtory ne veux-tu pas apprendre Er les exquis diſcours de ma bouche comprendres Afin d’eſtre eſtimé vn Caton excellent.	Que dis-tu Bistori ne veux-tu pas apprendre Er les exquis discours de ma bouche comprendrez Afin d'être estimé un Caton excellent.
Si toſt que cõprendras mon beau chant ſeulementt	Si tôt que commprendras mon beau chant seulement
Biſtory.	Bistori.
Ie ne veux di ſcerner becarre de nature, Ne cognoiſſant binol, ny ſuyure la meſure:	Je ne veux di erner bécarre de nature, Ne connaissant binol, ni suivre la mesure:
Iamais ie n’ay apris au rebours ny au droit, Iamais ie n’ay chanté ce qui eſt de ſecret.	Jamais ici n'ai appris au rebours ni a droit, Jamais tu n'ai chanté ce qui est de secret.
Fanfreluche.	Fanfreluche.
Sers moy honneſtement, le fecret t'apprenuray, Et grand muſicien en bref ie re rendray, Te ferey deſconter, t’apprendray la meſure, Tu chanter& Tu chanteras par tout ſur toute tablature.	Sers moi honnêtement, le secret t'apprenurai, Et grand musicien en bref été re rendrai, Te fèrey desconter, t'apprendrai la mesure, Tu la Tu chanteras par tout sur toute tablature.
Eſt-ce pas que ie t’ayme, eſt-ce pas que ie veux Ton profit te monſtrant ces chants harmonieux, Qui te feront cherir d’vn monde de nobleſſe Que tu contenteras ainſi que les princeſſes, Menant auec ton chant ſi plaiſante harmonie	Est-ce pas que ie t'aime, est-ce pas que ici veux Ton profit te montrant ces chants harmonieux, Qui te feront chérir d'un monde de noblesse Que tu contenteras ainsi que les princesses, Menant auec ton chant si plaisante harmonie
Que tu ferois ſauter les aſnes d’Arcadie:	Que tu ferais sauter les ânes d'Arcadie:
va donc cnez le viemara quiine vienne crouuer Pour voir ſi ne veut pas Gaudichon m’accorder.	va donc cnez le viemara quiine vienne crouver Pour voir si ne veut pas Gaudichon m'accorder.
Biſtory.	Bistori.
Ouy da, ie m’y en vois mon maiſtre promptement,	Oui da, Seigneur m'y en vois mon maître promptement,
Fanfreluche.	Fanfreluche.
Quand ſeras pres de luy parle aſſez hardiment.	Quand seras pres de belle parle assez hardiment.
Que de mal pour entrer dans vne hoſtellerie, Dans vn lieu ſi infaict remply de vilennie, Si i’auois accomply ce qu’ay deſir de faire Ie la delaiſſerois ainſi qu’vne eſtrangere, Puiſque ſi rarement ie ne puis approcher D'vn threſor qui m’eſt tant agreable & ſi cher.	Que de mal pour entrer dans une hôtellerie, Dans quelque lieu si infait rempli de vilennie, Si j'avais accompli ce qu'ai désir de faire Je la délaisserais ainsi qu'une étrangère, Puisque si rarement tu ne puis approcher D'un thresor qui m'est tant agréable et si cher.
Le Vieillard.	Le Vieillard.
mieu vous garu uion tignon ma ioye & malieſſe, Puiſque ſeul vous m’auez retiré de triſteſſe.	mieu vous garu uion tignon ma joie et maliesse, Puisque seul vous m'avez retiré de tristesse.
Fanfreluche.	Fanfreluche.
2 2 Caſtigabo sẽper nõ dices, hæc verba mutabis latitia	2 2 Castigo sẽper notre dices, hæc verba mutabis latitia
Le vieillard.	Le vieillard.
Ol que cela me plaiſt, ô!	Ol que cela me plaît, ô!
quel contentement Que Dieu m’a enuoyé ſi grand ſoulagement.	quel contentement Que Dieu m'a envoyé si grand soulagement.
Vt ego pedibus.	Vît ego pédibus.
Fanfreluche.	Fanfreluche.
le vieillard.	le vieillard.
Ne parlez plus Latin, allez ie me contente, Vous eſtes plus ſçauant que n’eſtoit mon attenté, Iamais ie n’euſſe creu qu’vne telle doctrine Euſsiez euë à vous voir vous n’en auez la mine, Vous aurez Gaudichon la choſe eſt aſſeurée, Pour en cueillir le fruict ſous vn ſainct Hymenée.	Ne parlez plus Latin, allez Seigneur me contente, Vous êtes plus savant que n'était mon attenté, Jamais autre n'eusse cru qu'une telle doctrine Eussiez eue à vous voir vous n'en avez la mine, Vous aurez Gaudichon la chose est assurée, Pour en cueillir le fruit sous un saint Hyménée.
Non ago tibi.	Non ago tibi.
Fanf reluche.	Fanf reluche.
Le Vieillard.	Le Vieillard.
v ous me lelea doublerapuliea plua Eutnis Laiſſez le demeurant pour de main au matin.	 vais me mêlea doublerapuliea plua Eutnis Laissez le demeurant pour de main au matin.
La Vieille.	La Vieille.
Vous ſerex bien-heureux, car Gaudichõ vous ayme Elle ſupportera voſtre amoureuſe peine, Embraſſez-vous tous deux pour l’amour accomplir Et puis vous parferez voſtre amoureux deſir.	Vous serex bienheureux, car Gaudichion vous aime Elle supportera votre amoureuse peine, Embrassez-vous tous deux pour l'amour accomplir Et puis vous parférez votre amoureux désir.
Viuez honneſte ment en l’honneur du Seigneur Qui vous va conuiant à ce lien d’honneur, Comme le vray autheur du bien & de l’amour Se delectant au vif du celeſte ſejour, Puiſque le iour naiſſant a eſclos l’amitié, Et vous a reunis ſous vne fermeté, Monſtrant que ſon deſir touſiours s’acheuera, Et que ſon ſainct vouloir çà bas s’accomplira, Ayant vny deux cœurs d’vne eſgalle amitié Puiſque ſeul y vous a pour elle deſtiné, En rendant voſtre cœur comblé d’affection Au but ou reſidoit ſa chaſte intention.	Vivez honnête ment en l'honneur du Seigneur Qui vous va conviant à ce lien d'honneur, Comme le vrai auteur du bien et de l'amour Se délectant au vif du celeste jour, Puisque le jour naissant a éclos l'amitié, Et vous a réunis sous une fermeté, Montrant que son désir toujours s'achèvera, Et que son saint vouloir çà bas s'accomplira, Ayant uni deux cœurs d'une égalle amitié Puisque seul y vous a pour elle destiné, En rendant votre cœur comblé d'affection Au but ou residoit sa chaste intention.
Fanfreluche.	Fanfreluche.
O admirabile miraculum!	Ô admirabile miraculum!
Le vieillard Ne parlez plus Latin.	Le vieillard Ne parlez plus Latin.
coup donuuara ile tn anguides	coup donvara il tenn anguides
Gaudichon.	Gaudichon.
Puis qu’il plaiſt au Seigneur que l’heureuſe iournét Deſcouure ſon Soleil de la nuict azurée, Diſtillant le flambeau du plancher radieux, S’eſcoulant doucement au rayon de nos yeux Sous le captif aſpect de la chere lumiere Qui tient le cœur chetif & l’ame priſonniere.	Puis qu'il plaît au Seigneur que l'heureuse journet Découvre son Soleil de la nuit azurée, Distillant le flambeau du plancher radieux, S'écoulant doucement au rayon de nos yeux Sous le captif aspect de la chère lumière Qui tient le cœur chétif et l'âme prisonnière.
Qui ne veut deſcouurir tout ſa deſloyauté Si on ne le ſurprend en ſa meſchanceté:	Qui ne veut découvrir tout sa déloyauté Si on ne le surprend en sa méchanceté:
Incredible malheur cache ton impudence Et penſe le futur & non point la preſence, Car comme deſſoyal tu viens tout deſguiſé Attaquant le mortel que tu as meſpriſé, Troublant le iugement de l’humain attentif Captinancian dencinielendauclagnena 3 2	Incredible malheur cache ton impudence Et pense le futur et non point la présence, Car comme dessoyal tu viens tout déguisé Attaquant le mortel que tu as méprisé, Troublant le jugement de l'humain attentif Captinancian dencinielendauclagnena 3 2
Fanfreluche.	Fanfreluche.
Diſplicet Deis, & placet Fanfreluchè.	Displicet Dis, et placet Fanfreluchète.
Gaudichon.	Gaudichon.
C’eſt vous auant-courrier le plus cher amoureux Que ie vis onc iamais de l’eſclat de mes yeux, Qurad oiene Honckear cc chhariltne fhonamne Par les attraicts charmeurs d’vne pudique flame, C’eſt vous, diſ-je, ô!	C'est vous avant-courrier le plus cher amoureux Que tu vis onc jamais de l'éclat de mes yeux, Qurad oiène Honcéear char chariltne fhonamne Par les attraits charmeurs d'une pudique flamme, C'est vous, dis-je, ô!
Caton, en ſçauoir inuaincu, Qui auez mon vouloir & mon amour vaincu.	Caton, en savoir invaincu, Qui avez mon vouloir et mon amour vaincu.
Fanfreluche.	Fanfreluche.
Ha!	Ha!
que ie ſuis heureux puiſque l’on m’attribuë Tant d’heur, tant de ſçauoir, & puiſſance abſoluë.	que ici suis heureux puisque l'on m'attribue Tant d'heur, tant de savoir, et puissance absolue.
Me nommant le Phœbus, la Lune & le flambeau, L'amour, & des amants l’Adonis le plus beau Que ſous l’eternité l’on ayt veu floriſſant, Me prenant pour Docteur, & ie ſuis payſant.	Me nommant le Phœbus, la Lune et le flambeau, L'amour, et des amants l'Adonis le plus beau Que sous l'éternité l'on ait vu florissant, Me prenant pour Docteur, et un suis paysant.
Gaudichon.	Gaudichon.
Allons mon cher eſpoux, venez ie vous ſupplie, Remenons le vieillard, car trop Il luy ennuye.	Allons mon cher époux, venez Seigneur vous supplie, Remenons le vieillard, car trop Il lui ennuie.
Fanfreluche.	Fanfreluche.
I’aurois beſoin qu’on me menaſt moy-meſme.	J'aurais besoin qu'on me menât moi-même.
Gaudichon.	Gaudichon.
Eſt-ce là l’amitié que me deuez porter Ne voulant au vieillard ſoulagement preſter, Voyant que roiblement vous le voyez aller Chancelant çà & là au danger de tomber,	Est-ce là l'amitié que me devez porter Ne voulant au vieillard soulagement prêter, Voyant que roiblement vous le voyez aller Chancelant çà et là au danger de tomber,
Fanfreluche.	Fanfreluche.
Niſi poſit ambulare curat.	Nisi posit ambulare curât.
Gaudichon.	Gaudichon.
Vous mocquez-vous de luy?	Vous moquez-vous de deux?
Fanfreluche.	Fanfreluche.
Comment mocquer, vous voyez que le meine, Venite vieiſſardez, cum tua vienfarda Gaudichon ſouſtenez-le de ce coſté là.	Comment moquer, vous voyez que le mène, Venite vieissardez, cum tua vienfarda Gaudichon soutenez-le de ce côté -là.
Quomodo dauſatis ſine violantibus.	Quomodo dausatis sine violantibus.
Cahalensaira Ne parlez plus Latin cela luy rompt la teſte.	Cahalensaira Ne parlez plus Latin cela lui rompt la tête.
Fanfreluche.	Fanfreluche.
Apres auoir prelche Il faut fanc ia quelte,	Après avoir prêlche Il faut fanc ja quelte,
La Vieille.	La Vieille.
O mon petit mignon, pauure petit cadet, Comme nous vieilliras encor que ſois ieunet.	Ô mon petit mignon, pauvre petit cadet, Comme nous vieilliras encor que sois jeunet.
Fanfreluche.	Fanfreluche.
Pour vieillir comme Iobie ne m’en donne peine, Pourueu que tous les iours i’aye la mague pleine, Que ie ſois touſiours ſoul ainſi qu’vn gras pourceax Re ſerué ſeulement les pieds & le muſeau.	Pour vieillir comme Jobie ne m'en donne peine, Pourvu que tous les jours j'aie la mague pleine, Que enfin sois toujours soul ainsi qu'un gras pourceax Re servé seulement les pieds et le museau.
le Pieillara, Si faut-il mes enfans penſer à voſtre affaire, Regardez au meſtier qui vous eſt neceſſaire, Car deux ieunes amans ſont nouueaux en meſnage.	le Pieillara, Si faut-il mes enfants penser à votre affaire, Regardez au métier qui vous est nécessaire, Car deux jeunes amants sont nouveaux en ménage.
S’ils ne penſent à eux c’eſt vn pauure equipage L’on ne vit ſans trauail il faut ſon corps pener Si l’on veut viure heureux & touſiours trauailler, Quand l’on viuroit cent ans & qu’on ne feroit rien, Iamais l’on n’acquerroit vne perche de bien:	S'ils ne pensent à eux c'est un pauvre équipage L'on ne vit sans travail il faut son corps pener Si l'on veut vivre heureux et toujours travailler, Quand l'on vivrait cent ans et qu'on ne ferait rien, Jamais l'on n'acquerrait une perche de bien:
Temiezevous que l’ayous panle loitre ſeuneſſe Dans les fleuueux pipeux d’vne vaine lieſſe.	Temiezevous que l'ayous penle loitre seunesse Dans les fleuveux pipeux d'une vaine liesse.
Fanfreluche.	Fanfreluche.
Mon pere taiſez-vous, ie ſeray à mon aiſe auſſi bien qu’homme de ma robbe.	Mon père taisez-vous, Seigneur serai à mon aise aussi bien qu'homme de ma robe.
Le Vieillard.	Le Vieillard.
Las!	Las!
que vous ferez bien penſer à l’aduenir Au moins que vous ayez tout à voſtre deſir:	que vous ferez bien penser à l'avenir Au moins que vous ayez tout à votre désir:
Dieu benit le labeur de l’homme qui trauaille, Multipliant ſon bien en quelque part qu’il aille.	Dieu bénit le labeur de l'homme qui travaille, Multipliant son bien en quelque part qu'il aille.
Moy ie ſuis obligé à vous monſtrer à viure, Le conſeil d’vn vieillard mon fils vous deuez ſuiure, Ne trouuer mal-ſeant les bons commandemens Que Moyſe laiſſa aux peres anciens, Dieune vourant laier riomme imbecillement Qu’il n’eut quelques ſtatuts pour ſon ſoulagement, Prenez ce vray guidon dedans voſtre penſée Abandonnant le mal qui rend l’ame offencée.	Mo ie suis obligé à vous montrer à vivre, Le conseil d'Un vieillard mon fils vous devez suivre, Ne trouver mal-séant les bons commandements Que Moïse laissa aux pères anciens, Dieune vourant layer riomme imbecillement Qu'il n'eut quelques st poures soulagement, Prenez ce vrai guidon dedans votre pensée Abandonnant le mal qui rend l'âme offensée.
Fanfreluche.	Fanfreluche.
Sequar tua mandata ſenis ſunt vera.	Sequar tua mandata senis sunt vera.
Gaudichon.	Gaudichon.
Allons tout doucement, ne les eſtonnons point.	Allons tout doucement, ne les étonnons point.
1 ACTE III.	1 ACTE III.
1GEI Le Drabie, Fanſretutne, Gagaitnon, te bocteur.	1GEI Le Drabie, Fantsretune, Gagaitnon, te bocteur.
4-2	4-2
Le Diable.	Le Diable.
Vi ſe viendra offrir pour eſprouuer ſa force.	Vi se viendra offrir pour éprouver sa force.
ZEt penſer deſchirer ma courjace eſcorce.	ZEt penser déchirer ma courjace écorce.
Ce pourra-il tenir en ſa ſtabilité, Sans courir çà & là pour voir l’habilité, Bien que comme impuiſſant ie ſemble deſarmé, Eſtant ſeul en ce lieu de nul accompagné:	Ce pourra-il tenir en sa stabilité, Sans courir çà et là pour voir l'habilité, Bien que comme impuissant ici semble désarmé, Étant seul en ce lieu de nul accompagné:
2 Venez hardis Soldats abandonnez vos parques, Approchez contre moy puis que ie vous attaques, Monſtrez le cœur hardy de voſtre renommée, Entrez dans le combat d’vne dextre animée.	2 Venez hardis Soldats abandonnés vos parques, Approchés contre moi puis que ie vous attaques, Monstrez le cœur hardi de votre renommée, Entrez dans le combat d'une dextre animée.
Comment eſprits coüards que ne vous haſtez-vous, Penſez-vous m’attraper & flechir mon courroux, Penſez-vous que la nuict ma force ſoit vagante, Donnez-vous vn aſſaut à l’auerne beante.	Comment esprits coüards que ne vous hâtez-vous, Pensez-vous m'attraper et fléchir mon courroux, Pensez-vous que la nuit ma force soit vagante, Donnez-vous un assaut à l'averne béante.
La nuict n’eſt le repos de l’eſprit cauteleux, Auſſi aucun fommeil ne peut ſiller mes yeux.	La nuit n'est le repos de l'esprit cauteleux, Aussi aucun sommeil ne peut siller mes yeux.
Mais puis que nul ne veut vers moy ſe preſenter Ie m’en vois, non venez, champions me dompter, Ie ſouſtiẽdray l’effort quel guerrier qu’il puiſſe eſtre Car quand mille ils ſeroient ie me feray paroiſtre, Pour monſtrer que mon art meſme ma hardieſſe Emportera l’honneur de leur freſle foibleſſe, Monſtrant que leur ſemblant ne pourra eſtonner Celuy qui deuant luy ſeul les fera cacher Au pauillon coüard de leur ſotte retraitte, On les verra fuyr au ſon de la trompette, De mon parler tonnant, & ma force indomptible.	Mais puis que nul ne veut vers moi se présenter Je m'en vois, non venez, champions me dompter, Je soustiẽdray l'effort quel guerrier qu'il puisse Un Car quand mille ils seraient laissaient me ferai paraître, Pour montrer que mon art endre ma hardiesse Emportera l'honneur de leur frêle faiblesse, Monstrant que leur semblant ne pourra étonner Celui qui devant Seigneur seul les fera cacher Au pavillon couard de leur sotte retraite, On les verra fuir au son de la trompette, De mon parler tonnant, et ma force indomptible.
Tout eſt ſous mõ pouuoir, rien ne m’eſt impoſſible:	Tout est sous mon pouvoir, rien ne m'est impossible:
Tout tremble, tout fremit ſous ma voix arrogante Qui ſemble dans les airs d’vne foudre roulante:	Tout tremble, tout frémit sous ma voix arrogante Qui semble dans les airs d'une foudre roulante:
C’eſt moy qui entreprens rendre l’homme ouurier En l’art qu’il entreprend pour ſoudain en vſer, le donne le pouuoir, i’adrene lignorant, Ie le fais inuentif à mal & tres-ſçauant.	C'est moi qui entreprends rendre l'homme ouvrier En l'art qu'il entreprend pour soudain en user, le donne le pouvoir, j'adrène lignorant, Je le fais inventif à mal et très-sçauant.
Fanfreluche.	Fanfreluche.
Vnde venis diabolis, quæ ſignificat cornat ua?	Unde venis diabolis, quæ significat cornât ?
Le Diable.	Le Diable.
roiqvertit cecraimtir qui a peur d’approcher, C’eſt quelque doctoreau qui me veut attaquer.	roiqvertit cecraimtir qui a peur d'approcher, C'est quelque doctoreau qui me veut attaquer.
Approche, que veux-tu?	Approche, que veux-tu?
Fanfreluche.	Fanfreluche.
Quero viam eundi foras.	Quéro viam eundi foras.
Le Diable.	Le Diable.
Parle François, que lerece vieil iergon.	Parle Français, que lerece vieil jergon.
Fanfreluche.	Fanfreluche.
Enda, monſieur le Dlable, ie ne içaulois parles François.	Enda, monsieur le Dlable, on ne içaulois parles Français.
Le Diable.	Le Diable.
Comment, me cognois-tu?	Comment, me connais-tu?
Fanfreluche.	Fanfreluche.
Enda, monſieur le diable, ie vous ay veu aux faux bourgs de Corneuille.	Enda, monsieur le diable, je vous ai vu aux faux bourgs de Corneuille.
Le Diable.	Le Diable.
He bien que deſires-tu de moy?	He bien que désires-tu de moi?
Fanfreluche.	Fanfreluche.
Monſieur le diable, ſi c’eſtoit ton plaiſir De m’enſeigner vn threſor pour m’eſioüir,	Monsieur le diable, si c'était ton plaisir De m'enseigner un trésor pour m'esioüir,
Le Deable.	Le Déable.
Tues bien addreſſé, c’eſt moy qui le peux faire Qui te peut aduancer, il faut qu’ainſi l’eſpere, Preſentant quelque don comme vne recompenſe Pour te faire iouyr de ſi grande finance, Te feray financier ſi tu veux y entendre:	Tues bien adressé, c'est moi qui le peux faire Qui te peut avancer, il faut qu'ainsi l'espère, Présentant quelque don comme une récompense Pour te faire jouir de si grande finance, Te ferai financier si tu veux y entendre:
Voire le plus puiſſant que l’on ſçauroit pretendree	Voire le plus puissant que l'on saurait prétendreée
Tajieimtisaa Mii Demãdez ce que vous voudrez, monſieur le diable.	Tajieimtisajà Mi Demandez ce que vous voudrez, monsieur le diable.
Le Diable.	Le Diable.
1 1 .	1 1 .
.	.
1) W « De ton poil vn cheueu comme don deleCcable, Et tu me donneras qui m’eſt agreable.	1) " De ton poil un chevu comme donc deleCcable, Et tu me donneras qui m'est agréable.
C6 13	C6 13
Fanfreluche.	Fanfreluche.
Eſperez tout à vous & à voſtre puiſſance, Vous pouuez ſi voulez tout mon bien eſperer, Et ſous voſtre aiſle auoir ce qui m’eſt couſtumier.	Espérez tout à vous et à votre puissance, Vous pouvez si voulez tout mon bien espérer, Et sous votre aile avoir ce qui m'est coutumier.
Le Diable.	Le Diable.
Tien voila le pacquet, le threſor financier Duquel tu iouyras tant que peux eſperer:	Tiens voilà le pacquet, le trésor financier Duquel tu jouiras tant que peux espérer:
Limite donc le temps duquel dois triompher, Faiſant à ton plaiſir pour ton cœur contenter, Bornant le bref eſpoir du ſouhait de ta vie Au bout du temps prefix l’ame ſera perie.	Limite donc le temps duquel dois triompher, Faisant à ton plaisir pour ton cœur contenter, Bornant le bref espoir du souhait de ta vie Au bout du temps préfix l'âme sera périe.
Fanfreluche.	Fanfreluche.
82 L’eſpace de vingt ans donne moy le pouuoir De faire à mon plaiſir & me faire valloir, Que me voye eſleué en ſupreſme lieſſe, Que i’aye mon plaiſir, le temps de ma ieuneſſe:	82 L'espace de vingt ans donne moi le pouvoir De faire à mon plaisir et me faire valloir, Que me voie élevé en suprême liesse, Que j'aie mon plaisir, le temps de ma jeunesse:
La vieilleſſe n’eſt rion, roſt ou tard faut mourir, Apres qu’on a veſcu à ſon ioyeux deſir:	La vieillesse n'est rion, rôt ou tard faut mourir, Après qu'on a vécu à son joyeux désir:
Et que peut eſperer vn vieillard vacillant ;	Et que peut espérer un vieillard vacillant ;
n’a nul mouuement ayant paſſé cesans, Eſtant tout eſploré d’vne larme eſcumeule Qui luy couure les yeux de vapeur bruyneuſe.	n'a nul mouvement ayant passé céans, Étant tout esploré d'une larme écumeule Qui avait couvre les yeux de vapeur bruineuse.
Acheue ton deſir, mets fin à ma demande, Monſtre que hardiment tu me donne puiſſance Ainſi qu’ay requeru à tout honneur puiſſant, De tout empieter ne vas contrediſant,	Achève ton désir, mets fin à ma demande, Montre que hardiment tu me donne puissance Ainsi qu'ai requerv à tout honneur puissant, De tout empiéter ne vas contredisant,
Puiſque tout arreſté la requeſte accomplie, Il nous faut ſeparer iuſqu’au bout de la vie.	Puisque tout arrêté la requête accomplie, Il nous faut séparer jusqu'au bout de la vie.
de anute Va faire à ton plaiſir.	de anute Va faire à ton plaisir.
Fanfreluche.	Fanfreluche.
Quel deſtin fortuné à ſaiſi mon honneur Qui me rend maintenant le ſupreſme vainqueur?	Quel destin fortuné à saisi mon honneur Qui me rend maintenant le suprême vainqueur?
Où es-tu Gaudichon, eſt-tu jà endormie Au lieu de deuancer mon ire & ma furie.	Où es-tu Gaudichon, est-tu jà endormie Au lieu de devancer mon ire et ma furie.
Que n’as-tu eſpanché le million de larmes Eois que tuentendoiscestenebieux gensed’armes, En ce temps dormois-tu du ſommeil deuorant Ayant le chef courbé ſur le lict languiſſant.	Que n'as-tu épanché le million de larmes Éais que tuentendaiscestènebieux gensed'armes, En ce temps dormais-tu du sommeil dévorant Ayant le chef courbé sur le lit languissant.
Gaudichon.	Gaudichon.
Dieu vous gard mon amy, bon iour vous ſoit donné Nuict & iour ie penſois que fuſſiez en allé, Et que m’euſſiez laiſſée ainſi qu’vne eſtrangere, Voguant deſſus la mer de triſteſſe & miſere.	Dieu vous gard mon ami, bon jour vous soit donné Nuit et jour ie pensais que fussiez en allé, Et que m'eussiez laissée ainsi qu'une étrangère, Voguant dessus la mer de tristesse et misère.
Fanfreluche.	Fanfreluche.
Que me demandes-tu ne parle point a moy, Vois-tu point qu’ay changé d’amour & d’autre Roy Ie ne te cognois point, va chercher Franfreluche Au lieu ou tu voudras, de peur qu’il ne ſe muche.	Que me demandes-tu ne parle point a moi, Vois-tu point qu'ai changé d'amour et d'autre Roi Je ne te connais point, va chercher Franfreluche Au lieu ou tu voudras, de peur qu'il ne se muche.
Gaudichon.	Gaudichon.
Comment, & qu’eſtes vous qui faictes l’aſſeuré, Ne cognoiſſez-vous point voſtre cœur bien aymé.	Comment, et qu'êtes -vous qui faites l'assuré, Ne connaissez-vous point votre cœur bien aimé.
Fanfreluthe.	Fanfreluthe.
Ie penſe que tu lois folle.	Je pense que tu lois folle.
Gaudichon.	Gaudichon.
tielas:	tielas:
queis amoureua de premere muietece	que amoureua de prémère muietece
Fanfreluche.	Fanfreluche.
Ha!	Ha!
pauure Gaudichon, eſt-ce toy que i’entends.	pauvre Gaudichon, est-ce toi que j'entends.
Ne te collere point, mais reprens ton bon ſens.	Ne te colle point, mais reprends ton bon sens.
Depuis que ſuis party i’ay du bien acqueru Pour nous tenir heureux puis que Dieu la vouluj	Depuis que suis parti j'ai du bien acquerv Pour nous tenir heureux puis que Dieu la vouluj
Gaucichon.	Gaucichon.
Viuons auec l’honneur, ceſt vne alme richeſſe De viure ſelon Dieu, & croire ſa promeſſe:	Vivons auec l'honneur, cet autre âme richesse De vivre selon Dieu, et croire sa promesse:
Puis qu’à tous il promet vn plaiſir à iamais Au fortir de ce lieu, où diuin il nous paix.	Puis qu'à tous il promet un plaisir à jamais Au sortir de ce lieu, où divin il nous paix.
Ce n’eſt l’eternité que ce bas territoire, Ce n’eſt qu’vn abregé d’vne freſle memoire:	Ce n'est l'éternité que ce bas territoire, Ce n'est qu'un abrègé d'une frêle mémoire:
Nul ne peut s’aſſeurer viure eternellement ai ce n’eſt le vouion uu grand Dleucxcenent Pour mõſtrer que l’amour de laquelle il nous ayme, Iamais ne perira ne ſe monſtrera vaine.	Nul ne peut s'assurer vivre éternellement ai ce n'est le vouion u grand Dleucxcennent Pour montrer que l'amour de laquelle il nous aime, Jamais ne périra ne se montrera vaine.
Fanfreluche.	Fanfreluche.
Las quel eſmouuement à ſaiſi tout mon corps, Tout malade ie ſuis, ie ſens briſer mes os, Et mon ſang boüillonner au milieu de mes vaines.	Las quel esmouuement à saisi tout mon corps, Tout malade je suis, pour sens briser mes os, Et mon sang bouillonner au milieu de mes vaines.
Halie ſuis tout rompu, Dieu que ie lens de peines.	Halie suis tout rompu, Dieu que je lents de peines.
Gaudichon.	Gaudichon.
Sur vous ne paroiſt rien.	Sur vous ne paraît rien.
Fanfreluche.	Fanfreluche.
l ourtanc ie llen puis pius.	 lourtanc eaux llen puis pius.
Gaudichon.	Gaudichon.
Ie m’en vais querir le Docteur.	Je m'en vais quérir le Docteur.
Fanfreluche.	Fanfreluche.
Helas il n’eſt plus temps.	Hélas il n'est plus temps.
Le Docteur.	Le Docteur.
Vndè hoc Fanfreluche.	Undé hoc Fanfreluche.
Banfreluehe.	Banfreluehe.
Helas!	Hélas!
monſieur, ie ſuis mort.	monsieur, Seigneur suis mort.
Le Docteur.	Le Docteur.
Couchez-le chaudement dedans vne litiere Et le faictes vomir par deuant & derriere:	Couchez-le chaudement dedans notre litière Et le faites vomir par devant et derrière:
Luy faiſant ſauourer deux dragmes de pilleures, Vne botte de foin, & dix liures de beurre l'our frotter ces coſtez, auec vn coteret, Et vn baril de bray pour oindre ſon coret,	Lui faisant savourer deux dragmes de pilleures, botte de foin, et dix liures de beurre l'our frotter ces côté, auec coteret, Et baril de bray pour oindre son coret,
Gaudichon.	Gaudichon.
Cela luy eſt-il bon.	Cela a est-il bon.
du auetar.	du avetar.
Ie ne le vous dirois, car i’expoſe ma vie, Auat qu’il ſoit deux iours il faut qu’il creue ou chie.	Je ne le vous dirais, car j'expose ma vie, Avat qu'il soit deux jours il faut qu'il crève ou chie.
18 Gaudichon.	18 Gaudichon.
Ie m’en vois y ſoigner afin de le guerir.	Je m'en vois y soigner afin de le guérir.
Le Docteur.	Le Docteur.
Vous ferez voſtre honneur le gardant de mourir.	Vous ferez votre honneur le gardant de mourir.
Gandichon.	Gandichon.
Nous ſerons bien teuus à vous remercler Si cela le gueriſt de luy aybon meſtier.	Nous serons bien tuvus à vous remercler Si cela le guérît de jours aibon métier.
Tlelas!	Tlelas!
o grand Seigneur, me voudrois-tu punis Deſeule me laiſſer en le faiſant mourir?	ô grand Seigneur, me voudrais-tu punis Déseule me laisser en le faisant mourir?
Appaiſe ton courroux, & luy donne la vie:	Apaise ton courroux, et Seigneur donne la vie:
Car s’il meurt de ce mal de viure n’ay enuie.	Car s'il meurt de ce mal de vivre n'ai envie.
Le Docteur.	Le Docteur.
Ne vous debattez point il eſt encor viuant, Dieu le vueille garder car il eſt tout puiſſant, Et garde de mourir du celeſte herirage Cil qui luy va portant reuetence & hommage.	Ne vous débattez point il est encor vivant, Dieu le veuille garder car il est tout -puissant, Et garde de mourir du céleste hérirage Cil qui lui va portant revettence et hommage.
