M.	M.
EVRIALE, ARBATE.	EURIALE, ARBATE.
ARBRIIE.	ARBRIIE.
DE ſilence réveur, dont la ſombre habitude Vons fait à tous momens chercher la ſolitude Ces longs ſoûpirs que laiſſe échapper voſtre cœur, Et ces fixes regards ſi chargez de langueur, Diſent beaucoup ſans doute à des gens de mon âge;	DE silence rêveur, dont la sombre habitude Vons fait à tous moments chercher la solitude Ces longs soupirs que laisse échapper votre cœur, Et ces fixes regards si chargés de langueur, Disent beaucoup sans doute à des gens de mon âge;
Et ie penſe, Seigneur, entendre ce langage:	Et petit pense, Seigneur, entendre ce langage:
Mais ſans voſtre congé, de peur de trop riſquer, le n’oſe m’enhardir iuſques à l’expliquer.	Mais sans votre congé, de peur de trop risquer, le n'ose m'enhardir jusqu' à l'expliquer.
EVRIALE Explique, explique Arbate, avec toute licence Ces ſoûpirs, ces regards, & ce morne ſilence:	EURIALE Explique, explique Arbate, avec toute licence Ces soupirs, ces regards, et ce morne silence:
Ie te permets icy de dire que l’amour M’a rangé ſous ces loix, & me brave à ſon tour:	Je te permets ici de dire que l'amour M'a rangé sous ces lois, et me brave à son tour:
Et ie conſens encor que tu me faſſes honte pes foibleſſes d’vn cœur qui ſouffre qu’on le dompte,	Et deux consens encor que tu me fasses honte pes faiblesses d'un cœur qui souffre qu'on le dompte,
ARBATE.	ARBATE.
Imens, Moy, vous blaſmer Seigneur, des tendres mouveOù ie vois qu’aujourd’huy panchent vos ſentimens;	Iments, Moi, vous blâmer Seigneur, des tendres mouveOù personne vois qu'aujourd'hui penchent vos sentiments;
Le chagrin des vieux iours ne peut aigrir mon ame Contre les doux tranſports de l’amoureuſe flâme, Et bien que mon ſort touche à ſes derniers Soleils, Ie diray que l’amour ſied bien à vos pareils:	Le chagrin des vieux jours ne peut aigrir mon âme Contre les doux transports de l'amoureuse flamme, Et bien que mon sort touche à ses derniers Soleils, Je dirai que l'amour sied bien à vos pareils:
Que ce tribut qu’on rend aux traits d’vn beau viſage De la beauté d’vne ame eſt vn clair témoignage, Et qu’il eſt mal-aiſé que ſans eſtre amoureux Vn ieune Prince ſoit, & grand & genereux;	Que ce tribut qu'on rend aux traits d'un beau visage De la beauté d'une âme est un clair témoignage, Et qu'il est mal-aisé que sans être amoureux Un jeune Prince soit, et grand et généreux;
C’eſt vne qualité que i’ayme en vn Monarque, La tendreſſe de cœur eſt vne grande marque, Et ie croy que d’vn Prince on peut tout préſumer, Dés qu’on voit que ſon ame eſt capable d’aymer.	C'est assez qualité que j'aime en un Monarque, La tendresse de cœur est une grande marque, Et a croy que d'un Prince on peut tout présumer, Dès qu'on voit que son âme est capable d'aimer.
Ouy, cette paſſion de toute la plus belle Traiſne dans vn eſprit cent vertus apres elle, Aux nobles actions elle pouſſe les cœurs, Et tous les grands Heros ont ſenty ſes ardeurs;	Oui, cette passion de toute la plus belle Traine dans un esprit cent vertus après elle, Aux nobles actions elle pousse les cœurs, Et tous les grands Héros ont senti ses ardeurs;
Devant mes yeux, Seigneur, a paſſé voſtre enfance, Et j’ay de vos vertus veu fleurir l’eſperance;	Devant mes yeux, Seigneur, a passé votre enfance, Et j'ai de vos vertus vu fleurir l'espérance;
Mes regards obſervoient en vous des qualitez Où je reconnoiſſois le ſang dont vous ſortez;	Mes regards observaient en vous des qualités Où je reconnaissais le sang dont vous sortez;
C iij I’y decouvrois vn fonds d’eſprit & de lumiere, Ie vous trouvois bien fait, l’air grand, & l’ame fiere;	Ç iij J'y découvrais un fonds d'esprit et de lumière, Je vous trouvais bien fait, l'air grand, et l'âme fière;
Voitre cœur, voſtre adreſſe éclatoient chaque iour x Mais ie m’inquietois de ne voir point d’amour, Et puis que les langueurs d’vne playe invincible Nous montrent que voſtre ame à ſes traits eſt ſenſible, Ie triomphe, & mon cœur d’allegreſſe remply Vous regarde à preſent comme vn Prince accomply.	Voitre cœur, votre adresse éclataient chaque jour x Mais tu m'inquiétais de ne voir point d'amour, Et puis que les langueurs d'une plaie invincible Nous montrent que votre âme à ses traits est sensible, Je triomphe, et mon cœur d'allégresse rempli Vous regarde à présent comme un Prince accompli.
EVRIALE.	EURIALE.
Si de l’amour vn temps i’ay bravé la puiſſance, Helas!	Si de l'amour un temps j'ai bravé la puissance, Hélas!
mon cher Arbate, il en prend bien vengeance, Et ſçachant dans quels maux mon cœur s’eſt abîmé Toy-meſme, tu voudrois qu’il n’euſt iamais aymé:	mon cher Arbate, il en prend bien vengeance, Et sachant dans quels maux mon cœur s'est abîme -même, tu voudrais qu'il n'eût jamais aimé:
Car enfin voy le ſort où mon Aſtre me guide I’ayme, i’ayme ardemment la Princeſſe d’Elide, Et tu ſçais quel orgueil ſous des traits ſi charmhans Arment contre l’amour ſes ieunes ſentimens;	Car enfin vois le sort où mon Astre me guide J'aime, j'aime ardemment la Princesse d'Élide, Et tu sais quel orgueil sous des traits si charmhants Arment contre l'amour ses jeunes sentiments;
Et comment elle fuit en cette illuſtre Feſte Cette foule d’amans qui briguent ſa conqueſte.	Et comment elle fuit en cette illustre Fête Cette foule d'amants qui briguent sa conquête.
Ah!	Ah!
qu’il eſt bien peu vray que ce qu’on doit aimer Auſſi toſt qu’on le void prend droit de nous charmer.	qu'il est bien peu vrai que ce qu'on doit aimer Aussi tôt qu'on le voit prend droit de nous charmer.
Et qu’vn premier coup d’œil allume en nous les flâOù le Ciel en naiſſant a deſtiné nos ames.	Et qu'un premier coup d'œil allume en nous les flâOù le Ciel en naissant a destiné nos âmes.
[mes A mon retour d’Argos ie paſſay dans ces lieux, Et ce paſſage offrit la Princeſſe à mes yeux, Ie vis tous les appas dont elle eſt reveſtuë, Mais de l’œil dont on voit vne belle ſtatuë:	[mes A mon retour d'Argos a passay dans ces lieux, Et ce passage offrit la Princesse à mes yeux, Je vis tous les appas dont elle est revestuë, Mais de l'œil dont on voit une belle statue:
Leur brillante ieuneſſe obſervée à loiſir Ne porta dans mon ame aucun ſecret deſir, Et d’Ithaque en repos ie revis le rivage Sans m’en eſtre en deux ans rappellé nulle image:	Leur brillante jeunesse observée à loisir Ne porta dans mon âme aucun secret désir, Et d'Ithaque en repos rien revis le rivage Sans m'en être en deux ans rappelé nulle image:
Vn bruit vient cependant à répandre à ma Cour Le celebre mépris qu’elle fait de l’amour;	Un bruit vient cependant à répandre à ma Cour Le célèbre mépris qu'elle fait de l'amour;
On publie en tous lieux que ſon ame hautaine Garde pour l’Hymenée vne invincible haine,	On publie en tous lieux que son âme hautaine Garde pour l'Hyménée une invincible haine,
Er Et qu’vn Arc à la main, ſur l’épaule vn Carquois Comme vne autre Diane elle hante les bois, N’aime rien que la chaſſe, & de toute la Grece Fait ſoûpirer en vain l’Heroïque ieuneſſe.	Er Et qu'un Arc à la main, sur l'épaule un Carquois Comme une autre Diane elle hante les bois, N'aime rien que la chasse, et de toute la Grèce Fait soupirer en vain l'Héroïque jeunesse.
Admire nos eſprits, & la fatalité, Ce que n’avoit point fait ſa veuë & ſa beauté, Le bruit de ſes fiertez en mon ame fit naiſtre Vn tranſport inconnu, dont ie ne fus point maiſtre;	Admire nos esprits, et la fatalité, Ce que n'avait point fait sa vue et sa beauté, Le bruit de ses fierté en mon âme fit naître Un transport inconnu, dont ainsi ne fus point maître;
Ce dédain ſi fameux eut des charmes ſecrets A me faire avec ſoin rappeller tous ſes traits, Et mon eſprit iettant de nouveaux yeux ſur elle M’en refit vne image & ſi noble, & ſi belle;	Ce dédain si fameux eut des charmes secrets À me faire avec soin rappeler tous ses traits, Et mon esprit jetant de nouveaux yeux sur elle M'en refit une image et si noble, et si belle;
Me peignittant de gloire, & de telles douceurs A pouveir triompher de touies ſes froideurs, Que mon cœur aux brillans d’vne telle victoire.	Me peignittant de gloire, et de telles douceurs À pouveir triompher de touiez ses froideurs, Que mon cœur aux brillants d'une telle victoire.
Vit de ſa l berté s’évanouyr la gloire:	Vit de sa l erté s'évanouir la gloire:
Contre vne telle amorce il eut beau s’indigner, Sa douceur ſur mes ſens prit tel droit de regner, Qu’entraiſné par l’effort d’vne occulte puiſſance I’ay d’Ithaque en ces lieux fait voile en diligence, Et le couvie vi enet de Mes vœux enflammez Du deſir de paroiſtre à ſes leux renommez, Où l’illuſtre Iphitas, Pere de la Princeſſe, Aſſemble la pluſpart des Princes de la Grece.	Contre une telle amorce il eut beau s'indigner, Sa douceur sur mes sens prit tel droit de régner, Qu'entraîné par l'effort d'une occulte puissance J'ai d'Itaque en ces lieux fait es en diligence, Et le couvie vi et de Mes vœux enflammez Du désir de paraître à ses lois renommés, Où l'illustre Iphitas, Père de la Princesse, Assemble la plupart des Princes de la Grèce.
ARBATE.	ARBATE.
1 [nez?	1 [nez?
Mais à quoy bon, Seigneur, les ſoins que vous preEt pourquoy ce ſecret où vous vous obſtinez?	Mais à quoi bon, Seigneur, les soins que vous prêt pourquoi ce secret où vous vous obstinez?
Vous aimez, dites-vous, cette Illuſtre princeſſe, Et venez à ſes yeux ſignaſer voſtre adreſſe, Et nuls empreſſemens paroles ny ſoûpirs Ne l’ont inſtruite encor de vos brûlans deſirs.	Vous aimez, dites-vous, cette Illustre princesse, Et venez à ses yeux signaser votre adresse, Et nuls empressements paroles forces soupirs Ne l'ont instruite encor de vos brûlants désirs.
Pour moy, ie n’entends rien à cette politique Qui ne veut point ſouffrir que vôtre cœur s’explique.	Pour moi, Seigneur n'entends rien à cette politique Qui ne veut point souffrir que votre cœur s'explique.
Et ie ne ſçay quel fruit peut pretendre vn amour Qui fuit tous les moyens de ſe produire au iour.	Et ici ne sais quel fruit peut prétendre un amour Qui fuit tous les moyens de se produire au jour.
C iiij	Ç Cijà
EVRIALE.	EURIALE.
Et que feray-ie, Arbate, en declarant ma peine, Qu’attirer les dédains de cette ame hautaine?	Et que ferai-je, Arbate, en déclarant ma peine, Qu'attirer les dédains de cette âme hautaine?
Et me ietter au rang de ces princes ſoûmis Que le titre d’amans luy peint en ennemis?	Et me jeter au rang de ces princes soumis Que le titre d'amants lui peint en ennemis?
Tu vois les Souverains de Meſſene & de pyle Luy faire de leurs cœurs vn hommage inutile, Et de l’éclat pompeux des plus hautes vertus En appuyer en vain les reſpects affidus:	Tu vois les Souverains de Messène et de pile Lui faire de leurs cœurs un hommage inutile, Et de l'éclat pompeux des plus hautes vertus En appuyer en vain les respects assidus:
Ce rebut de leurs ſoins, ſous vn triſte ſilence, Retient de mon amour toute la violence, Ie me tiens condamné dans ces rivaux fameux, Et ie lis mon arreſt au mépris qu’on fait d’eux.	Ce rebut de leurs soins, sous un triste silence, Retient de mon amour toute la violence, Je me tiens condamné dans ces rivaux fameux, Et Seigneur lis mon arrêt au mépris qu'on fait d'eux.
ARBATE.	ARBATE.
Et c’eſt dans ce mépris, & dans cette humeur fiere Que vôtre ame à ſes vœux doit voir plus de lumiere, Puis que le ſort vous donne à conquerir vn cœur Que deffend ſeulement vne icune froideur, Et qui n’impoſe point à l’ardeur qui vous preſſe De quelque attachement l’invincible tendreſſe:	Et c'est dans ce mépris, et dans cette humeur fière Que votre âme à ses vœux doit voir plus de lumière, Puis que le sort vous donne à conquérir un cœur Que défend seulement une icune froideur, Et qui n'impose point à l'ardeur qui vous presse De quelque attachement l'invincible tendresse:
Vn cœur préoccupé reſiſte puiſſamment, Mais quand vne ame eſt libre, on la force aiſement;	Un cœur préoccupé résiste puissamment, Mais quand une âme est libre, on la force aisément;
Et toute la fierté de ſon indifference N’a rien dont ne triomphe vn peu de patience.	Et toute la fierté de son indifférence N'a rien dont ne triomphe un peu de patience.
Ne luy cachez donc plus le pouvoir de ſes yeux, Faites de voſtre flâme vn éclat glorieux, Et bien loin de trembler de l’exemple des autres, Du rebut de leurs vœux enfl z l’eſpoir des voſtres:	Ne avait cachés donc plus le pouvoir de ses yeux, Faites de votre flamme un éclat glorieux, Et bien loin de trembler de l'exemple des autres, Du rebut de leurs vœux enfl z l'espoir des vôtres:
Peut-eſtre pour toucher ſes ſeveres appas, Aurez- vous des lecrets que ces prilices n’ont pas:	Peut-être pour toucher ses sévères appas, Aurez- vous des lecrets que ces prilices n'ont pas:
Et ſi de ſes fiertez l’imperieux caprice Ne vous fait éprouver vn deſtin plus propice, Au moins eſt-ce vn bon-heur en ces extremitez Que de voir avec ſoy ſes Riuaux rebutez.	Et si de ses fierté l'impérieux caprice Ne vous fait éprouver un destin plus propice, Au moins est-ce un bonheur en ces extrémités Que de voir avec soi ses Rivaux rebutez.
EVRIALE.	EURIALE.
I'aîme à te voir preſſer cet aveu de ma flâme, Combattant mes ra ſons tu chatoüilles mon ame, Et par ce que i’ay dit, ie voulois preſſentir.	J'aime à te voir presser cet aveu de ma flamme, Combattant mes ra sons tu chatouilles mon âme, Et par ce que j'ai dit, je voulais pressentir.
Si de ce que i’ay fait tu pourrois m’applaudir:	Si de ce que j'ai fait tu pourrais m'applaudir:
Car, enfin, puis qu’il faut t’en faire confidence, On doit à la princeſſe expliquer mon ſilence, Et peut-eſtre au moment que ie t’en parle icy Le ſecret de mon cœur Arbate, eſt éclaircy.	Car, enfin, puis qu'il faut t'en faire confidence, On doit à la princesse expliquer mon silence, Et peut-être au moment que sans t'en parle ici Le secret de mon cœur Arbate, est éclairci.
Cette Chaſſe où, pour fuïr la foule qui l’adore.	Cette Chasse où, pour fuir la foule qui l'adore.
Tu ſçais qu’elle eſt alſée eu iever de l’Aurore, Eioit iemps que Moron pour declarer mon feu A pris.	Tu sais qu'elle est alsée eu iever de l'Aurore, Éiait iemps que Moron pour déclarer mon feu A pris.
ARBATE.	ARBATE.
Moron, Seigneur?	Moron, Seigneur?
EVRIALE.	EURIALE.
Ce choix t’eſtonne vn peu?	Ce choix t'étonne un peu?
Par ſon titre de fou tu crois le bien connoiſtre, Mais ſçache qu’il l’eſt moins qu’il ne le veut paroître, Et que malgré l’employ qu’il exerce aujourd’huy Il a plus de bon ſens que tel qui rit de luy:	Par son titre de fou tu crois le bien connaître, Mais sache qu'il l'est moins qu'il ne le veut paraître, Et que malgré l'emploi qu'il exerce aujourd'hui Il a plus de bon sens que tel qui rit de Se:
La princeſſe ſe plaiſt à ſes bouffonneries, Il s’en eſt fait aimer par cent plaiſanteries, Et peut dans cét accez dire & perſuader Ce que d’autres que luy n’oſeroient hazarder:	La princesse se plaît à ses bouffonneries, Il s'en est fait aimer par cent plaisanteries, Et peut dans cet accès dire et persuader Ce que d'autres que sans n'oseraient hasarder:
Ie le voy propre, enfin, à ce que i’en ſouhaitte, Il a pour moy, dit-il, vne amitié parfaite, Lt reut;	Je le vois propre, enfin, à ce que j'en souhaite, Il a pour moi, dit-il, une amitié parfaite, L ut;
jualis mes Eſtats ayant receu le iour) Contre tous mes Rivaux appuyer mon amour:	jualis mes États ayant reçu le jour) Contre tous mes Rivaux appuyer mon amour:
Quelque argent mis en main pour ſouſtenir ce zele.	Quelque argent mis en main pour soutenir ce zèle.
SUUNE II.	SUNE II.
IOron repreſenté par le peur ui Rome, arrive, Ml & ayant le ſouvenir a'vn furieux ſanglier, devant lequel il avoit fuy à la chaſſe, demande ſecours, & rencontrant Euriale & Arbate, ſe met au milieu d’eux 34 pour plus de ſeureté apres leur a voir témoigné ſa peur & leur diſant cẽt choſes plaiſantes ſur ſon peu de bravoure.	JOron représenté par le peur ui Rome, arrive, Ml et ayant le souvenir a'un furieux sanglier, devant lequel il avait fui à la chasse, demande secours, et rencontrant Euriale et Arbate, se met au milieu d'eux 34 pour plus de sûreté après leur a voir témoigné sa peur et leur disant cent choses plaisantes sur son peu de bravoure.
MORON, ARBATE, EVRIALE.	MORON, ARBATE, EURIALE.
MORON ſans eſtre veu.	MORON sans être vu.
AV ſecours!	AU secours!
ſauuez-moy de la beſte cruelle!	sauvez-moi de la bête cruelle!
EVRIALE.	EURIALE.
Ie penſe oüir ſa voix?	Je pense ouïr sa voix?
MONON jans enre ven.	MONON jans enre ven.
A moy, de grace, à moy?	À moi, de grâce, à moi?
EVRIALE.	EURIALE.
C’eſt luy-meſme, où court-il avec vn tel effroy?	C'est notre-même, où court-il avec un tel effroi?
MORON.	MORON.
Où pourray-ie éviter ce ſanglier redoutable?	Où pourrai-je éviter ce sanglier redoutable?
Grands Dieux!	Grands Dieux!
preſervez-moy de ſa dent efftoyable?	préservez-moi de sa dent efftoyable?
Ie vous promets, pourveu qu’il ne m’attrappe pas, Quatie livres d’encens, & deux veaux des plus gras.	Je vous promets, pourvu qu'il ne m'attrape pas, Quatie livres d'encens, et deux veaux des plus gras.
Ha!	Ha!
ie ſuis mort.	Il suis mort.
EVRIALE.	EURIALE.
Qu’as-tu?	Qu'as-tu?
au e lee la Ie vous croyois la beſte Dont a me diffamer i’ay veu la gueure preſte, Seigneur, & ie ne puis revenir de ma peur.	au é lee la Je vous croyais la bête Dont a me diffamer j'ai vu la guvre prête, Seigneur, et Seigneur ne puis revenir de ma peur.
Qu’eſt-ce?	Qu'est-ce?
EVRIALE.	EURIALE.
l 1	l 1
MORON.	MORON.
O que la Princeſſe eſt d’vne eſtrange humeur!	Ô que la Princesse est d'une étrange humeur!
Et qu’à ſuivre la Chaſſe & ſes extravagances Il nous faut eſſuyer de ſottes complaiſances!	Et qu'à suivre la Chasse et ses extravagances Il nous faut essuyer de sottes complaisances!
Quel diable de plaiſir trouvent tous les Chaſſeurs De ſe voir expoſez à mille & mille peurs?	Quel diable de plaisir trouvent tous les Chasseurs De se voir exposez à mille et mille peurs?
Encore ſi c’eſtoit qu’on ne fuſt qu’à la chaſſe Des lievres, des lapins, & des ieunes Daims, paſſe;	Encore si c'était qu'on ne fût qu'à la chasse Des lièvres, des lapins, et des jeunes Daims, passe;
Ce ſont des animaux d’vn naturel fort doux, Et qui prennent touſiours la fuite devant nous:	Ce sont des animaux d'une naturel fort doux, Et qui prennent toujours la fuite devant nous:
Mais aller attaquer de ces beſtes vilaines Qui n’ont aucun reſpect pour les faces humaines, Et qui courent les gens qui les veulent courir, C’eſt vn ſot paſſe-temps que ie ne puis ſouffrir.	Mais aller attaquer de ces bêtes vilaines Qui n'ont aucun respect pour les faces humaines, Et qui courent les gens qui les veulent courir, C'est un sot passe-temps que sans ne puis souffrir.
ARILE.	ARYLE.
Dis-nous donc ce que c’eſt?	Dis-nous donc ce que c'est?
MORON en ſe tournant.	MORON en se tournant.
Le penible exercice Où de noſtre Princeſſe a volé le caprice !	Le pénible exercice Où de notre Princesse a volé le caprice !
I’en aurois bien iuré, qu’elle auroit fait le tour, Et la courſe des Chars ſe faiſant en ce iour, Il falloit affecter ce contre-temps de chaſſe, Pour mépriſer ces jeux avec meilleure grace, Et faire voir.	J'en aurais bon juré, qu'elle aurait fait le tour, Et la course des Chars se faisant en ce jour, Il fallait affecter ce contretemps de chasse, Pour mépriser ces jeux avec meilleure grâce, Et faire voir.
Mars enut, ae ſevohs mon recit, Et reprenons le fil de ce que i’avois dit.	Mars enut, ae sévohs mon récit, Et reprenons le fil de ce que j'avais dit.
Qu’ay-ie dit?	Qu'ai-je dit?
EVRIALE.	EURIALE.
Tu parlois d’exercice penible.	Tu parlais d'exercice pénible.
MORON.	MORON.
Ah!	Ah!
ouy, ſuccombant donc à ce travail horrible, Car en Chaſſeur fameux i’eſtois enharnaché, Et dés le poinct du iour ie m’eſtois découché:	oui, succombant donc à ce travail horrible, Car en Chasseur fameux j'étais enharnaché, Et dès le point du jourrible m'étais découché:
Ie me ſuis écarté de tous en galant homme, Et trouvant vn lieu propre à dormir d’vn bon ſomme I’eſſayois ma poſture, & m’aiuſtant bien-toſt, Prenois dena ion ton pour ronfler comme il faut, Lors qu’vn murmure affreux me fait lever la veuë.	Je me suis écarté de tous en galant homme, Et trouvant un lieu propre à dormir d'un bon somme J'essayais ma posture, et m'aiustant bientôt, Prenais dena ion ton pour ronfler comme il faut, Lors qu'un murmure affreux me fait lever la vue.
Et i’ay d'vn vieux bumon de la Ioreit touirde Veu ſortir vn ſanglier d’vne enorme grandeur Pour.	Et j'ai d'être vieux bumon de la Joreit touirde Veu sortir un sanglier d'une énorme grandeur Pour.
Qu’eſt-ce?	Qu'est-ce?
EVRIALE.	EURIALE.
MORON.	MORON.
Ce n’eſt rien n’ayez point de frayeur?	Ce n'est rien n'ayez point de frayeur?
Mais Mais laiſſez-moy paſſer entre vous deux pour cauſe Ie ſeray mieux en main pour vous conter la choſe:	Mais Mais laissez-moi passer entre vous deux pour cause Je serai mieux en main pour vous conter la chose:
I’ay donc veu ce Sanglier, qui par nos gens chaſſé.	J'ai donc vu ce Sanglier, qui par nos gens chassé.
Avoit d’vn air affreux tout ſon poil heriſſé;	Avait d'un air affreux tout son poil hérissé;
Ses deux yeux flamboyans ne lançoient que menace Et ſa gueule faiſoit vne laide grimace, Qui parmy de l’écume à qui l’oſoit preſſer Montroit de certains cros.	Ses deux yeux flamboyants ne lançaient que menace Et sa gueule faisait une laide grimace, Qui parmi de l'écume à qui l'osait presser Montrait de certains cros.
je vous laiſſe à penſer?	je vous laisse à penser?
A ce terrible aſpect j’ay ramaſſé mes armes;	À ce terrible aspect j'ai ramassé mes armes;
Mais le faux animal ſans en prendre d’allarmes Eſt venu droit à moy, qui ne luy diſois mot.	Mais le faux animal sans en prendre d'alarmes Est venu droit à moi, qui ne lui disais mot.
1	1
ARBATE.	ARBATE.
Et tu l’as de pied ferme attendu?	Et tu l'as de pied ferme attendu?
1ua e nee n Quelque ſot, I’ay jetté tout par terre, & couru comme quatre.	1ua e née n Quelque sot, J'ai jeté tout par terre, et couru comme quatre.
ARBATE.	ARBATE.
111 Fuyr devant vn Sanglier, ayant dequoy l’abattre, Ce trait, Moron, n’eſt pas genereux.	111 Fui devant un Sanglier, ayant dequoy l'abattre, Ce trait, Moron, n'est pas généreux.
MORON.	MORON.
Ey conrene;	Ei conrène;
Il n’eſt pas genereux, mais il eſt de bon ſens.	Il n'est pas généreux, mais il est de bon sens.
ARB AT E.	ARB AT E.
UOU (OMRNE Mais par quelques exploits ſi l’on ne s’éterniſe.	UOU (OMRNE Mais par quelques exploits si l'on ne s'éternise.
MORON.	MORON.
129 110 Ie ſuis voſtre valet, & i’ayme mieux qu’on diſe, C’eſt icy qu’en fuyant ſans ſe faire prier aueron lauva les jours des ruieurs deri oanglier, Que ſi l’on y diſoit, voila l’illuſtre place Où le brave Moron, d’vne heroïque audace, Affrontant d’vn Sanglier l’impetueux effort Par vn coup de ſes dents vid terminer ſon fort.	129 110 Je suis votre valet, et j'aime mieux qu'on dise, C'est ici qu'en fuyant sans se faire prier averon lauva les jours des ruieurs deri oanglier, Que si l'on y disait, voila l'illustre place Où le brave Moron, d'une héroïque audace, Affrontant d'un Sanglier l'impétueux effort Par un coup de ses dents vits terminer son fort.
Fort bien.	Fort bien.
EVRIALE.	EURIALE.
MORON.	MORON.
Ouy, i’ayme mieux, n’en déplaiſe à la gloire, Vivre au monde deux jours que mille ans dans lhſſtone	Oui, j'aime mieux, n'en déplaise à la gloire, Vivre au monde deux jours que mille ans dans lhsstone
EVRIALE.	EURIALE.
En effet ton trépas faſcheroit tes amis:	En effet ton trépas fâcherait tes amis:
Mais ſi de ta frayeur ton eſprit eſt r mis Puis-je te demander ſi du feu qui me brûſe.	Mais si de ta frayeur ton esprit est r mis Puis-je te demander si du feu qui me brûse.
MORON.	MORON.
Il ne faut pas, Seigneur, que je vous diſſimule, Ie n’ay rien fait encore, & n’ay point rencontré De temps pour luy parler qui fut ſelon mon gré:	Il ne faut pas, Seigneur, que je vous dissimule, Je n'ai rien fait encore, et n'ai point rencontré De temps pour notre parler qui fut selon mon gré:
L’office de bouffon a des prérogratives;	L'office de bouffon a des prérogratives;
Mais ſouveut on rabat nos libres tentatives:	Mais souvut on rabat nos libres tentatives:
Le diſcours de vos feux eſt vn peu delicat, Et c’eſt chez la Princeſſe vn affaire d’eſtat;	Le discours de vos feux est un peu délicat, Et c'est chez la Princesse un affaire d'état;
Vous ſçavez de quel tiltre elle ſe glorifie, Et qu’elle a dans la teſte vne Philoſophie Qui declare la guerre au coniugal lien, Et vous traitte l’Amour de deïté de rien:	Vous savez de quel titre elle se glorifie, Et qu'elle a dans la tête une Philosophie Qui déclare la guerre au conjugal lien, Et vous traite l'Amour de deïté ma rien:
Pour n’effaroucher point ſon humeur de tygreſſe, Il me faut manier la choſe avec addreſſe;	Pour n'effaroucher point son humeur de tigresse, Il me faut manier la chose avec adresse;
Car on doit regarder comme l’on parle aux grands, Et vous eſtes par fois d’aſſez faſcheuſes gens.	Car on doit regarder comme l'on parle aux grands, Et vous êtes par fois d'assez fâcheuses gens.
Laiſſez-moy doucement conduire cette trame, Ie me ſens là pour vous vn zele tout de flâme, Vous eſtes né mon prince, & quelques autres nœuds Pourroient contribuer au bien que ie vous veux:	Laissez-moi doucement conduire cette trame, Je me sens là pour vous un zèle tout de flamme, Vous êtes né mon prince, et quelques autres nœuds Pourraient contribuer au bien que je vous veux:
Ma mere dans ſon temps paſſoit pour aſſez belle, Et naturellement n’eſtoit pas fort cruelle;	Ma mère dans son temps passait pour assez belle, Et naturellement n'était pas fort cruelle;
Feu voſtre pere alors, ce prince genereux, Sur la galanterie eſtoit fort dangereux, Et ie ſçay qu’Elpenor, qu’on appelloit mon pere, A cauſe qu’il eſtoit le mary de ma mere, Contoit pour grand honneur aux paſtears d’aujourd’huy Et que durant ce temps il avoit l’avantage De ſe voir ſalüé de tous ceux du village:	Feu votre père alors, ce prince généreux, Sur la galanterie était fort dangereux, Et un sais qu'Élpenor, qu'on appelait mon père, À cause qu'il était le mari de ma mère, Contait pour grand honneur aux pastears d'aujourd'hui Et que durant ce temps il avait l'avantage De se voir sué de tous ceux du village:
Baſte, quoy qu’il en ſoit, ie veux par mes travaux;	Bâte, quoi qu'il en soit, on veux par mes travaux;
Avim a voley la vhincene ce deua de vos xcrrnux.	Avim a volei la vhincène ce deva de vos xcrrnux.
A Princeſſe d’Elide parut on ſuite, avec let PrinLces de Meſſene & de Pyle, leſquels firent remarquer en eux des caracteres bien differens de celuy du Prince d’Ithaque;	À Princesse d'Élide parut on suite, avec let PrinLces de Messène et de Pyle, lesquels firent remarquer en eux des caractères bien différents de celui du Prince d'Ithaque;
& luy cederent dans le cœur de la Princeſſe tous les advantages qu’il y pouvoit deſirer:	et même cédèrent dans le cœur de la Princesse tous les advantages qu'il y pouvait désirer:
Cette himable Princeſſe ne témoigna pas pourtant que le merite de ce Prince euſt fait aucune impreſſion ſur ſon eſprit, & qu’elle l’euſt quaſi remarqué;	Cette hymable Princesse ne témoigna pas pourtant que le mérite de ce Prince eût fait aucune impression sur son esprit, et qu'elle l'eût quasi remarqué;
elle teſmoigna touſiours, comme vns autre Diane, n’aimer que la chaſſe & les foreſts, & lors que le Prince de Meſſene veulut luy faire valoir le ſer vice qu’il luy avoit rendu, en la défaiſant d’vn fort grend ſanglier qui l’avoit attaquíe;	elle témoigna toujours, comme uns autre Diane, n'aimer que la chasse et les forêts, et lors que le Prince de Messène veulut lui faire valoir le ser vice qu'il lui avait rendu, en la défaisant d'un fort grend sanglier qui l'avait attaquée;
elle luy dit que ſans rimnuimt mnonue ja reconnoiſſance, elle trouveit ſon ſecours d’autant moins conſiderable, qu’elle en avoit tué toute ſeule d’auſſi furieux, & fuſt peut eſtre biin encore venuë à bout ue celuy-cy.	elle avait dit que sans rimnuimât mnonue ja reconnaissance, elle trouveit son secours d'autant moins considérable, qu'elle en avait tué toute seule d'aussi furieux, et fût peut -être biin encore venue à bout ue celui-cy.
LA PRINCESSE & ſa ſuitte.	LA PRINCESSE et sa suitte.
ARISTOMENE, THEOCLE, EVRIALE, ARBATE, MORON.	ARISTOMENE, THÉCLE, EURIALE, ARBATE, MORON.
