M.	M.
Ie veux aprendre aux Mores en montrant ma puiſſanee Que ſon Sceptre trembloit au jour de ma naiſſance:	Je veux apprendre aux Mores en montrant ma puissance Que son Sceptre tremblait au jour de ma naissance:
Qu il doit prendre mes loix, m’avoüer pour Vainqueur Et que tout ſon Empire eſt moindre que mon cœur.	Qu il doit prendre mes lois, m'avouer pour Vainqueur Et que tout son Empire est moindre que mon cœur.
D.	D.
FERNAND On bort iieux ſonger, cette ardeur de courage N’eſt pas encore au point d'étre miz en uſage, Ie loüe fort vos deſſeins quoyqu’ils ne ſoient pas meurs L’Eté donne des fruits.	FERNAND On bort iieux songer, cette ardeur de courage N'est pas encore au point d'être miz en usage, Je loue fort vos desseins quoiqu'ils ne soient pas meurs L'Été donne des fruits.
& le Printems des fleurs, Les épies que le tems hors de ſaiſon avance Annoncent la moiſon de non pas mounonidor Quand les fruits ſont pendans on les laiſſe meurir, Vn ſems fait concevoit, un autre conquerir.	et le Printems des fleurs, Les épies que le temps hors de saison avance Annoncent la moison de non pas mounonidor Quand les fruits sont pendants on les laisse mûrir, Un sems fait concevait, un autre conquérir.
D DIEGIE C’eſt un cœur d’Alexandre;	 DIIEGIE C'est un cœur d'Alexandre;
ou l'ame de Pompée.	ou l'âme de Pompée.
D SANCHE Quand il vint dans le monde il portoit ſon épées	 DANCHE Quand il vint dans le monde il portait son épées
D DIEGVE Si la torce egaloit les deſſeins & les vœuxs L’Vnivers trembleroit ſous ſes faits genereux.	 DIIEGUE Si la torce égalait les desseins et les vœuxs L'Univers tremblerait sous ses faits généreux.
D ALONE Son cœur exprime aſſez qu’il eſt né pour la guerre, Et qu’il doit être un jour le Maitre de la terre.	 DONE Son cœur exprime assez qu'il est né pour la guerre, Et qu'il doit être un jour le Majaitre de la terre.
D DIEG Qu'à ce grand Prince à craindre D SANCHEIl doit tout eſperer:	 DIEG Qu'à ce grand Prince à craindre D ANCHEIl doit tout espérer:
Vn cœur dans ſa faveur n’a rien à deſirer.	Un cœur dans sa faveur n'a rien à désirer.
SCENE II.	SCÈNE II.
ELVIRE, CHIMENE, ELVIRE.	ÉLVIRE, CHIMENE, ÉLVIRE.
E Comte eſt de retour.	E Comte est de retour.
L CHIMENE Hé Dieux!	 LHIMENE Hé Dieux!
quelle nouvelle?	quelle nouvelle?
Mon ame en eſt honteuſe autant que criminelle, Qui le ſçait, Eluire?	Mon âme en est honteuse autant que criminelle, Qui le sait, Elvire?
ELVIRE Madame, ie le croy,	ÉLVIRE Madame, ie le crois,
OMIMENE S’il étoit dans Seville, il auroit vû le Roy:	OMIMENE S'il était dans Seville, il aurait vu le Roi:
Il n’eſt pas ignorant des devoits qu’il doit rendre, Ie ne le ſçaurois croire, & ne l- puis comprendre, Dix ans ſont écoulez quil partit de chez nous	Il n'est pas ignorant des devaits qu'il doit rendre, Je ne le saurais croire, et ne l' est comprendre, Dix ans sont écoulez quil partit de chez nous
EL IRE Et s’il vient aujourd’huy vous en étonnez-vous ?	ELLE IRE Et s'il vient aujourd'hui vous en étonnez-vous ?
Le tems eſt il ſi long pour un homme de guerre?	Le temps est il si long pour un homme de guerre?
Qui vient de parcourir & la mer & la terre.	Qui vient de parcourir et la mer et la terre.
CHIMENE Non, mais le ſeul objet dun ſiniſtre malheur M'en ôta la creance, & m’en donne la peur.	CHIMENE Non, mais le seul objet dun sinistre malheur M'en ôta la créance, et m'en donne la peur.
ELVIRE Comme on a pris ſouvent des verités pour fables, Des bruits ſemés à faux ſe trouvent veritables.	ELVIRE Comme on a pris souvent des vérités pour fables, Des bruits semés à faux se trouvent véritables.
CHIMENE Ha!	CHIMENE Ha!
qu’il n'eſt que trop vray, puiſque mon ſentimen' Met mon ame en deſordre & dans l'étonnement, Le cœur (de nos malheurs le fidele interprete) Me preſente un foudre allumé ſur ma téte, Mon Frore eſt genereux, il ne ſouffrira pas Cette funeſte mort ſans vanger ce trépas, Le ſang ne peut mentir la vengeance eſt ſi douce Qu'elle ſert d'égüillon au devoir qui le pouſſe.	qu'il n'est que trop vrai, puisque mon sentimen Met mon âme en désordre et dans l'étonnement, Le cœur (de nos malheurs le fidèle interprète) Me présente un foudre allumé sur ma tête, Mon Frore est généreux, il ne souffrira pas Cette funeste mort sans venger ce trépas, Le sang ne peut mentir la vengeance est si douce Qu'elle sert d'égüillon au devoir qui le pousse.
Ciel!	Ciel!
que puis-je eſpe ur d’un mal ſans gueriſon?	que puis-je espée ur d'un mal sans guérison?
Qui m'ôte la prudentt, & blaiſſe ma raiſon!	Qui m'ôte la prudent, et blaisse ma raison!
Mais d’où vient çet avis?	Mais d'où vient çet avis?
ELVIRE Ce ſoin eſt inutile, Perſonne ne le ſçair que par unbruit de Ville :	ELVIRE Ce soin est inutile, Personne ne le sçair que par unbruit de Ville :
C’eſt une fauſſe alarme, & le.	C'est une fausse alarme, et le.
Roy ni la Cour Ne parlent poiut de lui, ni moins de ſon retour.	Roi ni la Cour Ne parlent poiut de lui, ni moins de son retour.
Ie m'en ſuis informée, & le ſçay de l’Infante, Par la bouche d’Alonſe & de ſa Gouvernante.	Je m'en suis informée, et le sais de l'Infante, Par la bouche d'Alonse et de sa Gouvernante.
On dit que des Marchands trafiquans ſur les eaux L’ont vû deſſus la Mer commander des Vaiſſeaux.	On dit que des Marchands trafiquants sur les eaux L'ont vu dessus la Mer commander des Vaisseaux.
Ie n’en ſçay plus, Madame, demeure étonnée Des faveurs que le Ciel donne à ſa deſtinée, Et que courant le monde & les Ports étrangers, Il ait pû ſubfiſſer parmi tant de dangers;	Je n'en sais plus, Madame, demeure étonnée Des faveurs que le Ciel donne à sa destinée, Et que courant le monde et les Ports étrangers, Il ait pu subfisser parmi tant de dangers;
Pour prevenir un mal, s’il vient dans la Province, Faites aller ce bruit à l'oreille du Prince, Son aſbolu pouvoir d’un ſeul commandement Portera ces deux cœurs dans l'accommodement;	Pour prévenir un mal, s'il vient dans la Province, Faites aller ce bruit à l'oreille du Prince, Son asbolu pouvoir d'un seul commandement Portera ces deux cœurs dans l'accommodement;
Detems qui de ioosli termine toutes choſes, L'un buiſſon epineux fera naitre des roſes.	Detems qui de ioosli termine toutes choses, L'un buisson épineux fera naître des roses.
Et ſi lon voit un jour ces Cavaliers amis, Le Roy va triompher de tous ſes ennemis.	Et si lon voit un jour ces Cavaliers amis, Le Roi va triompher de tous ses ennemis.
CHIMENE Iuſtes Cieux?	CHIMENE Justes Cieux?
fi ma ſaute eſt du tout eftacce;	fi ma saute est du tout eftacce;
Détournez les malheurs dont ie ſuis mémacée?	Détournez les malheurs dont ici suis mémacée?
Finiſſez mes ſoûpirs, & bornant mes douleurs, Donnez treuve a mon ame, & eſſuyez mes pleurs.	Finissez mes soupirs, et bornant mes douleurs, Donnez trouve à mon âme, et essuyez mes pleurs.
BUTHIEI.	BUTHIEI.
LE COMIE, TEANDRE, LE PAGE.	LE COMIE, TEANDRE, LE PAGE.
LE COMTE Epuis ce triſte jour que dans les Champs d’Ibere, DCe Cavalier m’aprit le meurire de mou Pere, Que Chimene étoit jointe à ce monſtre d’horreur, I’ay peine à retenir ma rage & ma fureur, Baron, voicy la place où ma juſſe vengeance ruoit orer la vie & punir ſon offenſe.	LE COMTE Epuis ce triste jour que dans les Champs d'Ibère, DCe Cavalier m'aprit le meurire de mou Pere, Que Chimène était jointe à ce monstre d'horreur, J'ai peine à retenir ma rage et ma fureur, Baron, voici la place où ma jusse vengeance ruait orer la vie et punir son offense.
Donne lui ce cartel, & mets tout ton pouvoir, Sans qu'on s’en aperçoive à me le faire voit.	Donne -lui ce cartel' on sainte tout ton pouvoir, Sans qu'on s'en aperçoive à me le faire voit.
TEANDRE L'honneur de cet employ m'emporte dans la gloire.	TEANDRE L'honneur de cet emploi m'emporte dans la gloire.
I’attens de ce combat une double victoire, Ie vois déja mourir à mes pieds ſon ſecond, Et pars pour les conduire oú l’honneur les ſemond, oeignez un refuge en cas d’une pourſuite, Et que leur mort honteuſe honore notre fuite, Rodrigue a le ſuport & les faveure de Roy, La colere du Prince eſt pire que ſa loy.	J'attends de ce combat une double victoire, Je vois déjà mourir à mes pieds son second, Et pars pour les conduire oú l'honneur les semond, oeignez un refuge en cas d'une poursuite, Et que leur mort honteuse honore notre fuite, Rodrigue à le suport et les faveure de Roi, La colère du Prince est pire que sa loi.
LE COM E Va, nous n'avons qu'an pas juſquaux murs de Tolede, C’eſt le lien de refoge & de notre remede.	LE COM E Va, nous n'avons qu'an pas jusquaux murs de Tole, C'est le lien de refoge et de notre remède.
LE PAAGE Monſieur, pour prévenir toutes fortes de maux, Ie m’en vais préparer nos gens & nos chevaux.	LE PAGE Monsieur, pour prévenir toutes fortes de maux, Je m'en vais préparer nos gens et nos chevaux.
LE COMTE Oüy, Page, prend ce ſoin, jartens cet homieide.	LE COMTE Oui, Page, prend ce soin, jartends cet homie.
LE PAGE Ce monſtre doit mourir des mains de cet Alcide.	LE PAGE Ce montre doit mourir des mains de cet Alcide.
SCLNE IV.	SCLNE IV.
LE COMTE ſeul,	LE COMTE seul,
grands Dieux qui voyez les deſtins des humains, O Et tenez leur vie & leur mort dans vos mains;	grands Dieux qui voyez les destins des humains, Ô Et tenez leur vie et leur mort dans vos mains;
Qui vous intereſſez dans leurs jaſtes querelles, Et avez en horreur les ames criminelles, Vous voyez mon deſſein, & liſſez dans mon cœur, Aitendunt un Meurtrier dedans ce champ n’houneur;	Qui vous intéressez dans leurs jastes querelles, Et avez en horreur les âmes criminelles, Vous voyez mon dessein, et lissez dans mon cœur, Aitendunt un Meurtrier dedans ce champ n'houneur;
En demandant la vie & le ſaug de mon Pere, Favorilez mes vœur & ma junte conte	En demandant la vie et le saug de mon Père, Favorez mes vœur et ma junte conte
SCENE THEANDRE, D RODRIGVE, D SANCHE,	SCÈNE -THÉANDRE, D RODRIGUE, D ANCHE,
THEANDRE N genereux Guerrier meurt aprés le deſſein U De vous voir en chemiſe & lépée a là maiu.	THÉANDRE N généreux Guerrier meurt après le dessein V De vous voir en chemise et lépée a là maiu.
Cavalier, ie le ſers, ſans aucune repartie, Amenez un ſecond qui ſoit de la partie, Rec-vez ce cartel, n'en faites point de bruit, Et allons voir le lieu fans attendre la nuit.	Cavalier, Madame le sers, sans aucune répartie, Amenez un second qui soit de la partie, Rec-vez ce cartel, n'en faites point de bruit, Et allons voir le lieu sans attendre la nuit.
D.	D.
RODRIGVE O Cielt il faudra donc que ſuivaneſa eolere l'ôte la vie au Fils, comme j’ay fait au Pere!	RODRIGUE Ô Cielt il faudra donc que suivanesa éolère l'ôte la vie au Fils, comme j'ai fait au Père!
Et qu’une méme épee eteignant leur flambeau, Les enterrer tous deux dans un meme tombeau !	Et qu'une même épee éteignant leur flambeau, Les enterrer tous deux dans un même tombeau !
O foit!	Ô soit!
ô ſang!	ô sang!
ô Dieux!	ô Dieux!
ô ma chere Chimene?	ô ma chère Chimène?
Que nos maovais deſtins nous donnerons de peme, Les rerpects pour rhohneur nous ſont indifferens, Il faut perdre ma gloire, ou perdre tes parens, Ne erois pas.	Que nos maovais destins nous donnerons de peme, Les retrépects pour rhoheur nous sont indifférents, Il faut perdre ma gloire, ou perdre tes parents, Ne erais pas.
Cavalier qu’au regret qui me touche Le manquement de cœur faſſe parler ma bouche;	Cavalier qu'au regret qui me touche Le manquement de cœur fasse parler ma bouche;
Mais j’ay du déplaiſir de mettre au monument Vn corps que ma Chimeue aime ſi tendremens,	Mais j'ai du déplaisir de mettre au monument Un corps que ma Chimeue aime si tendrements,
Tragi Comedie.	Tragi Comédie.
Allous, c’eſt trop parler voyons ce jeune Comte, La paſſion m’emporte, il faut que ie Iaffronte, Et voir ſi mon acier aprés tant de deſits, Comme il a fait le Pere atrétera l e Fils :	Allous, c'est trop parler voyons ce jeune Comte, La passion m'emporte, il faut que ie Iaffronte, Et voir si mon acier après tant de désits, Comme il a fait le Père atrétera e Fils :
Dom Sanches iey preient aura part a la gloire.	Dom Sanches iey preient aura part à la gloire.
Il ſeta mon ſecoud, & en dira l’hiſtoire.	Il seta mon second, et en dira l'histoire.
D.	D.
SANCHE Le Cler pous partager avec vour cer nohdeur, Re double mon audace & m’enflame le cœur, DOREDRIGVE	SANCHE Le Cler pous partager avec vour cer nohdeur, Re double mon audace et m'enflamme le cœur, DOREDRIGUE
Allons donc, Cavalier, fais-moy voîr ce viſage Ie plains ſon infortune & pleute ſon dommage.	Allons donc, Cavalier, fais-moi voîr ce visage Je plains son infortune et plute son dommage.
TAEANDRE Aprehendez plutoſt un ſiniſtre malheur Et redoutez ſa force avecque ſa valeur.	TAEANDRE Appréhendez plutôt un sinistre malheur Et redoutez sa force avec sa valeur.
D.	D.
RODRIGVE Eſt-il plus que ſon Pere, & porte-il des charmes Qui rendent reuoutiuie & lon nom & ſes armes?	RODRIGUE Est-il plus que son Père, et porte-il des charmes Qui rendent revoutiie et lon nom et ses armes?
THEANDRE Son charme eſt ſon cournge, & mille Cavaliers de vu dans les combats ſe couvrir de ſauriers.	THÉANDRE Son charme est son cournge, et mille Cavaliers de vu dans les combats se couvrir de sauriers.
D.	D.
RODRIGVE.	RODRIGUE.
Ce ſont des coups d’aij courans méme fortune Dont la gloire & la perte eſt enſemble commune.	Ce sont des coups d'aij ourants même fortune Dont la gloire et la perte est ensemble commune.
TAIEANDRE	TAIEANDRE
Ce ſont des verités qui font craindre ſon nom Par tout où ſon courage a porté ſon renom.	Ce sont des vérités qui font craindre son nom Par tout où son courage a porté son renom.
D.	D.
RODRIGVE Il me tarde à le voir.	RODRIGUE Il me tarde à le voir.
THEANDRE Cette roche eſcarpée Nous le couvre tout ſeul avec ſon épée, le le voy, ſoyez preſt, il vient à ſein ouver, Vuidons le differend deſſus le gazon verd, Viſitez-le Dom Sanche, & s’il eſt en poſture, iſputons ce laurier en vengeant certe injure.	THÉANDRE Cette roche escarpée Nous le couvre tout seul avec son épée, le le vois, soyez prêt, il vient à sein ouver, Vidons le différend dessus le gazon verd, Visitez-le Dom Sanche, et s'il est en posture, isputons ce laurier en vengeant certe injure.
Ou tu perdras enſemble & la vie & l’honneur.	Ou tu perdras ensemble et la vie et l'honneur.
D.	D.
RCDRIGVE Tu las dit, c’eſt a toy que ie viens pour la tendre, ſeapelle t2 parole & pemie rte défendre.	RCDRIGUE Tu las dit, c'est a toi que je viens pour la tendre, seapelle t2 parole et pémie rète défendre.
LE COMTE	LE COMTE
Monttre, en ay plus fait en ce métier que toy.	Monttre, en ai plus fait en ce métier que toi.
D RODRIGVE	D RODRIGUE
Tu le dis.	Tu le dis.
LE COMTE	LE COMTE
onie IginD.	onie IginD.
RODRICVE Comte non fait pas moy, Ta valeur ne va pas au poiut de tacoicit.	RODRICUE Comte non fait pas moi, Ta valeur ne va pas au poiut de tacoicit.
LE COMTE Le Ciel me vengera du meurtre de mion Pere.	LE COMTE Le Ciel me vengera du meurtre de myon Père.
D.	D.
RODRIGVE D antont étoit trop e LE COMTE	RODRIGUE D antont était trop e LE COMTE
Ten voy deja tortir des goutes de ton Hanc.	Ten vois déjà tortir des goutes de ton Hanc.
D.	D.
RODRIGVE Ce n'eſt rien.	RODRIGUE Ce n'est rien.
Quireu faut avant que ie ut recre,	Quireu faut avant que ici ut recre,
LE COME Si faut-il que le Comte ou que Rodrigue meure.	LE COME Si faut-il que le Comte ou que Rodrigue meure.
D.	D.
RODRIGVE reu tiens, ce coup mortel me traverſe le ſein.	RODRIGUE re viens, ce coup mortel me traverse le sein.
LE COMTE	LE COMTE
Cet autre achevera ta vie & mon deſſein.	Cet autre achèvera ta vie et mon dessein.
Il tombe mort.	Il tombe mort.
Dieux!	Dieux!
ie ſuis ſatisfait en voyaut mon épée Du ſang de ce Meurtrier juiqu aux garueutrempé	Il suis satisfait en voyaut mon épée Du sang de ce Meurtrier juiqu aux garueutrempé
S0	S0
LE COMTE Prenons une autre route!	LE COMTE Prenons une autre route!
Adieu Sanche.	Adieu Sanche.
& t’apréte A diſcourir au vray des coups de ſa défaite, Tes veux ſont témoins.	et t'apprête A discourir au vrai des coups de sa défaite, Tes veux sont témoins.
Dis de ma part au Roy, Que ie mour tay pour lui ſi ſon zele eſt pour moy.	Dis de ma part au Roi, Que tu mour tai pour lui si son zèle est pour moi.
Le pardon de Rodrigue interine ma grace;	Le pardon de Rodrigue interine ma grâce;
Et un ſang pour un ſang les deux crimes efface:	Et un sang pour un sang les deux crimes efface:
Que ie le ſerviray contre ſes ennemis Si faccés de ſa Cour m’eſt librement permis.	Que était le servirai contre ses ennemis Si faccès de sa Cour m'est librement permis.
Dis-lui que hier au ſoir lui-méme étant en Ville, Le More avoit deſſein d aller prendre Seville, Qu il armoit puiſſamment, & que ie vis au Port L’appareil des guerriers qui doit faire leffort, Et que s’il veut donner des gens à ma conduite, Ie veux perdre I'honneur, s’ils ne prennent la fuite Et s il manque ce coup, qu il ſçaura cette nuit A quel point de malheur il ſe verra reduit.	Dis-lui que hier au soir lui-même étant en Ville, Le More avait dessein d ' prendre Ur, Qu il armait puissamment, et que personne vis au Port L'appareil des guerriers qui doit faire leffort, Et que s'il veut donner des gens à ma conduite, Je veux perdre J'honneur, s'ils ne prennent la fuite Et s' il manque ce coup, qu ' aura cette nuit A quel point de malheur il se verra réduit.
D.	D.
SANCHE (me, Grand Comte, arrétez donc ie remarque un GendarLe More eſt en campagne, & Seville en allarme, Voyez vous ce genet d’un be au gris-pommelé Prés d'un Barbe fougueux de poil alzan-brûlé, C’eſt le Comte de Gormas vorte Oncle & ſa ſuite, Vous avez des parens & des amis d’élite, Ioignez vous avec eux, rout vous ſera petmis, Vainquez & triomphez de tous nos ennemis:	SANCHE (me, Grand Comte, arrêtez donc été remarque un GendarLe More est en campagne, et Seville en alarme, Voyez vous ce genet d'un be au gris-pelé Près d'un Barbe fougueux de poil asan-brûlé, C'est le Comte de Gormas vorte Oncle et sa suite, Vous avez des parents et des amis d'élite, Ioignez vous avec eux, rout vous sera petis, Vainquez et triomphez de tous nos ennemis:
C’eſt un beau champ d'honneur ouvert pour la victoire Et pour y ſignaler Iéclat de votre gloite, Vous aurez un rentort & d’armer & de fyue La fottune aide aux ſoins des hommes diligens;	C'est un beau champ d'honneur ouvert pour la victoire Et pour y signaler Iéclat de votre gloite, Vous aurez un rentort et d'armer et de sive La fottune aide aux soins des hommes diligents;
Empoignez ſes cheveux, puiſqu elle ſe preſente, Et que votre bonheur réponde à mon attente:	Empoignez ses cheveux, puisqu elle se présente, Et que votre bonheur réponde à mon attente:
Que le Merre vous prenne ayant changé d habit, Pour le Mars de Caſtille, & non pas pour le Cid, Et quayant leui painu ce & leur force étouffée Leurs Roys & leurs captifs honorent vos trophées;	Que le Merre vous prenne ayant changé d' habit, Pour le Mars de Castille, et non pas pour le Cid, Et quayant levi ainu ce et leur force étouffée Leurs Rois et leurs captifs honorent vos trophées;
SCENE VIII.	SCÈNE VIII.
D SANCHE Ve l'homme eſt bien ſujet au caprice du ſort, En léelat de la vie il rencontre la mort, Tout ce bas Vnivers d’une regle commune, Dépend abſolument des loix de la Fortune;	 SANCHE Ve l'homme est bien sujet au caprice du sort, En léelat de la vie il rencontre la mort, Tout ce bas Venivers d'une Dépends de, La absolument des lois de la Fortune;
Ce qu'on apelle ſort, elle Ia decreté, Nos biens & nos malheurs ſont en ſa volonté;	Ce qu'on apelle sort, elle Ia décreté, Nos biens et nos malheurs sont en sa volonté;
Rendant l'être inégal nos penſées les plus meures Trouvent de bons momens & de mauvaiſes heures, Les mortels ont leurs jours & leur tems limité, Tout le monde eſt ſojet à la fatalité, Quand un corps ſe releve, on voit qu’un autre tombe?	Rendant l'être inégal nos pensées les plus meures Trouvent de bons moments et de mauvaises heures, Les mortels ont leurs jours et leur temps limité, Tout le monde est soujet à la fatalité, Quand un corps se relève, on voit qu'un autre tombe?
L’un entre au jour & j'autre ſous la tombe:	L'un entre au jour et j'autre sous la tombe:
Le ſort eſt doux à Iun à fautre rigoureux, Les uns ſont foriuné, les autres malheureux.	Le sort est doux à Jun à fautre rigoureux, Les uns sont foriuné, les autres malheureux.
Rodrigue ſe défiſt du Pere de ce Comte, Et il vange ſon ſang & repare ſa honte:	Rodrigue se défît du Père de ce Comte, Et il venge son sang et répare sa honte:
Tout ce qu’ou voit au monde hors le cours du Soleil, Peut avoir ſon ſemblable & trouver ſon pareil, Deplorable Guerrier au coup de ce naufrage, Que n'eus-tu de fortune autant que de courage!	Tout ce qu'ou voit au monde hors le cours du Soleil, Peut avoir son semblable et trouver son pareil, Déplorable Guerrier au coup de ce naufrage, Que n'eus-tu de fortune autant que de courage!
Ie ne répandrois pas ſolitaire en ces lieux, Des ſoûpirs de mon cœur, ni des pleurs de mes yeux:	Je ne répandrais pas solitaire en ces lieux, Des soupirs de mon cœur, ni des pleurs de mes yeux:
Mais à quoy ces regrets?	Mais à quoi ces regrets?
ſi les cendres éreintes Font auſſi peu de cas des ſoûpirs que des plaintes.	si les cendres éreintes Font aussi peu de cas des soupirs que des plaintes.
Vn mort paſſant loubli rejette tout ennui, Il perd le ſouvenir, & ie fais comme lui, La forttune eſt plus grande à celui qui demeure, De pleurer un ami, que ſi l'ami le pleure.	Un mort passant loubli rejette tout ennui, Il perd le souvenir, et personne fais comme lui, La fortune est plus grande à celui qui demeure, De pleurer un ami, que si l'ami le pleure.
SCENE IX.	SCÈNE IX.
D.	D.
FERNAND LE PRINCE, D.	FERNAND LE PRINCE, D.
FERNAND,	FERNAND,
Ve leSceprte dun Prince eſt un fardeau peſant!	Ve leSceprte dun Prince est un fardeau pesant!
Qu il lob'ige à de peines & de ſoins en naiſſant!	Qu il lob'ige à de peines et de soins en naissant!
Sou regue eſt une Mr, dont le calme & l'orage Changent à ſa fortune à tous coups de viſage:	Sou rège est une Mr, dont le calme et l'orage Changent à sa fortune à tous coups de visage:
Maintenant un triomhe en ſes exploits guerriers Le fait voir couronné de palmes & de lauriers:	Maintenant un triomhe en ses exploits guerriers Le fait voir couronné de palmes et de lauriers:
Et tantoſt un malheur perdant une vctoire, Lui ravit cet éclat, & ternit cette gloire;	Et tantôt un malheur perdant une vctoire, Lui ravit cet éclat, et ternit cette gloire;
Reſſemblaut au Soleit dont un nuage.	Ressemblaut au Soleit dont un nuage.
put Nous couvre la lumiere avec uuc vapeur, Ha!	put Nous couvre la lumière avec uc vapeur, Ha!
qu il n’eſt pas à faux ce vieil mot qu’on nont donne Qu il n’eſt point de fardeau tel que d’une Couronne :	qu il n'est pas à faux ce vieil mot qu'on nont donne Qu il 'est point de fardeau tel que d'une Couronne :
Et qui la trouveroit à terre lur ſes pas, Pour en orner ſon front ne la leveroit pas.	Et qui la trouverait à terre lur ses pas, Pour en orner son front ne la lèverait pas.
Combien de Roys fameux en pompe & en puiſſance Ont trouvé leur ruine avec leur ec d nce?	Combien de Rois fameux en pompe et en puissance Ont trouvé leur ruine avec leur ec d née?
Et brûlans à tous vens comme le pannonceau, rait de leur Sceptre d’or un sceptre de roſeau, Vû détruire leur peuple avecque leur fortune, Et n’avoir avec eux qu’une tombe commune :	Et brûlants à tous vents comme le pannonceau, rait de leur Sceptre d'or un sceptre de roseau, Vu détruire leur peuple avec leur fortune, Et n'avoir avec eux qu'une tombe commune :
Et porter leur Couronne, ayant été ſeumts, Au plus barbare cœur de tous leurs ennemis.	Et porter leur Couronne, ayant été seumts, Au plus barbare cœur de tous leurs ennemis.
LE PRINCE Grand Roy, quelle pensée & qu’avez-vous à craindr Verroit-on des ma heurs qui nous puiſſent atteiudre Le Ciel qui vous a mis au monde ſans pareil, A mis votre fortune à Iégal du Soleil.	LE PRINCE Grand Roi, quelle pensée et qu'avez-vous à craindr Ait-on des ma heurs qui nous puissent attejudre Le Ciel qui vous a mis au monde sans pareil, A mis votre fortune à Iégal du Soleil.
Vous é es au deſſus des foudres & des tempétes, Où lon voir ſes rayons, on y voit vos conquéres.	Vous éq es au des des foudres et des tempête, Où lon voir ses rayons, on y voit vos conquères.
Il vous a fait égaux en des titres divers Lui Roy des feux du Ciel, & vous de IVuivers;	Il vous a fait égaux en des titres divers Lui Roi des feux du Ciel, et vous de IVuivers;
D 2 Et parmi les faveurs & léclar qu’il vous donne, Que craignez-vous au monde en portant la Couronne?	 2 Et parmi les faveurs et léclar qu'il vous donne, Que craignez-vous au monde en portant la Couronne?
Vainquez en conquerani & la terre & les eaux.	Vainquez en conquérani et la terre et les eaux.
I’ay de nouveaux deſſeins pour des mondes nouveaux.	J'ai de nouveaux desseins pour des mondes nouveaux.
Mon cœur comme un Aiglon commence de s étendre, Et meſurer ſon vol à celui d’Alexandre.	Mon cœur comme un Aiglon commence de s étendre, Et mesurer son vol à celui d'Alexandre.
Let crromples d nonneur lont teſſement émeu.	Let cromples d nonneur lont tessement ému.
Qu’il touche avec le Sceptre à la Sphere du feu.	Qu'il touche avec le Sceptre à la Sphère du feu.
D FERNAND Le mien juſques icy dans ſon independance, A fait voir ſa grandeur avec ſa puiſſance:	 FERNAND Le mien jusques ici dans son indépendance, A fait voir sa grandeur avec sa puissance:
Et l’honneur n’eſt pas moindre apres avoir conquis, rder un païs que de Iavoir acquis;	Et l'honneur n'est pas moindre après avoir conquis, rder un pays que de Javoir acquis;
Des chandes ennemis j’augmentois mon Empire Et leur donnois e loix qu'ils me vouloient preſcrite, Quand ie voyois mon tems, ie trouvois des ébats A leur donner la chaſſe au milieu des combats;	Des chandes ennemis j'augmentais mon Empire Et leur donnais e loix qu'ils me voulaient prescrite, Quand Je voyais mon temps, je trouvais des ébats À leur donner la chasse au milieu des combats;
Aais les Mores ayant vû nos armes inégales epuis que j’ay vaincu les peuples de Vendalles, ſouſcrit une ligue.	Aais les Mores ayant vu nos armes inégales eût que j'ai vaincu les peuples de Vendalles, souscrit une ligue.
& paroit dans mes Ports ur de nouveaux deſſeins & de nouveaux renforts.	et parait dans mes Ports ur de nouveaux desseins et de nouveaux renforts.
n craignant une chute en voulant entreprendre, met tout ſon eſprit à me pouvoir ſurptendre.	n craignant une chute en voulant entreprendre, met tout son esprit à me pouvoir surptendre.
s’eſt rendu puiſſant ayant pour ſon apuy Perſe & l’Aragon armés avecque luy;	s'est rendu puissant ayant pour son appui Perse et l'Aragon armés avec notre;
bien que s’il m'attaque ou vient dans mes Provinees dois combattre ſeul les forces de rrois Princes, voir devant mes yeux partager mes Etats * triomphans exploirs de ces trois Potentats, nce, que de malheurs, lorſque notre Couronne pour ſoûtien la main de celui qui la donne!	bien que s'il m'attaque ou vient dans mes Provinées dois combattre seul les forces de rois Princes, voir devant mes yeux partager mes États * triomphants exploirs de ces trois Potentats, non, que de malheurs, lorsque notre Couronne pour soutien la main de celui qui la donne!
ux, ie la tiens de vous, foyes en le luport!	ux, Seigneur la tiens de vous, foies en le luport!
vous a pour garant eſt ioûjours aſſez fort;	vous a pour garant est toujours assez fort;
vous tout ſe détruit, les armes s’affoibliſſent, t tombe en deadence, & les Etats periſſent, me ayans daus vos mains nos étres & nos fins, vernez ma fortune, & guidez mes deſtins.	vous tout se détruit, les armes s'affoiblissent, t tombe en désadence, et les Etats périssent, me ayant daus vos mains nos êtes et nos fins, vernez ma fortune, et guidés mes destins.
Les grands Dieux daignent donc nous couvrir de leur Et nous faire un preſent d'une bonne nouvelle;	Les grands Dieux daignent donc nous couvrir de leur Et nous faire un présent d'une bonne nouvelle;
Et que divertiſſant nos eſprits & nos cœurs, Les Moies ſoient vaincus, & nos gens les vainqueurss	Et que divertissant nos esprits et nos cœurs, Les Moies soient vaincus, et nos gens les vainqueurss
LE PRINCE Agréez que mes vœux ſecondent vos prieres, Et atendons d’enhaut des eictoires entieres.	LE PRINCE Agréez que mes vœux secondent vos prières, Et atendons d'enhaut des eictoires entières.
