LELIE.	LELIE.
Ma loy desdamez Vous pouvez changer de rubricque.	Ma loi dédamez Vous pouvez changer de rubricque.
LE DOCTEVR.	LE DOCTEUR.
Pourquoy?	Pourquoi?
LEILE.	LEILE.
L’Ambaſſadeur d’Affrique, La doit eipouler aujourd uy.	L'Ambassadeur d'Afrique, La doit eipouler aujourd ui.
LE DOCTEVR.	LE DOCTEUR.
Qui vous la dit?	Qui vous la dit?
Eſtant a luy, LELIE.	Étant a Seigneur, LELIE.
Ie ſçay ſi la choſe eſt certaine.	Je sais si la chose est certaine.
LE DOCTEVR.	LE DOCTEUR.
Depuis quand?	Depuis quand?
LELIE.	LELIE.
De cette ſepmaine Par le moyen de mes amis, Et de la langue du pays,	De cette semaine Par le moyen de mes amis, Et de la langue du pays,
RO LOADASSAEEYR Que i’ay pourtant appriſe en France, I’ay de ſa maiſon l’Intendance.	RO LOADASSAEYR Que j'ai pourtant apprise en France, J'ai de sa maison l'Intendance.
Iugez ſi ie dois eſtre inſtruit, De la verité qui vous nuit Et ſi quelqu'autre que moy meſme Peut mieux connoiſtre ce qu’il ayme?	Jugez si personne dois être instruit, De la vérité qui vous nuit Et si quelqu'autre que moi seulement Peut mieux connaître ce qu'il aime?
Il la demanda hier au ſoir, Et ſon tuteur rauy d’auoir, Vn ſi recommandable gendre, Ne le fiſt pas beaucoup attendre, Il mit d’abort tout a ſon choix Et prit heure entre deux & trois Aujourd’huy pour ce mariage.	Il la demanda hier au soir, Et son tuteur ravi d'avoir, Un si recommandable gendre, Ne le fît pas beaucoup attendre, Il mit d'abort tout a son choix Et prit heure entre deux et trois Aujourd'hui pour ce mariage.
C’eſt vn homme de grand courage Et ſon credit en cét Eſtat Luy donnant rang de Potentat, Il n’eſt aucune reſiſtance 2 Qui ne le cedde a ſa puiſſance:	C'est un homme de grand courage Et son crédit en cet État Lui donnant rang de Potentat, Il n'est aucune résistance 2 Qui ne le cédède à sa puissance:
C’eſt pourquoy, craignant ſon courroux Vous ferez bien de filer doux.	C'est pourquoi, craignant son courroux Vous ferez bien de filer doux.
C’eſt vn advis que ie vous donne Pour voſtre bien, mais ie m’eſtonne De ne le point voit, car expres Il m’avoit mandé.	C'est un avis que ici vous donne Pour votre bien, mais tu m'étonne De ne le point voit, car exprès Il m'avait mandé.
SCENE V.	SCÈNE V.
CRISPIN.	CRISPIN.
en habit d’affriquain & ſa ſuitte.	en habit d'affriquain et sa suitte.
LELIE, LE DOCTEVR, CRISPIN.	LELIE, LE DOCTEUR, CRISPIN.
dans l’aiſle, Hola hais, LELIE.	dans l'aile, Holà hais, LELIE.
au docteur.	au docteur.
Le voicy.	Le voici.
CRISPIN.	CRISPIN.
Faquins, qu’on me ſuiue.	Faquins, qu'on me suive.
Le plus petit homme qui viue, N’eſt pas ſi mal ſeruy ie croy Hola ho truans, ſuivez moy.	Le plus petit homme qui vive, N'est pas si mal servivi croy Holà ho truants, suivez moi.
1it biin monſieur, l’auez vous venë Celle dont le bel œil me tuë?	1it biin monsieur, l'avez -vous venue Celle dont le bel œil me tue?
LELIE.	LELIE.
Non Seigneur.	Non Seigneur.
CRISPIN.	CRISPIN.
Pourquoy maiſtre fat, Vous auois-ie pas dit, pied plat, C iij De l’aduertir de ma viſitte Pour n’expoſer pas mon merite A luy deſcliner qui ie ſuis.	Pourquoi maître fat, Vous avais-je pas dit, pied plat, Ç ij à l'avertir de ma visitte Pour n'exposer pas mon mérite A ussy décliner qui tu suis.
Ouy.	Oui.
LELIE.	LELIE.
CRISPIN.	CRISPIN.
Qu’auez-vous donc fait depuis Que ie vous ay donné cet ordre?	Qu'avez-vous donc fait depuis Que je vous ai donné cet ordre?
LELIE.	LELIE.
au docteur.	au docteur.
Vous voyez qu’on n’oſe deſmordre Devant luy, ie tremble de peur, Pour vous de ſa mauvaiſe humeur S’il vient a ſçavoir voſtre flâme, v ous eltes perdu lui Mon alnes Taſchez à deſguiſer ſi bien, Qu’il ne vous ſoupçonne de rien.	Vous voyez qu'on n'ose démordre Devant ici, tu tremble de peur, Pour vous de sa mauvaise humeur S'il vient a savoir votre flamme, v ous éltes perdu lui Mon alnes Tâchez à déguiser si bien, Qu'il ne vous soupçonne de rien.
CRISPIN.	CRISPIN.
A la fin ie perds patience Dictes Monſieur, voſtre intendance Agrera-telle de m’ouyr?	À la fin assez perds patience Dictes Monsieur, votre intendance Agréra-telle de m'ouïr?
Quoy, vous penſez vous reſiouyr, Lors que d’Amour la tyrannie, Me reduict preſque a l’agonnie Et me roſtit iuſqu’aux boudins Par la ventre ſingry gredins, Si iamais en pareil miſtere, Vous me faittes mettre en colere, Ie vous avalleray tous vifs.	Quoi, vous pensez vous réjouir, Lors que d'Amour la tyrannie, Me réduit presque a l'agonnie Et me rôtit jusqu'aux boudins Par la ventre singri gredins, Si jamais en pareil mystère, Vous me faites mettre en colère, Je vous avallerai tous vifs.
Si iammais vous eſtes oiſifs, A me ſéruir pres de Lucreſſe.	Si jammais vous êtes oisifs, À me séruir pres de Lucresse.
LE DOCTEVR.	LE DOCTEUR.
Quoy Seigneur, c’eſt voſtre maiſtreſſe?	Quoy Seigneur, c'est votre maîtresse?
CRISPIN.	CRISPIN.
Vn peu ſi vous le trouvez bon.	Un peu si vous le trouvez bon.
Mais qui vous rait maltre barbon Fourrer le nez dans mon affaire.	Mais qui vous rait maltre barbon Fourrer le nez dans mon affaire.
LE DOCIEVR.	LE DOCIEUR.
Ie n’auois pas creu vous deſplaire.	Je n'avais pas cru vous déplaire.
CRISPIN.	CRISPIN.
Ventre, vous deuiez l’auoir creu, Sçachez qu’vn homme de mon crû, S’abbaiſſe en vous preſtant l’oreille, D’eſtalez.	Ventre, vous deviez l'avoir cru, Scachez qu'un homme de mon crû, S'abaisse en vous prêtant l'oreille, D'étalez.
ou, Kamdem SKoreille Horleam ſcanem tourtoury.	ou, 4amdem SOreille Horleam scanem tourtouri.
LE DOCTEVR.	LE DOCTEUR.
Que dit-il?	Que dit-il?
LELIE.	LELIE.
Il eſt fort marry De vous auoir veu tant d’audace, Et veut qu’a l’inſtant on vous chaſſe.	Il est fort marri De vous avoir vu tant d'audace, Et veut qu'a l'instant on vous chasse.
Si vous voulez le rappaiſer Il faut eſtre humble, & peu jaſer, A moins qu’il ne vous le commande.	Si vous voulez le rapaiser Il faut être humble, et peu jaser, À moins qu'il ne vous le commande.
LE DOCTEVR.	LE DOCTEUR.
I’incide que ma coulpe eſt grande:	J'incide que ma coulpe est grande:
Mais cuidez m’en donner pardon, Ie prieray le Ciel, pour guerdon De l’octroy de cette indulgence Qu’il vous donne entiere puiſſance, Sur vos plas mottels ennemis.	Mais cuidez m'en donner pardon, Je prierai le Ciel, pour guerdon De l'octroi de cette indulgence Qu'il vous donne entière puissance, Sur vos plas mottels ennemis.
Le rang, ou les Dieux vous ont mis Me fait apprehender de l’eſtre, le ſçais que vous eſtes mon maiſtre, Et i’epprouverois les effects De vos vertus, ſi pour iammais Voſtre ame envers moy benevolle, Mle voulont donner ta palvne, De ſe deſiſter d’vn objet Pour vous trop bas & trop abject.	Le rang, ou les Dieux vous ont mis Me fait appréhender de l'être, le sais que vous êtes mon maître, Et j'épprouverais les effets De vos vertus, si pour jammais Votre âme envers moi enevolle, Mle voulont donner ta palvne, De se désister d'un objet Pour vous trop bas et trop abject.
21	21
CRISPIN.	CRISPIN.
Plaiſt-il?	Plaît-il?
Ie ne puis vous entendre.	Je ne puis vous entendre.
AHDUGEETR.	AHDUGETR.
Quoy Seigneur, ne puis-je pretendre, Qu’vn preſent a mon cœur ſi doux, Me deſtine vn iour tout à vous.	Quoy Seigneur, ne puis-je prétendre, Qu'un présent à mon cœur si doux, Me destine un jour tout à vous.
CRISPIN.	CRISPIN.
Vous voulez eſtre a mon ſeruice?	Vous voulez être à mon service?
Auriez vous l’eſprit d’eſtre ſuiſſe?	Auriez -vous l'esprit d'être suisse?
Ce Ilicitier veut de naues talens.	Ce Ilicitier veut de naves talents.
LE DOCTEVR.	LE DOCTEUR.
Seigneur.	Seigneur.
0	0
CRISPIN.	CRISPIN.
Eſt-il bon pres des grands?	Est-il bon pres des grands?
Le retiendray-ie?	Le retiendrai-je?
LELIE.	LELIE.
Il en eſt digne.	Il en est digne.
LE DOCTEVR.	LE DOCTEUR.
Seigneur.	Seigneur.
CRISPIN.	CRISPIN.
Vous trouve-t’on à ieun, Par fois?	Vous trouve-t-on à jeun, Par fois?
eſtes-vous famelique?	êtes-vous famélique?
CRISPIN.	CRISPIN.
De l’exercice de la picque, Praticquez-vous quelque leçon, Car pour eſtre ioly garçon, Il faut de la pointe, & du manche	De l'exercice de la pique, Praticquez-vous quelque leçon, Car pour être joli garçon, Il faut de la pointe, et du manche
LE DOCTEVR.	LE DOCTEUR.
Seigneur.	Seigneur.
CRISPIN.	CRISPIN.
Vous n’eſtes pas Voulez-vous dire vn fier à bras Ie le vois bien à voſtre mine.	Vous n'êtes pas Voulez-vous dire un fier à bras Je le vois bien à votre mine.
Mais en reuancne à la cuine, Vous eſtes vn diable.	Mais en revancne à la cuine, Vous êtes un diable.
LE DOCIEVR.	LE DOCIEUR.
Ah!	Ah!
Seigneur.	Seigneur.
CRISPIN.	CRISPIN.
araure pente quui uaudur De pois gris, ie croy qu’il fait rage.	arraure pente quui uaudur De pois gris, ie croy il fait rage.
A l'ailaut d'un plat de poragc.	À l'ailaut d'un plat de poragc.
LE DOCTEVR.	LE DOCTEUR.
Quoy ne pouvoir reſpondre vn mot?	Quoi ne pouvoir répondre un mot?
CRISPIN.	CRISPIN.
Que murmurez-vous idiot, Reſpondez-moy gros ſac à trippe.	Que murmurez-vous idiot, Respondez-moi gros sac à tripe.
N’excrimés-vous point de la grippe, Car qui dit portier dit.	N'excrimez-vous point de la grippe, Car qui dit portier dit.
Mais non Les Suiſſes n'ont pas ce renom, Les portiers de la Commedie, Leur diſputent cette partie, L’experienee nous l’apprent Mais venons au point important Des queſtions qu'ils v ous faut faire, Dittes-moy, ſçavez-vous vous taire Quand on vous chargé d’vn ſecret pas Sçauez-vous rendre le poulet, Sans vouloir connoiſtre la poulle.	Mais non Les Suisses n'ont pas ce renom, Les portiers de la Commedie, Leur disputent cette partie, L'expérience nous l'appren Mais venons au point important Des questions qu'ils v ous faut faire, Dittes-moi, Savez-vous vous taire Quand on vous chargé d'un secret pas Savez-vous rendre le poulet, Sans vouloir connaître la poulle.
Car Meſſieurs les culs de ſiboulle Pour auoir ioué de ces tours, N’ont plus d’ambaſſades d’amours, Mais ie vous eſtime plus ſage, Et puis vous eſtes dans vn aagé, Ou la plus forte paſſion Donne peu de ſuſpition.	Car Messieurs les culs de siboule Pour avoir joué de ces tours, N'ont plus d'ambassades d'amours, Mais je vous estime plus sage, Et puis vous êtes dans un aagé, Ou la plus forte passion Donne peu de suspition.
LE DOCTEVR.	LE DOCTEUR.
Les beaux emplois qu’il me deſtine.	Les beaux emplois qu'il me destine.
Ah!	Ah!
maudit amour.	maudit amour.
Ah!	Ah!
lutine Qui fit exclorre mes deſirs, Pour me cauſer ces deſplaiſirs, Ie renonce a ta ſervitude, Et veux deſormais que l’eſtude Soit mon vnique paſſion.	lutine Qui fit exclorre mes désirs, Pour me causer ces déplaisirs, Je renonce a ta servitude, Et veux désormais que l'étude Soit mon unique passion.
CRISPIN Ouy i’y faiſois refflection.	CRISPIN Oui j'y faisais refflection.
Vous ſerez iuſtement mon homme, Comment eſt-ce que l’on vous nomme?	Vous serez justement mon homme, Comment est-ce que l'on vous nomme?
Moy Seigneur?	Moy Seigneur?
vous le ſçauez bien v oitte eiprit d'ignore de hetl.	vous le savez bien v oitte eiprit d'ignore de hetl.
CRISPIN.	CRISPIN.
Il eſt tout vray, mais on oublye Quelques fois.	Il est tout vrai, mais on oublie Quelques fois.
Ca	Ca
LE DOCTEVR.	LE DOCTEUR.
Vne ame accomplie Comme la voſtre l’eſt Seigneur, Neſt point ſujette a cette erreur, Vous avez vne connoſſance Conſonnante à voſtre naiſſance, Vos vertus ſont dans vn degré.	Une âme accomplie Comme la vôtre l'est Seigneur, Nest point sujet à cette erreur, Vous avez connaissance Consonnante à votre naissance, Vos vertus sont dans un degré.
CRISPIN.	CRISPIN.
Vous me connoiſſez a mon gré, Bien mieux que ie ne fais moy meſme, Car cette ſcience ſupreme, Ces vertus, & tous ces appas 3 Qu’en moy vous trouvez à tous pas N’e m’eſtoient en aucune ſorte ontidey uumlodladlo mn emporte.	Vous me connaissez à mon gré, Bien mieux que je ne fais moi -même, Car cette science suprême, Ces vertus, et tous ces appas 3 Qu'en moi vous trouvez à tous pas N'e m'étaient en aucune sorte ontidey umlodéladlo mn morte.
LE DOCTEVR.	LE DOCTEUR.
Elles ſont toutesfois d’vn rang Si noble, ſi hault & ſi grand.	Elles sont toutefois d'vn rang Si noble, si hauts et si grand.
CRISPIN.	CRISPIN.
11210 Il faut donc qu'elles ſoient ſi hautes, Que ie ne les vois pas, Tirbautes.	11210 Il faut donc qu'elles soient si hautes, Que tu ne les vois pas, Tirbautes.
VN VALET.	UN VALET.
En habit d'Affriquain Deh A bariex.	En habit d'Afriquain Déh A bariex.
CRISPIN Gooth dan Kem cum vir, Salcardy bucdemek ſatir Et voldrecam.	CRISPIN Gooth dan Em cum vir, Salcardi bucdemek satir Et voldrecam.
LE DOCTEVR.	LE DOCTEUR.
a Lelie.	à Lélie.
Par ces mots?	Par ces mots?
&ue ce qu’il chante	etue ce qu'il chante
LELIE.	LELIE.
Il s’impatiente De ce qu’il ne voit point venir Lucreſſe, & l’envoye querir.	Il s'impatiente De ce qu'il ne voit point venir Lucresse, et l'envoie quérir.
LE DOCTEVR.	LE DOCTEUR.
Pour conclure le mariage?	Pour conclure le mariage?
Taiſez vous.	Taisez -vous.
LELIE.	LELIE.
2	2
GRISPIN.	GRISPIN.
Enfin ie la voy, Le ciel ſoit louë ſur ma foy, Ma grandeur ſe laſſoit d’attendre.	Enfin ici la vois, Le ciel soit loue sur ma foi, Ma grandeur se lassait d'attendre.
SCENE VI.	SCÈNE VI.
LVCRESSE, BEATRIS, CRISPIN, LELIE, LE DOCTEVR.	LUCRESSE, BEATRIZ, CRISPIN, LELIE, LE DOCTEUR.
Suitte, CRISPIN.	Suite, CRISPIN.
Bon-jour blondine à l’ame tendre.	Bonjour blondine à l'âme tendre.
BEATRIS.	BEATRIZ.
Madame les plaiſans mâtins, Voyez-vous tous ces diablotins, I'ls me font peur,	Madame les plaisants mâtins, Voyez-vous tous ces diablotins, J'ls me font peur,
LVCRESSL.	LVCRESSL.
Taiſez vous beſte.	Taisez -vous bête.
Rentrez vous troubleriez la feſte.	Rentrez -vous troubleriez la fête.
CRISPIN.	CRISPIN.
Suiſſe, je vous fais harangueur, Vous avez l’habit d’vn Docteur, Faictes moy promptement paroiſtre, Si vous eſtes digne de l’eſtre.	Suisse, je vous fais harangueur, Vous avez l'habit d'un Docteur, Faites moi promptement paraître, Si vous êtes digne de l'être.
Voyons ſans attendre plus tard, De voſtre eau dans vn cocquemard, Faictes concevoir à Madame, Que ſes yeux ont produict ma flâme, Que ſon port, ſon geſte & ſa voix Ont reduict mon cœur aux abbois, Enfin dictes ce qu’il faut dire, Pour luy declarer mon martire.	Voyons sans attendre plus tard, De votre eau dans un cocquemard, Faites concevoir à Madame, Que ses yeux ont produit ma flamme, Que son port, son geste et sa voix Ont réduit mon cœur aux abois, Enfin dictes ce qu'il faut dire, Pour notre déclarer mon martyre.
LE DOCTEVR.	LE DOCTEUR.
Il faudroit auoir voſtre eſprit, Seigneur.	Il faudrait avoir Rom esprit, Seigneur.
CRISITNe, Faictes ce qu’on vous dict.	CRISITNe, Faites ce qu'on vous dit.
LE DOCTEVR.	LE DOCTEUR.
Mais Seigneur.	Mais Seigneur.
CRISPIN.	CRISPIN.
lais.	lais.
ſans préambule,	sans préambule,
LE DOCTEVR.	LE DOCTEUR.
Mais quoy.	Mais quoi.
CRISPIN.	CRISPIN.
Mais quoy teſte de mulle, Vous demeurerez iuſqv’au ſoir, A conſulter voſtre aviſoir or tous ne chantez d’autte ſorte Ie vais vous remettre a la porte	Mais quoi tête de mulle, Vous demeurerez jusqv'au soir, À consulter votre avisoir or tous ne chantez d'autte sorte Je vais vous remettre a la porte
LE DOCTEVR.	LE DOCTEUR.
Ie m’aquiteray mal.	Je m'aquitterai mal.
CRISPIN.	CRISPIN.
Tant mieux.	Tant mieux.
Iazez animal chaſſieux.	Iazez animal chassieux.
Câ preſcement.	Cas prescement.
LE DOCTEVR.	LE DOCTEUR.
Quelle eſt ma peine!	Quelle est ma peine!
CRISPIN.	CRISPIN.
Ferons nous icy quarantaine?	Ferons nous ici quarantaine?
EDDOLTAVR.	EDDOLTAUR.
Madame.	Madame.
helas!	hélas!
CRISPIN.	CRISPIN.
Peſte du ſot, Qui ſoûpire, & n’a dit qu’vn mot Continuez.	Peste du sot, Qui soupire, et n'a dit qu'un mot Continuez.
CRISPIN.	CRISPIN.
d’vn ton ridicule.	d'un ton ridicule.
Mais helas!	Mais hélas!
Pecore, Qui ne peut faire vn compliment S’il ne ſoûpire inceſſament Ah!	Pécore, Qui ne peut faire un compliment S'il ne soupire incessament Ah!
Docteur en ſouppe ſalée, Vous avez la teſte feſlée, Pourſuivez, & vantez luy bienL’ardeur que iay de mne voi nim.	Docteur en soupe salée, Vous avez la tête fêlée, Poursuivez, et vantez lui bienLardeur que iay de mune voi nim.
LE DOCTEVR.	LE DOCTEUR.
Iaçoit Madame Que l’œil ſoit le miroir de l’ame, Ceux de ce grand Ambaſſadeur Vous doivent exhiber ſon cœur Et vous dire qu’il vous adore Mais helas!	Iaçoit Madame Que l'œil soit le miroir de l'âme, Ceux de ce grand Ambassadeur Vous doivent exhiber son cœur Et vous dire qu'il vous adore Mais hélas!
LE DOCTEVR.	LE DOCTEUR.
Ouy cet Ambaſſadeur illuſtre.	Oui cet Ambassadeur illustre.
Pour multiplier voſtre luſtre, Et prouver à tout l’Vniuers, Qu’il fait gloire d’eſtre en vos fers, Veut que ma débile eloquence, Vous extolle la violence, Du deſir qu’il à d’eſtre a vous, Et de deven voltte elpoua, Mais helas !	Pour multiplier votre lustre, Et prouver à tout l'Univers, Qu'il fait gloire d'être en vos fers, Veut que ma débile éloquence, Vous extolle la violence, Du désir qu'il à d'être à vous, Et de deven voltte ellepoua, Mais hélas !
CRISPIN.	CRISPIN.
Mais helas!	Mais hélas!
de grace, Pourquoy certe ſotte grimace Mais helas!	de grâce, Pourquoi certe sotte grimace Mais hélas!
EB DOCIEVN Mais Seigneur, peut-on Parler d’Amour ſans ſoupirs?	EB DOCIEUN Mais Seigneur, peut-on Parler d'Amour sans soupirs?
CRISPIN.	CRISPIN.
Non.	Non.
Mais il faut d’vn temps à l’autre, De voſtre voix virer la peautre, C’eſt à dire tantoſt plus hault, Et puis plus bas ſelon qu’il faut, Par exemple eſcoutez nouice, a Lucreſſe.	Mais il faut d'un temps à l'autre, De votre voix virer la peautre, C'est -à -dire tantôt plus hautés, Et puis plus bas selon qu'il faut, Par exemple écoutez nouvice, à Lucresse.
Hola future ambaſſadeiſſe, Ie vous ayme & ſuis cependant, Ambaſſadeur ambaſſadant, Pour eſtte voſtre camarade, Faut que ie me deſambaſſade Car vn illuſtre ambaſſadeur, Ne peut ſans trahir ſa grandeur Vous aymer en ligne directe, Donc pour montrer que ie reſpecte Vos yeux frippons qui m’ont vaincu, Ie mets mon ambaſſade à cul, Aouf.	Holà future ambassadeisse, Je vous aime et suis cependant, Ambassadeur ambassadant, Pour estte votre camarade, Faut que personne me désambassade Car avoir illustre ambassadeur, Ne peut sans trahir sa grandeur Vous aimer en ligne directe, Donc pour montrer que ie respecte Vos yeux fripons qui m'ont vaincu, Je mets mon ambassade à cul, Aouf.
Et bien que vous en ſemble.	Et bien que vous en semble.
Ah!	Ah!
LE DOCTEVR.	LE DOCTEUR.
LVCRESSE.	LVCRESSE.
Ie tremble, Seigneur, à l’aſpect de vos yeux, Vn air graue & majeſtueux.	Je tremble, Seigneur, à l'aspect de vos yeux, Un air grave et majestueux.
Y brille avec tant d’advantage Qu’alors que ie vous enuiſage, Ie ſuis dans l’admiration:	Y brille avec tant d'avantage Qu'alors que ie Vous envisage, Je suis dans l'admiration:
Mais Seigneur ma condition Me deffend l’eſpoir temeraire De poſſeder l’heur de vous plaire, Et vous ſçavez qu’vn rang trop bas.	Mais Seigneur ma condition Me défend l'espoir téméraire De posséder l'heur de vous plaire, Et vous savez qu'un rang trop bas.
CRISPIN.	CRISPIN.
Mon enfant ie n’en doute pas, Ie ſçay que c’eſt me faire tache:	Mon enfant ici n'en doute pas, Je sais que c'est me faire tache:
Mais encore que ie le ſçache.	Mais encore que ici le secache.
Noir comme vn diable, il m'eſt bien doux, D’eſperer eſtre aymé de vous.	Noir comme un diable, il m'est bien doux, D'espérer être aimé de vous.
LE DOCTEVR.	LE DOCTEUR.
Quoy le loumnay qu'on mne tonde, Et ie.	Quoi le loumnai qu'on mène tonde, Et grands.
GRISPIN.	GRISPIN.
Hibou dont le cœur gronde Taiſez vous.	Hibou dont le cœur gronde Taisez -vous.
LE DOCTEVR.	LE DOCTEUR.
Ou ſui-je reduit.	Ou zvi-je réduit.
SCENE VII.	SCÈNE VII.
BEATRIS, LVCRESSE, CRISPIN, LELIE, LE DOCTEVR.	BEATRIZ, LUCRESSE, CRISPIN, LELIE, LE DOCTEUR.
BEATRIS.	BEATRIZ.
Adame l’Allemand me ſuit, MEt ſi ſon maiſtre l’accompagne Pour vous le diable eſt en campagne Rentrons.	Adame l'Allemand me suit, MEt si son maître l'accompagne Pour vous le diable est en campagne Rentrons.
LELIE.	LELIE.
Non non n’en faittes rien, Madame, ie ſçay le moyen.	Non non n'en faites rien, Madame, Seigneur sais le moyen.
D’appaiſer le mal qui le picque.	D'apaiser le mal qui le pique.
CRISPIN.	CRISPIN.
Garre l’Ambaſſadeur d’Affrique Ie crains bien que ce viel penard, Ne devine ou giſt le renard:	Garre l'Ambassadeur d'Afrique Je crains bien que ce viel pénard, Ne devine ou gît le renard:
Mais trefve de melancolie Voicy ſon valet.	Mais trêve de mélancolie Voici son valet.
E ve lesods I’ay bien peur.	E ve lesods J'ai bien peur.
Ah!	Ah!
Lelie	Lélie
D.	D.
LLIE Avoir lie craiguez rien, Encore vn coup tout ira bien.	LLIE Avoir lie craiguez rien, Encore un coup tout ira bien.
GEEVIII.	GEUIII.
LELIE, LVCRESSE, CRISPIN, L’ALLEMEND.	LELIE, LVCRESSE, CRISPIN, L'ALLEMEND.
BEATRIS, LE DOCTEVR.	BEATRIZ, LE DOCTEUR.
L’ALLEMAND.	L'ALLEMAND.
T’ou fientre ſti piau maſcarate?	T'ou fientre sti piau mascarate?
Fous tonc ainſi paſſer la temps, Quant fous croire monſer aux champs?	Fous tonc ainsi passer la temps, Quant fous croire monser aux champs?
Mon foye ch’afoir pien tes novfelles A fous tire, Mon tame.	Mon foie ch'afoir pien tes novelles A fous tire, Mon tame.
LVCRESSE.	LVCRESSE.
Et qu’elles?	Et qu'elles?
cctonte vienten adiourd huy * Pourquoy n’eſt tu pas avec luy.	cctonte vienten adiourd hui * Pourquoi n'est tu pas avec notre.
L’ALLEMAND.	L'ALLEMAND.
Tiaple, chey non point moy t’enfie Le-pon tieu me carte mon fie, dno lauron pome ecop iong feſcu.	Tiaple, chey non point moi t'enfie Lépon tieu me qu' on fie, dno lauron pome ecop yong sécu.
LVCRESSE.	LVCRESSE.
Explique toy.	Explique toi.
Quoy?	Quoi?
Que dis tu?	Que dis tu?
L’ALLEMAND.	L'ALLEMAND.
Puiſque ſous fouloir qu’on fous tire, Fous pien poufoir ceſſer te rire Foſtre tuteur il eſt mouru.	Puisque sous fouloir qu'on fous tire, Fous pien oufoir cesser te rire Fotre tuteur il est mouru.
LVCRESSE.	LVCRESSE.
Que veux-tu dire eſprit bouru, Geronte eſt mort?	Que veux-tu dire esprit bouru, Géronte est mort?
L’ALLEMAND.	L'ALLEMAND.
Mon foye ſans fautes, D Il eſtre au royaume tes taupes.	Mon foie sans fautes, D ame au royaume tes taupes.
LVCRESSE.	LVCRESSE.
Et comment par quel accident;	Et comment par quel accident;
L’ALLEMAND.	L'ALLEMAND.
Chel tire fous tout incontenant, Fous fçafoir plis que tafantage, Que monſer aymer la ramache.	Chel tire fous tout incontenant, Fous fafoir plis que tafantage, Que monter aimer la ramache.
Des oiſiaux, O pien ſti matin, Il aller titan la chartin Pour teſnicher teſfus vn pranche Vn nid qu’il foir l’autre timanche.	Des oisieurs, Ô pien sti matin, Il aller titan la chartin Pour tesnicher tesfus un pranche Un nid qu'il soir l'autre timanche.
Mon foye l’y n’eſtre point en haut Qu’il tompet tout preti pretaut Te pranche en pranche à la renferſe.	Mon foie l'y n'être point en haut Qu'il tompet tout prêt prétaut Te anche en pranche à la renferse.
our ler chone que lous pelle vn herſe.	our ler chone que lous pelle un herse.
Party trois erands morciaux te pois, Entri tans fon fantre trois fois.	Parti trois erands morciaux te pois, Entri tans son fantre trois fois.
LVCRESSE.	LVCRESSE.
N’a t’il point parlé.	N'a -t-il point parlé.
L’ALLEMAND.	L'ALLEMAND.
Non mon tame.	Non mon tâme.
Il tire s’ilment en lerantant l’ame, Le tiaple emporte les moyneaux.	Il tire s'ilment en lerantant l'âme, Le tiaple emporte les moineaux.
LELIE.	LELIE.
Le ciel à finy nos trauaux Madame, cette mort vous laiſſe Lieu d’accomplir voſtre promeſſe	Le ciel à fini nos trauaux Madame, cette mort vous laisse Lieu d'accomplir votre promesse
CRISPIN.	CRISPIN.
Vous allez bien viſte a l'offrande Toubeau, patience vn moment vous ne faictes pas compliment Et ne de mandez pas auluiſte Si 'l le veut bien	Vous allez bien vite à l'offrande Toubeau, patience un moment vous ne faites pas compliment Et ne de mandez pas auluiste Si ' elle le veut bien
LVCRESSE.	LVCRESSE.
Tays toy jocriſſe Và te promener auec luy	Tais -toi jocrisse Và te promener Vou lui
CRISPIN.	CRISPIN.
Ah non pas ſi'l vous plaiſt mesſuy On ne fait pas ainſi la nicque Aux Ambaſſadeurt de l’Affricque Qu’il aille au diable j’y conſens Mais pour moy ma foy ie pretends que deuuu paja ma peine Et que i’en faſſe vne Affricquaine.	Ah non pas si'l vous plaît messui On ne fait pas ainsi la nicque Aux Ambassadeurt de l'Africque Qu'il aille au diable j'y consens Mais pour moi ma foi quelque prétends que devu pajà ma peine Et que j'en fasse une Africquaine.
BEATRIS.	BEATRIZ.
Va, Va, cela ne te peut fuir.	Va, Va, cela ne te peut fuir.
CRISPIN.	CRISPIN.
Sus allons donc nous reſiouyr, Adieu Suiſſe ou Docteur.	Sus allons donc nous réjouir, Adieu Suisse ou Docteur.
DOCTEVR.	DOCTEUR.
Au diable, Traiſtre, impoſteur, fourbe execrable.	Au diable, Traître, imposteur, fourbe exécrable.
CRISPIN.	CRISPIN.
Adieu Meſſieurs.	Adieu Messieurs.
l’Ambaſſadeur D’Affrique, eſt voſtre ſeruiteux	L'Ambassadeur D'Afrique, est votre serviteux
PAXV.	PAXV.
A L'AVTHEVR Lluſtre fauory du ſçavant Appollon, I Qui te portoit ſi tard à nous faire paroiſtre, Les Ouvrages brillans que tu peux faire naiſtre, Inſpiré par les ſœurs de ſon facré vallon?	À L'AVTHEVR Llustre favori du savant Apollon, I Qui te portait si tard à nous faire paraître, Les Ouvrages brillants que tu peux faire naître, Inspiré par les sœurs de son sacré vallon?
2 A quoy s’eſt occupé ton eſprit admirable?	2 A quoi s'est occupé ton esprit admirable?
Depuis que ton merite éclatte en l’vniuers, Le mu iu pus uen prouutre vn million de Vers, Pour te rendre en tous lieux a iamais memorable s	Depuis que ton mérite éclatte en l'Univers, Le mu ju pus ouven prouutre un million de Vers, Pour te rendre en tous lieux a jamais mémorable savoir
