De dancer en marchant je ne m’abſtiens qu’à peine L’Air que iie dois chanter, me ſemble ſi galant, Que ie ne ſçay comment ie ne dançe en parlant;	De dancer en marchant je ne m'abstiens qu'à peine L'AY que jie dois chanter, me semble si galant, Que tu ne sais comment mieux ne dançe en parlant;
Et j’ay l’eſprit ſi plein de ce que j’imagine, Que je croy voir en l’air toûjours quelque Machine Tu reſves.	Et j'ai l'esprit si plein de ce que j'imagine, Que je crois voir en l'air toujours quelque Machine Tu rêves.
LECRECE	LECRECE
AMINTE, Il eſt vray que toûjouis ſur quoy que l'on s’afſure;	AMINTE, Il est vrai que toujours sur sur quoique l'on s'afsure;
Ton cha grin d’eſprit fort eſt de mauvais augures Et ton cœur que la joye auroit dequoy tenter, Avant qu'e d’en ioüir, cherche à s’en rebutes Il n’eſt point de projet de qui ta prévoyance N’empoiſonne toûjours le plaiſir par avance;	Ton cha grin d'esprit fort est de mauvais augures Et ton cœur que la joie aurait dequoy tenter, Avant qu'en j'en jouir, cherche à s'en rebutes Il n'est point de projet de qui ta prévoyance N'empoisonne toujours le plaisir par avance;
Et ton cœur qui n’en a que ton chagrin pour fruit, Encenſe à tous momens les Monſtres qu’il produit.	Et ton cœur qui n'en a que ton chagrin pour fruit, Encense à tous moments les Monstres qu'il produit.
Au millieu des plaiſirs où ton penchant te livre, Tu te fais un Roman de ce qui les peut ſuivre;	Au millieu des plaisirs où ton penchant te livre, Tu te fais un Roman de ce qui les peut suivre;
Et tu crois que toûjours la joye où l’on s’attend, Eſt un piege ſecret que le plaiſir nous tend.	Et tu crois que toujours la joie où l'on s'attend, Est un piège secret que le plaisir nous tend.
Quoy, ſur tous les plaiſirs dont nôtre ame eſt émuë Faut-il toûjours paſſer le furur en reveuë, Meſler toûjours de fiel ce qu’il a de douceur, Se livrer au plaiſir dans les bras de la peur, Et vouloir ſe piquer avec tant de jeunneſſe De la ſotte vertu des ſept Sages de Grece?	Quoi, sur tous les plaisirs dont notre âme est émue Faut-il toujours passer le fur en reçue, Mêler toujours de fiel ce qu'il a de douceur, Se livrer au plaisir dans les bras de la peur, Et vouloir se piquer avec tant de jeunesse De la sotte vertu des sept Sages de Grèce?
Pour moï, quoy que toûjours prête à me divertir, Je crois avoir des yeux, & crois m’en bien ſervir;	Pour moï, quoi que toujours prête à me divertir, Je crois avoir des yeux, et crois m'en bien servir;
Mais à les employer, quelque lieu que je voye, Je les ferme au chagrin, & les ouvre à la joyes Je prens, ſans balancer, ſut ce qui te retient, Le plaiſir tel qu’il s’offre, & le temps cõme il vient Coutente da prerens plarce qui me concaune;	Mais à les employer, quelque lieu que je voie, Je les ferme au chagrin, et les ouvre à la joies Je prends, sans balancer, sut ce qui te retient, Le plaisir tel qu'il s'offre, et le temps commme il vient Coutente da prérents plarce qui me concaune;
Je ne veux point paſſer pour Sibille moderne, Je me fais du preſent un remede au futur, Et j’ay toûjours trouvé ce party le plus ſûr.	Je ne veux point passer pour Sibille moderne, Je me fais du présent un remède au futur, Et j'ai toujours trouvé ce parti le plus suir.
LuSTINE.	LuSTINE.
Sì j'oſe icy meſler vos ſentimens aux nôtres, Je croy que ce chagrin ſert de pretexre à d’autres;	 S'ose ici mêler vos sentiments aux nôtres, Je crois que ce chagrin sert de prétexte à d'autres;
Et ſon Amant abſent.	Et son Amant absent.
LUCINDE.	LUCINDE.
Cela peut-être ainſy.	Cela peut-être ainsi.
Mais emploions le temps que nous perdons icy;	Mais employons le temps que nous perdons ici;
’Attendans qu’au Logis les Conviez ſe vendent, Allons faire hâter vos Gens qui nous attendent, Allons voir s’il ont eu ſoin de ſe traveſtir, Et ne ſongeons à rien qu’à nous bien divertir,	Çà Attendans qu'au Logis les Conviés se vendent, Allons faire hâter vos Gens qui nous attendent, Allons voir s'il ont eu soin de se travestir, Et ne songeons à rien qu'à nous bien divertir,
SCENE V.	SCÈNE V.
LAYS, DARGENTBREF, AMINTE, DAMON, 1104 LUCRECE, CRISPIN, JUSTINE, LUCINDE, Eltiorrra H Monſieur.	LAIS, DARGENTBREF, AMINTE, DAMON, 1104 LUCRECE, CRISPIN, JUSTINE, LUCINDE, Eltiorrra H Monsieur.
DAMON.	DAMON.
Quej* ERRIIN Monſieur.	Quej* ERIIN Monsieur.
DAMON.	DAMON.
Quel accident t’afflige?	Quel accident t'afflige?
Tout eſt perdu.	Tout est perdu.
chrpras Comment?	chras Comment?
PDAMON.	PDAMON.
CRISPIN.	CRISPIN.
Tout eſt perdu vous dis-je s Nous pouvons vous & moi deſerter la Maiſon, Et nous allons chanter ſur un diable de ton.	Tout est perdu vous dis-je s Nous pouvons vous et moi déserter la Maison, Et nous allons chanter sur un diable de ton.
2	2
DAMON.	DAMON.
Quel eſt donc ce malheur?	Quel est donc ce malheur?
CRISPIN.	CRISPIN.
An je, me deſeſpere.	An je, me désespère.
Dis.	Dis.
DAMON.	DAMON.
CRISPIN Vôtre Pere vient d'arriver.	CRISPIN Votre Père vient d'arriver.
DAMON.	DAMON.
Qui?	Qui?
mon Pere?	mon Père?
CRISPIN.	CRISPIN.
Vôtre Pere, Monſieur.	Votre Père, Monsieur.
2	2
DAMON.	DAMON.
Et de qui Ias-tu ſçu?	Et de qui Jas-tu sçu?
LAYS.	LAIS.
Tu te moques de nous.	Tu te moques de nous.
CRISPIN Madame, je l'ay veu.	CRISPIN Madame, je l'ai vu.
AMINTE Pour troubler nos plaifirs, quelques Viſionairesoea	AMINTE Pour troubler nos plaisirs, quelques Visionairesoea
CRISPIN Je Tay veu vous dit-oi, ionges à vos aharrese	CRISPIN Je Tai vu vous dit-je, ionges à vos aharré
LDAMORT VATI VAN Quel contre-temps!	LDAMORT VATI VAN Quel contretemps!
ò Ciel!	§ Ciel!
luy que je croy mort.	Elle que je crois mort.
CRISPIN.	CRISPIN.
Tout aelheure ai reneau vient d’arriver au Port, Il eſt vénu dedans.	Tout aelheure ai reneau vient d'arriver au Port, Il est vénu dedans.
AMINIL.	AMINIL.
Cela n’eſt pas croyable.	Cela n'est pas croyable.
CRISPIN.	CRISPIN.
Il marche ſur mes pas, ou je me donne au Diable.	Il marche sur mes pas, ou je me donne au Diable.
Pour peu qu’à raiſonner vous ſoyés obſtinés, Je prétens vous le voir à quatre doigts du nez.	Pour peu qu'à raisonner vous soyez obstinez, Je prétends vous le voir à quatre doigts du nez.
Quel ſabat je prévoy, s’il faut qu’il s’aperçoive.	Quel sabat je prévois, s'il faut qu'il s'aperçoive.
AMINTE Nil nous dit vray, lortons ain qu'I le reçoive.	AMINTE Nil nous dit vrai, lortons ain qu'I le reçoive.
Attendés.	Attendez.
LUCRECE.	LUCRECE.
L'attendant, nous pourions par malheux Eſſuyer quelque cnay de la mauvaiſe humeur, Et ce ſeroit pour nous une choſe fâcheuſe.	L'attendant, nous pourrions par malheux Essuyer quelque cnai de la mauvaise humeur, Et ce serait pour nous une chose fâcheuse.
Un moment.	Un moment.
DAMONT	DAMONT
CRISPIN.	CRISPIN.
Quel ſurſaut pour la Bande joyeuſe;	Quel sursaut pour la Bande joyeuse;
DAMON.	DAMON.
Tu Ie vois ce retour me met au deſeſpoir:	Tu Je vois ce retour me met au désespoir:
Si mon malheur te touche, il faut le faire voir, Je ſuis perdu, ce coup rend ma douleur mortelle;	Si mon malheur te touche, il faut le faire voir, Je suis perdu, ce coup rend ma douleur mortelle;
Je connois dés long-temps ton adreſſe & ton zel e Si mon repos t’eſt cher, lous que tout me trahait Repare ce malheur par quelque trait d’eſprit, Au ſecours de ton Maître apelle l’artifice, Tant de fois au beſoin tu m’as rendu ſervice, Ton eſprit.	Je connais dès longtemps ton adresse et ton zel e Si mon repos t'est cher, lous que tout me trahait Répare ce malheur par quelque trait d'esprit, Au secours de ton Maître apelle l'artifice, Tant de fois au besoin tu m'as rendu service, Ton esprit.
CRISPIN.	CRISPIN.
Il eſt vray;	Il est vrai;
mais pour ce coup, Monſieur, Tout Ieiprit que j'avois, ſe convertit en peur.	mais pour ce coup, Monsieur, Tout Jeiprit que j'avais, se convertit en peur.
Invente, cherche.	Invente, cherche.
DAMON	DAMON
Attendez.	Attendez.
CRISPIN.	CRISPIN.
Trruin je m’y romprois la teſte.	Trruin je m'y romprais la tête.
Quoy?	Quoi?
Bafudivo	Bafudivo
CRISPIN.	CRISPIN.
Parbleu, la défaite eſt honneſte.	Parbleu, la défaite est honnête.
Bone Si.	Bone Si.
CRISPIN bas, LAMON VAS AMINTE Que dit-il?	CRISPIN bas, LAMON VAS AMINTE Que dit-il?
CRISPIN Ne perdons point de temps?	CRISPIN Ne perdons point de temps?
Vous le ſçaurés bientoſt, entrez tous là-dedans?	Vous le saurez bientôt, entrez tous là-dedans?
Dõnez blen l’ordre à tout, que pas-un ne ſe mõtre	Donnez blen l'ordre à tout, que pas-un ne se montre
Je crains.	Je crains.
LUCRECE	LUCRECE
CRISPIN Ne craignez rien, je vais à ſa rencontre	CRISPIN Ne craignez rien, je vais à sa rencontre
SCENE VI.	SCÈNE VI.
CRISPIN ſeul.	CRISPIN seul.
Ecy ſent le baſton terriblement;	Eci sent le bâton terriblement;
mais quoy, Mon Maiſtre court autãt de riſque cõme moy Hazardons le paquet, puis que cette défaite Nous peut donner le temps de faire Maiſon nette:	mais quoi, Mon Maître court autant de risque cõme moi Hasardons le paquet, puis que cette défaite Nous peut donner le temps de faire Maison nette:
Tâchons de découvrir s'ri n turoit rien appris Du deſordre où l’on ſçait que s’eſt plongé ſon Fils.	Tâchons de découvrir s'ri n urait rien appris Du désordre où l'on sait que s'est plongé son Fils.
Mais quoy, noſtre bon Hõme eſt longtẽps à ſe rẽdre Je le voy, cachons-nous un mõent pour l’entendre	Mais quoi, notre bon Homme est longtẽps à se rendre Je le vois, cachons-nous un mõent pour l'entendre
SCENE VII.	SCÈNE VII.
DAMON Pere, CRTSPIN cache.	DAMON Père, CRTSPIN cache.
DAMON Pere.	DAMON Père.
Nfin je puis encor, ſans redouter les flots.	Nfin je puis encor, sans redouter les flots.
TGoûter avec les miens la douceur du repos Et ſauvé des périls d’un pénible voyage, Voir mes biens & mes jours à couvert du naufrage Mon Vaiſſeau que le Ciel a conduit ſur ces bords, Me livte à mes Amis, enrichy des tréſors Que produit loin de nous une Terre étrangere.	TGoûter avec les miens la douceur du repos Et sauvé des périls d'un pénible voyage, Voir mes biens et mes jours à couvert du naufrage Mon Vaisseau que le Ciel a conduit sur ces bords, Me livte à mes Amis, enrichy des trésors Que produit loin de nous une Terre étrangère.
CRISPIN caché.	CRISPIN caché.
Tant-mienx, car au Logis il n’en trouvera guéres	Tant-mienx, car au Logis il n'en trouvera guère
DAMON Pere Que tous mes Gens auront, m’ayant tant attendu, De prainl à me volls	DAMON Père Que tous mes Gens auront, m'ayant tant attendu, De prainl à me volls
CRISPIN.	CRISPIN.
Oüy, de te voir pendu.	Oui, de te voir pendu.
DAMON Pere.	DAMON Père.
Mais voicy ma Maiſon, où le Ciel me renvoye;	Mais voici ma Maison, où le Ciel me renvoie;
La larme, à cet aſpect, me vient à l’œil de joye.	La larme, à cet aspect, me vient à l'œil de joie.
Que mon Fils de mes ſoins chérira le ſuccés!	Que mon Fils de mes soins chérira le succès!
CRISTIN.	CRYSTIN.
Oüy da, comme un Client la perte d’un Procés.	Oui da, comme un Client la perte d'un Procès.
DAMON.	DAMON.
Heurtons, je pers le tẽps quand il faut que je vole	Heurtons, je perds le temps quand il faut que je vole
CRISPIN.	CRISPIN.
Montrons-nous, & ſur tout joüons bien noſtre rôle Oh c’eſt luy.	Montrons-nous, et sur tout jouons bien notre rôle Oh c'est main.
Non.	Non.
DAMON Crispin.	DAMON Crispin.
CRISPIN C’eſt luy.	CRISPIN C'est lui.
Vous de retour, Mõ cher Maiſtre, Voicy pour lous ui leureux jour	Vous de retour, M cher Maistre, Voici pour lous leureux jour
Tu vois.	Tu vois.
DAMON.	DAMON.
CRISPIN Vous avez fait, comme ou voit, bon voyage.	CRISPIN Vous avez fait, comme ou voit, bon voyage.
DAMON.	DAMON.
Fort bon.	Fort bon.
DAMON.	DAMON.
CRISPIN.	CRISPIN.
qde vousuvez de lante pour voitre âge?	q vousvez de lante pour voitre âge?
DAMON.	DAMON.
Malgré ce que ſur Mer il m’a falu ſouffrir, Je me porte aſſez bien Heurte & me fais ouvrir	Malgré ce que sur Mer il m'a fallu souffrir, Je me porte assez bien Heurte et me fais ouvrir
Quoy?	Quoi?
CRISPIN DAMON La Porte.	CRISPIN DAMON La Porte.
CRISPIN	CRISPIN
Pourquoy?	Pourquoi?
DAMON CRISPIN Si l’on m’en voit aprocher de dix pas.	DAMON CRISPIN Si l'on m'en voit approcher de dix pas.
BAMON Mais pourquoy m’ẽpeſcher d’aprocher mon Logis,	BAMON Mais pourquoi m'ẽpescher d'approcher mon Logis,
CRISTIN Depuis prés de ſix mois il y vient des Eſprits.	CRYSTIN Depuis près de six mois il y vient des Esprits.
Maraut?	Maraut?
DAMON CRISPIN	DAMON CRISPIN
DAMON.	DAMON.
Si tu m’en fais prendre un, je te feray bien taire.	Si tu m'en fais prendre un, je te ferai bien taire.
Quels contes!	Quels contes!
des Eſpriés.	des Espriés.
CRISPIN.	CRISPIN.
Monſieur, qu’allés-vous faire?	Monsieur, qu'allés-vous faire?
DAMON Je la veux faire ouvrir.	DAMON Je la veux faire ouvrir.
CRISPIN.	CRISPIN.
Eh par qui Je vous dis?	Eh par qui Je vous dis?
Qu’ils ont faît deſerter juſqu’au Chat du Logis;	Qu'ils ont faît déserter jusqu'au Chat du Logis;
Que la Maiſon n’a plus que le Drabie pour Hôte;	Que la Maison n'a plus que le Drabie pour Hôte;
Que la peur & les coups.	Que la peur et les coups.
DAMON.	DAMON.
Oallurrre  CRISPIN.	Oallurrre CRISPIN.
Eſt-ce ma faute;	Est-ce ma faute;
Et mes Meubles t DAMON CRISPIN	Et mes Meubles t DAMON CRISPIN
Vôtre Fils comme vos Domeſtiques,	Votre Fils comme vos Domestiques,
Ils ſont en lieu de ſeureté;	Ils sont en lieu de sûreté;
On les a mis dehois, quand on a deſerté.	On les a mis dehois, quand on a déserté.
DAMON Et mon Fils?	DAMON Et mon Fils?
CRISTIN	CRYSTIN
A quitté la Maiſon.	À quitté la Maison.
DAMON.	DAMON.
Quelles terreurs paniques?	Quelles terreurs paniques?
Et mes deux Coffres-forts?	Et mes deux Coffres-forts?
CRISPIN.	CRISPIN.
Ah pour les Coffres-forts, Ont à vinigt iois tâché de les mettre dehors;	Ah pour les Coffres-forts, Ont à vinigt jois tâché de les mettre dehors;
Mais l’Eſprit (je ne ſçay ce qu’il veut qu’õ en faſſe) N’a jamais pû ſouffrir qu’on les changeât de place Et ce Diable à toute heure acharné contre nous, Dés qu’on en aprochoit, nous aſſommoit de coups.	Mais l'Esprit (je ne sais ce qu'il veut qu'ô en fasse) N'a jamais pu souffrir qu'on les changeât de place Et ce Diable à toute heure acharné contre nous, Dès qu'on en approchait, nous assommait de coups.
DAMON.	DAMON.
Quoy, l'on les a laiſſés?	Quoi, l'on les a laissés?
CRISTIN.	CRYSTIN.
, Sans doutej	, Sans doutej
BAMON.	BAMON.
AhZ.	AhZ.
CRISPIN DAMON Comment faire Ouvre-moi ce Logis, ſi tu crains ma colere;	CRISPIN DAMON Comment faire Ouvre-moi ce Logis, si tu crains ma colère;
Depeene jou de cent coups le vayteicropier.	Dépeène jou de cent coups le vaiteicropier.
CRISPIN.	CRISPIN.
Moi!	Moi!
ie n’ay pas -les Clefs.	Elle n'ai pas ailes Clefs.
DAMON Qu’on cherche un otrreurien Mes Coffres-forts?	DAMON Qu'on cherche un otrreurien Mes Coffres-forts?
Tâchons d’enfoncer cette Porte	Tâchons d'enfoncer cette Porte
CRISPIN.	CRISPIN.
Vous aurés tout l’Enfer aux trouſſes.	Vous aurez tout l'Enfer aux trousses.
DAMON heurtantt.	DAMON heurtant.
Je veux mes Coffres-forts.	Je veux mes Coffres-forts.
Il n’importe;	Il n'importe;
CRISPIN Monſieur, vous vous perdés.	CRISPIN Monsieur, vous vous perdez.
Tay toy.	Tais -toi.
DAMON heurtant Le milieu du Theatre s'ouvre, & Damon voulant heurter, tombe.	DAMON heurtant Le milieu du Théâtre s'ouvre, et Damon voulant heurter, tombe.
CRISPIN Voila, parbleu, le Viellard ſur le nez.	CRISPIN Voilà, parbleu, le Viellard sur le nez.
Crispin diſparoit,	Crispin disparaît,
DAMON.	DAMON.
N'en prenés pas la peine.	N'en prenezez pas la peine.
UN AUTRE DEMON On veut te contenter.	UN AUTRE DEMON On veut te contenter.
Les quatre Demons te ſaiſiſſent, & ſont onlevez avec luy ſur le cintre.	Les quatre Demons te saisissent, et sont onlevez avec lui sur le cintre.
DAMON.	DAMON.
en lair Ah!	en lair Ah!
le Diable m’emporte, & me va tourmenter, A Dieu mes Coffres forts.	le Diable m'emporte, et me va tourmenter, À Dieu mes Coffres forts.
FIN.	FIN.
