A PARIS.	À PARIS.
Là ma douleur trop forte a broüillé ces images, Le lang de polyeuete dintiolait leuto tuges, Ie ne ſçay ny comment ny quand ils l’ont tué, Mais je ſçay qu’à ſa mort tous ont contribué.	Là ma douleur trop forte a brouillé ces images, Le lang de polyeuete dintiolait leuto tuges, Je ne sais était comment ni quand ils l'ont tué, Mais je sais qu'à sa mort tous ont contribué.
Voilà quel eſt mon ſonge.	Voilà quel est mon songe.
STRATONICE.	STRATONICE.
Il eſt vray qu’il eſt triſte, Mais il faut que voſtre ame à ces frayeurs reſiſte, La viſion de ſoy peut faire quelque horreur.	Il est vrai qu'il est triste, Mais il faut que votre âme à ces frayeurs résiste, La vision de soi peut faire quelque horreur.
Mais non pas vous donner vne juſte terreur, Pouvez-vous craindre vn mort?	Mais non pas vous donner toujours juste terreur, Pouvez-vous craindre un mort?
pouvez-vous craindre vn pere Qui cherit voſtre eſpoux, que voſtre eſpoux reuére.	pouvez-vous craindre un père Qui chérit votre époux, que votre époux reuére.
Et dont le juſte choix vous à donnée à luy Pour s’en faire en ets neux vir ſerme & ſeur appuy?	Et dont le juste choix vous à donnée à notre Pour s'en faire en ets neux vir serme et sûr appui?
PA V	PA V
PAVLINE.	PAULINE.
Il m’en a dit autant & rit de mes alarmes, Mais je crains des Chreſtiens les comploits & les charmes, Et que ſur mon eſpoux leur troupeau ramaſſé Ne vange tant de ſang que mon pere a verſé.	Il m'en a dit autant et rit de mes alarmes, Mais je crains des Chrétiens les comploits et les charmes, Et que sur mon époux leur troupeau ramassé Ne venge tant de sang que mon père a versé.
STRATONICE.	STRATONICE.
Leur ſecte eſt inſenſée, impie & ſacrilege, Et dans ſon ſacrifice vſe de ſortilege, Mais ſa fureur ne va qu’à briſer nos autels, Elle n’en veut qu’aux Dieux & non pas aux mortels:	Leur secte est insensée, impie et sacrilège, Et dans son sacrifice use de sortilège, Mais sa fureur ne va qu'à briser nos autels, Elle n'en veut qu'aux Dieux et non pas aux mortels:
Quelque ſeuerité que ſur eux on déploye Ils ſouffrent ſans murmure & meurent auec joye, Et depuis qu’on les traité en criminels d’Eſtat On ne peut les charger d’acun aſſaſſinat.	Quelque seuérité que sur eux on déploie Ils souffrent sans murmure et meurent avec joie, Et depuis qu'on les traité en criminels d'État On ne peut les charger d'acun assassinat.
PAVLINE.	PAULINE.
Tay toy mon pere vient.	Tais -toi mon père vient.
SCENE.	SCÈNE.
IV.	IV.
FELIX, ALBIN, PAVLINE, STRATONICE.	FELIX, ALBIN, PAULINE, STRATONICE.
FELIX.	FELIX.
IVI Afille, que ton ſonge En d’eſtranges frayeurs depuis vn peu me plonge!	IVI Afille, que ton songe En d'étranges frayeurs depuis un peu me plonge!
Que j’en crains les effets qui ſemblent s’approcher!	Que j'en crains les effets qui semblent s'approcher!
PAVLINE.	PAULINE.
De grace, apprenez-moy ce qui vous peut toucher.	De grâce, apprenez-moi ce qui vous peut toucher.
FELIX.	FELIX.
Seuere n’eſt point mort.	Seuère n'est point mort.
PAV	PAU
PAVLINE.	PAULINE.
Quel mal nous fait ſa vie?	Quel mal nous fait sa vie?
FELIX.	FELIX.
dreit le ravory de l Empereui Decie.	dreit le ravori de l' Empereui Décie.
PAVLINE.	PAULINE.
Apres l’avoir ſauvé des mains des ennemis, L’eſpoir d’vn ſi haut rang luy devenoit permis:	Après l'avoir sauvé des mains des ennemis, L'espoir d'un si haut rang quelque devenait permis:
Le deſtin aux grands cœurs ſi ſouvent mal propice Se reſout quelquefois à leur faire juſtice.	Le destin aux grands cœurs si souvent mal propice Se résout quelquefois à leur faire justice.
FELIX.	FELIX.
Il vient icy luy meſme.	Il vient ici h mesme.
PAVLINE.	PAULINE.
Il vient!	Il vient!
FELIX.	FELIX.
Tu le vas voir.	Tu le vas voir.
TAVLINE.	TAULINE.
C’en eſt trop, mais comment le pouvez-vous ſçauoir?	C'en est trop, mais comment le pouvez-vous savoir?
FELIX.	FELIX.
Albin l’a rencontré dans la proche campagne, Vn gros de courtiſans en foule l’accompagne, Et monſtre aſſez quel eſt ſon rang & ſon credit:	Albin l'a rencontré dans la proche campagne, Un gros de courtisans en foule l'accompagne, Et montre assez quel est son rang et son crédit:
Mais, Albin, redy-luy ce que ſes gens t’on dit.	Mais, Albin, rédi-lui ce que ses gens t'on dit.
ALBIN.	ÀLBIN.
Vous ſçauez quelle fut cette grande journée Que ſa perte pour nous rendit ſi fortunée, Où l’Empereur captif par ſa main dégagé R’aſſura ſon party deſia découragé, Tandis que ſa vertu ſuccomba ſous le nombre:	Vous savez quelle fut cette grande journée Que sa perte pour nous rendit si fortunée, Où l'Empereur captif par sa main dégagé R'assura son part desya découragé, Tandis que sa vertu succomba sous le nombre:
Vous ſçauez les honneurs qu’on fit faire à ſon ombre Apres qu’entre les morts on ne le pût trouver:	Vous savez les honneurs qu'on fit faire à son ombre Après qu'entre les morts on ne le put trouver:
Le Roy de Perſe auſſi l’avoit fait enleuer, Témoin de ſes hauts faits encor qu’à ſon dommage Il en voulut tout mort cognoiſtre le viſage, On le mit dans ſa tente, où tout perçé de coups Chacun plaignit ſon ſort, bien qu’il en fut jaloux.	Le Roi de Perse aussi l'avait fait enlever, Témoin de ses hauts faits encor qu'à son dommage Il en voulut tout mort connaître le visage, On le mit dans sa tente, où tout perçé de coups Chacun plaignit son sort, bien qu'il en fut jaloux.
Là bien-toſt il monſtra quelque ſigne de vie, Ce genereux Monarque en eut l’ame rauie, Et vaincu qu’il eſtoit oublia ſon malheut, Pour dans ſon autheur meſme honorer la valeur;	Là bientôt il montra quelque signe de vie, Ce généreux Monarque en eut l'âme ravie, Et vaincu qu'il était oublia son malheut, Pour dans son auteur même honorer la valeur;
Il en fit prendre ſoin, la cure en fut ſecrette, Et comme au bout d’vn mois ſa ſanté fut parfaite, Il offrit dignitez, alliance, treſors, Et pour gagner Severe il fit cent vains efforts.	Il en fit prendre soin, la cure en fut secrète, Et comme au bout d'un mois sa santé fut parfaite, Il offrit dignités, alliance, trésors, Et pour gagner Sevère il fit cent vains efforts.
Apres avoir comblé ſes refus de loüange, Il envoye à Decie en propoſer l’échange, Et ſoudain l’Empereur tranſporté de plaiſir, Offre au perſe ſon frere & cent Chefs à choiſit.	Après avoir comblé ses refus de louange, Il envoie à Défecie en proposer l'échange, Et soudain l'Empereur transporté de plaisir, Offre au perse son frère et cent Chefs à choisit.
Ainſi revint au camp le valeureux Severe De ſa haute vertu recevoir le ſalaire.	Ainsi revint au camp le valeureux Sévère De sa haute vertu recevoir le salaire.
La faveur de Decie en fut le digne prix, De nouveau l’on combat, & nous ſommes ſurpris, Ce malheur toutefois ſert à croiſtre ſa gloire, Luy ſeul reſtablit l’ordre, & gagne la victoire, Mais ſi belle & ſi pleine, & par tant de beaux faits Qu’on nous offre tribut, & nous faiſons la paix.	La faveur de Décie en fut le digne prix, De nouveau l'on combat, et nous sommes surpris, Ce malheur toutefois sert à croître sa gloire, Lui seul rétablit l'ordre, et gagne la victoire, Mais si belle et si pleine, et par tant de beaux faits Qu'on nous offre tribut, et nous faisons la paix.
L’Empereur luy témoigne vne amour infinie, Et rauy du ſuccez l’envoye en Armenie, Il vient en apporter la nouvelle en ces lieux, Et par vn ſacrifice en rendre grace aux Dieux.	L'Empereur homme témoigne une amour infinie, Et ravi du succès l'envoie en Arménie, Il vient en apporter la nouvelle en ces lieux, Et par un sacrifice en rendre grâce aux Dieux.
FELIX.	FELIX.
O Ciel!	Ô Ciel!
en quel eſtat ma fortune eſt reduite!	en quel état ma fortune est réduite!
ALBIN.	ÀLBIN.
Voilà ce que j’ay ſçeu d’vn homme de ſa ſuite, Et j’ay couru, Seigneur, pour vous y diſpoſer.	Voilà ce que j'ai su d'un homme de sa suite, Et j'ai couru, Seigneur, pour vous y disposer.
FE	SE
FELIX.	FELIX.
Ach, ſans doute, ma fille, il vient pour t’eſpouſer, L’ordre d’vn ſacrifice eſt pour luy peu de choſe, Ceſt vn pretexté faux dont l’amour eſt la cauſe.	Ach, sans doute, ma fille, il vient pour t'épouser, L'ordre d'un sacrifice est pour lui peu de chose, Cest un prétexté faux dont l'amour est la cause.
2	2
PAVLINE.	PAULINE.
Cela pourroit bien eſtre;	Cela pourrait bien être;
il m’aymoit cherement.	il m'aimait chèrement.
FELIX.	FELIX.
Que ne permettra t’il à ſon reſſentiment!	Que ne permettra -t-il à son ressentiment!
Et juſques à quel point ne porte ſa vengeance Vne juſte coleie avec tant de puiſlance!	Et jusques à quel point ne porte sa vengeance Une juste colie avec tant de puislance!
Il nous perdra, ma fille.	Il nous perdra, ma fille.
PAVLINE.	PAULINE.
Il eſt trop genreux.	Il est trop génreux.
FELIX.	FELIX.
Tu veux flater en vain vn pere malheureux, Il nous perdra, ma fille.	Tu veux flatter en vain un père malheureux, Il nous perdra, ma fille.
Ah, regret qui me tuë De n’avoir pas aymé la vertu toute nuë!	Ah, regret qui me tue De n'avoir pas aimé la vertu toute nue!
Ah, Pauline, en effet tu m’as trop obey, Ton courage eſtoit bon, ton devoir l’a trahy.	Ah, Pauline, en effet tu m'as trop obéi, Ton courage était bon, ton devoir l'a trahi.
Que ta rebellion m’euſt eſtẽ favorable!	Que ta rébellion m'eût estẽ favorable!
Qu’elle m’euſt garanty d’vn eſtat déplorable, Si quelque eſpoir me reſte il n’eſt plus aujourd'nuy, Qu’en l’abſolu pouvoir qu’il te donnoit ſur luy:	Qu'elle m'eût garanti d'un état déplorable, Si quelque espoir me reste il n'est plus aujourd'nui, Qu'en l'absolu pouvoir qu'il te donnait sur quelques:
Ménage en ma faveur l’amour qui le poſſẽde, Et d’où provient mon mal fay ſortir le remede.	Ménage en ma faveur l'amour qui le possède, Et d'où provient mon mal fais sortir le remède.
PAVLINE.	PAULINE.
Moy, moy, que je revoye vn ſi puiſſant vainqueur, Et m’expoſe à des yeux qui me perçent le cœur!	Moi, moi, que je revoie un si puissant vainqueur, Et m'expose à des yeux qui me perçent le cœur!
Mon pere, je ſuis femme, & je ſçay ma foibleſſe, Ie ſens deſia mon cœur qui pour luy s’intereſſe, Et pouſſera ſans doute en dépit de ma foy Quelque ſoupir indigne & de vous & de moy, Ie ne le verray point.	Mon père, je suis femme, et je sais ma faiblesse, Je sens déjà mon cœur qui pour lui s'intéresse, Et poussera sans doute en dépit de ma foi Quelque soupir indigne et de vous et de moi, Je ne le verrai point.
FELIX.	FELIX.
Narieure virpeu con ame.	Narièvre virpeu con mme.
PAVLINE.	PAULINE.
Il eſt touſiours aymable, & je ſuis touſiours femme;	Il est toujours aimable, et je suis toujours femme;
Dans le pouvoir ſur moy que ſes regards ont eu le ne me reponds pas de toute ma vertu.	Dans le pouvoir sur moi que ses regards ont eu le ne me réponds pas de toute ma vertu.
Ie ne le verray point.	Je ne le verrai point.
FELIX.	FELIX.
Illaut le voir, ma Maſe, Ou tu trahis ton pere & toute ta famille.	Illaut le voir, ma Mase, Ou tu trahis ton père et toute ta famille.
PAVLINE.	PAULINE.
C’eſt à moy d’obeyr puilque vous commandez, Mais voyes les perils où vous me hazardez.	C'est à moi d'obéir puilque vous commandez, Mais voyez les périls où vous me hasardez.
FELIX.	FELIX.
Ta vertu m’eſt cognuë.	Ta vertu m'est connue.
PAVLINE.	PAULINE.
Elle vaincra ſans doute.	Elle vaincra sans doute.
Ce n’eſt pas le ſuccez que mon ame tedoute, Ie crains ce dur combat & ces troubles puiſſans Que fait deſia chez moy la revolte des ſens.	Ce n'est pas le succès que mon âme tedoute, Je crains ce dur combat et ces troubles puissants Que fait déjà chez moi la révolte des sens.
Mais puiſqu’il faut combatre vn ennemy que j’ayme, Souffiez que je me puiſſe armer contre moy-meſme, Et qu’vn peu de loiſir me prepare à le voir.	Mais puisqu'il faut combattre un ennemi que j'aime, Souffiez que je me puisse armer contre moi-même, Et qu'un peu de loisir me prépare à le voir.
FELIX.	FELIX.
Iuſque au devant des murs je vay le reçeuoir, Rappelle cependant tes forces eſtonnées, Et ſonge qu’en tes mains tu tiens nos deſtinées.	Jusque au devant des murs je vais le recevoir, Rappelle cependant tes forces étonnées, Et songe qu'en tes mains tu tiens nos destinées.
PAVLINE.	PAULINE.
Ouy, je vay de nouveau dompter mes ſentimens Pour ſervir de victime à vos commandemens.	Oui, je vay de nouveau dompter mes sentiments Pour servir de victime à vos commandements.
Fin du premier Acte.	Fin du premier Acte.
ACTE	ACTE
ACTE II.	ACTE II.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
SEVEREJ MBIAN.	SEUEREJ ABIAN.
SEVERE.	SÈVRE.
Ependant que Felix donne ordre au ſacrifice, Pourray-je prendre vn temps à mes vœux ſi propice, Pourray-je voir Pauline & rendre à ſes beaux yeux.	Ependant que Félix donne ordre au sacrifice, Pourrai-je prendre un temps à mes vœux si propice, Pourrai-je voir Pauline et rendre à ses beaux yeux.
L’hommage ſouverain !	L'hommage souverain !
que l’on va rendre aux Dieux?	que l'on va rendre aux Dieux?
Ie ne t’ay point celé que c’eſt ce qui m’améne, Du reſte mon eſprit ne s’en met guere en peine, Ie viens ſacrifier, mais c’eſt à ſes beautez Que je viens immoler toutes mes volontez	Je ne t'ai point celé que c'est ce qui m'amène, Du reste mon esprit ne s'en met guère en peine, Je viens sacrifier, mais c'est à ses beautés Que je viens immoler toutes mes volontés
FABIAN.	FABIAN.
Vous la verrez, Seigneur.	Vous la verrez, Seigneur.
SEVERE.	SÈVRE.
Ah, quel comble de joye!	Ah, quel comble de joie!
Cét adorable objet conſent que je le voye!	Cet adorable objet consent que je le voie!
Mais ay-je ſur ſon ame encor quelque pouvoir?	Mais ai-je sur son âme encor quelque pouvoir?
En luy parlant de moy l’as-tu veu s’émouuoir?	En tu parlant de moi l'as-tu vu s'émouvoir?
Quel trouble, quel tranſport luy cauſe ma venuë?	Quel trouble, quel transports lui cause ma venue?
Puis-je tout eſperer de cette heureuſe veuë?	Puis-je tout espérer de cette heureuse vue?
Car je voudrois mourir pluſtoſt que d’abuſer Des lettres de faveur que i’ay pour l’eſpouſer;	Car je voudrais mourir plutôt que d'abuser Des lettres de faveur que j'ai pour l'épouser;
Elles ſont pour Felix, non pour triompher d’elle, Iamais à ſes deſits mon cœur ne fut rebelle, Et ſi mon mauuais fort avoit changé le ſien, Ie me vaincrois moy-meſme & ne pretendrois rien.	Elles sont pour Félix, non pour triompher d'elle, Jamais à ses désits mon cœur ne fut rebelle, Et si mon mauvais fort avait changé le sien, Je me vaincrais moi-même et ne prétendrais rien.
FA	FA
FABIAN.	FABIAN.
Vous la verrez, c’eſt tout ce que je vous puis dire.	Vous la verrez, c'est tout ce que je vous puis dire.
SEVERE.	SÈVRE.
D’où vient que tu fremis, & que ton cœur ſoû Pilac Ne m’ayme t’elle plus?	D'où vient que tu frémis, et que ton cœur sou Pilac Ne m'aime t'elle plus?
éclaircy moy ce point.	éclairci moi ce point.
FABIAN.	FABIAN.
M’en croirez-vous, Seigneur?	M'en croirez-vous, Seigneur?
ne la revoyez point, Portez en lieu plus haut l’honneur de vos careſſes, Vous trouverez à Rome aſſez d’autres maiſtreſſes, Et daris ce faut degre de pallatée & dhonneur Les plus grands y tiendront voſtre amour à bonheur.	ne la revoyez point, Portez en lieu plus haut l'honneur de vos caresses, Vous trouverez à Rome assez d'autres maîtresses, Et daris ce faut degre de pallatée et dhonneur Les plus grands y tiendront votre amour à bonheur.
SEVERE.	SÈVRE.
Qu’à des penſers ſi bas mon ame ſe ravale!	Qu'à des pensers si bas mon âme se ravale!
Que je tienne Pauline à mon ſort inégale!	Que je tienne Pauline à mon sort inégale!
Elle en à mieux vſé, je la dois imiter, Ie n’ayme mon bon-heut que pour la meriter.	Elle en a mieux usé, je la dois imiter, Je n'aime mon bonheut que pour la mériter.
Voyens-là, Fabian, ton diſcours m’importune, Allons mettre à ſes pieds cette haute fortune, Ie l’ay dans les combats trouvée heureuſement En cherchant vne mort digne de ſon amant, Ainſi ce rang eſt ſien, cette faveur eſt ſienne, Et je n’ay rien en fin que d’elle je ne tienne,	Voyens-là, Fabian, ton discours m'importune, Allons mettre à ses pieds cette haute fortune, Je l'ai dans les combats trouvée heureusement En cherchant quelque mort digne de son amant, Ainsi ce rang est sien, cette faveur est sienne, Et je n'ai rien en fin que d'elle je ne tienne,
TABIAN.	TABIAN.
Non, mais encor vn coup ne la revoyez point.	Non, mais encor un coup ne la revoyez point.
SEVERE.	SÈVRE.
Ah, c’en eſt trop, en fin éclaircy-moy ce point, As-tu veu des froideurs quand tu l’en as priée?	Ah, c'en est trop, en fin éclaircyy ce point, As-tu vu des froideurs quand tu l'en as priée?
FABIAN.	FABIAN.
Ie tremble à vous le dire, elle eſt.	Je tremble à vous le dire, elle est.
SEVERE.	SÈVRE.
Quoy?	Quoi?
B 5	 5
FA	FA
FABIAN.	FABIAN.
Mariée.	Mariée.
SEVERE.	SÈVRE.
Souſtien-moy, Fabian, ce coup de foudre eſt grand, Et frappe d’autant plus que plus il me ſurprend.	Soutien-moi, Fabian, ce coup de foudre est grand, Et frappe d'autant plus que plus il me surprend.
FABIAN.	FABIAN.
Seigneur, qu’eſt devenu ce genereux courage!	Seigneur, qu'est devenu ce généreux courage!
SEVERE.	SÈVRE.
La conſtance eſt icy d’vn difficile vſage, De pareils déplaiſirs accablent vn grand cœur, La vertu la plus maſle en perd toute vigueur, Et quand d’vn feu ſi beau les ames ſont épriſes, La mort les trouble moins que de telles ſurpriſes, I’ay de la peine encor à croire tes diſcours,	La constance est ici d'un difficile usage, De pareils déplaisirs accablent un grand cœur, La vertu la plus mâle en perd toute vigueur, Et quand d'un feu si beau les âmes sont éprises, La mort les trouble moins que de telles surprises, J'ai de la peine encor à croire tes discours,
FABIAN.	FABIAN.
Pauline eſt mariée.	Pauline est mariée.
Ouy, depuis quinze jours, Folyeucte, vn Seigneur des premiers d’Armenie Gouſte de ſon Hymen la douceur infinie.	Oui, depuis quinze jours, Folieute, un Seigneur des premiers d'Arménie Goûte de son Hymen la douceur infinie.
SEVERE.	SÈVRE.
Ie ne la puis du moins blamer d’vn mauvais choix, Polyeucte à du nom, & ſort du ſang des Rois.	Je ne la puis du moins blâmer d'un mauvais choix, Polieute à du nom, et sort du sang des Rois.
Foibles ſoulagemens d’vn malheur ſans remede, Pauline, je verray qu’vn autre vous poſſede!	Faibles soulagements d'un malheur sans remède, Pauline, je verrai qu'un autre vous possède!
O Ciell qui malgté moy me renvoyez au jour, O ſort qui redonniez l’eſpoir à mon amour, Reprenez la faveur que vous m’avez preſtée, Et rendez moy la mort que vous m’avez oſtée.	Ô Ciell qui malgté moi me renvoyez au jour, Ô sort qui redonniez l'espoir à mon amour, Reprenez la faveur que vous m'avez prêtée, Et rendez moi la mort que vous m'avez ôtée.
Voyons-la toutefois, & dans ce triſte lieu Achevons de mourir en luy diſant Adieu, Que mon cœur chez les morts emportant ſon image, De ſon dernier ſoûpit luy puiſſe faire hommage.	Voyons-la toutefois, et dans ce triste lieu Achevons de mourir en peine disant Adieu, Que mon cœur chez les morts emportant son image, De son dernier soupit Seigneur puisse faire hommage.
FABIAN.	FABIAN.
seigneur, conndelere.	seigneur, conndelere.
*	*
SEVERE.	SÈVRE.
Tout eſt conſideré, Quel deſordre peut craindre vn cœur deſeſperé N’y conſent-elle pas?	Tout est considéré, Quel désordre peut craindre un cœur désespéré N'y consent-elle pas?
FABIAN.	FABIAN.
Ouy, Seigneur, mais.	Oui, Seigneur, mais.
SEVERE.	SÈVRE.
N’importe.	N'importe.
FABIAN.	FABIAN.
Cette viue douleur en deviendra plus forte.	Cette vive douleur en deviendra plus forte.
SEVERE.	SÈVRE.
Et ce n’eſt pas vn mal que je vueille guerir, Ie ne veux que la voir, ſoûpirer, & mourir.	Et ce n'est pas un mal que je veuille guérir, Je ne veux que la voir, soupirer, et mourir.
FABIAN.	FABIAN.
Vous vous échapperez ſans doute en ſa preſence, Vn amant qui perd tout n’a plus de complaiſance, Dans vn tel deſeſpoir il ſuit ſa paſſion, Et ne pouſſe qu’injure & qu’imprecation.	Vous vous échapperez sans doute en sa présence, Un amant qui perd tout n'a plus de complaisance, Dans tel désespoir il suit sa passion, Et ne pousse qu'injure et qu'imprécation.
SEVERE.	SÈVRE.
Iuge autrement de moy, mon reſpect dure encore, Tout violent qu’il eſt, mon deſeſpoir l’adore, Quels reproches auſſi peuvent m’eſtre permis?	Juge autrement de moi, mon respect dure encore, Tout violent qu'il est, mon désespoir l'adore, Quels reproches aussi peuvent m'être permis?
Dequoy puis-je accuſer qui ne m’a rien promis?	Dequoy puis-je accuser qui ne m'a rien promis?
Elle n’eſt point pariure, elle n’eſt point legere, Son devoir m’a trahy, mon malheur, & ſon pere.	Elle n'est point parjure, elle n'est point légère, Son devoir m'a trahi, mon malheur, et son père.
Mais ſon devoir fut juſte, & ſon pere eut raiſon.	Mais son devoir fut juste, et son père eut raison.
l’impute à mon malheur toute la trahiſon, Vn peu moins de fortune & pluſtoſt arrivée Euſt gagné l’vn par l’autre & me l’euſt conſervée, Trop heureux, mais trop tard, je n’ay pû l’acquetir, Laiſſe-la moy donc voir, ſoûpirer, & mourir.	l'impute à mon malheur toute la trahison, Un peu moins de fortune et plutôt arrivée Eutôt gagné l'un par l'autre et me l'eût conservée, Trop heureux, mais trop tard, je n'ai pu l'acquettir, Laisse-la moi donc voir, soupirer, et mourir.
FA	FA
FABIAN.	FABIAN.
Ouy, je vay l’aſſeurer qu’en ce malheur extréme Vous eſtes aſſez fort pour vous vaincre vousmeſme, Elle à craint comme moy ces premiers mouuemens Qu’vne perte impréveuë arrache aux vrays amans, Lt tionit la vioience excite aſſez de trouble, Sans que l’objet preſent l’irrite & la redouble.	Oui, je vais l'assurer qu'en ce malheur extrême Vous êtes assez fort pour vous vaincre vousmesme, Elle à craint comme moi ces premiers mouvements Qu'une perte imprévue arrache aux vrais amants, Lét ionit la vioience excite assez de trouble, Sans que l'objet présent l’irrite et la redouble.
Fabian, je la voy.	Fabian, je la vois.
SEVERE.	SÈVRE.
FABIAN.	FABIAN.
Seigneur, vourenen veus.	Seigneur, vouren veux.
SEVERE.	SÈVRE.
Helas, elle ayme vn autre, vn autre eſt ſon eſpoux.	Hélas, elle aime un autre, un autre est son époux.
SCENE II.	SCÈNE II.
SEVERE, PAVLINE, STRATONICE, FABIAN.	SÈVRE, PAULINE, STRATONICE, FABIAN.
PAVLINE.	PAULINE.
y, je l’ayme, Severe, & n’en fais point d’excuſe, Que tout autre que moy vous flate & vous abuſe, Pauline à l’ame noble & parle à cœur ouuert.	y, je l'aime, Sevère, et n'en fais point d'excuse, Que tout autre que moi vous flatte et vous abuse, Pauline à l'âme noble et parle à cœur ouvert.
Le biuit de voſtre mort n’eſt point ce qui vous perd, Si le Ciel en mon choix euſt mis mon Hymenée A vos ſeules vertus je me ſerois donnée, Et toute la rigueur de voſtre premier ſort Contre voſtre merite euſt fait vn vain effort, Ie découurois en vous d’aſſez illuſtres marques Pour vous préferer meſme aux plus heureux Monarques;	Le biuit de votre mort n'est point ce qui vous perd, Si le Ciel en mon choix eût mis mon Hyménée À vos seules vertus je me serais donnée, Et toute la rigueur de votre premier sort Contre votre mérite eût fait un vain effort, Je découvrais en vous d'assez illustres marques Pour vous préférer même aux plus heureux Monarques;
Mais Mais puiſque mon deuoir m’impoſoit d’autres loix, De quelque amant pour moy que mon pere euſt fait choix, Quand à ce grand pouvoir que la valeur vous donne Vous auriez adjouſté l’éclat d’vne Couronne, Quand je vous aurois veur, quand je l’aurois hay, I’en aurois ſoûpiré, mais j’aurois obey, Et ſur mes paſſions ma raiſon ſouveraine Euſt blâmé mes ſoûpirs & diſſipé ma haine.	Mais Mais puisque mon devoir m'imposait d'autres lois, De quelque amant pour moi que mon père eût fait choix, Quand à ce grand pouvoir que la valeur vous donne Vous auriez ajouté l'éclat d'une Couronne, Quand je vous aurais veur, quand je l'aurais haï, J'en aurais soupiré, mais j'aurais obéi, Et sur mes passions ma raison souveraine Eut blâmé mes soupirs et dissip ma haine.
SEVERE.	SÈVRE.
Que vous eſtes heureuſe, & qu’vn peu de ſoupirs Vous acquitte aiſément de tous vos deplaiſirs!	Que vous êtes heureuse, et qu'un peu de soupirs Vous acquitte aisément de tous vos déplaisirs!
Ainſi de vos deſirs touſiours Reyne abſoluë, Les plus grands changemens vous trouvent reſoluë, De la plus fotte amour vous poitez vos eſprits Iuſqu’à l’indifference, & peut-eſter au mépris, Et voſtre fermeté fait ſucceder ſans peine La faveut au mépris, & l’amour à la haine.	Ainsi de vos désirs toujours Reine absolue, Les plus grands changements vous trouvent résolue, De la plus sotte amour vous poitez vos esprits Jusqu'à l'indifférence, et peut-ester au mépris, Et vôtre fermeté fait succéder sans peine La faveut au mépris, et l'amour à la haine.
Qu’vn peu de voſtre humeur, ou de voſtre vertu Soulageroit les maux de ce cœut abatu!	Qu'un peu de votre humeur, ou de votre vertu Soulagerait les maux de ce cœur abattu!
Vn ſoûpir, vne larme à regret épanduë M’auroit deſia guery de vous avoit perduë Ma raiſon pourroit tout ſur l’amour affoibly, Et de l’indifference iroit juſqu’à l’oubly, Et mon feu deſormais ſe reglant ſur le voſtre, Ie me tiendtois heureux entre les bras d’vn autre, O trop aymable objet qui m’avéz trop charmé, Eſt-ce la comme on ayme, & m’avez-vous ayiué?	Un soupir, une larme à regret épandue M'aurait déjà guéri de vous avait perdue Ma raison pourrait tout sur l'amour affaibli, Et de l'indifférence irait jusqu'à l'oubli, Et mon feu désormais se réglant sur le vôtre, Je me tiendrais heureux entre les bras d'un autre, AIS trop aimable objet qui m'avez trop charmé, Est-ce la comme on aime, et m'avez-vous aime?
PAVLINE.	PAULINE.
Ie vous aymay, Seuere, & ſi dedans mon ame Ie pouvois étouffer les reſtes de ma flame, Dieux, que j’éviterois de rigoureux tourmens!	Je vous aimai, Suère, et si dedans mon âme Je pouvais étouffer les restes de ma flamme, Dieux, que j'éviterais de rigoureux tourments!
Ma raiſon, il eſt vray, dompte mes mouvemens, Mais quelque authorité que ſur eux elle ait priſe, Elle n’y regne pas, elle les tyranniſe, Et quoy que le dehors ſoit ſans émotion, Le dedans n’eſt que ttouble & que ſedition.	Ma raison, il est vrai, dompte mes mouvements, Mais quelque autorité que sur eux elle ait prise, Elle n'y règne pas, elle les tyrannise, Et quoi que le dehors soit sans émotion, Le dedans n'est que touble et que sédition.
Vn je ne ſçay quel charme encor vers vous m’emporte, Voſtre merite eſt grand ſi ma raiſon eſt forte, Ie le vois encor tel qu’il alluma mes feux D’autant plus puiſſamment ſolliciter mes vœux:	Un je ne sais quel charme encor vers vous m'emporte, Votre mérite est grand si ma raison est forte, Je le vois encor tel qu'il alluma mes feux D'autant plus puissamment solliciter mes vœux:
Qu’il eſt environné de puiſſance & de gloire, Qu’en tous lieux apres vous il traine la victoite, Que j’en ſçay mieux le prix, & qu’il n’a point deçeu Le genereux eſpoir que j’en avois conçeu.	Qu'il est environné de puissance et de gloire, Qu'en tous lieux après vous il traîne la victoite, Que j'en sais mieux le prix, et qu'il n'a point de Le généreux espoir que j'en avais conçu.
Mais ce meſme devoir qui le vainquit dans Rome Et qui me range icy deſſous les loix d’vn homme Repouſſe encor ſi bien l’effort de tant d’appas Qu’il déchite mon ame & ne l’ébranle pas.	Mais ce même devoir qui le vainquit dans Rome Et qui me range ici dessous les lois d'un homme Repousse encor si bien l'effort de tant d'appas Qu'il déchite mon âme et ne l'ébranle pas.
