A PARIS.	À PARIS.
Je brigue cét employ, je veux aller moy-même Demãder cõpte aux Dieux des jours de ce que j’aime, Et ſur vôtre deſtin reglant mon triſte ſort, Aprendre de l’Oracle, ou ma vie, ou ma mort.	Je brigue cet emploi, je veux aller moi-même Demander compte aux Dieux des jours de ce que j'aime, Et sur votre destin réglant mon triste sort, Aprendre de l'Oracle, ou ma vie, ou ma mort.
Je n’oſois confier à des cœurs moins fidelles Le ſoin de m’afftanchir de mes craintes mortelles, Mon ſexe, le péril, tout devoit m’arreſter;	Je n'osais confier à des cœurs moins fidèles Le soin de m'afftanchir de mes craintes mortelles, Mon sexe, le péril, tout devait m'arrêter;
Vais ſur tant de raiſons l’amour ſçeut l’emporter.	Vais sur tant de raisons l'amour sut l'emporter.
Je partis.	Je partis.
Mon depart fut pour tous un miſtere, Le Roy me fit donner une Suite étrangere, Et pour mieux aſſurer ſon ſecret & le mien, Je montay par ſon ordre un Vaiſſeau Lycien.	Mon départ fut pour tous un mystère, Le Roi me fit donner une Suite étrangère, Et pour mieux assurer son secret et le mien, Je montai par son ordre un Vaisseau Lycien.
Nous allions vers Délos, quand plus infortunée, Comme Eſclave en ces lieux je me vis amenée.	Nous allions vers Délos, quand plus infortunée, Comme Esclave en ces lieux je me vis amenée.
Que de pleurs j’ay verſez!	Que de pleurs j'ai versez!
Pour en tarir le cours, Mon cœur vous appella cent fois à ſon ſecours.	Pour en tarir le cours, Mon cœur vous appela cent fois à son secours.
Mais pourquoy retracer cette funeſte image?	Mais pourquoi retracer cette funeste image?
Un plein calme aujourd’huy ſuccede à cet orage.	Un plein calme aujourd'hui succède à cet orage.
Je pardonne au Deſtin tous mes malheurs paſſez.	Je pardonne au Destin tous mes malheurs passés.
Il les repare bien.	Il les répare bien.
Ie vous voy.	Je vous vois.
C’eſt aſſez.	C'est assez.
ADRASTE.	ADRASTE.
Ii, Madame, ces lieux tout baignez de nos larmes, Nous préparent encor de nouvenles aldimes.	Ji, Madame, ces lieux tout baignez de nos larmes, Nous préparent encor de nouvenles aldimes.
HESIONE.	HÉSIONE.
Hé, quittons-les, Seigneur, ces lieux remplis d’effroy, Dans les Champs Phrigiens retournez avec moy.	Hé, quittons-les, Seigneur, ces lieux remplis d'effroi, Dans les Champs Phrigiens retournez avec moi.
Hâtez l’heureux effet des prieres publiques, Venez ſacrifier à vos Dieux domeſtiques, Remplir des Phrigiens les ſouhaits les plus doux, Leur raporter la joye exilée avec vous, Conſoler par vos ſoins la vieilleſſe d’un Pere, Et redonner l’éclat à ſa Cour ſolitaire.	Hâtez l'heureux effet des prières publiques, Venez sacrifier à vos Dieux domestiques, Remplir des Phrigiens les souhaits les plus doux, Leur rapporter la joie exilée avec vous, Consoler par vos soins la vieillesse d'un Père, Et redonner l'éclat à sa Cour solitaire.
Je n’oſe icy méler mon intereſt au ſien.	Je n'ose ici mêler mon intérêt au sien.
Ol vode amaut pouitait ctont egarau Mien, La priere, Seigneur, d’une fidelle Amante, Ne devroit pas ſur vous eſtre la moins puiſſante.	Ol vode amaut pouitait ctont égarau Mien, La prière, Seigneur, d'une fidèle Amante, Ne devrait pas sur vous être la moins puissante.
ADRASTE.	ADRASTE.
Qui moy, que j’aille encor voir ces funeſtes lieux Où j’ay trop éprouvé la colere des Dieux?	Qui moi, que j'aille encor voir ces funestes lieux Où j'ai trop éprouvé la colère des Dieux?
Vous ne me verrez plus, triſtes bords du Scamandre, Soüillez encor du ſang qu’ils me firent répandre.	Vous ne me verrez plus, tristes bords du Scamandre, Sumillez encor du sang qu'ils me firent répandre.
Quels charmes ma Patrie auroit-elle pour moy?	Quels charmes ma Patrie aurait-elle pour moi?
Ma Patrie eſt icy, puis que je vous y voy.	Ma Patrie est ici, puis que je vous y vois.
Le lieu le plus ſauvage avec vous peut me plaire.	Le lieu le plus sauvage avec vous peut me plaire.
Jouïſſe qui voudra des Etats de mon Pere, Du bonheur de regner je ne ſuis point jalous, Sceptre, gloire, grandeurs, je trouve tout en vous.	Jouïsse qui voudra des États de mon Père, Du bonheur de régner je ne suis point jalous, Sceptre, gloire, grandeurs, je trouve tout en vous.
HESIONE.	HÉSIONE.
Si c’eſt un ſi grand bien pour vous que ma préſence, Ce bien, Prince, en ces lieux eſt-il en aſſurance?	Si c'est un si grand bien pour vous que ma présence, Ce bien, Prince, en ces lieux est-il en assurance?
Ignorez-vous qu’Atys a de l’amour pour moy?	Ignorez-vous qu'Atys a de l'amour pour moi?
Nous ſommes en des lieux dont ſon Pere eſt le Roy.	Nous sommes en des lieux dont son Père est le Roi.
Il me pourſuit, helas!	Il me poursuit, hélas!
Que peut faire Héſione?	Que peut faire Hésione?
Vous n’eſtes point jalous des droits d’une Couronne, Dateo vous, ne mon eceur ſerei-vous plus jalous?	Vous n'êtes point jalous des droits d'une Couronne, Dateo vous, ne mon eceur secréi-vous plus jalous?
Au pouvoir d’un Rival m’abandonerez-vous?	Au pouvoir d'un Rival m'abandonerez-vous?
ADRASTE.	ADRASTE.
Que je vous abandonne!	Que je vous abandonne!
Ah, ma belle Princeſſe, Me ſoupçonneriez-vous d’une telle foibleſſe?	Ah, ma belle Princesse, Me soupçonneriez-vous d'une telle faiblesse?
Si vôtre cœur helas!	Si votre cœur hélas!
ſi peu ſeûr de ma foy, Croit mon amour ſi foible, il n’en a point pour moy.	si peu sûr de ma foi, Croit mon amour si faible, il n'en a point pour moi.
Je ſçay qu’icy Captive, en bute à mille alarmes, Vous n’avez que ma main pour eſſuyer vos larmes.	Je sais qu'ici Captive, en bute à mille alarmes, Vous n'avez que ma main pour essuyer vos larmes.
Entre le Prince & vous balançay-je aujourd’huy?	Entre le Prince et vous balançai-je aujourd'hui?
J’ay plus d’amour pour vous, que d’amitié pour luy.	J'ai plus d'amour pour vous, que d'amitié pour lui.
Je ſoûpire, il eſt vray, lors que je conſidere Qu’au repos dun Amy mon bonheur eſt contraire.	Je soupire, il est vrai, lors que je considère Qu'au repos dun Ami mon bonheur est contraire.
Mon cœur par vos beautez juge de ſon amour, Je crains que s’il vous pert, il ne perde le jour.	Mon cœur par vos beautés juge de son amour, Je crains que s'il vous pert, il ne perde le jour.
Mon ame à la pitié pource cher Prince ouverte, M’en reproche déja l’inévitable perte,.	Mon âme à la pitié pource cher Prince ouverte, M'en reproche déjà l'inévitable perte,.
D’une telle pitié ne vous offenſez pas, Elle n’outrage point mes feux, ny vos apas.	D'une telle pitié ne vous offensez pas, Elle n'outrage point mes feux, ni vos appâts.
Toûjours conſtant, toûjours preſt à tout entreprẽdre.	Toujours constant, toujours prêt à tout entreprendre.
Contre Atys, contre tous jeſçauray vous défendre, Mais ſouffrez qu’à vos yeux je me plaigne du Sort, Qui me rend malgré moy la cauſe de ſa mort.	Contre Atys, contre tous jesçaurai vous défendre, Mais souffrez qu'à vos yeux je me plaigne du Sort, Qui me rend malgré moi la cause de sa mort.
HESIONE.	HÉSIONE.
De vôtre ſort, Seigneur, laiſſez-moy la conduite, L’amitié par l’amour ne ſera pas détruite;	De votre sort, Seigneur, laissez-moi la conduite, L'amitié par l'amour ne sera pas détruite;
Je ſçauray m’arracher de ma capacité, Sans qu’Atys contre vous en puiſſe étre irrité.	Je saurai m'arracher de ma capacité, Sans qu'Atys contre vous en puisse être irrité.
Cher Prince, cependant à mes deſirs fidelle, Ne luy découvrez point nôtre ardeur mutuelle;	Cher Prince, cependant à mes désirs fidèle, Ne lui découvrez point notre ardeur mutuelle;
Peut-eſtre à ſa fureur il croiroit tout permis, Et deux Amis rivaux ſont bientôt ennemis, Voila la ſeule Loy que j’oſe vous preſcrire, Je vais exécuter ce que le Ciel m’inſpire, Adieu.	Peut-être à sa fureur il croirait tout permis, Et deux Amis rivaux sont bientôt ennemis, Voilà la seule Loi que j'ose vous prescrire, Je vais exécuter ce que le Ciel m'inspire, Adieu.
Vivez, Seiglieur, ce lalis vous alarmer, N’ayez point d’autre ſoin que celuy de m’aimer,	Vivez, Seiglieur, ce lalis vous alarmer, N'ayez point d'autre soin que celui de m'aimer,
Evn vu Fremner Acte.	Eune vu Frenner Acte.
RECTE II SCENE PREMIERE.	RECTE II SCÈNE PREMIÈRE.
ERIXENE, ATYS, ISMENE.	ERIXENE, ATYS, ISMENE.
ERIXENE.	ERIXENE.
Y, Seigneur, je me plains de vôtre negligence, n veritable Amant a plus d’impatience.	Y, Seigneur, je me plains de votre négligence, n véritable Amant a plus d'impatience.
e croiray-je de vous?	Je croirai-je de vous?
Quoy, ſi prés de la Cour Faire durer l’abſence apres vôtre retour?	Quoi, si près de la Cour Faire durer l'absence après votre retour?
Irritée en ſecret je vous venois moy-méme Reprocher un affront ſenſible quand on aime.	Irritée en secret je vous venais moi-même Reprocher un affront sensible quand on aime.
D’un amoureux courroux projets trop ſuperflus!	D'un amoureux courroux projets trop superflus!
A peine je vous voy, qu’il ne m’en ſouvient plus;	À peine je vous vois, qu'il ne m'en souvient plus;
IIn mouvement plus doux ſuccede à ma colere.	IIn mouvement plus doux succède à ma colère.
Je ſens que je n’ay plus de reproche à vous faire.	Je sens que je n'ai plus de reproche à vous faire.
Mais lors que mon amour me fait tout oublier, Prince, n’oubliez pas de vous juſtifier.	Mais lors que mon amour me fait tout oublier, Prince, n'oubliez pas de vous justifier.
ATYS.	ATYS.
Madame, inſtruit qu’un Monſtre affamé de carnage, Du Pactole ſanglant deſoloit le rivage, Je voulois de ſon ſang faire rougir mes traits, Avant que d’aller rendre hômage à vos attraits.	Madame, instruit qu'un Monstre affamé de carnage, Du Pactole sanglant désolait le rivage, Je voulais de son sang faire rougir mes traits, Avant que d'aller rendre hômage à vos attraits.
Je l’avoüeray, j’ay crû, Madame, qu’un tel crime, Loin de vous offenſer, méritoit vótre eſtime, Et que vôtre grand cœur ſoufriroit ſans courroux Que mon nom avalitilioy peut alier juiqu'à vous.	Je l'avouerai, j'ai cru, Madame, qu'un tel crime, Loin de vous offenser, méritait vótre estime, Et que votre grand cœur souffrirait sans courroux Que mon nom avalitiliais peut alier juiqu'à vous.
ERIXENE.	ERIXENE.
Vous n’aviez, dites-vous, qu’un intereſt de gloire.	Vous n'aviez, dites-vous, qu'un intérêt de gloire.
Que j’aurois, juſte Ciel, de plaiſir à le croire!	Que j'aurais, juste Ciel, de plaisir à le croire!
Mais on diſoit, Seigneur, qu’un intereſt d’amour Vous faiſoit en ces lieux cacher vôtre rétour;	Mais on disait, Seigneur, qu'un intérêt d'amour Vous faisait en ces lieux cacher votre rétour;
Qu’au mépris d’une Reyne, Amant d’une Captive, Vous nourriſſiez prés d’elle une flâme furtive.	Qu'au mépris d'une Reine, Amant d'une Captive, Vous nourrissiez prés d'elle une flamme furtive.
Erixene à ce bruit n’a point ajoûté foy, Je l’ay crû trop indigne, & de vous & de moy.	Erixène à ce bruit n'a point ajouté foi, Je l'ai cru trop indigne, et de vous et de moi.
Il doit vous ſouvenir que le feu Roy mon Pere Fit de tous mes Etats Créſus dépoſitaire, Et que j’ay pour garans d’un Hymen aſſuré, Sa parole, & l’amour que vous m’avez juré.	Il doit vous souvenir que le feu Roi mon Père Fit de tous mes États Crésus dépositaire, Et que j'ai pour garants d'un Hymen assuré, Sa parole, et l'amour que vous m'avez juré.
Allons trouver Créſus, & luy faire connaître Que vous eſtes pour moy tel que vous devez étre.	Allons trouver Crésus, et Seigneur faire connaître Que vous êtes pour moi tel que vous devez être.
Madame.	Madame.
ATYS.	ATYS.
ERTAENE.	ERTANE.
Hé quoy, Seigneur, vous ſemblez héſiter.	Hé quoi, Seigneur, vous semblez hésiter.
Quand tout parle pour moy, qui peut vous arréter?	Quand tout parle pour moi, qui peut vous arrêter?
ATYS.	ATYS.
La Cour, le Roy luy-méme, & toute la Lydie.	La Cour, le Roy Roi-méme, et toute la Lydie.
B ij	B ij
ERIXENE.	ERIXENE.
naulte, due antes tens.	naute, due antes tens.
ATYS.	ATYS.
Ce qu’il faut que je die.	Ce qu'il faut que je die.
Eſt-il temps, juſte Ciel, de former ces liens?	Est-il temps, juste Ciel, de former ces liens?
Oubliez-vous quels maux preſſent les Lydiéns?	Oubliez-vous quels maux pressent les Lydiéns?
Voulez-vous les braver par un pareil ſpéctacle?	Voulez-vous les braver par un pareil spéctacle?
Que ſçait on ſi leurs cris n’y métroient point d’obſtacle?	Que sçait on si leurs cris n'y métraient point d'obstacle?
Ou du moins en ſecret condamnant nos deſirs, Voudroient-ils bien méler leur joye à nos plaiſirs, Et les Dieux aprouver un Hymen plein d’alarmes Qui n’auroit pour tous chants que des cris & des larmes?	Ou du moins en secret condamnant nos désirs, Voudraient-ils bien mêler leur joie à nos plaisirs, Et les Dieux aprèsouver un Hymen plein d'alarmes Qui n'aurait pour tous chants que des cris et des larmes?
ERIXENE.	ERIXENE.
Ne vous fatiguez point d’un ſoin ſi curieux, L’amour à ſe geſner eſt moins ingénieux.	Ne vous fatiguez point d'un soin si curieux, L'amour à se gêner est moins ingénieux.
Mais ſi de nos diſcours il faut bannir la feinte, Prince, je ne voy pas d’où vous vient cette crainte.	Mais si de nos discours il faut bannir la feinte, Prince, je ne vois pas d'où vous vient cette crainte.
Vôtre trouble apuyé de ſi foibles raiſons, Pourroit ouvrir mon àme à de juſtes ſoupçons.	Votre trouble appuyé de si faibles raisons, Pourrait ouvrir mon âme à de justes soupçons.
Le recit qu’on m’a fait n’eſt que trop véritable;	Le récit qu'on m'a fait n'est que trop véritable;
Qui s’excuſe ſi mal eſt ſans-doute coupable.	Qui s'excuse si mal est sans-doute coupable.
ATYS.	ATYS.
Quoy, vous croiriez, Madame.	Quoi, vous croiriez, Madame.
ERIXENE.	ERIXENE.
Oüy, Perfide, je crois Qu'Atys n’eſt plus pour moy ce qu’il fut autrefois, Qu’une Eſclave inconnuë a captivé ton ame, Qu'elle eſt le vil objet d’une plus vile flâme, Que tu veux l’élever au Trône de Créſus, Que tu n’és qu’un Ingrat, que tu ne m’aimes plus.	Oui, Perfide, je crois Qu'Atys n'est plus pour moi ce qu'il fut autrefois, Qu'une Esclave inconnue a captivé ton âme, Qu'elle est le vil objet d'une plus vile flamme, Que tu veux l'élever au Trône de Crésus, Que tu n 'une Ingrat, que tu ne m'aimes plus.
Tes refus, tes regars, ton trouble, ton ſilence, Mon cœur, tout en un mot me dit ton inconſtance;	Tes refus, tes régars, ton trouble, ton silence, Mon cœur, tout en un mot me dit ton inconstance;
Mais ſi tu dis qu’encor tu me gardes ta foy, Je démentiray tout, pour ne croire que toy.	Mais si tu dis qu'encor tu me gardes ta foi, Je démentirai tout, pour ne croire que toi.
ATYS.	ATYS.
Non, Madame.	Non, Madame.
C’eſt trop abuſer une Reyne, Je n’affecteray point une aſſurance vaine, Ie vous trahis.	C'est trop abuser une Reine, Je n'affecterai point une assurance vaine, Je vous trahis.
Mon cœur qui m’accuſe en ſecret, Vous livre un Criminel, qui ne l’eſt qu’à regret.	Mon cœur qui m'accuse en secret, Vous livre un Criminel, qui ne l'est qu'à regret.
Vous méritiez un cœur plus fidelle & plus tendre, Je rends à vos vertus ce que je dois leur rendre, Vôtre Hymen me promet un eternel bonheur, Mille autres à l’envy brigueroient cet honneur, Et lors que je refuſe un cœur comme le vôtre, Mon refus fait ma peine.	Vous méritiez un cœur plus fidèle et plus tendre, Je rends à vos vertus ce que je dois leur rendre, Votre Hymen me promet un éternel bonheur, Mille autres à l'envi brigueraient cet honneur, Et lors que je refuse un cœur comme le vôtre, Mon refus fait ma peine.
En faur-il chercher d’autre?	En saur-il chercher d'autre?
D’un fier emportement n’armez point vos apas, Vous vous vangez aſſez en ne vous vangeant pas.	D'un fier emportement n'armez point vos appas, Vous vous vengez assez en ne vous vengeant pas.
Abandonnez mon ame au torrent qui l’entraîne, Je ſuis plus digne, helas, de pitié que de haine.	Abandonnez mon âme au torrent qui l'entraîne, Je suis plus digne, hélas, de pitié que de haine.
Objet infortuné d’un deſtin rigoureux, Malgré moy je nourris un amour malheureux, J’aime un cœur qui me fuit, je fuis un cœurqui m’aime, Je trahis mon devoir, vous, mon Pere, & moy-méme.	Objet infortuné d'un destin rigoureux, Malgré moi je nourris un amour malheureux, J'aime un cœur qui me fuit, je fuis un cœuri m'aime, Je trahis mon devoir, vous, mon Père, et moi-même.
Madame, tant de maux vous ſemblent-ils trop douxx Y vouiet-vous encor jomdre votle conllouxs	Madame, tant de maux vous semblent-ils trop doux Y vouiet-vous encor jomdre votle conllouxs
ERIXENE.	ERIXENE.
Ce ſont donc des dédains que tes vœux me demandent, Cruel!	Ce sont donc des dédains que tes vœux me demandent, Cruel!
Hé bien, tes vœux auront ce qu’ils prétẽdent, Je romps tous les liens qui m’attachent à toy, Tu peux ſans m’outrager diſpoſer de ta foy;	Hé bien, tes vœux auront ce qu'ils prétendent, Je romps tous les liens qui m'attachent à toi, Tu peux sans m'outrager disposer de ta foi;
Je vay ſans t’honorer d’un reproche inutile, Chez mes Ciliciens joüir d’un ſort tranquile;	Je vais sans t'honorer d'un reproche inutile, Chez mes Ciliciens jouir d'un sort tranquille;
Rien ne me retient plus.	Rien ne me retient plus.
Je vay partir.	Je vais partir.
Seigneur, A vous abandonner ne forcez pas mon cœur.	Seigneur, À vous abandonner ne forcez pas mon cœur.
Je voy bien à travers le courroux qui m’anime, Que je vous puis encor pardonner vôtre crime.	Je vois bien à travers le courroux qui m'anime, Que je vous puis encor pardonner votre crime.
Immolez-moy l’Objet dont vous étes épris, Renvoyez-le.	Immolez-moi l'Objet dont vous êtes épris, Renvoyez-le.
Je mets vôtre grace à ce prix.	Je mets votre grâce à ce prix.
Vous vous tallenn puy vouiouun plououu ta Captive, Fay qu’à tes vœux trompez une Eſclave ſouſcrive, Place-la ſur ce Trone ou je devois monter, Voila tout le malheur qu’on te peut ſouhaiter.	Vous vous tallenn puy vouiouun plououu ta Captive, Fais qu'à tes vœux trompez une Esclave souscrive, Place-la sur ce Trone ou je devais monter, Voila tout le malheur qu'on te peut souhaiter.
Elle ſort.	Elle sort.
SCENE II.	SCÈNE II.
ATYS, LYCASTE.	ATYS, LYCASTE.
ATYS.	ATYS.
C Es reproches ſont-dûs à l’Ingrat qui la quite;	Ç CEs reproches sont-dus à l'Ingrat qui la quite;
Je prens part aux ennuis où je la précipite.	Je prends part aux ennuis où je la précipite.
Dieux, de combien de maux je me ſens déchirer, An malheur de mes jours tout ſemble conſpirer, Tout m’accable aujourd’huy, l'Etrangere, Erixene, L’une par ſon amour, & l’autre par ſa haine, Raſſurons toutefois nôtre eſprit alarmé.	Dieux, de combien de maux je me sens déchirer, An malheur de mes jours tout semble conspirer, Tout m'accable aujourd'hui, l'Étrangère, Erixène, L'une par son amour, et l'autre par sa haine, Rassurons toutefois notre esprit alarmé.
Lycaſte, j’aime trop, pour n’étre pas aimé.	Lycaste, j'aime trop, pour n'être pas aimé.
L’Ingrate peut un jour de venir moins cruelle, J’eſpere tout du temps, & d’un Amy fidelle, Peut-étre par des ſoins plus puiſſans ſur ſon cœur, Adraſte aura pour moy deſarmé ſa rigueur.	L'Ingrate peut un jour de venir moins cruelle, J'espère tout du temps, et d'un Ami fidèle, Peut-être par des soins plus puissants sur son cœur, Adraste aura pour moi désarmé sa rigueur.
Il vient.	Il vient.
SCENE III.	SCÈNE III.
ATYS, ADRASTE, LYCASTE.	ATYS, ADRASTE, LYCASTE.
ATYS continuë.	ATYS continue.
HE' bien, l’amour m’eſt il toûjours contraire?	HÉ bien, l'amour m'est il toujours contraire?
vous a-t-on ceoute:	vous a-t-on ceoute:
Que laut-i que perpère?	Que laut-y que perpère?
M’aime-t-on, ou plutôt, Prince, me hait-on moins, Et mon repos eſt-il l’ouvrage de vos ſoins?	M'aime-t-on, ou plutôt, Prince, me hait-on moins, Et mon repos est-il l'ouvrage de vos soins?
ADRASTE.	ADRASTE.
nanorepoe, ouigneur, de vous leur peur dépendre, A vos ſens agitez la raiſon doit le rendre.	nanoreprope, ouigneur, de vous leur peur dépendre, À vos sens agitez la raison doit le rendre.
Etoufez vôtre amour, ſource de vos douleurs, Ou bien préparez-vous à d’éternels malheurs,	Étouffez votre amour, source de vos douleurs, Ou bien préparés-vous à d'éternels malheurs,
ATYS.	ATYS.
Barbare Amy, pourquoy par ce diſcours ſincere, D’un Amant malheureux accroître la miſere?	Barbare Ami, pourquoi par ce discours sincère, D'un Amant malheureux accroître la misère?
Que ne me diſiez-vous que mes pleurs & le temps Surmonteroient un jour ſes dédains trop conſtans, Qu’elle peut renoncer à ſon indiférence, Que je me puis encor permetre l’eſpérance, Que l’amour à mon cœur prepare un ſort plus doux?	Que ne me disiez-vous que mes pleurs et le temps Surmonteraient un jour ses dédains trop constants, Qu'elle peut renoncer à son indiférence, Que je me puis encor permetre l'espérance, Que l'amour à mon cœur prépare un sort plus doux?
Que ſçay-je enfin, Cruel, que ne me trompiez-vous?	Que sais-je enfin, Cruel, que ne me trompiez-vous?
ADRASTE.	ADRASTE.
Hé, pourquoy voulez-vous, Seigneur, que je vous flate?	Hé, pourquoi voulez-vous, Seigneur, que je vous flatte?
Je dois vous conſeiller d’oublier une Ingrate, Son cœunu tos ioupiro parrumour ent ſermé, Un autre l’aime, enfin un autre en eſt aimé.	Je dois vous conseiller d'oublier une Ingrate, Son cœunu tos joupiro parrumour entour sermé, Un autre l'aime, enfin un autre en est aimé.
ATYS.	ATYS.
Ah Dieux, de mes tranſports je ne ſuis plus le maître!	Ah Dieux, de mes transports je ne suis plus le maître!
Quel que ſoit ce Rival, faites-le moy connaître, Des mépris de l’Ingrate il me fera raiſon, La retende cit vaie e net pius de lailon.	Quel que soit ce Rival, faites-le moi connaître, Des mépris de l'Ingrate il me fera raison, La retende cit vaie e net pius de lailon.
Si je ne puis toucher le cœur de la Cruelle, Je perceray le cœur qui ſoûpire pour elle.	Si je ne puis toucher le cœur de la Cruelle, Je percerai le cœur qui soupire pour elle.
ADRASTE.	ADRASTE.
D uimiirou femieme jaiouu votre amour prévenu Médite le trépas d’un Rival inconnu;	D' un femieme jaiouu votre amour prévenu Médite le trépas d'un Rival inconnu;
Mais quelque impétueux que ce tranſport puiſſe étre, Quand vous le connoîtrez, vous le plaindrez peutétre.	Mais quelque impétueux que ce transport puisse être, Quand vous le connaîtrez, vous le plaindrez peutétre.
ATYS.	ATYS.
De cette lâcheté me ſoupçonneriez-vous?	De cette lâcheté me soupçonneriez-vous?
Ah Dieux!	Ah Dieux!
cette penſée offenſe mon courroux.	cette pensée offense mon courroux.
Où trouver un Rival que tout mon cœur déteſte?	Où trouver un Rival que tout mon cœur déteste?
Son bonheur plus qu’à moy luy deviendra funeſte, Pour aller le punir faut-il paſſer les Mers?	Son bonheur plus qu'à moi lui deviendra funeste, Pour aller le punir faut-il passer les Mers?
J’iray pour me vanger au bout de l’Univers.	J'irai pour me venger au bout de l'Univers.
ADRASTE.	ADRASTE.
Nous pouvez vous vanger, & vous vanger ſans peine, Seigneur.	Nous pouvez vous venger, et vous venger sans peine, Seigneur.
Le ſort le livre à toute vôtre haine.	Le sort le livre à toute votre haine.
Ce Prince dont l’ardeur traverſe vôtre amour.	Ce Prince dont l'ardeur traverse votre amour.
APIO.	APIO.
Hé bien, Prince, achevez.	Hé bien, Prince, achevez.
ahu nalro l do Reſpire en cette Cour,	ahu nalro l do Respire en cette Cour,
ATYS.	ATYS.
En cette Cour!	En cette Cour!
Il craint ſi peu de me déplaire.	Il craint si peu de me déplaire.
Ah, Prince, decouvrons ce Rival teméraire.	Ah, Prince, découvrons ce Rival téméraire.
Si ma vive douleur peut encor vous toucher, Cher Adraſte, aidez-moy vous-méme à le chercher.	Si ma vive douleur peut encor vous toucher, Cher Adraste, aidez-moi vous-même à le chercher.
ADRASTE.	ADRASTE.
Vous croyez voir, Seigneur, vôtre peine adoucie, Si du ſort d’un Rival vôtre ame eſt éclaircie;	Vous croyez voir, Seigneur, votre peine adoucie, Si du sort d'un Rival votre âme est éclaircie;
Mais pour vôtre repos, ſouhaitez que les Dieux Pour jamais, s’il ſe peut, le cachent à vos yeux.	Mais pour votre repos, souhaitez que les Dieux Pour jamais, s'il se peut, le cachent à vos yeux.
Adieu,	Adieu,
SCENE IV.	SCÈNE IV.
ATYS, LICASIE.	ATYS, LICASIE.
ATYS.	ATYS.
QUe me veut dire une fuite, un ſilence, Qui ſur mille inalheurs étend ma défiance?	QUe me veut dire une fuite, un silence, Qui sur mille inalheurs étend ma défiance?
L’embarras de mon cœur eſt moins confus pour moy, Que tout ce que j’entens, que tout ce que je voy.	L'embarras de mon cœur est moins confus pour moi, Que tout ce que j'entends, que tout ce que je vois.
Toy qui nous écoutois, dy-moy, que dois-je croire?	Toi qui nous écoutais, dis-moi, que dois-je croire?
Trouves-tu quelque jour dans une nuit ſi noire?	Trouves-tu quelque jour dans une nuit si noire?
Parle.	Parle.
Dans ſes malheurs le plus ſage eſt ſans yeux, Et qui les ſent le moins, les diſcerne le mieux.	Dans ses malheurs le plus sage est sans yeux, Et qui les sent le moins, les discerne le mieux.
LYCASTE.	LYCASTE.
Tant de reflexion, ociglieur, me ſemble vaine, Lors qu’à la verité l’aparence nous mene.	Tant de réflexion, ociglieur, me semble vaine, Lors qu'à la vérité l'apparence nous mène.
Adraſte d’un Rival vous menace aujourd’huy;	Adraste d'un Rival vous menace aujourd'hui;
Ie connoy ce Rival.	Je connais ce Rival.
ATYS.	ATYS.
Et quel eſt-il?	Et quel est-il?
LYCASTE.	LYCASTE.
c’eſt luy,	c'est lui,
ATYS.	ATYS.
LYCASTE.	LYCASTE.
Luy-même.	Lui-même.
ATYS.	ATYS.
Un tel ſoupçon l’outrage?	Un tel soupçon l'outrage?
Pour un crime ſi noir il a trop de courage.	Pour un crime si noir il a trop de courage.
Il oſeroit trahir l’amitié qui nous joint?	Il oserait trahir l'amitié qui nous joint?
L’Etrangere à ſes yeux.	L'Étrangère à ses yeux.
Non, je ne te croy point.	Non, je ne te crois point.
Pourtant lors que j’y penſe, il me ſemble, Lycaſte, Qu'à ſon aſpect tantôt j’ay vû rougir Adraſte;	Pourtant lors que j'y pense, il me semble, Lycaste, Qu'à son aspect tantôt j'ai vu rougir Andraste;
Son deſordre a paru dans ſes yeux interdits;	Son désordre a paru dans ses yeux interdits;
Ton trouble, tout répond à ce que tu me dis.	Ton trouble, tout répond à ce que tu me dis.
Se pourroit-il, grãds Dieux, que mon Amy parjure.	Se pourrait-il, grands Dieux, que mon Ami parjure.
Non, contre tes ſoupçons ſa vertu me raſſure.	Non, contre tes soupçons sa vertu me rassure.
Mais de tout en amour on doit ſe défier;	Mais de tout en amour on doit se défier;
Il faut bannir ma crainte, ou la juſtifier.	Il faut bannir ma crainte, ou la justifier.
Suy-le, obſerve ſes yeux auprés de l’Etrangere;	Sui-le, observe ses yeux auprès de l'Étrangère;
S’il s’eſt tû, ſes regars ne ſçauront pas ſe taire.	S'il s'est tu, ses régars ne sauront pas se taire.
L’amout le plus ſecret ſe trahit aiſément.	L'amout le plus secret se trahit aisément.
Emprunte pour le voir les regars d’un Amant.	Emprunte pour le voir les régars d'un Amant.
Je ne te dis plus rien.	Je ne te dis plus rien.
Va faire agir ton zele:	Va faire agir ton zèle:
Mon devoir, tu le ſçais, auprés du Roy m’appelle.	Mon devoir, tu le sais, auprès du Roi m'appelle.
Mais il vient, je le voy.	Mais il vient, je le vois.
Cours, Lycaſte, & revien M’éclaircir.	Cours, Lycaste, et reviens M'éclaircir.
Puiſſes-tu ne m’éclaircir de rien.	Puisses-tu ne m'éclaircir de rien.
SCENE V.	SCÈNE V.
CRESUS, ATYS, ARCAS.	CRÉSUS, ATYS, ARCAS.
CRESUS.	CRESUS.
ENfin apres trois mois & de crainte & d’abſence;	ENfin après trois mois et de crainte et d'absence;
Les Dieux à mes ſouhaits rendent vôtre préſence.	Les Dieux à mes souhaits rendent votre présence.
