Ah!	Ah!
foible Roſemonde, eſt-ce de la maniere Que tu veux honorer la memoire d’un frere ?	faible Rosemonde, est-ce de la manière Que tu veux honorer la mémoire d'un frère ?
Qu’eſt devenu ce cœur qui donnoit autrefois Et l’amour & la crainte aux plus ſuperbes Rois?	Qu'est devenu ce cœur qui donnait autrefois Et l'amour et la crainte aux plus superbes Rois?
Eſt-il enſevely dans le tombeau d’un frere ?	Est-il enseveli dans le tombeau d'un frère ?
Eſt-il aneanty dans les cendres d’un pere?	Est-il anéanti dans les cendres d'un père?
Et lors qu’il doit paroiſtre avec le plus d’ardeur Faudra-il qu’il ſuccombe & perde ſa vigueur?	Et lors qu'il doit paraître avec le plus d'ardeur Faudra-il qu'il succombe et perde sa vigueur?
Qu’eſt-ce que tu promis?	Qu'est-ce que tu promis?
la promeſſe eſt un gag Où la foy tient unis le cœur & le langage, Tu promis, tu juras, le ſerment te confond.	la promesse est un gag Où la foi tient unis le cœur et le langage, Tu promis, tu juras, le serment te confond.
De ne donner jamais de treve à Faramond, Qu’eſt-ce donc qui retient tes volontés cõtraint Crois-tu qu’un frere mort te demande des plait Non, non, il veut du ſang, & pour le contente Il ne faut rien obmettre, il faut tout intenters Mais, helas!	De ne donner jamais de trouve à Faramond, Qu'est-ce donc qui retient tes volontés cõtraint Crois-tu qu'un frère mort te demande des plaît Non, non, il veut du sang, et pour le contente Il ne faut rien obmettre, il faut tout intenters Mais, hélas!
juſte Ciel!	juste Ciel!
quel ſ'ang dois je repane Eſt-ce vous, Faramond, à qui je m’en dois prent Tremperay-je mes mains dans ce ſang precieur Non, ce deſſein me choque, & me ſemble odie Faramond ſe condamne, & s’accuſe luy-méme Il deſire la mort;	quel s'ang dois je repane Est-ce vous, Faramond, à qui je m'en dois prend Tremperai-je mes mains dans ce sang précieur Non, ce dessein me choque, et me semble odie Faramond se condamne, et s'accuse lui-même Il désire la mort;
mais ſon amour extreme Etoune ce deſir à méme temps qu’il nait, Que pourra donc reſoudre un cœur qui le com Cel O Dieux!	mais son amour extrême Étoune ce désir à même temps qu'il naît, Que pourra donc résoudre un cœur qui le com El Ô Dieux!
c’eſt à ce coup que j’implore voſtre et ct Vous qui tenez en main de tout mal le remede Gueriſſez mon eſprit des fantoſmes divers.	c'est à ce coup que j'implore votre et ct Vous qui tenez en main de tout mal le remède Guérissez mon esprit des fantômes divers.
Il m Qui l’oppriment en toure, & le tiennent aux l' Ient Acce Pui laccordés à ce cœur, pour un plus doux partage, Ou beaucoup moins de mal, ou bien plus de courage.	Il m Qui l'oppriment en toure, et le tiennent aux l' Ent Acce Pui laccordez à ce cœur, pour un plus doux partage, Ou beaucoup moins de mal, ou bien plus de courage.
SCENE VI.	SCÈNE VI.
EVNIMONDE, AMALAZONTHE, ALBISINDE, Gardes,	EUNIMONDE, AMALAZONTHE, ALBISINDE, Gardes,
POLIXENE A Roſemonde.	POLIXENE A Rosemonde.
Eſtre dans la priſon parmy des inhumains, COù l’on a pour tout bien la liberté des mains, Se voir le triſte objet d’une rage implacable, Seroit une rigueur du tout inſuportable, Si le plaiſir qu’on prend, Madame, à voſtre abort Ne radouciſſoit pas ce qu’elle a de plus fort.	Être dans la prison parmi des inhumains, COù l'on a pour tout bien la liberté des mains, Se voir le triste objet d'une rage implacable, Serait une rigueur du tout insupportable, Si le plaisir qu'on prend, Madame, à votre abort Ne radoucissait pas ce qu'elle a de plus fort.
EVNIMONDE rourmoy, je ne ſçaurois haïr mon eſclavage, Puiſque c’eſt de luy ſeul que je tiens I’avantage De joüyr quelque fois du charmant entretien De Roſemonde.	EUNIMONDE rourmoi, je ne saurais haïr mon esclavage, Puisque c'est de Seigneur seul que je tiens J'avantage De jouir quelque fois du charmant entretien De Rosemonde.
ROSEMONDE.	ROSEMONDE.
Et moy d’un plus rude lien s prelle laſtois peu de cas aupres de deux Princeſſes;	Et moi d'un plus rude lien s prélle lastais peu de cas auprès de deux Princesses;
Qui peuvent en merite égaller les Deeſſes, Quelque chagrin qui m’ait envelopé l’eſprit, mél(Le plaiſir de les voir, le chaſſe ou le guerit, leur preſence produit ſon effect ordinaire.	Qui peuvent en mérite égaller les Deesses, Quelque chagrin qui m'ait enveloppé l'esprit, mélacLe plaisir de les voir, le chasse ou le guérit, leur présence produit son effet ordinaire.
POLIXENE.	POLIXENE.
e coſCelle de Roſemonde a toûjours l’art de plaire, oſtrefet celle dAlbiſinde a celuy d’engager.	Je cosCelle de Rosemonde a toujours l'art de plaire, ôtrefet celle dAlbisde à celui d'engager.
ALBISINDE.	ÀLBISINDE.
ts Il me ſemble pour moy que ſans vous outrager auxl( Ie ne puis vous parler, ny méme vous entendre, Acd Puis qu’enfin les deſtins cruels m’ont voulu rendre La fille du tyran qui captive vos jours, at dont la cruaure paie ceſle des ours.	ts Il me semble pour moi que sans vous outrager auxl( Je ne puis vous parler, ni même vous entendre, Acéd Puis qu'enfin les destins cruels m'ont voulu rendre La fille du tyran qui captive vos jours, at dont la cruaure paie cèle des ours.
POLIXENE.	POLIXENE.
Cette reflexion eſt trop foible, Madame, Pour arracher jamais du profond de mon ame L’eſtime & l’amitié qu’elle a conceu pour vous.	Cette réflexion est trop faible, Madame, Pour arracher jamais du profond de mon âme L'estime et l'amitié qu'elle a conçu pour vous.
EtRerMeNuLe Ie ſuis aveuglement des ſentimens ſi doux.	EtRerMeNuLe Je suis aveuglement des sentiments si doux.
EVNIMONDE.	EUNIMONDE.
Et les Cieux mettront ordite A finir nos malheurs, & calmer ce deſordre.	Et les Cieux mettront ordite A finir nos malheurs, et calmer ce désordre.
AMALAZONTE.	AMALAZONTE.
N’auray-je point de part à la Societé, Qarnous dont conoier, peruans la iiberté?	N'aurai-je point de part à la Société, Qarnous dont conver, pervants la jiberté?
POLIXENE.	POLIXENE.
Vne ſi belle Reyne a droit de tout pretendre, Et nous n’ignorons pas ce que l’on luy doit renda Se	Une si belle Reine a droit de tout prétendre, Et nous n'ignorons pas ce que l'on lui doit renda Se
ALBISINDE à Polixene.	ÀLBISINDE à Polixène.
Mais Dieux que dirés-vous de cette criminelle, Puiſque pour vous trahir on em ploya ſon zele, Me p Pourra-elle effacer les maux qu’elle a cauſés, Quoy qu’avec innocence.	Mais Dieux que direz-vous de cette criminelle, Puisque pour vous trahir on em ploya son zèle, Me p Pourra-elle effacer les maux qu'elle a causez, Quoi qu'avec innocence.
ECEMENE Ils ſont tous appaiſés Rour ce qui vous regarde.	ECEMENE Ils sont tous apaisés Rour ce qui vous regarde.
ALBISINDE, Adouciſſons nos maux dans ces doux entretien	ÀLBISINDE, Adoucissons nos maux dans ces doux entretien
SCENE VII.	SCÈNE VII.
ROSEMONDE, POLIXENE.	ROSEMONDE, POLIXENE.
EVNIMONDE, ALBISINDE, AMALAZONTHE, BRIOMER, garde	EUNIMONDE, ALBISINDE, AMALAZONTHE, BRIOMER, garde
BRIOMER.	BRIOMER.
On, ils feroient trop longs, reprenez vos lien N C’eſt de la part dun oy, retirés-vous mes pame	On, ils feraient trop longs, reprenez vos lien N 'est de la part dun oi, retirez-vous mes pame
N’es-tu pas encor las de tes perfides trames?	N'es-tu pas encor las de tes perfides trames?
Infidelle ſujet ne ceſſeras-tu point De reduire ta Reyne au de plorable point De mépriſer le jour?	Infidèle sujet ne cesseras-tu point De réduire ta Reine au de plorable point De mépriser le jour?
BRIOMER, Pourétre trop fidelle Ie vous pouſſe, Madame, à douter de mon zelle	BRIOMER, Pourétre trop fidèle Je vous pousse, Madame, à douter de mon zèle
ROSEMONDE.	ROSEMONDE.
Ah!	Ah!
traître!	traître!
oſe-tu bien d’un front audacieux Me parler de la ſorte en preſence des Dieux ?	ose-tu bien d'un front audacieux Me parler de la sorte en présence des Dieux ?
Ces puiſſants deſtructeurs des Monſtres de la terre Envoyront à la fin l’éclat de leur tonnerre Pour punir tes forfaits.	Ces puissants destructeurs des Monstres de la terre Envoiront à la fin l'éclat de leur tonnerre Pour punir tes forfaits.
BRIOMER.	BRIOMER.
Ils font ſi peu de cas De ce que nous faiſons ſur la terre icy bas, Que i’apprehende peu vôtre foible menace;	Ils font si peu de cas De ce que nous faisons sur la terre ici bas, Que j'appréhende peu votre faible menace;
Mais ce long Dialogue eſt de mauvaiſe grace, maſthez ſans murmurer.	Mais ce long Dialogue est de mauvaise grâce, masthez sans murmurer.
ROSEMONDE.	ROSEMONDE.
Obeïſſons au ſort, Sans faire rien de bas, & qui nous faſſe tort.	Obéissons au sort, Sans faire rien de bas, et qui nous fasse tort.
POLIXENE.	POLIXENE.
Separons-nous mal gré le deſir de nôtre ame, Et retirons les yeux de deſſus cét infame.	Séparons-nous mal gré le désir de notre âme, Et retirons les yeux de dessus cet infâme.
romesje remnent normis Polixene qui eſt retenuë par Briomer.	romesje remnent normis Polixène qui est retenue par Briomer.
BRIOMER.	BRIOMER.
Pourvous, Madame, il faut que vous reſtiez icy Le Roy veut vous parler.	Pourvous, Madame, il faut que vous restiez ici Le Roi veut vous parler.
POLIXENE.	POLIXENE.
Et quoy!	Et quoi!
tu veux auſſi Sans garder le reſpect que le ſexe t’ordonne Avec tant d’inſolence arréter ma perſonne?	tu veux aussi Sans garder le respect que le sexe t'ordonne Avec tant d'insolence arrêter ma personne?
BRIOMER.	BRIOMER.
Ne diſcourons pas tant, voicy le Roy qui vient.	Ne discourons pas tant, voici le Roi qui vient.
SCENE VIII.	SCÈNE VIII.
LE ROY DE SVEVB POLIXENE, BRIOMER GARDES.	LE ROY DE SUEUB POLIXENE, BRIOMER GARDES.
LE ROY DE SVEVE.	LE ROY DE SUEUE.
ADAME, les eſprits que l’amour entretien Tuſi M Ne pouvans s’éloigner de l’objet qui la puiſe bleſſe Ne ſçauroient vivre heureux qu’auprés de leu Maitreſfe, s’ils ne ſont pas toûjours à ſon côté liez Ils perdent le repos & ſont des inquiets.	ADAME, les esprits que l'amour entretien Tusi M Ne pouvant s'éloigner de l'objet qui la puise blesse Ne sauraient vivre heureux qu'auprès de lu Maitresfe, s'ils ne sont pas toujours à son côté liés Ils perdent le repos et sont des inquiets.
POLIXENE.	POLIXENE.
Le ceux à quil amour ne fut jaurais connüe Pourr Ne peuvent ſupporter le diſcours ny la veüe De ceux qui ſans reſpect leur en veulent parler.	Le ceux à quil amour ne fut jaurais connue Pourr Ne peuvent supporter le discours ni la vue De ceux qui sans respect leur en veulent parler.
Cefre Elle s’en veut aller, mais elle eſt retenüe par un Garde.	Cre Elle s'en veut aller, mais elle est retenue par un Garde.
D’avo	D'avo
LE ROY DE SVEVE Arrétez!	LE ROY DE SUEUE Arrêtez!
Arrétez!	Arrêtez!
à quoy bon s’en aller?	à quoi bon s'en aller?
Eſt-il dans mon amour quelque choſe d’injuſte?	Est-il dans mon amour quelque chose d'injuste?
Qui, Mon deſſein n’eſt-il pas tout noble & tout auguſte ll'arra N’ay-je pas un Roy aume à qui ie fais la loy?	Qui, Mon dessein n'est-il pas tout noble et tout auguste l'arra N'ai-je pas un Roy aume à qui ie fais la loi?
Qu’eſt-ce donc qui vous donne un tel degout dellais moy?	Qu'est-ce donc qui vous donne un tel dégoût dellais moi?
Doutez-vous de ma foy?	Doutez-vous de ma foi?
croyez-vous que ma flame ſtmet Ne puiſſe pas durer tout autant que mon a me?	croyez-vous que ma flamme stmet Ne puisse pas durer tout autant que mon a me?
Si tu Ah!	Si tu Ah!
s’il faut des ſermens pour vous en aſſurer, lgrat Ie iure.	s'il faut des serments pour vous en assurer, lgrat Je jure.
POLIXENE.	POLIXENE.
Non, infame!	Non, infâme!
en vain tu veux juret Du me Conſerve tes Eſtats, garde bien ton empire, Ie les eſtime moins que ie ne ſçaurois dire, Ta perſonne & tes biens me ſont indifferends, C’eſt donc ſans aucun fruit, Tygre, que tu pretends Me Iendle compiaſfante à ton denl Maines	en vain tu veux juret Du me Conserve tes États, garde bien ton empire, Je les estime moins que Ne ne saurais dire, Ta personne et tes biens me sont indifférends, C'est donc sans aucun fruit, Tigre, que tu prétends Me Jendle compiasfante à ton denl Ères
LE ROY DE SVEVE.	LE ROY DE SUEUE.
Ah!	Ah!
cruelle eſt-ce ainſi que tu traites ma flame?	cruelle est-ce ainsi que tu traites ma flamme?
Mes peines ny mes ſoins ne te peuvent toucher, Tu t’éloignes de moy quand ie venx t’aprocher, oçaisetu bien que le puis agir à force ouverte, Et que de moy depend ton ſalut ou ta perte?	Mes peines mains mes soins ne te peuvent toucher, Tu t'éloignes de moi quand a venx t'approcher, oçaisetu bien que le puis agir à force ouverte, Et que de moi dépend ton salut ou ta perte?
POLIXENE.	POLIXENE.
Pourfuy!	Pourfui!
Roy de Sueve, & ne te repens pas, le vois bien que ton cœur ne veut que mon trepas, Ton barbare deſſein répond à mon envie, etieſſu flatte Polixenne en pourſuivant ſa vie ui lPuiſque tu luy verras preferer le tombeau A lahonte d’aymer ſon Tyran & ſon fleau	Roi de Suve, et ne te repens pas, le vois bien que ton cœur ne veut que mon trépas, Ton barbare dessein répond à mon envie, etiessu flatte Polixenne en poursuivant sa vie ui lUisque tu lui verras préférer le tombeau A lahonte d'aimer son Tyran et son fléau
LE ROY DE SVEVE.	LE ROY DE SUEUE.
Ah!	Ah!
c’eſt plûtôt ce fils déloyal & perfide Que déja ton amour à rendu parricide) Que tu veux preferer à ſon pere, à ſon Roy.	c'est plutôt ce fils déloyal et perfide Que déjà ton amour à rendu parricide) Que tu veux préférer à son père, à son Roi.
Lrois-tu qu’aprés ma mort il ſoit digne de toy?	Lrois-tu qu'après ma mort il soit digne de toi?
Pourrois-tu voir un fils, teint du ſang de ſon pere, Vn fils qui m’abandonne, un fils qui ſert ton frere, Le frere dont le bras luy reproche aujourd’huy erde.	Pourrais-tu voir un fils, teint du sang de son père, Un fils qui m'abandonne, un fils qui sert ton frère, Le frère dont le bras avait reproche aujourd'hui erde.
D’avoir privé du iour le ſien & mon appuy:	D'avoir privé du jour le sien et mon appui:
ſais, ô Dieux comme luy i’abhorre ma vengeance it les ſoins de punir l’inhumain Roy de France, Qui, m’ayant fait perir un digne Succeſſeur, tuſleſ’arrache le ſecond par les yeux de ſa ſœur.	sais, ô Dieux comme lui j'abhorre ma vengeance it les soins de punir l'inhumain Roi de France, Qui, m'ayant fait périr un digne Successeur, tusles’arrache le second par les yeux de sa sœur.
e foulle tout au pieds dans le ſoin de te plaire;	 eoulle tout au pieds dans le soin de te plaire;
ut tanntu veux la paix, ne ſois plus ſi ſevere, i tu veux preſerver ce fils de mon courroux, flanſt mettre cét infame à l’abry de mes coups, ſi tu veux éviter ſon trepas exemplaire, figrate Polixene, il me faut ſatisfaire.	ut tanntu veux la paix, ne sois plus si sévère, y j'abe préserver ce fils de mon courroux, flant mettre cet infâme à l'abri de mes coups, si tu veux éviter son trépas exemplaire, figrate Polixène, il me faut satisfaire.
POLIXENE.	POLIXENE.
Pere indigne d’avoir un fils ſi genereux, urell u moins tu devrois prendre un air moins rigoureux, n parlant d’un ſirare & ſi precieux gage, uis qu’enfin s’il te reſte encor quelque avantage;	Pere indigne avoir un fils si généreux, urell moins tu devrois prendre un air moins rigoureux, parlant un sirare et si Père gage,igné d'avoir uil te ils si quelque reux,
lu le tires d’un fils ſiremply de vertu;	lu le tires d'un fils sirempli de vertu;
Mars le vice avec ene à toujours combatu.	Mars le vice avec ene à toujours combattu.
LE ROY DE SVIVE.	LE ROY DE SVIVE.
Appelles.	Appelles.
tu vertu de s’en prendre à ſon pere?	tu vertu de s'en prendre à son père?
ptque	ptque
POLIXENE.	POLIXENE.
Mais appelles-tu pere un monſtre de colere Qui n’a des ſentimens de pitié ny d’honneur?	Mais appelles-tu père un monstre de colère Qui n'a des sentiments de pitié ici d'honneur?
p'ay	p'ai
LE ROY DE SVEVE.	LE ROY DE SUEUE.
Ah!	Ah!
c’eſt trop, mon amour?	c'est trop, mon amour?
c’eſt trop tenter mi Granc cœur !	c'est trop tenter mi Granc cœur !
Le ne puis plus durer, ma patience échape, uſqu Ce rebut inſolent trop rudement me frappe.	Le ne puis plus durer, ma patience échappe, usquel Ce rebut insolent trop rudement me frappe.
Vous f Ayme le, ce perfide, ayme-le, j’y conſens;	Vous f Ême le, ce perfide, aime-le, j'y consens;
qu'il n Mais.	qu'il n Mais.
POLIXENE.	POLIXENE.
Ah!	Ah!
perſecuteur, deſabuſe tes fe lles eſt Quoy que Viridomare ait un charme invincible Deche Pour donner dans le cœur de la plus inſenſible, l'amo Quoy qu’enfin ſa vertu produiſe mille effects, itſi de Et que je blame icy le tort que tu luy fais, On ne Cenen ny par amout, ny par aueune cauſe llfaut Qui te doive faire ombre.	persécuteur, désabuse tes se lles est Quoi que Viridomare ait un charme invincible De Pour donner dans le cœur de la plus insensible, l'amo Quoi qu'enfin sa vertu produise mille effets, itsi de Et que je blâme ici le tort que tu lui fais, On ne Cenen ni par amout, ni par aveune cause llfaut Qui te doive faire ombre.
LE ROY DE SVEVE.	LE ROY DE SUEUE.
Ah!	Ah!
déguiſe la chos Cette	déguise la chos Cette
POLIXENE.	POLIXENE.
Non, non?	Non, non?
ſois-en certain, & crois que dans nu Seig rang I’épouſerors platoit le ccreueir que con ſang.	sois-en certain, et crois que dans nu Seig rang J'épouserors platait le ccreueir que con sang.
LE ROY DE SV VE.	LE ROY DE SU VE.
Bien, nous l’éprouverons;	Bien, nous l'éprouverons;
Gardes, qu’on la ullymé duiſe Dans ſa priſon premiere.	Gardes, qu'on la ullymé duise Dans sa prison première.
GARE.	GARE.
Allons donc ſans remile Elle eſt amenée par un Garde.	Allons donc sans remile Elle est amenée par un Garde.
LE ROY D SVEVE.	LE ROY D SVEUE.
As-tuveu, Briomer, cette fiere beauté, Et de quelle façon ſes diſcours m’ont traité?	As-tu, Briomer, cette fière beauté, Et de quelle façon ses discours m'ont traité?
ls ont L’excez de mon amour m’a rendu mépriſable, Et pour la trop aymer j'ay paru inoliis ayfirable Nous Ah!	ls ont L'excès de mon amour m'a rendu méprisable, Et pour la trop aimer j'ai paru inoliis aifirable Nous Ah!
ne l’aymons done plus, & qu’un juſte regree Raviſſe à noſtre cœur ce déda gneux objet?	ne l'aimons donce plus, et qu'un juste regree Ravisse à notre cœur ce dédà gneux objet?
o Ciel!	ô Ciel!
que mon eſprit fut autrefois facile, pere!	que mon esprit fut autrefois facile, père!
Et que l’erreur trouva mon ame bien docile, Que mon cœur étoit foible, & dans l’aveuglement ur?	Et que l'erreur trouva mon âme bien docile, Que mon cœur était faible, et dans l'aveuglement ur?
DD’aymer des faux attraits qui n’ont rien de charmant, nter uGrands Dieux!	DD'aimer des faux attraits qui n'ont rien de charmant, ner uGrands Dieux!
ſi jamais plus mon jugement s’oublie Iuſqu’à pouvoir commettre une telle folie, Vous ne pouvez avoir de tonnerre ſi fort Qu'il ne me donne encor une trop douce mort!	si jamais plus mon jugement s'oublie Jusqu'à pouvoir commettre une telle folie, Vous ne pouvez avoir de tonnerre si fort Qu'il ne me donne encor une trop douce mort!
Mais helas!	Mais hélas!
ie me trouble, & la fureur m’accableQuoy?	Ne me trouble, et la fureur m'accableQuoi?
puis-je bien guerir d’un poïſon in curable tes ſſles efforts ſeroient vains & mes ſoins ſuperflus cibleDe cherçher du remede où je n’en connois plus.	puis-je bien guérir d'un poïson in curable tes ssles efforts seraient vains et mes soins superflus cibleDe cherçher du remède où je n'en connais plus.
ſible L’amour eſt un poiſon qui ſe gliſſe dans l’ame, ets, Et ſi dans le moment qu’on reſſent qu’il enflame On ne preud promptement l’anti dote ordonné, Il faut qu’on ſoit deſlors toûjours empoiſonné.	sible L'amour est un poison qui se glisse dans l'âme, ets, Et si dans le moment qu'on ressent qu'il enflamme On ne pr promptement l'anti dote ordonné, Il faut qu'on soit délors toujours empoisonné.
le ne puis donc ceſſer d’adorer Poli ene, Quand bien elle pourroit étre plus inhumaine.	le ne puis donc cesser d'adorer Poli ene, Quand bien elle pourrait être plus inhumaine.
a cheette necemtem’oblige de l’aymer.	à cheette necemtem’oblige de l'aimer.
BNIOMER.	BNIOMER.
Seigneur, ſi vous fuiviez l’avis de Briomer, Vous ne fentiriez pas de ſi rudes attaintes.	Seigneur, si vous suiviez l'avis de Briomer, Vous ne sentiriez pas de si rudes attaintes.
LE ROY DE SVLVE.	LE ROY DE SULVE.
En effet, Briomer, ce n’eſt pas par mes plaintes, rmeme par mes reux que j’en viendrois à bout, Dans l’état où je ſuis, reſolvons nous à tout.	En effet, Briomer, ce n'est pas par mes plaintes, ramme par mes reux que j'en viendrais à bout, Dans l'état où je suis, résolvons nous à tout.
Allons l’intimider par l’horreur du ſupplice Pour la rendre à mes veux ou conforme ou propice.	Allons l'intimider par l'horreur du supplice Pour la rendre à mes veux ou conforme ou propice.
BRIOMER.	BRIOMER.
Songeons premierement à repouſſer les traits Que nos fiers ennemis nous tireront de pres, lls ont pris le deſſein de ſurprendre la Ville.	Songeons premièrement à repousser les traits Que nos fiers ennemis nous tireront de pres, lois ont pris le dessein de surprendre la Ville.
LE ROY DE SVEVE.	LE ROY DE SUEUE.
Nous rendrons, nous rendrons leur attaque inutile, I’ay les reins aſſez forts, & les bras aſſez longs Pour abattre l’orgueil de trente Faramonds, Qu’il tonne!	Nous rendrons, nous rendrons leur attaque inutile, J'ai les reins assez forts, et les bras assez longs Pour abattre l'orgueil de trente Faramonds, Qu'il tonne!
& que ſur nous il pouſſe la tempet Il la verra réchoir & fondre lur ſa tête.	et que sur nous il pousse la tempet Il la verra réchoir et fondre lur sa tête.
Fin du premier Acte-	Fin du premier Acte-
ACTE II.	ACTE II.
SCENE II.	SCÈNE II.
FARAMOND, BALAMIR,	FARAMOND, BALAMIR,
FARAMOND.	FARAMOND.
Nfin, grand Balamir, voicy l’aymable jour Laprés le quel nos cœurs ſoupiroient tour à tourIe ne dois plus douter de l’entiere defaicte Des tygres alterés qui pourſuivent ma teſteQue les plus fier des Dieux, le redoutable Mars Avec mes ennemis joigne ſes êtandars!	Nfin, grand Balamir, voici l'aimable jour Laprès le quel nos cœurs soupiraient tour à tourIe ne dois plus douter de l'entière défaite Des titres altérés qui poursuivent ma têteQue les plus fier des Dieux, le redoutable Mars Avec mes ennemis joigne ses êtandars!
L’amour & Balamir ſont de ſi vaillans guides?	L'amour et Balamir sont de si vaillants guides?
Que ſous eux imitant les Guerriers intrepides On me verra braver les perils les plus grands;	Que sous eux imitant les Guerriers intrépides On me verra braver les périls les plus grands;
Fuſſent mes ennemis plus fiers que des geants!	Fussent mes ennemis plus fiers que des géants!
le les iray forçer juſques dans leurs murailles Et ſemer das leurs cœurs l’horreur des feunerailles.	le les irai forçer jusque dans leurs murailles Et semer das leurs cœurs l'horreur des feunerailles.
Mes ennemis ont peur, ils ont lieu de fremir Puis qu’ils ont ſur les bras le vaillant Balamit.	Mes ennemis ont peur, ils ont lieu de frémir Puis qu'ils ont sur les bras le vaillant Balamit.
C’eſt luy qui doit avoir la gloire toute entiere D’afranchir ſans frayeur leur plus large barrière, Ceit fuy qui les doit vaincre avec tous leurs efforts, Et Cologne n’a plus de rampars aſſez forts Pour les mettre à l’abry d’un ſi grand averſaire:	C'est lui qui doit avoir la gloire toute entière D'afranchir sans frayeur leur plus large barrière, Ceit fui qui les doit vaincre avec tous leurs efforts, Et Cologne n'a plus de rampars assez forts Pour les mettre à l'abri d'un si grand aversaire:
Ce iour eſt aſſez long pour les voit tous deraire.	Ce jour est assez long pour les voit tous deraire.
BALAMIR	BALAMIR
i ie n’avois pas veu combattre au premier rang Faramond tout couvert & de gloire & de ſang.	y ici n'avais pas vu combattre au premier rang Faramond tout couvert et de gloire et de sang.
S’il ne m’avoit paru dans di verſes alarmes, Glacant les plus hardis au ſeul bruit de ſes armes:	S'il ne m'avait paru dans di verses alarmes, Glacant les plus hardis au seul bruit de ses armes:
Ie pourrois me flatter, quoy qu’aſſez vainement D’un eſpoir qui ne doit avoir de fondement Qu’en la rare valeur du puiſſant Roy de France;	Je pourrais me flatter, quoi qu'assez vainement D'un espoir qui ne doit avoir de fondement Qu'en la rare valeur du puissant Roi de France;
C’eſt luy ſeul qui nourrit noſtre juite eſperance, La victoire à le ſuivre à trop d’attachement Pour ne preſager pas un bon evenement, Que la fortune méme inhumaine & barbare Dans cette occaſſon contie luy le decrare, Il porte à ſon coſté dequoy la ſurmonter.	C'est lui seul qui nourrit notre juite espérance, La victoire à le suivre à trop d'attachement Pour ne présager pas un bon événement, Que la fortune même inhumaine et barbare Dans cette occasson contie lui un décrare, Il porte à son côté dequoy la surmonter.
FARAMOND.	FARAMOND.
C’eſt m’attaquer par où ie ne puis reſiſter.	C'est m'attaquer par où tu ne puis résister.
Ie ne ſuis ny ſçavant à gaigner les batailles, Ny ne ſçay comme il faut abattre des murailles;	Je ne suis ici savant à gagner les batailles, Ni ne sais comme il faut abattre des murailles;
Mais ie ſçay que par tout où Balamir combat Les belles actions produiſent leur éclat, Ie ſçay qu’il eſt par tout un lyon redoutable, Touſiours victorieux, & touſiours indomptable:	Mais était sais que par tout où Balamir combat Les belles actions produisent leur éclat, Je sais qu'il est par tout un lyon able, Toujours victorieux, et toujours indomptable:
Cette aſſeurance rend Faramond convaihcu, Que devant le combat il a déia vaincu.	Cette assurance rend Faramond convaihcu, Que devant le combat il a déjà vaincu.
BALAMIR.	BALAMIR.
Vn bras qui dans la lice a touſiours eſté maiſtre N’entreprend rien de grand qu’il ne puiſſe pue mettre:	Un bras qui dans la lice a toujours été maître N'entreprend rien de grand qu'il ne puisse pue mettre:
Le voſtre eſt invincible, & ſes moindres efforts Ont l’art de ſeparer les teſtes de leurs corps.	Le vôtre est invincible, et ses moindres efforts Ont l'art de séparer les têtes de leurs corps.
Vos ennemis laſſés d’armer contre la foudre, Qui met les uns en fuite, & les autres en poudre, Tramblans à la campagne, ainſi qu’en toutes parte Ne vous oppoſent plus que de foibles ram parts.	Vos ennemis lassés d'armer contre la foudre, Qui met les uns en fuite, et les autres en poudre, Tramblants à la campagne, ainsi qu'en toutes parte Ne vous opposent plus que de faibles ram parts.
Ainſi de leur coſté vous n’avez rien à craindre, S’ils étalent du feu, vous le ſçaurés éteindre, La gloire qui touſiours accompagne vos pas Dans ce dernier aſſaut, ne les quittera pas;	Ainsi de leur côté vous n'avez rien à craindre, S'ils étalent du feu, vous le saurez éteindre, La gloire qui toujours accompagne vos pas Dans ce dernier assaut, ne les quittera pas;
Mais ce n’eſt pas aſſez de gaigner une Ville:	Mais ce n'est pas assez de gagner une Ville:
Il nons reſte un combat beaucoup Plus difficile, Apres noſtre victoire on nous verra captifs, Peſtans contre le ſort par des iuſtes motifs.	Il nons reste un combat beaucoup Plus difficile, Après notre victoire on nous verra captifs, Pestans contre le sort par des justes motifs.
Il ne nous ſuffit pas pour gouſter une treve De triom pher des Roys de Bourgogne & Sſleve?	Il ne nous suffit pas pour goûter une trouve De triom pher des Rois de Bourgogne et Slève?
Car c’eſt alors, Seigneur, que nous aurons beſoin D un courage nouveau pour attaindre plus loin, Il faut poſer le ſiege au cœur de Roſemonde, Et donnermille alſauts à celuy d’Eunimonde.	Car c'est alors, Seigneur, que nous aurons besoin D un courage nouveau pour attaindre plus loin, Il faut poser le siège au cœur de Rosemonde, Et donnermille alsauts à celui d'Eimonde.
FARAMOND.	FARAMOND.
Vous étes auſſi ſort en amour qu’en combats.	Vous êtes aussi sort en amour qu'en combats.
BALAMIR.	BALAMIR.
Faramond ſe publie, & ne ſe flatte pas.	Faramond se publie, et ne se flatte pas.
FARAMOND.	FARAMOND.
Ah!	Ah!
