Mercier.	Mercier.
Haran ſol.	Haran sol.
O mal!	Ô mal!
O cul, ô ſang.	Ô cul, ô sang.
O eſtrange malheur!	Ô étrange malheur!
Fromage de Milan,	Fromage de Milan,
Mercier.	Mercier.
Vrayment ie le veux bien, vous m’auez dit cent fois Que ſouuent voſtre dame au plus creux de ces bois Viẽt pourſuiure les Cerfs, & qu’en fin hors d’haleine Se repoſe & vient boire au clair de la fontaine:	Vraiment ie le veux bien, vous m'avez dit cent fois Que souvent notre dame au plus creux de ces bois Viennt poursuivre les Cerfs, et qu'en fin hors d'haleine Se pose et vient boire au clair de la fontaine:
Là donc vous l’eſpierez & l’entendant venir, Auant qu’elle vous puiſſe en courant preuenir, Prenez de ceſte poudre en cette boëtte encloſe, Et frottez le canal, lors à leure decloſe, S’approchant pour y boire vn ſomme ſi profond!	Là donc vous l'épierrez et l'entendant venir, Avant qu'elle vous puisse en courant prévenir, Prenez de cette poudre en cette boîte enclose, Et frottez le canal, lors à lèvre déclose, S'approchant pour y boire un somme si profond!
Retiendra ſes eſprits qu’on le croira au fond De l’auerne reclus, lors miſe en ſepulture Eſloigné que ſerez de toute creature, Vous l’irez aborder, ouurirez ſon tornbeau, Puis verſant ſur ſon front trois-fois de la meſme eau Elle s’eſueillera:	Retiendra ses esprits qu'on le croira au fond De l'averne reclus, lors mise en sépulture Esloigné que serez de toute créature, Vous l'irez aborder, ouvrirez son tornbeau, Puis versant sur son front trois-fois de la même eau Elle s'éveillera:
puis vous voyant ſeulets, Si vous ſçauez que c’eſt ce chaſſer ſans fillets, Franchiſſant le buiſſon donnez dans la tanniere,	puis vous voyant seulets, Si vous savez que c'est ce chasser sans sillets, Franchissant le buisson donnez dans la tanniere,
Melidor.	Mélidor.
O ruſe fort facile, ô ſubtille maniere, Ie t’en rends grace amy, ne manque a Melidor De venir feſtiner auecques luy encor.	Ô ruse fort facile, ô subtille manière, Je t'en rends grâce ami, ne manque a Melidor De venir festiner avec lui encor.
Mercier.	Mercier.
Ie n’y manqueray pas.	Je n'y manquerai pas.
Eloridon.	Éloridon.
Quelle ruſe ſubtille?	Quelle ruse subtille?
Pour borner mes trauaux ſeroit autant vtille?	Pour borner mes travaux serait autant vtille?
Mercier.	Mercier.
Ie veux aller trouuer l’obiect de voſtre amour, Luy dire que ie veux vous iouer d’vn bon tour, Et que m’ayant requis d’vn conſeil ſalutaire, Que ſuiuant mon aduis, en ce bois ſolitaire Vous deuez conſulter l’Oracle de ces bois Qui reſpond à l’accent de nos plaintiues voix, Apres ie feray tant qu’elle qui ne reſpire, Que de trouuer en vous ſuiet digne de rire, Viendra dedans ce bois pour ſe mocquer de vous.	Je veux aller trouver l'objet de votre amour, Lui dire que tu veux vous jouer d'un bon tour, Et que m'ayant requis d'un conseil salutaire, Que suivant mon avis, en ce bois solitaire Vous devez consulter l'Oracle de ces bois Qui répond à l'accent de nos plaintiues voix, Après avoir ferai tant qu'elle qui ne respire, Que de trouver en vous sujet digne de rire, Viendra dedans ces bois pour se moquer de vous.
Contrefaire l’Echo & vous mettre en courroux, Et lors qu’a vous reſpondre ell’ſera attentiue, Ie vous quitteray là, & faiſant la retiue Eſtendez la ſur l’herbe, & amoureux Berget, Viantez, auiede vicenionpetie verger.	Contrefaire l'Écho et vous mettre en courroux, Et lors qu'a vous répondre elle sera attentive, Je vous quitterai là, et faisant la rétive Étendez la sur l'herbe, et amoureux Berget, Viantez, aude vicenionpétie verger.
Floridon.	Floridon.
O ſalubre remede, ô Mercier ie te prie Venir boire auec moy dedans ma beigerie.	Ô salubre remède, ô Mercier Elle te prie Venir boire avec moi dedans ma beigerie.
Mercier.	Mercier.
O que ie ſuis heureux, pour eſtre macquereau Ie trouue à chaque fois que que fanara iibuueau, Ie ſuis tantoſt de nopce, ou bien tantoſt de feſte:	Ô que ici suis heureux, pour être macquereau Je trouve à chaque fois que que fanara jibueau, Je suis tantôt de nopce, ou bien tantôt de fête:
Hé, hé, tout beau, tout beau, au diable ſoit la beſte:	Hé, hé, tout beau, tout beau, au diable soit la bête:
Ie parlois à vn pou qui veut faire vn calcu Deſſus mon parchemin des morts que i’ay au cul.	Je parlais à un pou qui veut faire un calcu Dessus mon parchemin des morts que j'ai au cul.
ACTE III.	ACTE III.
ACTE III.	ACTE III.
Melidor.	Mélidor.
Mour cruel amour, de qui la viue flamme IA Torture noſtre corps & captiue noſtre ame, Iuſqu’a quand inhumain martyré de tes traits Quitteray-ie ton ioug?	Mour cruel amour, de qui la vive flamme IA Torture notre corps et captive notre âme, Jusqu'a quand inhumain martyré de tes traits Quitterai-je ton joug?
fuiray ie tes attraits?	fuira ie tes attraits?
Où pluſtoſt quand veux tu d’vne fleſche benigne Briſer le cœur d’aymant de ma fiere Cyprine?	Où plutôt quand veux tu d'une flèche bénigne Briser le cœur d'aimant de ma fière Cyprine?
Amour ſi ſur le bord de ce ruiſſeau coulant Tu appaiſes l’ardeur de mon feu violent, Si ton nom inuoquant d’vne poudre ſubtille Miſe du bord du canal ie dompte cette fille, le te promets amour te dreſſer vn autel En Cumouy dumoncononruriera fiiorcere Mes vœux ſont exaucez, ie voy ceſte Deeſſe Qui cherche le remede à la ſoif qui l’oppreſſe.	Amour si sur le bord de ce ruisseau coulant Tu appaises l'ardeur de mon feu violent, Si ton nom invoquant d'une poudre subtille Mise du bord du canal ie dompte cette fille, le te promets amour te dresser un autel En Cumoui dumoncononruriera fiiorcere Mes vœux sont exaucez, ietaît ceste Deesse Qui cherche le remède à la soif qui l'oppresse.
Galiante.	Galiante.
la chaſſe me plaiſt fort, le bois eſt mon plaiſir, Et ſeruir ma diane eſt mon plus grand deſir:	la chasse me plaît fort, le bois est mon plaisir, Et servir ma diane est mon plus grand désir:
Tantoſt i’attaque vn Cerf à la teſte rameuſe, Où tantoſt vn Sanglier à la dent eſcumeuſe:	Tantôt j'attaque un Cerf à la tête rameuse, Où tantôt un Sanglier à la dent écumeuse:
de lunle de cnaileis aupres de cet ormeau Ie ſauoure à long traicts le Mectar de cét eau, Voila qui m’y conduit:	de lunle de contaileis auprès de cet ormeau Je savoure à long traits le Majectar de cet eau, Voilà qui m'y conduit:
mais ſur ce mol riuage, l’attendray que la ſoif me preſſe dauantage.	mais sur ce mol rivage, l'attendrai que la soif me presse davantage.
Melidor.	Mélidor.
Sus fauoriſe amour mon loüable deſſein, A ce coup à ce coup, preſte moy donc la main, Et permets moy ſemer la poudre icy encloſe Au bout de ce canal pendant qu’elle repoſe.	Sus favorise amour mon louable dessein, À ce coup à ce coup, prête moi donc la main, Et permets moi semer la poudre ici enclose Au bout de ce canal pendant qu'elle repose.
Caliante.	Caliante.
Pareſſeuſe c’eſt trop, c’eſt trop dormir icy, Sans prendre aucunement de mon troupeau ſoucy:	Paresseuse c'est trop, c'est trop dormir ici, Sans prendre aucunement de mon troupeau souci:
Ie vay donc l’aborder, mais auant ie deſire Mettre fin à la ſoif qui ſans fin me martyre, O diuine Ambroſie!	Je vais donc l'aborder, mais avant ici désire Mettre fin à la soif qui sans fin me martyre, Ô diuine Ambrosie!
ô Nectar ſauoureux!	ô Nectar savoureux!
O douceur emmiellée ô miel qui doucereux, Plus qu’il n’a de couſtume en vn moment appaiſe De mon bruſſant goſier la deuorante braiſe:	Ô douceur emmiellée ô miel qui doucereux, Plus qu'il n'a de coutume en un moment apaise De mon brussant gosier la dévorante braise:
11 Arais lothelas d'ou viene qu'inemee da repos, Morphé diſtille en moy le ius de ſes pauots?	11 Arais lothélas d'ou viene qu'inimée da repos, Morphé distille en moi le jus de ses pauots?
Melidor.	Mélidor.
Mes vœux ſont accomplis, l’entrepriſe eſt parfaite Il ſemble que la mort la tienne ore ſubiette, O Mercier, mon mercier que d’obligation, A ceſte heuré ie dois à ton intention:	Mes vœux sont accomplis, l'entreprise est parfaite Il semble que la mort la tienne ore sujet, Ô Mercier, mon mercier que d'obligation, À cette heuré ainsi dois à ton intention:
Pait voley vemisrenertlaue prerque aunes	Pait voley vemisrenertaue presque aunes
Le mercier.	Le mercier.
Et bien?	Et bien?
à quoy tient il qu'on ne deſteint ſa braiſe?	à quoi tient il qu'on ne déteint sa braise?
Melidor.	Mélidor.
Le temps ne le requiert mais deſſouz cét ormeau Ie veux luy eſleuer vn paliſſant tombeau, Puis ſi toſt que demain l’aurore aux doigts de roſes Aura du Ciel vouté les barrieres decloſes, 100I Ie viendray l’entrouurir, & de ceſt' eau trois fois Verſeray ſur ce front que my paſle tu vois.	Le temps ne le requiert mais dessouz cet ormeau Je veux été élever un palissant tombeau, Puis si tôt que demain l'aurore aux doigts de roses Aura du Ciel vouté les barrières décloses, 10I Je viendrai l'entrourir, et de cet eau trois fois Verserai sur ce front que mi parle tu vois.
Sus doncques aydez moy, agence ce feuillage, 2161 Puis que ſon tendre corps de ce voile on ombrage;	Sus donc aidez -moi, agence ce feuillage, 2161 Puis que son tendre corps de ce voile on ombrage;
Pour confirmer ſamort au dos des ombres verds Ie veux ſubtillement grauer cinq ou ſix vers:	Pour confirmer samort au dos des ombres verds Je veux subtillement graver cinq ou six vers:
1210 4 1201	1210 4 1201
Souz ce tombeau giſt Caliante Fille d’Orton & d’Amalanté, Couuerte de ce cuſpenotr.	Souz ce tombeau gît Caliante Fille d'Orton et d'Amalanté, Couverte de ce cuspenotr.
0	0
Le Mercier inuentif.	Le Mercier inventif.
Paſſant ne t'enquiers d’auantage Comment eſt mort ce beau viſages Car Aucunne la peu ſgauoir.	Passant ne t'enquiers d'avantage Comment est mort ce beau visages Car Aucunne la peu savoir.
VI31000 Echo, auoir Auoir, hé que dis-tu?	VI3100 Écho, avoir Avoir, hé que dis-tu?
peux ie auoir ma rebelle?	peux ie avoir ma rebelle?
4119 Si c’eſt dans peu de temps i’en ſuis tout reſiouy, 14 elle  ouy Quand i’auray décharmé ſon corps au teintd’iuoire?	4119 Si c'est dans peu de temps j'en suis tout réjoui, 14 elle oui Quand j'aurai décharmé son corps au teintd'yvoire?
voire Pendant feindray ie icy de plorer ſon treſpas?	voire Pendant feindra ie ici de plorer son trépas?
02 2M00 pas Feignant donc l’ignorer ie vay dans ma demeure.	02 2M0 pas Feignant donc l'ignorer tu vais dans ma demeure.
demeure Que veux tu plus de moy ſi ce n’eſt vn adieu?	demeure Que veux tu plus de moi si ce n'est un adieu?
adieu.	adieu.
Le Mercier.	Le Mercier.
Ce n’eſt aſſez d’auoir ſecouru ceſte cy, Floridon maintenant m’embrouille de ſoucy:	Ce n'est assez d'avoir secouru cette cy, Floridon maintenant m'embrouille de souci:
Or pour le faire entrer dans l’amoureuſe lice, Au coing de ce taillis i’attendray ſa Florice, Ha ie la vois venir!	Or pour le faire entrer dans l'amoureuse lice, Au coin de ce taillis j'attendrai sa Florice, Ha ie la vois venir!
ie vois à mon aduis Qu'elle ſeruiroit bien d’vn bon flaſçon à vis, D’vne balle ou poſer toute mamercerie, Ie veux plaider contre elle:	Ne vois à mon avis Qu'elle servirait bien d'vn bon flasçon à vis, D'une balle ou poser toute mamcerie, Je veux plaider contre elle:
or en la plaiderie Il nous faudroit produire, & ſoudain ie mettrois Mes pieces dans ſonſac, & lors ie gaignerois.	or en la plaiderie Il nous faudrait produire, et soudain homme mettrais Mes ces dans sonsac, et lorsqu' aignerais.
Floriee.	Florie.
Ha mercier Dieu te gard, preſentement ie meure Si ie ne te cherchois il y a plus d’vne heure:	Ha mercier Dieu te gard, présentement ie meure Si ici ne te cherchais il y a plus d'une heure:
Bij Et biclicemdencteve:	Bij Et biclicemdencteve:
Mercier.	Mercier.
Comme vn Tantalien, Plus i’approche la chair & plus ie meurs de faim.	Comme un Tantalien, Plus j'approche la chair et plus grand meurs de faim.
Mais d’vne faim d’amour qui rape en ma moüelle.	Mais d'une faim d'amour qui rape en ma mouelle.
Florice.	Florice.
Quoy tu és amoureux?	Quoi tu es amoureux?
la plaiſante nouuelle	la plaisante nouvelle
Melidor.	Mélidor.
Amoureux pourquoy non?	Amoureux pourquoi non?
n’ay-je bonne façon?	n'ai-je bonne façon?
N’ay-je vn mouuement bon?	N'ai-je un mouvement bon?
& ſans quitter l’arçon Croyez-vous qu’impuiſſant, ma mignarde Florice, Ie ne ſçache courir la bague en voſtre lice?	et sans quitter l'arçon Croyez-vous qu'impuissant, ma mignarde Florice, Je ne sache courir la bague en votre lice?
Neſuis-je pas enſemble vn Mars & vn Adon?	Nésuis-je pas ensemble un Mars et un Adon?
Florice.	Florice.
Tu es beau, mais parlons vn peu de Floridon.	Tu es beau, mais parlons un peu de Floridon.
Mercier.	Mercier.
Ha ie le voy venir, ſus que ſouz ce fueillage Se cachant on relponde à ſon plaintif langage.	Ha grande le vois venir, sus que souvz ce fueillage Se cachant on relponde à son plaintif langage.
Floridon.	Floridon.
O l’heureuſe rencontre!	Ô l'heureuse rencontre!
or tu ſois bien venu, De ta promeſſe en fin c’eſt-il bienſouuenu :	or tu sois bien venu, De ta promesse en fin c'est-il biensouvenu :
Mercier.	Mercier.
L’ombre de ce buiſſon eclipſe ores ta Dame, Qui l'Ecno imnit ant vienite pour mocquer ta flamme:	L'ombre de ce buisson eclipse ores ta Dame, Qui l'Éco imnit ant vienite pour moquer ta flamme:
Elle te reſpondra, l’Echo encore apres, Donc vous quittant ſeulets, qu’on la ſerre de pres, Ie vay faire pendant l’amour à la cuiſine.	Elle te répondra, l'Écho encore après, Donc vous quittant seulets, qu'on la serre de pres, Je vais faire pendant l'amour à la cuisine.
Floridon.	Floridon.
Moy, exciter la voix de mabelle Cyprine, Oracle des Paſteur, Deeſſe de ces bois Qui ieſponds aux accens de nos dolentes voix, Puiſſe tu quelque iour baiſottant ton Narciſſe Vous embraſer ainſi que Mars fait ſon Erice,	Moi, exciter la voix de mabelle Cyprine, Oracle des Pasteur, Déesesse de ces bois Qui iesponds aux accents de nos dolentes voix, Puisse tu quelque jour baisottant ton Narcisse Vous embraser ainsi que Mars fait son Erice,
Le Mercier inuentif.	Le Mercier inventif.
Dis que ie ſuis bruſlé de l’amoureuxffambeau.	Dis que tu suis brûlé de l'amoureuxffambeau.
Et logeant cet amour au creux de mon cerueau:	Et logeant cet amour au creux de mon cerveau:
Il eſt vray ie ſuis cerf en l’amoureuſe rage, cerf veau Car ſouz les loix d’emour s’aſſeruis mon courage:	Il est vrai mot suis cerf en l'amoureuse rage, cerf veau Car souz les lois d'emour s'asservis mon courage:
Ou bien comme le cerf eſt occis dans ces bois, Meſme mon propre amour me reduit aux abois:	Ou bien comme le cerf est occis dans ces bois, Même mon propre amour me réduit aux abois:
Puis ainſi que le veau beugle ſa mere abſente, De Florice abſenté touſiours ie me lamente, Quels ſommes nous chaſſas ceſte ardeur de nos ſains Et battus de l’amour pour ſuiure ſes deſdains?	Puis ainsi que le veau beugle sa mère absente, De Florice absenté toujours ie me lamente, Quels sommes nous chassas cette ardeur de nos sains Et battus de l'amour pour suivre ses dédains?
ſains.	sains.
des dains.	des dains.
Quoy des dains pour aymer ſes carreſſes folettes?	Quoi des dains pour aimer ses carresses folttes?
Et quand ie vay fuyant ſes ſubtilles ſagettes?	Et quand ici vais fuyant ses subtilles sagettes?
fol eſtes.	fol êtes.
ſage eſtes.	sage êtes.
Bleſſé que dois-ie donc rechercher de ſi pres.	Blessé que dois-je donc rechercher de si pres.
des cy pres.	des cy pres.
Oú ſeroit donc ma mort pour chercher de cy pres?	Où serait donc ma mort pour chercher de cy pres?
ſi pres.	si pres.
Non ce n’eſt point ma mort, ains c’eſt pluſtoſt mon ame, L’objet de mon tourment qui ſe rit de ma flamme, Ha ie te voy cruelle & ta mignarde voix En fin t’a deſcouuerte, & bien à ceſte fois Boucheras-tu l’oreille à ma plainte amoureuſe?	Non ce n'est point ma mort, ains c'est plutôt mon âme, L'objet de mon tourment qui se rit de ma flamme, Ha ie te vois cruelle et ta mignarde voix En fin t'a découverte, et bien ceste fois Boucheras-tu l'oreille à ma plainte amoureuse?
Te contente-tu pas pour eſtre rigoureuſe, D’auoir comblé mon cœur d’vn million de maux, Sans farouche venir dans ces touffus coſtaux, Te rire encor de moy?	Te contente-tu pas pour être rigoureuse, D'avoir comblé mon cœur d'un million de maux, Sans farouche venir dans ces touffus costaux, Te rire encor de moi?
Florice.	Florice.
Sçais-tu pas que Dictine, aemperene de plejer founle loug de Cyprine?	Sais-tu pas que Digine, aempérène de plejer founle loug de Cyprine?
In Floridon.	In Floridon.
b iS Ma conſtance d’aymant n’attirera donc point Lefer de ta rigueur qui ſans ceſſe me point?	 bAlS Ma constance d'aimant n'attirera donc point Lefer de ta rigueur qui sans cesse me point?
Florice.	Florice.
Sur ma foy mon berger, ie me ris de ta peine.	Sur ma foi mon berger, on me ris de ta peine.
1LIHIY Floridon.	1LIHII Floridon.
Si eſt-ce toutes-fois qu’elle me ſera vaine.	Si est-ce toutefois qu'elle me sera vaine.
Florice.	Florice.
0 Mais que te ſeruira de m'aymer chaque iour Si ie ne veux flechir ſouz les loix de l’amour?	0 Mais que te servira de m'aimer chaque jour Si tu ne veux fléchir souz les lois de l'amour?
Floridon.	Floridon.
Ha c’eſt par trop brauer l’amoureuſe puiſſance, Où l’amitié ne peut, vſons de violence.	Ha c'est par trop braver l'amoureuse puissance, Où l'amitié ne peut, usons de violence.
Florice, Yla craſtre que lale eue Floridon.	Florice, Yla crastre que lale eue Floridon.
Ie ne fais encor rien, Mais i’eſpere iouyr de mon amoureux bien,	Je ne fais encor rien, Mais j'espère jouir de mon amoureux bien,
Florice.	Florice.
Ouy, ſi i’eſtois ſans force.	Oui, si j'étais sans force.
e teriuond Lil vameumereuiee.	e terivond Lil vameumereuie.
Florice, on bpanobed au A la force bergers, o Dleux accourez viſte, L’on me veux violer pres ce touffu buiſſon.	Florice, on bpanobed au À la force bergers, ô Leux accourez vite, L'on me veux violer pres ce touffu buisson.
Floridon.	Floridon.
Ie vous feray tantoſt parler d’autre façon.	Je vous ferai tantôt parler d'autre façon.
1 ACTE IV.	1 ACTE IV.
Floridon.	Floridon.
n gemme a bomlib qouHo 9216 Ois-ie paroiſtre au iour?	 gemme a bomlib qouHo 9216 Ois-je paraître au jour?
oſay-ie criminelle, DOppoſer au Soleil ma coulpable prunelle?	osais-je criminelle, DOpposer au Soleil ma coulpable prunelle?
Quel antre plus reclus, quel deſert eſcarté, Où iamais ce flambeau n’eſlance ſa clarté, 201	Quel antre plus reclus, quel des écarté, Où jamais ce flambeau n'élance sa clarté, 201
Me cachant logera, moy, mes cris & la plainte D’vne pudique ardeur cruellement deſpeinte?	Me cachant logera, moi, mes cris et la plainte D'une pudique ardeur cruellement dépeinte?
Que ne ſuis-je au tombeau deſſia paſture aux vers, Sans de ma ſaleté infecter l’vniuers?	Que ne suis-je au tombeau dessia pâture aux vers, Sans de ma saleté infecter l'univers?
Mais que veut ce tombeau?	Mais que veut ce tombeau?
que veulent ſur l’eſcorce?	que veulent sur l'écorce?
De ce cheſne eſleué ces vers grauez parforce?	De ce chaîne élevé ces vers gravés parforce?
Ie preſage en cecy quelques nouueaux malheurs?	Je présage en ceci quelques nouveaux malheurs?
Liſons les neant moins reſoluë aux douleurs.	Lisons les néant moins résolue aux douleurs.
Souz ce tombeau, &c.	Souz ce tombeau, etc.
O malheur!	Ô malheur!
ô meſchef!	ô mèches!
ô triſte deſeſpoir!	ô triste désespoir!
Que ma ſœur ſoit recluſe en l’auernal manoir, Sans eſperer iamais que le ſort la reuiue!	Que ma sœur soit recluse en l'avernal manoir, Sans espérer jamais que le sort la revive!
Et mon honneur fletri qu’ores ie la ſuruiue!	Et mon honneur flétri qu'ores ie a suruiue!
Non, non, ie la ſuiuray:	Non, non, Madame la suivrai:
mais auant que mourir, Qu'vn fauorable fer me viendra ſecourir, Ie veux qu’vn Epitaphe en cét arbre logée Rediſe le ſuiet de ma trame abregée, Florice au fort de ſa douleur, Ayant creu ſa ſœur treſpaſſée.	mais avant que mourir, Qu'un favorable fer me viendra secourir, Je veux qu'un Épitaphe en cet arbre logée Redise le sujet de ma trame abrégée, Florice au fort de sa douleur, Ayant crutu sa sœur trépassée.
Reſtant ſans virginalle fleur, S’eſt la poictrine outreperſée.	Restant sans virginale fleur, S'est la poitrine outrepersée.
49 4 Sus, ſus doncques mourons:	49 4 Sus, sus donc mourons:
mais auant que la mort Me face treſbucher ſous ſon puiſſant effort, I’atteſteray le Ciel & ſa lampe Delphique, Que iamais le flambeau d’vne amour impudique, N’embraſa mes eſprits, ains qu’vn cruel Berger Eſt venu malgré moy mon honneur outrager:	mais avant que la mort Me face trébucher sous son puissant effort, J'attesterai le Ciel et sa honneur Outragera, Que jamais le flambeau d'une amour impudique, N'embrasa mes esprits, ains qu’ mes cruel Berger Est venu malgré moi mon honneur outrager:
Mais c’eſt trop diſcouru, qu’vne lame pouſſée Enuoye noſtre eſprit aux plaines d'Eliſée.	Mais c'est trop discouru, qu'une lame poussée Envoie notre esprit aux plaines d'Elisée.
Eloridon,	Éloridon,
Des hommes de la terre, & du ciel mal voulu, Pour t’eſtre violent de luxure pollu, Aecablé de malheurs où prendras tu la fuite?	Des hommes de la terre, et du ciel mal voulu, Pour t'être violent de lux pollu, Aecablé de malheurs où prendras tu la fuite?
Veu meſme que ton pere eſt ore à ta pourſuite.	Veu même que ton père est ore à ta poursuite.
Qui ſacrificateur obtemperant aux Dieux, Veut eſtre de ton corps le meurtrier odieux?	Qui sacrificateur obtempérant aux Dieux, Veut être de ton corps le meurtrier odieux?
I’ignore quel ie ſuis en ce malheur extreſme, Iant ie vay redoutant la puiſſance ſupreſme.	J'ignore quel belle suis en ce malheur extrême, Jant ici vais redoutant la puissance suprême.
Me.	Me.
cter.	cter.
Mais aduançons chetnim de peur que le vieillard Ne nous trouuant icy ne frotte noſtre lard.	Mais avançons chétnim de peur que le vieillard Ne nous trouvant ici ne frotte notre lard.
Fturlaou.	Fturlaou.
Tu te mocques Mercier au fort de la tempeſte.	Tu te moques Mercier au fort de la tempête.
Le Mercier.	Le Mercier.
Ne failloit en ſon champ ficher voſtre houlette.	Ne fallait en son champ ficher votre houlette.
Floridon.	Floridon.
Mercier.	Mercier.
Encore en irons nous?	Encore en irons nous?
Bien loin dela le pain, Et encore par delà.	Bien loin déla le pain, Et encore par delà.
Floridon.	Floridon.
Quoy mourrons nous de faim?	Quoi mourrons -nous de faim?
Mercier.	Mercier.
Non ſi vous pouuez dire Les petits mots de gueux, nous aurons dequoy frire Or notez qu’vn Seigneur eſt vn homme gallant, Qui dans les chams de mars s’eſtant monſtré vaillant Le Roy en parchemin vne lettre luy donne:	Non si vous pouvez dire Les petits mots de gueux, nous aurons dequoy frire Or notez qu'un Seigneur est un homme gallant, Qui dans les champs de mars s'étant montré vaillant Le Roi en parchemin une lettre lui donne:
Qui du tiltre de noble à iamais le guerdonne, Ainſi noble ie fus:	Qui du titre de noble à jamais le guerdonne, Ainsi noble femme fut:
mais aduint vn matin, Qu’ayant laiſſé tomber ma lettre en parchemin, Vn rat qui la trouua, la mangea de fineſſe.	mais advint un matin, Qu'ayant laissé tomber ma lettre en parchemin, Vour rat qui la trouva, la mangea de finesse.
Si bien qu’en fin le rat eut pour moy la nobleſſe:	Si bien qu'en fin le rat eut pour moi la noblesse:
Or ſont de ces Seigneurs qu’il conuient aborder, Et à eux qu’il nous faut l’aumoſne demander.	Or sont de ces Seigneurs qu'il convient aborder, Et à eux qu'il nous faut l'aumône demander.
Floridon.	Floridon.
Doncques enſeigne moy la façon plus ſubtille De demander ainſi pauure de ville en ville, port pruseque le Hame di Aime rens maiſſeurcux.	Donc enseigne moi la façon plus subtille De demander ainsi pauvre de ville en ville, port pruseque le Hame di Aime rens maisseurcux.
Mercier.	Mercier.
Pren que ie ſois vn noble & tu feras le Gueux, Cependant que monté ſur mon courſier ie paſſe, Que dire pourras-tu d’vne aſſez bonne grace?	Pren que ici sois un noble et tu feras le Gueux, Cependant que monté sur mon coursier homme passe, Que dire pourras-tu d'une assez bonne grâce?
Floridon.	Floridon.
ſronmaur ayce plae duca euuan Dela, A qui l’on eſt venu ſes threſors rauager.	sronmen aice plae duca eunan Déla, À qui l'on est venu ses trésors ravager.
Le mercier.	Le mercier.
le n’ay point de monnoye, or pource ne retourne, Ains tant qu’il t’ait donné, loing de luy ne ſeiourne.	le n'ai point de monnoie, or pource ne retourne, Ains tant qu'il t'ait donné, loin de même ne séjourne.
Floridon Ie le veux, monſeigneur, las vn pauure homme errant Obligez d’vn aumoſne!	Floridon Je le veux, monseigneur, las un pauvre homme errant Obligez d'un aumône!
Le Mercier.	Le Mercier.
Es-tu pas aſſez grand?	Es-tu pas assez grand?
Vat’en gaigner ton pain.	Vat'en gagner ton pain.
Floridon.	Floridon.
Las!	Las!
voſtre ſeigneurie.	votre seigneurie.
Mercier.	Mercier.
Tu m’importune trop.	Tu m'importune trop.
Floridon.	Floridon.
A mon regret ie prie.	À mon regret Seigneur prie.
Mercier.	Mercier.
Ores cela va bien, cheminons viſtement, Vn corps frais maſſacré, giſt pres ce monument.	Ores cela va bien, cheminons vitement, Un corps frais massacré, gît pres ce monument.
Foridon, Helas!	Foridon, Hélas!
c’eſt ma florice!	c'est ma florice!
ô ciel darde tempeſte!	ô ciel darde tempête!
O furie!	Ô furie!
demons!	démons!
ô infernalle peſte!	ô infernalle peste!
Broyez ce corpslaſcit, & ce pariure chef Accablez de fureur, d’horreur & de meſcheſ:	Broyez ce corpslaccit, et ce parjure chef Accablez de fureur, d'horreur et de mèches:
Sus que le meſme fer qui perça ſa poictrine Me rende entre les mains d’vne Imnplacable Eryne.	Sus que le même fer qui perça sa poitrine Me rende entre les mains d'une Imnplacable Eryne.
6 Mercier.	6 Mercier.
210 Monſieur arreſtez vous, beuuez vn peu de vin Auant que de deſcendre en l’infernal chemin, Ily a loing d’icy.	210 Monsieur arrêtez -vous, buez un peu de vin Avant que de descendre en l'infernal chemin, Ili a loin d'ici.
Floridon.	Floridon.
Iire toy, ou ma ſaine Outreperſant ton corps fera voler ton ame.	Jire toi, ou ma saine Outrepersant ton corps fera voler ton âme.
Mercier.	Mercier.
Ie vous en remercie il n’en eſt pas beſoing,	Je vous en remercie il n'en est pas besoin,
Floridon.	Floridon.
D’enſeuelir nos corps prend donc ores le ſoing.	D'enseulir nos corps prend donc ores le soing.
Car c’eſt fait que de moy.	Car c'est fait que de moi.
Mercier Las il prend la parole S’en eſt fait, s’en eſt fait, il a ioué ſon role:	Mercier Las il prend la parole S'en est fait, s'en est fait, il a joué son rôle:
Mais le valet touſiours doit le maiſtre ſuiuir, Donc i’iray apres luy afin de luy ſeruir S’il s’eſgare en chemin, ou ſi quelque querelle, Il a contre pluton & toute ſa ſequelle, 9 Car ie m’y meſleray & a grands coups de poing, Diables & diablotins i’enuoy eray bien loing:	Mais le valet toujours doit le maître suivir, Donc j'irai après avoir afin de lui servir S'il s'égare en chemin, ou si quelque querelle, Il a contre pluton et toute sa séquelle, 9 Car ie C'y mêlerai et à grands coups de poing, Diables et diablotins j'envoi erai bien loin:
Mais vn mort s’aſſied-il?	Mais un mort s'assied-il?
nenny, car quand i’y penſe Ie vis hięr vn eſtron, ſauf voſtre reuerence, Quieſtoit debout & ſi il eſtoit mort, le veua done ques mourir:	nenni, car quand j'y pense Je vis hięr un étron, sauf votre révérence, Quiestoit debout et si il était mort, le veua done ques mourir:
parbieu i’aurois grand tort, Si ie me faiſois mal, i’ayme donc bien mieux viures Mais c’eſtoit mon amy, il me le faut donc ſuiure.	parbieu j'aurais grand tort, Si apprendre me faisais mal, j'aime donc bien mieux vivres Mais c'était mon ami, il me le faut donc suivre.
