RCIDVAS.	RCIDVAS.
Pour la ſeconde fois cachons nôtre deſſein, Gliſſons-nous dans le Temple en cét habit Romain.	Pour la seconde fois cachons notre dessein, Glissons-nous dans le Temple en cet habit Romain.
GERVAIS.	GERVAIS.
Dien foin de mediter une nonteuſe fuite, C’eſt le même projet qu’avec vous je médite, Et pour vous témoigner que je n’helite pas.	Diens foin de méditer une nonteuse fuite, C'est le même projet qu'avec vous je médite, Et pour vous témoigner que je n'hélite pas.
PROTHAIS.	PROTHAIS.
On vient, j’entends du bruit.	On vient, j'entends du bruit.
GERVAIS.	GERVAIS.
Allons-y de ce pas.	Allons-y de ce pas.
SCENE II.	SCÈNE II.
ASTASE, THRASEE.	ASTASE, THRASE.
ASTASE.	ASTASE.
Nfin nos priſoniers s’obſtiennent au ſilence, L Et l’on ne peut, dis-tu que par la violence, Arracher leur ſecret?	Nfin nos prisoniers s'obstiennent au silence, L Et l'on ne peut, dis-tu que par la violence, Arracher leur secret?
THRASEE.	THRASE.
Non, Seigneur & de plus, Je croy que vos efforts y ſeront ſuperflus, Envain pour le ſçavoir ie leur ay promis grace, Envain j’ay fait agir la douceur la menace, Vos graces, m’ont-ils dit non plus que vos rigueurs, N’ont rien que d’impuiſſant pour fléchir de grands cœurs , Tout mon raiſonnement ne les a pû ſoûmettre:	Non, Seigneur et de plus, Je crois que vos efforts y seront superflus, Envain pour le savoir après leur ai promis grâce, Envain j'ai fait agir la douceur la menace, Vos grâces, m'ont-ils dit non plus que vos rigueurs, N'ont rien que d'impuissant pour fléchir de grands cœurs , Tout mon raisonnement ne les a pu soumettre:
Toutesfois un d’entr'eux m’a donné cette lettre, Pour la mettre en vos mains il vous prie inſtaniicut , De luy vouloir donner audience un moment.	Toutefois un d'entr'eux m'a donné cette lettre, Pour la mettre en vos mains il vous prie instaniicut , De grands vouloir donner audience un moment.
ASTASE.	ASTASE.
Oüy je le veux donner, je conſens del’entendre, Voyons ſi dans ſa Lettre il parle de ſe rendre.	Oui je le veux donner, je consens dél'entendre, Voyons si dans sa Lettre il parle de se rendre.
LETTRE 7u aſlage tir AV PREFET DE CESAR.	LETTRE 7u aslage tir AU PRÉFET DE CÉSAR.
EIGNEVR, Si dans un tems de guerres, On m’arreſte sey ſur vos terres, Stachez que ce n’eſt pas un effet du hazard, I'ay bien voulu me laiſſer prendre, Sans craindre l’horreur des priſons, Ie vous en diray mes raiſons, Quand il vous plaira de m’entendre.	EIGNEUR, Si dans un temps de guerres, On m'arrête sey sur vos terres, Stachez que ce n'est pas un effet du hasard, J'ai bien voulu me laisser prendre, Sans craindre l'horreur des prisons, Je vous en dirai mes raisons, Quand il vous plaira de m'entendre.
ramuis tente jaueurne ſe peut dénier, Car malgré le pouvoir de vos loix qui me brave, Das le rang que je tiés je ne ſais point eſclave, Non plus que vôtre priſonnier, Aprés un conſterné ſilence Aſtaſe dit.	ramuis tente javeurne se peut dénier, Car malgré le pouvoir de vos lois qui me brave, Das le rang que je tiez je ne sais point esclave, Non plus que votre prisonnier, Après un consterné silence Astase dit.
ASTASE.	ASTASE.
Cette Lettre eſt ſans nom.	Cette Lettre est sans nom.
THRASEE.	THRASE.
Seigneur, qu’elle douleur, Fait que ſubitement vous changez de couleur,	Seigneur, qu'elle douleur, Fait que subitement vous changez de couleur,
ASTASE.	ASTASE.
Du trouble ou tu me vois i’ay peine à me rẽmettre, Plus ie veux penetrer le ſens de cette Lettre, Et moins i’ay vois de ſuite.	Du trouble ou tu me vois j'ai peine à me ramettre, Plus ie fait pénétrer le sens de cette Lettre, Et moins j'ai vois de suite.
THRASEE.	THRASE.
A ne me point flatter, Cet enigme, Seigneur, doit peu m’inquieter, Il a voulu dit-il, exprés ſe laiſſer prendre, Pour certaines raiſons qu’il veut bien vous apprendre.	À ne me point flatter, Cet énigme, Seigneur, doit peu m'inquiéter, Il a voulu dit-il, exprès se laisser prendre, Pour certaines raisons qu'il veut bien vous apprendre.
ASTASE.	ASTASE.
Quelles ſont les raiſons qu’il en pouroit avoir.	Quelles sont les raisons qu'il en pourrait avoir.
THRASEE.	THRASE.
Sur le point de tout perdre on prend le deſeſpoir Pourveu qu’en ce perdant on ſauve ſa Patrie, Avec ſa liberté on expoſe ſa vie:	Sur le point de tout perdre on prend le désespoir Pourvu qu'en ce perdant on sauve sa Patrie, Avec sa liberté on expose sa vie:
Et c’eſt là que je croy la plus forte raiſon, Qui le puiſſe engager à ſe rendre en priſon, Afin que dans ce tems le party qui redoute, S’aſſure la victoire ou bien la mettre en doute, Ou qu’eſtant trop credule à quelque faux recit, Vous ſuiviez les avis qu’un Priſonnier vous dit S’il a d’autres raiſons ie ne les puis connoiſtre.	Et c'est là que je crois la plus forte raison, Qui le puisse engager à se rendre en prison, Afin que dans ce temps le parti qui redoute, S'assure la victoire ou bien la mettre en doute, Ou qu'étant trop crédule à quelque faux récit, Vous suiviez les avis qu'un Prisonnier vous dit S'il a d'autres raisons ie ne les puis connaître.
ASTASE.	ASTASE.
Celle que tu me dis en effet peut bien eſtre, Jene demande pius à prelent quel iujet, A pî les engager à ſuivre un tel projet, Mais dans cette Lettre il ſemble qu’il me brave, Diſant, que dans ſon rang il n’eſt pas mon eſclave.	Celle que tu me dis en effet peut bien être, Jène demande pius à prélent quel jujet, A ît les engager à suivre un tel projet, Mais dans cette Lettre il semble qu'il me brave, Disant, que dans son rang il n'est pas mon esclave.
THRASEE Cela ſe peut, Seigneur, s’il eſt Prince du Sang, Il n’eſt pas voſtre Eſclave à cauſe de ſon rang, A vous dire le vray l’on voit dans ſa perſonne, 11 Vn air majeſteux qui d’abord vous étonne, Son viſage, ſon port, joint à ſa majeſté, Font croire que ſans doute il eſt de qualité.	THRASE Cela se peut, Seigneur, s'il est Prince du Sang, Il n'est pas votre Esclave à cause de son rang, À vous dire le vrai l'on voit dans sa personne, 11 Un air majesteux qui d'abord vous étonne, Son visage, son port, joint à sa majesté, Font croire que sans doute il est de qualité.
ASTASE.	ASTASE.
Trône, Non, non, il n’eſt pas né pour monter ſur le Et Fritigile ſeule à droit à la Couronne, Envain par ces ranons il pietend m’engager Pour avoir liberté.	Trône, Non, non, il n'est pas né pour monter sur le Et Fritigile seule à droit à la Couronne, Envain par ces ranons il piétend m'engager Pour avoir liberté.
THRASEE.	THRASE.
S’il eſt Prince Eſtranger, Si pour donner ſecours au Roy de Mauravie, Il a voulu ſortir exprés de ſa Patrie, Afin que par adreſſe ou par force vainqueur, Il plaiſe à Fritigile & merite ſon cœur;	S'il est Prince Étranger, Si pour donner secours au Roi de Mauravie, Il a voulu sortir exprès de sa Patrie, Afin que par adresse ou par force vainqueur, Il plaise à Fritile et mérite son cœur;
[vinces, Vous ſçavez bien, Seigneur, que de toutes ProCette beauté parfaite attire bien des Princes, Et que ſi l’un combat ſeulement pour l’honneur.	[vinces, Vous savez bien, Seigneur, que de toutes ProCette beauté parfaite attire bien des Princes, Et que si l'un combat seulement pour l'honneur.
L’autre n’aura pour but que ſa main & ſon cœur.	L'autre n'aura pour but que sa main et son cœur.
ASTASE.	ASTASE.
Et bien donenreroivons ce qu'il ſaut que le faſſe, Tout ce que tu me dis m’étonne & m’embaraſſe, Pour mettre mon eſprit tout à fait en repos, Sur la fin de ſa Lettre explique-moy ces mots;	Et bien donenreroivons ce qu'il saut que le fasse, Tout ce que tu me dis m'étonne et m'embarrasse, Pour mettre mon esprit tout à fait en repos, Sur la fin de sa Lettre explique-moi ces mots;
THRASEE Lit la Lettre.	THRASE Lit la Lettre.
Dans le rang que ie tiẽs ie ne ſuis pas Eſclave, Ron puus que cutre nexfonnier.	Dans le rang que Se tiẽseur ne suis pas Esclave, Ron puus que cutre nexfonnier.
ASTASE.	ASTASE.
Peux-tu bien expliquer ce que cela veut dire, [re Quãd même il auroit droit de pretẽdre à l’EmpiPuis qu’il eſt en priſon il eſt mon Priſonnier.	Peux-tu bien expliquer ce que cela veut dire, [re Quands même il aurait droit de prétendre à l'EmpiPuis qu'il est en prison il est mon Prisonnier.
THRASEE.	THRASE.
C’eſt une verité qui ne ſe peut nier, A ce raiſonnement je n’ay point de replique, Il faut ſur eét endroit que luy même s’expliques C’eſt le plus ſeur moyen que je vous puis donnez Ordonnez au plûtoſt qu’on le faſſe amener.	C'est une vérité qui ne se peut nier, À ce raisonnement je n'ai point de réplique, Il faut sur eêt endroit que deux même s'expliques C'est le plus sûr moyen que je vous puis donnez Ordonnez au plûtost qu'on le fasse amener.
ASTASE.	ASTASE.
Je t’en laiſſe le ſoin pour me tirer de peine, Diligente au plûtoſt, va dire qu’on l’amene.	Je t'en laisse le soin pour me tirer de peine, Diligente au plûtost, va dire qu'on l'amène.
THRASEE.	THRASE.
lieux.	lieux.
Seigneur, dans un moment je l’amene dans ces	Seigneur, dans un moment je l'amène dans ces
Ae PHole Prens-bien tes ſeuretez.	Ae PHole Prends-bien tes sûretés.
THRASEE.	THRASE.
Eſperez tout des Dieux.	Espérez tout des Dieux.
SCENE.	SCÈNE.
III.	III.
ASTASE.	ASTASE.
Ille chagrins divers occupent ma penſée, Mpeux ſecrets mouvemẽs la tiennent balãcée Lorſque j’ayme, je crains & la crainte & l’amour Sont les de ux paſſions que je ſens tour à tour, Quand l’une me fait voir Fritigile adorable, L’autre me dit qu’elle eſt d’autãt plus redoutable Si l’amour la preſente avec tous ſes appas, La crainte me la montre au milieu des combats:	Ille chagrins divers occupent ma pensée, Mpeux secrets mouvements la tiennent balãcée Lorsque j'aime, je crains et la crainte et l’amour Sont les de ux passions que je sens tour à tour, Quand l'une me fait voir Fritigile adorable, L'autre me dit qu'elle est d'autant plus redoutable Si l'amour la présente avec tous ses appas, La crainte me la montre au milieu des combats:
Ainſi quand je la vois & belle & redoutable, Ou l’amour ou la crainte inceſſãment m’acable, Et quand un peu d’eſpoir vient balãcer mon ſort Mon amour ſur la crainte eſt toûjours le plus fort Elle à beau m’oppoſer que Fritigile eſt Reyne, Que j’ay pour ce grãd cœur une eſperãce vaine, Que malgré ma valeur quãd j’aurois tout dõpté, Je trouveray toûjours noſtre inégalité, Qui luy faisãt cõnoiſtre un deffaut de naiſſance, Luy fera dédaigner toûjours mon alliance;	Ainsi quand je la vois et belle et redoutable, Ou l'amour ou la crainte incessamment m'acable, Et quand un peu d'espoir vient balãcer mon sort Mon amour sur la crainte est toujours le plus fort Elle à beau m'opposer que Fritigile est Reine, Que j'ai pour ce grand cœur une espéra vaine, Que malgré ma valeur quãd aurois tout dõpté, Je trouverai toûjours nôtre inégalité, Qui lui faisãt ce un défaut de naissance, fera dédaigner toûjours mon alliance;
Que ſi cõtraignant comme eſtant ſon vainqueur, Elle donnoit ſa main, je n’aurois pas ſon cœur, Et malgré mon pouvoir & mon amour extrême, Qu'enfin elle ſera maîtreſſe d’elle-même, L’eſpoir vient à l’incant qui ine uat dron toul, L’Hymen égale tout, & tout cede à l’Amour, Il ſçait comme on fléchit le cœur d’une Iuhumaine, Un Berger devient Roy s’il épouſe une Reyne, Mais quãd au même êtat un Roy veut s’engager, La Bergere étãt Reyne, un Roy n’eſt pas Berger.	Que si contraignant comme étant son vainqueur, Elle donnait sa main, je n'aurais pas son cœur, Et malgré mon pouvoir et mon amour extrême, Qu'enfin elle sera maîtresse d'elle-même, L'espoir vient à l'incant qui ine ouvat dron toul, L'Hymen égale tout, et tout cede à l'Amour, Il sait comme on fléchit le cœur d'une June, Un Berger devient Roi s'il épouse une Reine, Mais quand au même état un Roi veut s'engager, La Bergère étant Reine, il Roy mmest pas Berger.
C’eſt ainſi que l’amour, la crainte & l’eſperance, Tiennent inceſſãment nôtre eſprit en balance, L’intereſt de nos pieux qu’il faut que j’aime auſſi En augmentant ma crainte augmente mon ſouci:	C'est ainsi que l'amour, la crainte et l'espérance, Tiennent incessamment notre esprit en balance, L'intérêt de nos pieux qu'il faut que j'aime aussi En augmentant ma crainte augmente mon souci:
Je crains ſi ie ne puis expier l’inſolence (geance, Faite par les Chrétiens, qu’ils n’en tirent venEt que leur preferant le ſoin de mon amour, Il ne m’en coûte au moins & la gloire & le jour, En cette extremité que faut-il que je faſſe, Je redoute des Dieux la haine & la diſgrace, Puiſque les deux Chrétiens ne sõt pas encor pris Jé ſemble un peu trop lent à venger leur mépris, Tout mon fom ne demoreeemployer qu’à les prendre.	Je crains si personne ne puis expier l'insolence (geance, Faite par les Chrétiens, qu'ils n'en tirent venEt que leur préférant le soin de mon amour, Il ne m'en coûte au moins et la gloire et le jour, En cette extrémité que faut-il que je fasse, Je redoute des Dieux la haine et la disgrâce, Puisque les deux Chrétiens ne sont pas encor pris é semble un peu trop lent à venger leur mépris, Tout mon fom ne demoreeemployer qu'à les prendre.
CENE IV.	CÈNE IV.
AUAIOEJ ATRIMIMLE,	AUAIOEJ TRIMILE,
THRASEE.	THRASE.
E' bien!	E' bien!
quelle nouvelle enfin, viens-tu II m’apprendre, Les Chrétiens ſont-ils pris.	quelle nouvelle enfin, viens-tu II m'apprendre, Les Chrétiens sont-ils pris.
TYRIDATE.	TYRIDATE.
Oüy, Seigneur, ils ſont pris, Par d’autres que par moi dont je ſuis fort ſurpris, Comme je les cherchois dãs toute vôtre Armée, Qui me ſembloit encore de leur priſe allarmée, Je me ſuis approché d’un nombre de soldats, Qui m’ont fait un recit que ie n’attendois pas:	Oui, Seigneur, ils sont pris, Par d'autres que par moi dont je suis fort surpris, Comme je les cherchais dans toute votre Armée, Qui me semblait encore de leur prise alarmée, Je me suis approché d'un nombre de soldats, Qui m'ont fait un récit que sans n'attendais pas:
Ils m’ont dit que leur Chef dés la nuit precedẽte Ayant oüy du bruit aſſez prés de ſa Tente, Avoit ſurpris des gens déguiſez en Remains, Qui s’eſtoient nuitãment livrez entre ſes mains, Qu’ils eſtoient priſonniers en cette Citadelle, Et que toute l’Armée en ſçavoit la nouv elle:	Ils m'ont dit que leur Chef dès la nuit precedẽte Ayant oui du bruit assez prés de sa Tente, Avait surpris des gens déguisez en Remains, Qui s'étaient nuitamment livrez entre ses mains, Qu'ils étaient prisonniers en cette Citadelle, Et que toute l'Armée en savait la nouv elle:
Moy ſans oüyr la fin de tous leurs entretiens, J’ay bien jugé deſſors que c’étoit nos Chrétiens, Voilà comme j’ay ſçeu leur priſe inopinée.	Moi sans ouïr la fin de tous leurs entretiens, J'ai bien jugé dessors que c'était nos Chrétiens, Voilà comme j'ai su leur prise inopinée.
ASTASE.	ASTASE.
Ainſi donc la fortune eſt toûjours obſtinée, A m’agiter l’eſprit, & ie n’auray iamais Un bonbeur aſſeuré qui lui donne la paix:	Ainsi donc la fortune est toujours obstinée, A m'agiter l'esprit, et toujours n'aurai jamais Un bonbeur assuré qui lui donne la paix:
Qu'une fauſſe apparence aiſément nous abuſe, Lors que d’un enemi nous craignõs quelque ruſe, J’ay creu ces Priſonniers Eſpions Marcomans, Qui s’eſtoient déguiſez de nos habillemens:	Qu'une fausse apparence aisément nous abuse, Lors que d'un enemi nous craignons quelque ruse, J'ai cru ces Prisonniers Espions Marcomants, Qui s'étaient déguisés de nos habillements:
Mais auſſi bien que toy ie commẽce à connoître, Que ce ſont nos chrétiens qui n’ont oſé paroître Et que leur ſecte enfin eſt l’unique ſecret, Qu’il ne vouaront iamais déclarer qu’à regret;	Mais aussi bien que toi croire commence à connaître, Que ce sont nos chrétiens qui n'ont osé paraître Et que leur secte enfin est l'unique secret, g se vouaront jamais déclarer qu'à regret;
Thraſée en amene un qui demande audience, Peut-eſtre qu’il m’en veut faire une confidence, J’ay pris mes ſeuretez pour le voir ſans danger.	Thrasée en amène un qui demande audience, Peut-être qu'il m'en veut faire une confidence, J'ai pris mes sûretés pour le voir sans danger.
TYRTDATE.	TYRTDATE.
deigueur, il entie icy.	deigueur, il entie ici.
ASTASE.	ASTASE.
Je vais l’interroger.	Je vais l'interroger.
CENE ASTASE, FRITIGILE, THRASEE, TYRIDATE.	CÈNE ASTASE, FRITIGILE, THRASE, TYRIDATE.
Vne troupe de Soldats.	Une troupe de Soldats.
ASTASE à Fritigile en ieune Romain.	ASTASE à Fritigile en jeune Romain.
y Enez Prince du Sang vous eſtes donc ſi F brave, Que même en nos priſons vous n’eſtes pas Eſ	y Énez Prince du Sang vous êtes donc si F ave, Que même en nos prisons vous n'êtes pas Es
clave.	clave.
FRITIGILE.	FRITIGILE.
Non je ne le ſuis pas, mon rang, ma Dignité, Sont exempts d’eſclavage & de captivité:	Non je ne le suis pas, mon rang, ma Dignité, Sont exempts d'esclavage et de captivité:
C’eſt un des plus beaux droits que la naiſſance donne,  ronne, A ceux qui comme moy ſont nez pour la CouEt ſi vous connoiſſiez que je la dois porter, Vous ſçauriez un peu mieux comme on doit me	C'est un des plus beaux droits que la naissance donne, ronne, À ceux qui comme moi sont nés pour la Cout si vous connaissiez que je la dois porter, Vous sauriez un peu mieux comme on doit me
traiter.	traiter.
ASTASE.	ASTASE.
Que ne me parlez-vous avec plus de franchiſe, Ce nent pasaree moj qu'irlaut que r'ondéguiſe Dõc pour nous épargner un plus long entretien, Avoüez à regret que vous eſtes Chrétien.	Que ne me parlez-vous avec plus de franchise, Ce nent pasarée moj qu'irlaut que rondéguise Dõc pour nous épargner un plus long entretien, Avoüez à regret que vous êtes Chrétien.
FRITIGILE.	FRITIGILE.
Moy Chrétiẽ.	Moi Chrétien.
nõ Seigneur, je m’audirois ma vie, Si l’on m’avoit nourry dans cette Secte impie, En attendant le temps qu’on me cõnoiſſe mieux, Sçachez que vous & moy re verons memes pieux Que nous metons à mort ceux qui les des-honnofent, Et que tous mes ſujets avec moy les adorent.	nõ Seigneur, je m'audirais ma vie, Si l'on m'avait nourri dans cette Secte impie, En attendant le temps qu'on me cõnoisse mieux, Sachez que vous et moi re verons mèmes pieux Que nous métons à mort ceux qui les déshonnofent, Et que tous mes sujets avec moi les adorent.
Vos Sujets?	Vos Sujets?
ASTASE.	ASTASE.
aſnlcercee Oüy Seigneur en eſtes vous ſurpris.	asnlcercee Oui Seigneur en êtes -vous surpris.
ASTASE.	ASTASE.
Mais vous me parlés Prince avec bien du mépris, Sçavés-vous quels ieſpect on rend à ma persõne,	Mais vous me parlez Prince avec bien du mépris, Savez-vous quels jespect on rend à ma persõne,
RITIGILE.	RITIGILE.
ronne, Et vous, ſçavez-vous ceur qu'on dore rla CouQue ſi je ne l’ay pas, j’ay droit de la porter, Et quand on me cõnois qu’on me doit reſpecter.	ronne, Et vous, sauriez-vous ceur qu'on dore ra Cougne si je ne l'ai pas, j'ai droit de la porter, Et quand on me contais qu'on me doit respecter.
ASTASE.	ASTASE.
Nous ſçavons quels reſpect, on doit rendre aux Monarques, Lors que de leur grandeur on voit les moindres marques, Et vous aurez auſſi ceux que vous meritez, Quand vous nons aurez dit vos nobles qualitez,	Nous sçavons quels respect, on doit rendre aux Monarques, Lors que de leur grandeur on voit les moindres marques, Et vous aurez aussi ceux que vous méritez, Quand vous nons aurez dit vos nobles qualités,
FRITIGILE.	FRITIGILE.
Avecque mon ſecret je conſens de les dire:	Avec mon secret je consens de les dire:
Mais faites, s’il vous plaiſt que chacun ſe retire, Cét important ſecret que je garde avec ſoin, Ne demande que vous pour en eſtre témoin, Comme ce n'eſt qu’à nous que le ſecret impoite, Faite éloigner vos gẽs ou du moins cette eſcorte, Puis qu’ils m’ont deſarmé ſoyez en ſeureté.	Mais faites, s'il vous plaît que chacun se retire, Cet important secret que je garde avec soin, Ne demande que vous pour en être témoin, Comme ce n'est qu'à nous que le secret impoite, Faite éloigner vos gùs ou du moins cette escorte, Puis qu'ils m'ont désarmé soyez en sûreté.
*Tajeleurjanyineuxjertines.	*Tajeleurjanyineuxjertines.
ASTASE.	ASTASE.
Prenons place & parlons en toute liberté.	Prenons place et parlons en toute liberté.
FRITIGILE.	FRITIGILE.
Avant que de vous dire où s’étend ma puiſſance, Avant que de vanter mon tang ny ma naiſſance?	Avant que de vous dire où s'étend ma puissance, Avant que de vanter mon tang ton ma naissance?
Prometez moy.	Prometez -moi.
Seigneur, que vous m’acorderez L'effet de ma demande autant que vous pourez, Elle ne bleſſe point les intereſts d’Auguſte.	Seigneur, que vous m'acorderez L'effet de ma demande autant que vous pourrez, Elle ne blesse point les intérêts d'Auguste.
ASTASE.	ASTASE.
Oüy, je vous promets tout ſi la demande eſt juſte Ma parolle je croy, vous doit ſuffire aſſez cuns acterten feoDleux.	Oui, je vous promets tout si la demande est juste Ma parole je crois, vous doit suffire assez cuns acterten feoDeux.
FRITIGILE.	FRITIGILE.
Oüy Seigneur.	Oui Seigneur.
ASTASE.	ASTASE.
Commencez.	Commencez.
FRITIGILE.	FRITIGILE.
Le Roy des Marcomãs chargé d’âge & de gloire, Pour s’eſtre veu toûjours ſuivy de ſa victoire, Vous demãde une treve au plus de quatre mois, Ou vous offre la paix pour la derniere fois:	Le Roi des Marcomãs passé d'âge et de gloire, Pour s'être vu toujours suivi de sa victoire, Vous demande une treve au plus de quatre mois, Ou vous offre la paix pour la dernière fois:
Cõme il ſe croit toûjours ſur ſa derniere année, Il veut de Fritigile avancer l’Hymenée, Elle qui met ſa gloire à ſuivre les combats, Laiſſe ordonner ſon Pere & ne s’en meſle pas, Preſte à faire la paix ſi ſon Pere l’ordonne, Ou preſte d’allier un Sceptre à ſa Couronne, C’eſt le deſſein du Roy;	Comme il se croit toujours sur sa dernière année, Il veut de Fritile avancer l'Hyménée, Elle qui met sa gloire à suivre les combats, Laisse ordonner son Père et ne s'en mêle pas, Preste à faire la paix si son Père l'ordonne, Ou prête d'allier un Sceptre à sa Couronne, C'est le dessein du Roi;
antes moy de ormais, Ce que vous acceptez, ou la treve ou la paix.	antes -moi de ormais, Ce que vous acceptez, ou la trouve ou la paix.
ASTASE.	ASTASE.
Prince, voſtre demande eſt ce me ſemble injuſte, Sans doute elle nuiroit aux intereſts d’Auguſte Je ne puis ſatisfaire à l’un de vos ſouhaits, Et ce que je refuſe en un mot c’eſt la Paix, La guerre eſt commencée, il faut que ie l’acheve, Je veux bien conſentir à la Treve, Et vous tenir parolle autant que je le puis.	Prince, votre demande est ce me semble injuste, Sans doute elle nuirait aux intérêts d'Auguste Je ne puis satisfaire à l'un de vos souhaits, Et ce que je refuse en un mot c'est la Paix, La guerre est commencée, il faut que sans l'achève, Je veux bien consentir à la Treve, Et vous tenir parole autant que je le puis.
FRITIGILE.	FRITIGILE.
Et bien!	Et bien!
apprenez donc à preſent qui ie ſuis, Sçachez mes qulitez.	apprenez donc à présent qui Rom suis, Sachez mes qulités.
ASTASE.	ASTASE.
Avant que de les dire, Repondez s’il vous plaiſt ſur ce que je deſire, Vous eſtes Marcomail, de graces dites-Ihoy, La Reyne pour Epoux ne veut pas moins qu’un Roy, Elle veut allier un Sceptre à ſa Couronne.	Avant que de les dire, Répondez s'il vous plaît sur ce que je désire, Vous êtes Marcomail, de grâces dites-Ihoi, La Reine pour Époux ne veut pas moins qu'un Roi, Elle veut allier un Sceptre à sa Couronne.
FRITIGILE, Fritigile veut tout ce que ſon Pere ordonne, vuir ſievoir pres uu Royn'a point de voionté :	FRITIGILE, Fritigile veut tout ce que son Père ordonne, vuir sièvoir pres u Roin'a point de voionté :
Mais ſi de faire un choix elle avoit la liberté, Je ſçay de quel coſté pencheroit ſa grande Ame.	Mais si de faire un choix elle avait la liberté, Je sais de quel côté pencherait sa grande Âme.
A STASE.	À STASE.
Auroit-elle pour vous quelque ſecrette flâme.	Aurait-elle pour vous quelque secrète flamme.
FRITIGILE.	FRITIGILE.
Nõ mais je ſçais cõ ne elle où s’incline sõ cœur Ie ſçais qu’elle voudroit pour Epoux un vainqueur, Qui pût à ſon bras ſeul devoir une Couronne, C iiij qu’elle dedaigne ceux à qui le ſang la donne:	Nomme mais je sais co ne elle où s'incline sommes cœur Je sais qu'elle voudrait pour Époux un vainqueur, Qui pût à son bras seul devoir une Couronne, Ç ij qu’elle dédaigne ceux à qui le sang la donne:
Ces Rois qui ſatisfaits de ſe voir couronnez, Croyẽt qu’avec un Sceptre ils sõt trop fortunez, Elle voudroit un cœur élevé dans la guerre, Qui ſoûmit à ſes Loix la moitié de la terre, Et qui vin tous les chers tous un ſeur utendart, Partager l’Vnivers avec le Grand Ceſar.	Ces Rois qui satisfaits de se voir couronnés, Croyaient qu'avec un Sceptre ils sont trop fortuné, Elle voudrait un cœur élevé dans la guerre, Qui soumit à ses Lois la moitié de la terre, Et qui vin tous les chers tous un sûr utendart, Partager l'Univers avec le Grand César.
ASTASE.	ASTASE.
Que ne fait elle enſorte auprés du Roy ſon Pere Que pour un peu de tems ſon Hymen ſe differe.	Que ne fait elle ensorte auprès du Roi son Père Que pour un peu de temps son Hymen se diffère.
FRITIGILE.	FRITIGILE.
ocigneumle Roj content comme ene a demande, Que pour cinq ou ſix mois l’Himen ſoit retardé, Elle obtient cette grace à force de prieres.	ocigneumle Roj content comme ene a demande, Que pour cinq ou six mois l'Hymen soit retardé, Elle obtient cette grâce à force de prières.
ASTASE.	ASTASE.
N’a-telle point deſſein de paſſer ſes frontieres?	N'a-telle point dessein de passer ses frontières?
Nous mettrõs dãs la Treve en faiſant le Traité, Qu'on aura comme en Paix entiere liberté.	Nous mettrons dans la Treve en faisant le Traité, Qu'on aura comme en Paix entière liberté.
FRITIGILE.	FRITIGILE.
[cere, Puiſque tous vos diſcours n’ont rien que de ſinIe veux dés à preſent vous parler ſans myſtere, Vous dire qui je ſuis & par quelle raiſ n, Comme un Prince inconnu j’ay ſuby la priſon, Que je pourois nõmer pour tout autre un azile Apprenez-donc, Seigneur, que ie ſuis Fritigile, Reyne des Marcomans, & qu’un habit Romain Vous cache avec mon ſexe un genereux deſſein.	[cère, Puisque tous vos discours n'ont rien que de sinIe veux dès à présent vous parler sans mystère, Vous dire qui je suis et par quelle rais n, Comme un Prince inconnu j'ai subi la prison, Que je pourrais nomme pour tout autre un asile Apprenez-donc, Seigneur, que de suis Fritigile, Reine des Marcomants, et qu'un habit Romain Vous cache avec mon sexe un généreux dessein.
de vous lurpiends ocigneur, ce projct.	de vous lurpiends ocigneur, ce project.
.	.
ASTASE.	ASTASE.
Ah!	Ah!
Madame Pardonnez à l’erreur qui poſſedoit mon ame, Ie cõnois qu’envers vous i’ay manqué de reſpect,	Madame Pardonnez à l'erreur qui possédait mon âme, Je connais qu'envers vous j'ai manqué de respect,
FRITIGILE.	FRITIGILE.
Non, Seigneur, juſqu’icy tout vous étoit ſuſpect, Ne ſçachant qui j’eſtois, ignorant ma naiſſance, On n’a pas dû me rendre aucune deference.	Non, Seigneur, jusqu'ici tout vous était suspect, Ne sachant qui j'étais, ignorant ma naissance, On n'a pas dû me rendre aucune déférence.
3	3
ASTASE.	ASTASE.
Vous ne m’avez fait voir que trop de Majeſté, Si le trouble où j’eſtois ne m’euſt inquieté, Avecques tant d’appas je vous devois connoître:	Vous ne m'avez fait voir que trop de Majesté, Si le trouble où j'étais ne m'eût inquiété, Avecques tant d'appas je vous devais connaître:
Mais de moy-même alors je n’eſtois pas le Maître, et le tiouole ou mon cœur le plonge inceſſament A peine me remet de mon aveuglement.	Mais de moi-même alors je n'étais pas le Maître, et le tiouole ou mon cœur le plonge incessament À peine me remet de mon aveuglement.
FRITIGILE.	FRITIGILE.
Enfin, connoiſſez-moy pour voſtre Priſonniere.	Enfin, connaissez-moi pour votre Prisonniere.
ASTASE.	ASTASE.
Ah!	Ah!
vous avez icy liberté tout entiere, Ma Sœur en ce Palais a ſon appartement, Il ſera pour vous ſeule, ordonnez ſeulement our moy, ſur tous les miens, vous eſtes Souveraine, Commandez en ces lieux en qualité de Reyne	vous avez ici liberté tout entière, Ma Sœur en ce Palais a son appartement, Il sera pour vous seule, ordonnez seulement our moi, sur tous les miens, vous êtes Souveraine, Commandez en ces lieux en qualité de Reine
FRITIGILE.	FRITIGILE.
