PREFACE.	PRÉFACE.
ATHOS.	ATHOS.
Ieile croirois bien;	Jeile croirais bien;
ouy, il y a toutes les apparences du monde, & pour moy, quand ie me regarde auſſi.	oui, il y a toutes les apparences du monde, et pour moi, quand ie me regarde aussi.
SCENE VI.	SCÈNE VI.
MAROTTE, CATHQS MAGDELON.	MAROTTE, CATHÊQ MAGDELON.
MAROTTE.	MAROTTE.
rOila vn laquais, qui demande, v n vous eſtes au logis, x dit que ſon Maiſtre vous veut venir voir.	rOila un laquais, qui demande, vous n ' êtes au logis, x dit que son Maître vous veut venir voir.
MAGDELON.	MAGDELON.
lppronun poire sutous enoncer moins vulgairement.	lppronun poire sutous énoncer moins vulgairement.
Dites;	Dites;
voila vn neceſſaire qui demande;	voilà un nécessaire qui demande;
ſi vous eſtes en commodité d’eſtre viſibles.	si vous êtes en commodité d'être visibles.
MAROTTE.	MAROTTE.
Dame, ie n’entens point le Latin, & ie n’ay pas appris, comme vous, l.	Dame, notre n'entends point le Latin, et notre n'ai pas appris, comme vous, l.
Filofie dans le grand Cyre.	Filofie dans le grand Cyre.
MAGDELON.	MAGDELON.
L’impertinente!	L'impertinente!
le moyen de ſoufnn tela!	le moyen de soufn tela!
& qui eſt-il le Maiſtre de ce laquais!	et qui est-il le Maître de ce laquais!
MAROTTE.	MAROTTE.
a ie ra homme le Marquis de Maſuarille.	a ici ra homme le Marquis de Masvarille.
MAGDELON.	MAGDELON.
Ah ma chere!	Ah ma chère!
vn Marquis, ouy, allez dire qu’on nous peut voir C’eſt ſans doute vn bel eſprit, qui aura oüy parler de nous.	un Marquis, oui, allez dire qu'on nous peut voir C'est sans doute un bel esprit, qui aura oui parler de nous.
CATHOS.	CATHOS.
Aſſeurement, ma chere.	Assurement, ma chère.
B iiij	 Bijà
MAGDELON.	MAGDELON.
Il faut le receuoir dans cette ſalle baſſe, pluſtoſt qu’en noſtre chambre:	Il faut le recevoir dans cette salle basse, plutôt qu'en notre chambre:
ajuſtons vn peu nos cheueux au moins, & ſouſtenons noſtre reputation.	ajustons un peu nos cheveux au moins, et soutenons notre réputation.
Viſte, venez nous tendre icy dedans, le con ſeilſer des graces.	Vite, venez nous tendre ici dedans, le con filser des grâces.
MAROTTE.	MAROTTE.
Par ma foy, ie ne ſçay point quelle bente c’ent-la, il faut parſer Chreſtien ſi vous voulez, que ie vous entende.	Par ma foi, Seigneur ne sais point quelle bente c'ent-la, il faut parser Chrétien si vous voulez, que je vous entende.
CATHOS.	CATHOS.
Apportez nous le miroir, ignorante que vous eſtes.	Apportez nous le miroir, ignorante que vous êtes.
Et gardez-vous bien d’en ſalir la glace, par la communication de voſtre image.	Et gardez-vous bien d'en salir la glace, par la communication de votre image.
SCENE VII.	SCÈNE VII.
MMMAMALLE, DEVX FORIEVRS.	MMAMALLE, DEUX FORIEURS.
MASCARILLE.	MASCARILLE.
Ola, porteurs, hola.	Ola, porteurs, holà.
Là, là, là, IT là, là, là.	Là, là, là, IT -là, là, .
Ie penſe que ces marauts là ont deſſein de me briſer, à force de heurter contre les murailles, & les pauez.	Je pense que ces marauts là ont dessein de me briser, à force de heurter contre les murailles, et les pavés.
I.	I.
PORTEVR.	PORTEUR.
Dame, c’eſt que la porte eſt eſtroite.	Dame, c'est que la porte est étroite.
Vous auez voulu auſſi, que nous ſoyons entrez iuſqu’icy.	Vous avez voulu aussi, que nous soyons entrez jusqu'ici.
MASCARILLE.	MASCARILLE.
Ie le croy bien.	Je le crois bien.
Voudriez-vous, faquins, que i’expoſaſſe l’embonpoint de mes plumes aux inclemences de la ſai.	Voudriez-vous, faquins, que j'exposasse l'embonpoint de mes plumes aux inclémences de la sais.
ſon pluuieuſe?	son pluvieuse?
& que i’a laſſe imprimer mes ſouliers en bouë?	et que j'a lasse imprimer mes souliers en boue?
allez oſtez vonta enane aisy?	allez ôtez vonta enane aisy?
2.	2.
PORTEVR.	PORTEUR.
Payez nous donc, s’il vous plaiſt Monſieur.	Payez nous donc, s'il vous plaît Monsieur.
MASCARILLE.	MASCARILLE.
Hem?	Hem?
2.	2.
PORTEVR.	PORTEUR.
Ie dis, Monſieur, que vous nous donniez de l’argent, s’il vous plaiſt.	Je dis, Monsieur, que vous nous donniez de l'argent, s'il vous plaît.
MASCARILLE, luy donnant vn ſouflet.	MASCARILLE, Seigneur donnant un soufflet.
Comment, coquin, demander de ralgent a vne penome de mu quallte:	Comment, coquin, demander de ralgent à une pénome de mu qualte:
2.	2.
PORTEVR.	PORTEUR.
Eſt-ce ainſi, qu’on paye les pauures gens?	Est-ce ainsi, qu'on paye les pauvres gens?
& voſtre qualité nous donne t’elle à diſuer ?	et votre qualité nous donne t'elle à disver ?
MASCARILLE.	MASCARILLE.
Ah, ah, ah, ie vous apprendray à vous connoiſtre.	Ah, ah, ah, votre vous apprendrai à vous connaître.
Ces canailles-là s’oſent ioüer à moy.	Ces canailles-là s'osent jouer à moi.
I.	I.
PORTEVR.	PORTEUR.
Prenant vn des baſtons de ſa chaiſe.	Prenant un des bâtons de sa chaise.
Cà, payez nous viſtement.	Çà, payez nous vitement.
QQuoy?	QQuoi?
MASCARILLE.	MASCARILLE.
1.	1.
PORTEVR.	PORTEUR.
Ie dis, que ie veux auoir de l’argent tout a Tneure.	Je dis, que tu veux avoir de l'argent tout a Tanneure.
MASCARILLE.	MASCARILLE.
Il eſt raiſonnable.	Il est raisonnable.
L.	L.
PORTEVR.	PORTEUR.
Viſte donc.	Vite donc.
MASCARILLE' Fr Ouy-dà, tu parles comme il faut, toy;	MASCARILLÉ Fr Oui-dà, tu parles comme il faut, toi;
mais l’autre eſt vn coquin, qui ne ſçait ce qu’il dit.	mais l'autre est un coquin, qui ne sait ce qu'il dit.
Tien, es-tu content!	Tiens, es-tu content!
I.	I.
PORTEVR.	PORTEUR.
Non ie ne ſuis pas content, vous auez donné vn ſoufflet à mon camarade, &.	Non ici ne suis pas content, vous avez donné un soufflet à mon camarade, et.
MASCARILLE.	MASCARILLE.
Doucement, tien, voila pour le ſoufflet.	Doucement, tien, voilà pour le soufflet.
On obtient tout de moy, quand on s’y prend de la bonne façon.	On obtient tout de moi, quand on s'y prend de la bonne façon.
Allez, venez me reprendre tantoſt, pour aller au Louure au petit coucher.	Allez, venez me reprendre tantôt, pour aller au Louvre au petit coucher.
SCENE VIII.	SCÈNE VIII.
MAROTTE, MASCARILLE	MAROTTE, MASCARILLE
E MAROTTE.	E MAROTTE.
Onſieur, voila mes Maiſtreſſes, TA qui vont venir tout à l’heure.	Onsieur, voilà mes Maîtresses, TA qui vont venir tout à l'heure.
MASCARILLE.	MASCARILLE.
Qu'elles ne ſe preſſent point, ie ſuis cy poſté commodement, pour attendre.	Qu'elles ne se pressent point, Seigneur suis cy ôté commodément, pour attendre.
MAROTTE.	MAROTTE.
Les voicy.	Les voici.
SCENE IX.	SCÈNE IX.
MRC ELON, CATHOS, MASCARILLE, ALMANZOR.	MRC ÉLON, CATHOS, MASCARILLE, ALMANZOR.
Es Dames, vous ſerez ſurpriſes, M ſans doute de l’audace de ma viſite;	Es Dames, vous serez surprises, M sans doute de l'audace de ma visite;
mais voſtre reputation vous attire cette meſchante affaire, & le merite a pour moy des charmes ſi puiſſans, que ie cours, par tout, apres luy.	mais votre réputation vous attire cette méchante affaire, et le mérite a pour moi des charmes si puissants, que ie cours, par tout, après lui.
MAGDELON.	MAGDELON.
Si vous pourſuiuez le merite, ce n’eſt pas ſur nos terres que vous deuez chaſſer.	Si vous poursuivez le mérite, ce n'est pas sur nos terres que vous devez chasser.
CATHOS.	CATHOS.
Pour voir chez nous le merite, i fallu, que vous l’y ayez amené.	Pour voir chez nous le mérite, y fallu, que vous l'y ayez amené.
MASCARILLE.	MASCARILLE.
Ah ie m’inſcris en faux contre ve parolles.	Ah beau m'inscris en faux contre ve paroles.
La Renommée accuſe iuſte en contant ce que vous vallez, & vou allez faire pic, repic & capot, tout qu’il y a de galant dans Paris.	La Renommée accuse juste en contant ce que vous vallez, et vou lez faire pic, repic et capot, tout qu'il y a de galant dans Paris.
MAGDELON.	MAGDELON.
Voſtre complaiſance pouſſe vn pe trop auant la liberalité de ſes loüan ges, & nous n’auons garde, ma couſ ne & moy, de donner de noſtre ſe rieux, dans le doux de voſtre flatterie	Votre complaisance pousse un pe trop avant la libéralité de ses louan guère, et nous n'avons garde, ma cous ne et moi, de donner de notre se rieux, dans le doux de votre flatterie
CATHOS.	CATHOS.
Ma chere, il faudroit faire donne des ſieges.	Ma chère, il faudrait faire donne des sièges.
1011	1011
MAGDELON.	MAGDELON.
Hola, Almanzor.	Holà, Almanzor.
ALMANZOR.	ÀLMANZOR.
Madate.	Madate.
MAGDELON.	MAGDELON.
Viſte, voiturez-nous icy les commoditez de la conuerſation.	Vite, voiturez-nous ici les commodités de la conversation.
MASCARILLE.	MASCARILLE.
Mais au moins, y a-t’il ſeureté icy pour moy?	Mais au moins, y a-t-il sûreté ici pour moi?
CATHOS.	CATHOS.
Que craignez vous?	Que craignez -vous?
MASCARILLE.	MASCARILLE.
Quelque vol de mon cœur, quelque aſſaſſinat de ma franchiſe.	Quelque vol de mon cœur, quelque assassinat de ma franchise.
Ie vois icy des yeux qui ont la mine d’eſtre de fort mauuais garçons, de faire inſulte aux libertez, & de traiter vne ame de Ture à More.	Je vois ici des yeux qui ont la mine d'être de fort mauvais garçons, de faire insulte aux libertés, et de traiter une âme de Ture à More.
Comment diable, d’abore qu’on les approche, ils ſe mettent ſu leur garde meurtriere?	Comment diable, d'abore qu'on les approche, ils se mettent su leur garde meurtrière?
Ah!	Ah!
par mi foy ie m’en défie, & ie m’en vais ga gner au pied, où ie veux caution bour geoiſe, qu’ils ne me feront point d mal.	par mi foi Madame m'en défie, et Seigneur m'en vais ga gîner au pied, où je veux caution bour géoise, qu'ils ne me feront point d mal.
MAGDELON.	MAGDELON.
Ma chere, c’eſt le caractere enjoüé.	Ma chère, c'est le caractère enjoué.
CATHOS.	CATHOS.
Ie vois bien que c’eſt vn Amilcar.	Je vois bien que c'est un Amilcar.
MAGDELON.	MAGDELON.
Ne craignez rien, nos yeux n’or pont de mauuais deſſeins, & voſtr cœur peut dormir en aſſeurance ſ leur prud’hommie.	Ne craignez rien, nos yeux n'or pont de mauvais desseins, et vos cœur peut dormir en assurance s leur prud'hommie.
CATHOS.	CATHOS.
Mais de grace, Monſieur, ne ſoyez pas inexorable à ce fauteüil qui vous tend les bras, il y a vn quart d’heure, contentez vn peu l’enuie qu’il a de vous embraſſer.	Mais de grâce, Monsieur, ne soyez pas inexorable à ce fauteüil qui vous tend les bras, il y a un quart d'heure, contentez un peu l'envie qu'il a de vous embrasser.
MASCARILLE, Apies s’eſtre peigné & auoir aiuſté ſes canons.	MASCARILLE, Apies s'être peigné et avoir aiusté ses canons.
Et bien, Mes-Dames, que dites-vous de Paris?	Et bien, Mes-Dames, que dites-vous de Paris?
MAGDELON.	MAGDELON.
Helas!	Hélas!
qu’en pourrions-nous dire?	qu'en pourrions-nous dire?
Il faudroit eſtre l’antipode de la raiſon, pour ne pas confeſſer que Paris eſt le grand Bureau des merueilles, le centre du bon gouſt, du bel eſprit & de la galanterie.	Il faudrait être l'antipode de la raison, pour ne pas confesser que Paris est le grand Bureau des merveilles, le centre du bon goût, du bel esprit et de la galanterie.
MASCARILLE.	MASCARILLE.
Pour moy, ie tiens que hors de Paris il n’y a point de ſalut pour les honne ſtes gens.	Pour moi, Seigneur tiens que hors de Paris il n'y a point de salut pour les honne sites gens.
CATHOS.	CATHOS.
C’eſt vne verité inconteſtable.	C'est une vérité incontestable.
MASCARILLE.	MASCARILLE.
Il y fait vn peu crott, mlais no auons la Chaiſe.	Il y fait un peu crott, mêlais nô avons la Chaise.
MAGDELON.	MAGDELON.
Il eſt vray que la Chaiſe eſt vn re tranchement merueilleux contre l inſultes de la bouë, & du mauua temps.	Il est vrai que la Chaise est un re tranchement merveilleux contre l insultes de la boue, et du mauva temps.
MESCARILLE.	MESCARILLE.
Vous receuez beaucoup de viſite Quel bel Eſprit eſt des voſtres?	Vous recevez beaucoup de visite Quel bel Esprit est des vôtres?
MAGDELON.	MAGDELON.
Helas, nous ne ſommes pas encore connuës;	Hélas, nous ne sommes pas encore connues;
mais nous ſommes en paſſe de l’eſtre, & nous auons vne amie particuliere, qui nous a promis d’amenet icy tous ces Meſſieurs du Recueil des Pieces Choiſies.	mais nous sommes en passe de l'être, et nous avons un amie particulière, qui nous a promis d'amenet ici tous ces Messieurs du Recueil des Pièces Choisies.
CATHOS.	CATHOS.
Et certains autres, qu’on nous a nommez auſſi, pour eitre les aibitres ſouuerains des belles choſes.	Et certains autres, qu'on nous a nommez aussi, pour eitre les aibitres souverains des belles choses.
MASCARILLE.	MASCARILLE.
C’eſt moy qui feray voſtre affaire mieux que perſonne, ils me rendent tous viſite, & ie puis dire que ie ne me leue iamais, ſans vne demy-douzaine de beaux Eſprits.	C'est moi qui ferai votre affaire mieux que personne, ils me rendent tous visite, et personne puis dire que ieans me lève jamais, sans une demi-douzaine de beaux Esprits.
MAGDELON.	MAGDELON.
Eh!	Eh!
mon Dieu, nous vous ſerons obligées de la derniere obligation;	mon Dieu, nous vous serons obligées de la dernière obligation;
ſi vous nous faites cette amitié:	si vous me faites cette amitié:
car enfin il faut auoir la connoiſſance de tous ces Meſſieurs là, ſi l’on veut eſtre du beau monde.	car enfin il faut avoir la connaissance de tous ces Messieurs là, si l'on veut être du beau monde.
Ce ſont ceux qui donnent le branle à la reputation dans Paris;	Ce sont ceux qui donnent le branle à la réputation dans Paris;
& vous ſçauez qu’il y en a tel, dont il ne faut que la ſeule frequentation, pour vous donner bruit de connoiſſeuſe, quãd il n’y auroit rien autre choſe que cela.	et vous savez qu'il y en a tel, dont il ne faut que la seule fréquentation, pour vous donner bruit de connaisseuse, quand il n'y aurait rien autre chose que cela.
Mais pour moy ce que ie conſidere particulierement, c’eſt que par le moyen de ces viſites ſpirituelles, on eſt inſtruite de cent choſes, qu’il faut ſçauoir de neceſſité, & qui ſont de l’eſſence d’vn bel eſprit.	Mais pour moi ce que toute considère particulièrement, c'est que par le moyen de ces visites spirituelles, on est instruite de cent choses, qu'il faut savoir de nécessité, et qui sont de l'essence d'un bel esprit.
On apprend par là, chaque iour, les petites nouuelles galantes;	On apprend par là, chaque jour, les petites nouvelles galantes;
les jolis commerces de Proſe, ou de Vers.	les jolis commerces de Prose, ou de Vers.
On ſçait à poinct nommé, Vn tel a compoſé la plus jolie piece du monde, ſur vn tel ſujet;	On sais à point nommé, Un tel a composé la plus jolie pièce du monde, sur un tel sujet;
Vne telle a fait des paroles ſur vn tel air;	Une telle a fait des paroles sur un tel air;
celuy-cy a fait vn Madrigal ſur vne joüiſſance;	celui-cy a fait un Madrigal sur une jouissance;
celuy-là a compoſé des Stances ſur vne infidelité;	celui-là a composé des Stances sur une infidélité;
Monſieur vn tel écriuit hier au ſoir vn Sixain à Mademoiſelle vne telle, dont elle luy a enuoyé la réponſe ce matin ſur les huit deſſein;	Monsieur un tel écrivit hier au soir un Sixain à Mademoiselle fait telle, dont elle lui a envoyé la réponse ce matin sur les huit dessein;
celuy là eſt à la troiſiéme Partie de ſon Roman;	celui là est à la troisième Partie de son Roman;
cet autre met ſes ouurages ſous la Preſſe:	cet autre met ses ouvrages sous la Presse:
C’eſt là ce qui vous fait valoir dans les compagnies;	C'est là ce qui vous fait valoir dans les compagnies;
& ſi l’on ignore ces choſes, ie ne donncrois pas vn ciou de tout Pelprit qu’on peut auoir.	et si l'on ignore ces choses, je ne donnais pas un ciou de tout Pelprit qu'on peut avoir.
CATHOS.	CATHOS.
En effet ie trouue que c’eſt rencherir ſur le ridicule, qu’vne perſonne ſe pique d’eſprit, & ne ſçache pas juſqu’au moindre petit Quatrain qui ſe fait chaque iour;	En effet grande trouve que c'est renchérir sur le ridicule, qu'une personne se pique d'esprit, et ne sache pas jusqu'au moindre petit Quatrain qui se fait chaque jour;
& pour moy i’aurois toutes les hontes du monde, s’il falloit qu’on vinſt à me demander, ſi i’aurois veu quelque choſe de nouueau, que ie n’aurois pas veu.	et pour moi j'aurais toutes les hontes du monde, s'il fallait qu'on vinst à me demander, si j'aurais vu quelque chose de nouveau, que je n'aurais pas vu.
MASCARILLE.	MASCARILLE.
Il eſt vray qu’il eſt honteux de n’auoir pas des premiers tout ce qui ſe fait;	Il est vrai qu'il est honteux de n'avoir pas des premiers tout ce qui se fait;
mais ne vous mettez pas en peine, ie veux établir chez vous vne Academie de beaux Eſprits, & ie vous promets, qu’il ne ſe fera pas vn bout de Vers dans Paris, que vous ne ſçachiez par cœur auant tous les autres.	mais ne vous mettez pas en peine, je veux établir chez vous été Académie de beaux Esprits, et un vous promets, qu'il ne se fera pas un bout de Vers dans Paris, que vous ne sachiez par cœur avant tous les autres.
Pour moy, tel que vous me voyez, ie m’en eſcrime vn peu quand ie veux, & vous verrez courir de ma façon dans les belles Ruelles de Paris, deux cens Chanſons, autant de Sonnets, quatre cens Epigrammes, & plus de mille Madrigaux, ſans compter les Enigmes & les Portraits.	Pour moi, tel que vous me voyez, Seigneur m'en escrime un peu quand tu veux, et vous verrez courir de ma façon dans les belles Ruelles de Paris, deux cents Chansons, autant de Sonnets, quatre cents Épigrammes, et plus de mille Madrigaux, sans compter les Enigmes et les Portraits.
MAGDELON.	MAGDELON.
Ie vous auouë que ie ſuis furieuſement ment pour les Portraits;	Je vous avoue que ici suis furieusement ment pour les Portraits;
ie ne vois rien de ſi galant que cela.	Ne ne vois rien de si galant que cela.
MASCARILLE.	MASCARILLE.
Les Portraits ſont difficiles, & demandent vn eſprit profond.	Les Portraits sont difficiles, et demandent un esprit profond.
Vous en verrez de ma maniere, qui ne vous déplairont pas.	Vous en verrez de ma manière, qui ne vous déplairont pas.
CATHOS.	CATHOS.
Tour moy Panne cerribienient les Enigmes.	Tour moi Panne cerribienient les Enigmes.
MASCARILLE.	MASCARILLE.
1iG8 Cela exerce l’eſprit, & i’en ay fait quatre encore ce matin, que ie vous donneray à deuiner.	1iG8 Cela exerce l'esprit, et j'en ai fait quatre encore ce matin, que après vous donnerai à deviner.
MAGDELON.	MAGDELON.
Les Madrigaux ſont agreables, quus ils ſont bien tournez.	Les Madrigaux sont agréables, quus ils sont bien tournés.
MASCARILLE.	MASCARILLE.
C’eſt mon talent particulier, & ie crauurtie à motire en Madrigaux toute Tnitone Romame.	C'est mon talent particulier, et ainsi crauvrie à motire en Madrigaux toute Tnitone Romame.
MAGDELON.	MAGDELON.
Ah!	Ah!
certes, cela ſera du dernier beau, i’en retiens vn exemplaire au moins, ſi vous le faites imprimer.	certes, cela sera du dernier beau, j'en retiens un exemplaire au moins, si vous le faites imprimer.
MASCARILLE.	MASCARILLE.
Ie vous en promets à chacune vn, & des mieux reliez.	Je vous en promets à chacune un, et des mieux reliés.
Cela eſt au deſſous de ma condition;	Cela est au dessous de ma condition;
mais ie le fais ſeulement pour donner à gagner aux Libraires, qui me perſecutent.	mais était le fais seulement pour donner à gagner aux Libraires, qui me persécutent.
MAGDELON.	MAGDELON.
Ie m’imagine que le plaiſir eſt gran de ſe voir imprimé.	Je m'imagine que le plaisir est gran de se voir imprimé.
MASCARILLE.	MASCARILLE.
Sans doute;	Sans doute;
mais à propos, il faut que ie vous die vn Impromptu que ie fis hier chez vne Ducheſſe de mes amies, que ie fus viſiter;	mais à propos, il faut que ici vous die un Impromptu que je fis hier chez une Duchesse de mes amies, que deux fus visiter;
car ie ſuis diablement lort lur les Imprompeus.	car tu suis diablement lort lur les Imprompeus.
CATHOS.	CATHOS.
L’Impreiup tuciejutament la pierte de touche de l’eſprit.	L'Impreiup tuciejutament la pierte de touche de l'esprit.
MASCARILLE.	MASCARILLE.
Eſcoutez donc.	Écoutez donc.
Mhiaau nd a la Nous y ſommes de toutes nos oreilles?	Mhiaau néd à la Nous y sommes de toutes nos oreilles?
MASCARILLE.	MASCARILLE.
Oh, oh, ie n’y prenois pas garde.	Oh, oh, Madame n'y prenais pas garde.
Tandis que ſans ſonger à mal, ie vous regarde, 22 Voſtre œil en tapinois me derobe mon cœur, dlu voleur, au voleur, au voleur, au ooleur.	Tandis que sans songer à mal, je vous regarde, 22 Votre œil en tapinais me derobe mon cœur, dlu voleur, au voleur, au voleur, au ooleur.
CATHOS.	CATHOS.
Ah mon Dieu!	Ah mon Dieu!
voila qui eſt pouſſe dans le dernier galant.	voilà qui est pousse dans le dernier galant.
MASCARILLE.	MASCARILLE.
Tout ce que ie fais, à l’air Caualiel cela ne ſent point le Pédant.	Tout ce que ici fais, à l'air Cavaliel cela ne sent point le Pédant.
MAGDELON.	MAGDELON.
Il en eſt éloigné de plus de deux mille lieuës	Il en est éloigné de plus de deux mille lieues
MASCARILLE.	MASCARILLE.
Auez vous remarqué ce commence ment, oh, oh?	Avez -vous remarqué ce commence ment, oh, oh?
voila qui eſt extraordinaire, oh, oh.	voilà qui est extraordinaire, oh, oh.
Comme vn homme qui s’auiſe tout d’vn coup, oh, oh.	Comme un homme qui s'avise tout d'un coup, oh, oh,
La afamelen M	La afamelen M
MAGDELON.	MAGDELON.
Oüy, ie trouue ce oh, oh, admirable.	Oui, Seigneur trouve ce oh, oh, admirable.
MASCARILLE.	MASCARILLE.
A ſemble que cela ne loit nien.	A semble que cela ne loit nien.
CATHOS.	CATHOS.
Ah, mon Dieu, que dites-vous?	Ah, mon Dieu, que dites-vous?
ce ſont là de ces ſortes de choſes qui ne ſe peuuent payer.	ce sont là de ces sortes de choses qui ne se peuvent payer.
MAGDELON.	MAGDELON.
Sans doute, & i’aimerois mieux auoir fait oh, oh, qu’vn Poëme Epique.	Sans doute, et j'aimerais mieux avoir fait oh, oh, qu'un Poème Épique.
MASCARILLE.	MASCARILLE.
Tudieu, vous auez le gouſt bon	Tudieu, vous avez le goût bon
MAGDELON.	MAGDELON.
Eh, ie ne l’ay pas tout à fait mau uais.	Eh, Seigneur ne l'ai pas tout à fait mau ais.
MASCARILLE.	MASCARILLE.
Mais n’admirez vous pas auſſi, ie n’y prenois pas garde?	Mais n'admirez -vous pas aussi, je n'y prenais pas garde?
ie ny prenois pas garde, ie ne m’apperceuois pas de cela, façon de parler naturelle, Ie n’y prenois pas garde.	ie Ne prenais pas garde, ie ne m'apperceuois pas de cela, façon de parler naturelle, Je n'y prenais pas garde.
Tandis que ſans ſonger à mal.	Tandis que sans songer à mal.
Tandis qu’innocemment, ſans malice, comme vn pauure mouton, Ie vous regarde;	Tandis qu'innocemment, sans malice, comme un pauvre mouton, Je vous regarde;
c’eſt à dire ie m’amuſe à vous comſderer, ie vous obſerue, ie vous contemple.	c'est à dire rien m'amuse à vous comsérer, Elle vous observe, je vous contemple.
Voſtre œil en tapinois.	Votre œil en tapinais.
Que vous ſemble de ce mot, Tapinois, n’eſt-il pas bien choiſy?	Que vous semble de ce mot, Tapinais, n'est-il pas bien choisi?
CATHOS.	CATHOS.
Tout à fait bien.	Tout à fait bien.
MASCARILLE.	MASCARILLE.
Tapinois, en cachette, il ſemble que ce ſoit vn chat qui vienne de prendre vhe louris.	Tapinais, en cachette, il semble que ce soit un chat qui vienne de prendre chhe louris.
Tapinors.	Tapinors.
MAGDELON.	MAGDELON.
Il ne ſe peut rien de mieux.	Il ne se peut rien de mieux.
MASCARILLE.	MASCARILLE.
Me derobe mon cœur, me l’emporte, me le rauit.	Me derobe mon cœur, me l'emporte, me le ravit.
Au voleur, au voleur, au voleur, au voleur.	Au voleur, au voleur, au voleur, au voleur.
Ne diriez vous pas que c’eſt vn homme qui crie & court apres vn voleur pour le faire arreſter, au voleur, au voleur, au voleur, au voleur.	Ne diriez -vous pas que c'est un homme qui crie et court après un voleur pour le faire arrêter, au voleur, au voleur, au voleur, au voleur.
MAGDELON.	MAGDELON.
Il faut auoüer que cela a vn tour ſpirituel, & galant.	Il faut auoüer que cela a un tour spirituel, et galant.
MASCARILLE.	MASCARILLE.
Ie veux vous dire l’air que i’ay fait deſſus.	Je veux vous dire l'air que j'ai fait dessus.
CATHOS.	CATHOS.
Vous auez appris la Muſique.	Vous avez appris la Musique.
MASCARILLE.	MASCARILLE.
Moy?	Moi?
point du tout.	point du tout.
CATHOS.	CATHOS.
Et comment donc cela ſe peut-il?	Et comment donc cela se peut-il?
MASCARILLE.	MASCARILLE.
Les gens de qualité ſçauent tout, ſans auoir iamais rien appris.	Les gens de qualité savoir tout, sans avoir jamais rien appris.
MAGDELON.	MAGDELON.
Aſſeurément, ma chere.	Assurément, ma chère.
MASCARILLE.	MASCARILLE.
Eſcoutez ſi vous trouuerez l’air à voſtre gouſt:	Écoutez si vous trouverez l'air à votre goût:
hem, hem, la, la, la, la, la.	hem, hem, la, la, la, la, la.
La brutalité de la ſaiſon a furieuſement outragé la délicateſſe de ma voix;	La brutalité de la saison a furieusement outragé la délicatesse de ma voix;
mais il m’importe, c’eit à la Caualiere.	mais il m'importe, c'éit à la Cavalière.
Il chante.	Il chante.
Oh, oh, ie n’y prenois pas.	Oh, oh, Madame n'y prenais pas.
CATHOS.	CATHOS.
Ah que voila vn air qui eſt paſſionné!	Ah que voilà un air qui est passionné!
Eſt-ce qu’on n’en meurt point?	Est-ce qu'on n'en meurt point?
aillan dua da Il y a de la cromatique là-dedans.	aillan dua da Il y a de la cromatique là-dedans.
MASCARILLE.	MASCARILLE.
Ne trouuez-vous pas la penſée bien exprimée dans le chant?	Ne trouvez-vous pas la pensée bien exprimée dans le chant?
au voleur.	au voleur.
Et puis comme ſi l’on crioit bien fort, au, au, au, au, au, au voleur;	Et puis comme si l'on criait bien fort, au, au, au, au, au, au voleur;
& tout d’vn coup comme vne perſonne eſſou.	et tout d'un coup comme une personne essou.
nee s'uu obleur.	née s'u obleur.
MAGDELON.	MAGDELON.
C’eſt là ſçauoir le fin des choſes, le grand fin, le fin du fin.	C'est là savoir le fin des choses, le grand fin, le fin du fin.
Tout eſt merueilleux, ie vous aſſeure;	Tout est merveilleux, Seigneur vous assure;
ie ſuis entouſiaſmée de l’air, & des paroles.	Il suis entousiasmée de l'air, et des paroles.
CATHOS.	CATHOS.
Ie n’ay encore rien veu de cette force	Je n'ai encore rien vu de cette force
MASCARILLE.	MASCARILLE.
Tout ce que ie fais me vient naturellement, c’eſt ſans étude.	Tout ce que ici fais me vient naturellement, c'est sans étude.
MAGDELON.	MAGDELON.
La Nature vous a traitté en vraye mere paſſionnée, & vous en eſtes l’enfant gaſté.	La Nature vous a traité en vraie mère passionnée, et vous en êtes l'enfant gâté.
MASCARILLE.	MASCARILLE.
A quoy danc paſſez vous le temps?	À quoi danc passez -vous le temps?
CATHOS.	CATHOS.
A rien du tout.	À rien du tout.
MAGDELON.	MAGDELON.
Nvous auons ente miqu’icy, dans vn jeuſne effroyable de diuertiſſemens.	Nvous avons ente miqu'ici, dans un jeune effroyable de divertissements.
MASCARILLE.	MASCARILLE.
Ie m’offre à vous mener l’vn de ces louis à la comedle;	Je m'offre à vous mener l'un de ces louis à la comédle;
ir vods voulez, auſſi bien on en doit joüer vne nouuelle, que ie ſeray bien aiſe, que nous voyions enſemble.	ir vods voulez, aussi bien on en doit jouer une nouvelle, que je serai bien aise, que nous voyions ensemble.
MAGDELON.	MAGDELON.
Cela n’eſt pas de refus.	Cela n'est pas de refus.
MASCARILLE.	MASCARILLE.
Mais ie vous demande d’applaudir comme il faut, quand nous ſerons li Car ie me ſuis engagé de faire valoir la Piece, & l’Autheur m’en eſt vent prier encore ce matin.	Mais ici vous demande d'applaudir comme il faut, quand nous serons li Car personne me suis engagé de faire valoir la Pièce, et l'Auteur m'en est vent prier encore ce matin.
C’eſt la couſtume icy, qu’à nous autres gens de condi.	C'est la coutume ici, qu'à nous autres gens de condi.
