M.	M.
ROZAMOND.	ROZAMOND.
astprcesrace on quetemten jeimlte.	astprcesrace on quetemten jeimlte.
CLIDAMAS.	CLIDAMAS.
Il ſera donc touſiours fauorable en ſa ſuite.	Il sera donc toujours favorable en sa suite.
ROZAMOND.	ROZAMOND.
Mon bras & mõ courage enſemble l’ont conclu, Cher amy, ſeras-tu moins que moy re ſolu?	Mon bras et mon courage ensemble l'ont conclu, Cher ami, seras-tu moins que moi ré olu?
Ne crois pas qu’il ſoit né dedans la violence;	Ne crois pas qu'il soit né dedans la violence;
Icy mon amitie uemanue ton fatence.	Ici mon amitié uemanue ton fatence.
CLIDAMAS.	CLIDAMAS.
Nes tu donc point certain de mon affection, Que tu doutes encor de ma diſcretion?	Nes tu donc point certain de mon affection, Que tu doutes encor de ma discrétion?
Cheramy, ne feins point d’exprimer ta pensée, Et te ſouuiens encordelamitie paßée,	Cherami, ne feins point d'exprimer ta pensée, Et te souviens encordelamitie passée,
ROZAMOND.	ROZAMOND.
Clidamas, ie remets mon ſecret ſur tafoy:	Clidamas, Seigneur remets mon secret sur tafoi:
Apprẽs donc, cher amy, que les deux fils du Roy Depuis deux mois paſſez ont quitté ceſte terre, Pour mõtrer leur courage aux perils de la guerEt le ſoin que i’ay pris à les faire eſleuer [re, Meconſeille que i'aille auec eux m'eſprouuer, Voy ſi ton iugement s’accorde à l’entrepriſe.	Apprends donc, cher ami, que les deux fils du Roi Depuis deux mois passez ont quitté cette terre, Pour montrer leur courage aux périls de la guerEt le soin que j'ai pris à les faire élever [re, Méconseille que j'aille avec eux m'éprouver, Vois si ton jugement s'accorde à l'entreprise.
CLIDAMAS.	CLIDAMAS.
ſchiſe,	schise,
Rerc mmontseuconmis destong temps ma franMevoila preſt d’aller, marchons tout de ce pas, Et cherchons de la gloire entre mile treſpas.	Rerc montseuconmis destong temps ma franMevoila prêt d'aller, marchons tout de ce pas, Et cherchons de la gloire entre mile trépas.
ROZAMOND.	ROZAMOND.
Clidamas, ceſte ardeur eſt trop precipitée, Bien que tout obeïſſe a ta force indomptée, Toutes fois vn conſeil pris aueciugement Condui ra l’entrepriſe vn peu plus ſagement:	Clidamas, cette ardeur est trop précipitée, Bien que tout obéisse a ta force indomptée, Toutes fois un conseil pris aueciugement Condui a l'entreprise un peu plus sagement:
ce Mvis j'aperçoy quelquvn, c’eſt le Roy qui s’auãEt nous veut faire part d’vn ſecret d’importãce.	ce Muis j'aperçois quelquête, c'est le Roi qui s'auãEt nous veut faire part d'un secret d'importance.
ALMIDOR.	ÀLMIDOR.
Participez, amis, aux douleurs que ie ſens – -M ------ Du triſte eſloignement de mes deux fils abſens:	Participez, amis, aux douleurs que ie sens -M -- Du triste éloignement de mes se fils absens:
On me vient d’annoncer que durãt leur voyage Leurs vaiſſeaux ſont peris, & qu’ils ont fait naufrage, Icy quelqu’vn des miẽs peut beaucoup m’obliger Dont le cœur genereux ſans craindre le danger, de vonent out najartierde reenenennces T'rinces, Courãt toutes les mers & toutes les prouinces.	On me vient d'annoncer que durant leur voyage Leurs vaisseaux sont péris, et qu'ils ont fait naufrage, Ici quelqu'un des miens peut beaucoup m'obliger Dont le cœur généreux sans craindre le danger, de vonent out ajartierde reenenennces T'rinces, Courant toutes les mers et toutes les provinces.
ROZAMOND.	ROZAMOND.
Sire, n'employez point d’autres gẽs que noꝰ deux Dans cette occaſion que reſpirent nos vœux, Nous voicy touſiours preſts au meſpris de la vie D’accomplir les deſſeins d’vne ſi iuſte enuie.	Sire, n'employez point d'autres guie que noù deux Dans cette occasion que respirent nos vœux, Nous voici toujours prêts au mépris de la vie D'accomplir les desseins d'une si juste envie.
ALMIDOR.	ÀLMIDOR.
Ahl vrayment c'eſt parlt rop obligermõ malheur, C'eſt auoir du courage autant que de valeur, De vouloir s’expoſer aux rigueurs d’vn voyage, Sans craindre les perils qui preſſent le courage.	Ahl vraiment c'est parlût rop obligermo malheur, C'est avoir du courage autant que de valeur, De vouloir s'exposer aux rigueurs d'un voyage, Sans craindre les périls qui pressent le courage.
CLIDAMAS.	CLIDAMAS.
[temps	[temps
Sire, veillent les Dieux que dans fort peu de Nous vous les rameniõs außi ſains que cõtents, Et bien que le deſtin ordonnaſt le contraire, Nons mettrõs noſtre ſoin dans l’hõneur de vous plaire.	Sire, veillent les Dieux que dans fort peu de Nous vous les rameniõs us chang que jours, Et bien que le destin ordonnât le contraire, Nons mettrõs nôtre soin dans l'honneur de vous plaire.
ALMIDOR.	ÀLMIDOR.
Ie n’ay iamais douté de voſtre bon vouloir, Tandis preparez-vous, vſez de mon pouuoir, Choiſiſſez des vaiſſeaux des plus beaux de ma Et tâchez de bien-toſt éloignerceſte coſte.	Je n'ai jamais douté de votre bon vouloir, Tandis préparez-vous, us de mon pouvoir, Choisissez des vaisseaux des plus beaux de ma Et tâchez de bientôt éloignerceste côte.
[flote,	[flote,
ROZAMOND.	ROZAMOND.
Sire, tenez pour vray que dans ces mouuemens Nous ne ſuiurons de loy que vos commandemẽs, Et nous entreprendrons ce voyage penible Le plus diligemment qu’il nous ſera poßible.	Sire, tenez pour vrai que dans ces mouvements Nous ne suivrons de loi que vos commandements, Et nous entreprendrons ce voyage pénible Le plus diligemment qu'il nous sera possible.
ALMIDOR.	ÀLMIDOR.
Hé bienl apres cecy braues Ambaſſadeurs, Croyez que tauray join à nonorer vos grandeurs.	Hé bienl après ceci braves Ambassadeurs, Croyez que taurai join à nonorer vos grandeurs.
RCIEII.	RCIEII.
SCENE III.	SCÈNE III.
MEANDRE ſeul.	MÉANDRE seul.
Eandre malheureux, à quel poinct de M miſere Te reduit de ſormais le deſtin trop ſeuere, --.	Eandre malheureux, à quel point de M misère Te réduit de sormais le destin trop sûre, --.
3- .	3- .
*7 ---	*7 --
4 LINDIENNE Ton bon-heur eſt paßé comme vne illuſion, Et tu n'as des deſſeins qu'à ta confuſion:	4 LINDIENNE -Ton bonheur est passé comme une illusion, Et tu n'as des desseins qu'à ta confusion:
Icy la paſsion vaut moins que l’artifice, Et la ruſe eſt touſiours preferable au ſeruice.	Ici la passion vaut moins que l'artifice, Et la ruse est toujours préférable au service.
Ahl penſers importũs qui nourriſſez mes feux Et m'empeſchez d’atteindre aux plaiſirs que ie veux, N’oppoſez plus icy vos loix à mon outrage, Ie n’ay plus de respect qui ne ſe tourne en rage, Et tãtde feux produits durãt mes lõgs tourmẽs Me ſeruiront de foudre à punir deux amans.	Ahl pensers importũs qui nourrissez mes feux Et m'empêchés d'atteindre aux plaisirs que tu veux, N'opposez plus ici vos lois à mon outrage, Je n'ai plus de respect qui ne se tourne en rage, Et tendre feux produits durant mes légs tourment Mes luiront de foudre à punir deux amants.
Tu me meſpriſe, ingrate, & careſſe à ma veuë Vn eſtranger de qui la race eſt inconnuë, Ah!	Tu me méprise, ingrate, et caresse à ma vue Un étranger de qui la race est inconnue, Ah!
cruelle, ie fais des rets de tes meſpris, Qui ſeruiront au piege où vous ſerez ſurpris.	cruelle, Seigneur fais des rets de tes mépris, Qui serviront au piège où vous serez surpris.
Croyois-tu dõc, mauuaiſe, eſtre plꝰ ma lheureuſe De ſuiure ma fortune & ma flame amoureuſe?	Crois-tu donner, mauvaise, être quelque l' heureuse De suivre ma fortune et ma flamme amoureuse?
Helas!	Hélas!
euſsé-ie creu quand ie t’offris mes vœux, Quv' n objet tout de glace allumaſt tant de feux?	eussé-je cru quand ainsi t'offris mes vœux, Qu' une objet tout de glace allumât tant de feux?
Mais quitte ces penſers, & recherche la voye De troubler aujourd’hu y leur mutuelle ioye, Si ie puis vne fois entendre les diſcours Dont ces nouueaux amãs ſoulagẽt leurs amours Mon eſprit inuentif mettra toute ſa force 35 A remporter le fruict, & leur laiſſer l’eſcorce, Etce que ie ne puis gaigner d’affection Iaſchons a le ſurprendre auecinuention.	Mais quitte ces pensers, et recherche la voie De troubler aujourd'hu y leur mutuelle joie, Si je puis en fois entendre les discours Dont ces nouveaux amants soulagence leurs amours Mon esprit inventif mettra toute sa force 35 A remporter le fruit, et leur laisser l'écorce, Etce que ici ne puis gagner d'affection Jaschons à le surprendre auecinuention.
ACTE II.	ACTE II.
SCENE IV.	SCÈNE IV.
RODOMARE.	RODOMARE.
CLERASTE.	CLÉRASTE.
MELIDOR.	MELIDOR.
RODOMARE.	RODOMARE.
Nfin c’eſt trop reſuer, cette humeur ſoli2taire Vous fait eſtre penſif bien plus que d’ordinaire, Voſtre eſprit eſt troublé de quelque paßion Que le cœur nous fait voir en ſoneſmotion, 1 Vos diſcours ſont cõfus, et voſtre ame empeſchée.	Nfin c'est trop rêver, cette humeur soli2aire Vous fait être pensif bien plus que d'ordinaire, Votre esprit est troublé de quelque passion Que le cœur nous fait voir en sonémotion, 1 Vos discours sont confus, et votre âme empêchée.
Teſmoigne qu'vn tranſport l’a viuemẽt touchée	Témoigne qu' transport l'a vivement touchée
CLERASTE.	CLÉRASTE.
Pardonnez, mes amis, à ces traits violents Qui tranſportent mon ame en de ſi doux eſlans:	Pardonnez, mes amis, à ces traits violents Qui transportent mon âme en de si doux élans:
Laiſſez moy viure ainſi, c’eſt l’amour qui m’inſpire, Prenez pluſtoſt le ſoin de flatter mon martyre, – Ie me plais enmon mal, & ma foible raiſon Veut demeurer captiue & fuit la gueriſon.	Laissez moi vivre ainsi, c'est l'amour qui m'inspire, Prenez plutôt le soin de flatter mon martyre, Ie me plais enmon mal, et ma foible raison Veut demeurer captiue et fuit la guérison.
RODOMARE.	RODOMARE.
Voila deſia des fruicts que produit la folie.	Voilà déjà des fruits que produit la folie.
CLERASTE.	CLÉRASTE.
Mon frere, laiſſe moy dans ma melancholie, at ieſſens dey donteurs, & te ne pun mourir;	Mon frère, laisse -moi dans ma mélancolie, at essens dey donteurs, et te ne pun mourir;
Ie cherche le remede & ne veux pas guerir.	Je cherche le remède et ne veux pas guérir.
RODOMARE.	RODOMARE.
Voſtre eſprit eſt reduit ſous vn faſcheux empire D’auoirpris vn aueugle afin de vous conduire.	Votre esprit est réduit sous un fâcheux empire D'avoirpris un aveugle afin de vous conduire.
CLERASTE.	CLÉRASTE.
La beauté dont moname adore les appas, N’a que trop de flãbeaux pour cõduire mes pas:	La beauté dont mon adore les appas, N'a que trop de flambeaux pour cõduire mes pas:
Ses yeux ne ſont-ils pas deux ſoleils, dõt la flame Sert d’vn phare nouueau pour eſclairer mõ ame?	Ses yeux ne sont-ils pas deux soleils, dont la flamme Sert d'un phare nouveau pour éclairer mon âme?
Son viſage a-t’il pas des attraits rauiſſans, Qui dérobent aux corps la liberté des ſens?	Son visage a-t-il pas des attraits ravissants, Qui dérobent aux corps la liberté des sens?
Sa jouë eſt vn parterre, où dans les fleurs écloſes, Les lys en ſe mourans font renaiſtre les roſes, Sa bouche eſt-elle pas le plus charmant ſe jour Où ſe puiſſent donner les oracles d'Amour?	Sa joue est un parterre, où dans les fleurs écloses, Les lys en se mourants font renaître les roses, Sa bouche est-elle pas le plus charmant se jour Où se puissent donner les oracles d'Amour?
Ces deux globes de lait que ſon ſein fait parêtre 31 Veulent deſia s’enfler & ne font que de naiſtre, Et pour dire en vnmot, toꝰ ſes appas vainqueurs Sont-ils pas trop puiſſans pour ſurprendre les cœurs?	Ces deux globes de lait que son sein fait paraître 31 Veulent déjà s'enfler et ne font que de naître, Et pour dire en unmot, toꝰ ses appas vainqueurs Sont-ils pas trop puissants pour surprendre les cœurs?
MELIDOR.	MELIDOR.
Quelle eſt ceſte beauté qui ſe donne la gloire Et temporter ſur vous vne telle victoire, Et qui borne le choix de voſtre affectiou?	Quelle est cette beauté qui se donne la gloire Et temporter sur vous un telle victoire, Et qui borne le choix de votre affectiou?
CLERASTE.	CLÉRASTE.
Elle eſt de rang ſortable à mon extraction, En vn mot, c’eſt, amis, ceſtebelle Princeſſe Dont mon cœur a fait choix pour l’en faire maiJUſe, Celle que ie ſauuay de ſes triſtes liens, Pour apres m'engager biẽ plus fort dãs les ſiens.	Elle est de rang sortable à mon extraction, En un mot, c'est, amis, cette Princesse Dont mon cœur a fait choix pour l'en faire maigne, Celle que je sauvai de ses tristes liens, Pour après m'engager bien plus fort dans les siens.
RODOMARE.	RODOMARE.
Au moins en cet amour eſtes vous excuſable, D’auoir mis vos deſirs en vn rang ſi ſortable, Ie ne vous blaſme plus de voſtre élection.	Au moins en cet amour êtes vous excusable, D'avoir mis vos désirs en un rang si sortable, Je ne vous blâme plus de votre élection.
CLERASTE.	CLÉRASTE.
Icy tupeux beaucoup ſeruir ma paßion Lors que tu feras voir à ma belle inhumaine Qu'elle eſt le ſeul objetde ma nouuelle peine.	Ici tupeux beaucoup servir ma passion Lors que tu feras voir à ma belle inhumaine Qu'elle est le seul objet ma nouvelle peine.
MELIDOR.	MELIDOR.
Mon Prince, vous ſçauez que ma fidele ardeur A voulu de tout temps ſeruir voſtre Grandeur:	Mon Prince, vous savez que ma fidèle ardeur A voulu de tout temps servir votre Grandeur:
Dõnez-moyce ſoin là, vous verrez que mõ zele Ne s'eſpargnera point à gaigner cette Belle, meſdequvom ſuefomiquiu pias doux Durant tout le repas, ne s'adreſſoient qu'à vous.	Donnez-moice soin là, vous verrez que mo zele Ne s'épargnera point à gagner cette Belle, mesdequvom suefomiquiu pias doux Durant tout le repas, ne s'adressaient qu'à vous.
CLERASTE.	CLÉRASTE.
Amy, tu prens plaiſir a flatter mes oreilles, Icy mon iugement ne croit point ces merueilles.	Ami, tu prends plaisir à flatter mes oreilles, Ici mon jugement ne croit point ces merveilles.
MELIDOR.	MELIDOR.
Ce que ie dis eſt vray, vous meſme verrez bien, E ma fgy piuunuteut dubie, Et dans les mouuemens que ielis ſur ſa face, Ie voy que voſtre feu fondra bien-toſt ſaglace.	Ce que ici dis est vrai, vous -même verrez bien, E ma fgi piuunuteut duie, Et dans les mouvements que jelis sur sa face, Je vois que votre feu fondra bientôt saglace.
CLERASTE.	CLÉRASTE.
Amy, ſi tu la vois, du moins fais luy ſçauoir Comme elle a ſur mon ame vn ab ſolu pouuoir.	Ami, si tu la vois, du moins fais lui sçauoir Comme elle a sur mon âme un ab olu pouuoir.
MELIDOR.	MELIDOR.
Si ie n’y gaigne rien, tenez pourimpoßile De poſſeder iamais cette belle inſenſible.	Si ici n'y gagne rien, tenez pourimpossile De posséder jamais cette belle insensible.
RODOMARE.	RODOMARE.
Vous voyez quel remede on vous apporte icy, Rendez Rendez libre du moins voſtre ame de ſoucy, Et quittez deſormais cette humeur ſoucieuſe.	Vous voyez quel remède on vous apporte ici, Rendez Rendez libre du moins votre âme de souci, Et quittez désormais cette humeur soucieuse.
CLERASTE.	CLÉRASTE.
Ie recompenſeray ſa peine officieuſe, c *.	Je récompenserai sa peine officieuse, cy *.
Tãdis puiſque le iour ſe prepare au beau temps Prenez dedans le bois vn peu de paſſe temps, Allez vous diuertir au plaiſir de lachaſſe, Pour mõ ſajet l’Amour ne veut pas que ie paſſe Siprés de mon ſoleil ſans luyfaire ſçauoir Comme ie luy viens rendre vn fidelle deuoir.	Tandis puisque le jour se prépare au beau temps Prenez dedans le bois un peu de passe temps, Allez vous divertir au plaisir de lâchasse, Pour mon sajet l'Amour ne veut pas que sans passe Siprès de mon soleil sans luyfaire savoir Comme que lui viens rendre un fidèle devoir.
Allez donc les premiers, & ſi toſt que mon ame Aura rendu les vœux qu’elle doit à ſa Dame.	Allez donc les premiers, et si tôt que mon âme Aura rendu les vœux qu'elle doit à sa Dame.
Ie ne maqueray point de me rendre au chaſteau, Où ie voy que l’amour a marqué mon tombeau.	Je ne maquerai point de me rendre au château, Où ie voy que l'amour a marqué mon tombeau.
ACTE II.	ACTE II.
SCENE V.	SCÈNE V.
AXIANE CLERASTE.	AXIANE CLERASTE.
AXIANE.	AXIANE.
V’eſt trop dißimuler, & tenir le ſilence, Mon feu pour le cacher a trop de violẽce	V'est trop diimuler, et tenir le silence, Mon feu pour le cacher a trop de violence
40 Los que ma hõte taſche à monſtrer ſa froideur I pareſt ſous ſa cendre auec bien plus d’ardeur, Mon cœur ſe laiſſe aller au feu qui le ſurmonte Et l’amour aujourd’huy triomphe de ma honte:	40 Los que ma honte tâche à montrer sa froideur I parêt sous sa cendre avec bien plus d'ardeur, Mon cœur se laisse aller au feu qui le surmonte Et l'amour aujourd'hui triomphe de ma honte:
En fin cet eſtraager dont le bras genereux A tiré mon honneur d’vn piege dangereux, N'apas pluſtoſt ſauué ma liberte ſurpriſe, Que ſes charmes vain queurs rauiſsẽt ma franchiſe, Et deſiamon amour est ſi fort qu’aujourd’huy Ie ne ſuis plus à moy pour eſtre toute à luy, Et ſi ma paßion deſtruit mon eſperance (rance, Auecbeaucoup d’amour i'ay bien peud'aſſeuO ſeray-ie prier vn eſtranger vainqueur, Qui captiue mon ame & poſſede mon cœur?	En fin cet étraager dont le bras généreux A tiré mon honneur d'être piège dangereux, N'appas plutôt sauvé ma liberté surprise, Que ses charmes vain queurs ravissent ma franchise, Et desiamon amour est si fort qu'aujourd'hui Je ne suis plus à moi pour être toute à même, Et si ma passion détruit mon espérance (rance, Avecbeaucoup d'amour j'ai bien peud'asseuO serai-je prier un étranger vainqueur, Qui captive mon âme et possède mon cœur?
Luydois-ie faire voir le fonds de ma pensée, Et les feux que ie cache en mon ame bleſsée?	Luidais-je faire voir le fond de ma pensée, Et les feux que deux cache en mon âme blessée?
S’il euſt eſte ſenſible aux douleurs que ie ſens, Il euſt connu mon maldãs mes yeux lãguiſſans, Et partunrue regurus iettez à l’impourueuë I'euſt veu les trãſports de mõ cœur pour maveue.	S'il eût été sensible aux douleurs que je sens, Il eût connu mon maldans mes yeux lãguissans, Et partunrue regurus jetés à l'impourueuë J'eût vu les transports de mon cœur pour maveue.
O Dieux mõ mal ſe voit aſſez par mes ſoupirs, Inutile pudeur qui trams me, ucfits, 41 Ne viens plus oppoſer au bonheur de mon ame Les friuoles rai ſons du respect & du blame, Icy ma paſsion reiette ton pouuoir, Tirant ma liberté des priſons du deuoir, Ie refuſe tes loix & bannis ta contrainte, Et ma flame eſt icy plus forte que ma crainte.	Ô Dieux même mal se voit assez par mes soupirs, Inutile pudeur qui trams me, Œucfits, 41 Ne viens plus opposer au bonheur de mon âme Les frivoles rai sons du respect et du blâme, Ici ma passion rejet ton pouvoir, Tirant ma liberté des prisons du devoir, Je refuse tes lois et bannis ta contrainte, Et ma flamme est ici plus forte que ma crainte.
Hé bien, puis qu’autrement mon malne peut guerir, Vaut-il mieux l’endurer que de le de ſcouurir?	Hé bien, puis qu'autrement mon malne peut guérir, Vaut-il mieux l'endurer que de le de scouurir?
Non non, dés que i’auray le bonheur de ſa veuë Ie veux luy faire voir mon ame toute nuë, Au pis le mal eſtant en ſon extremité La mort est le refuge à ma neceſ.	Non non, dès que j'aurai le bonheur de sa vue Je veux lui faire voir mon âme toute nue, Au pis le mal étant en son extrémité La mort est le refuge à ma nécess.
ité.	ité.
Mais le voicy, monſtrons que ie ſcayme contraindre, Et ſi i’ay de l’amour que ie ſcay bien le feindre.	Mais le voici, montrons que sans scayme contraindre, Et si j'ai de l'amour que ie scay bien le feindre.
Elle parle à luy.	Elle parle à Seigneur.
Monſieur, il n’eſt pas temps d’abandonner ainſi L’ame au ſoin qui la preſſe & l’eſprit au ſoucy, Cleraſte dittes moy d’ou vient cette tristeſſe Qui ſe rend de vos ſens abſolument maiſtreſſe Ne diſsimulez point, voſtre diſcretion Ne peut donner de voile à voſtre paſsion.	Monsieur, il n'est pas temps d'abandonner ainsi L'âme au soin qui la presse et l'esprit au souci, Craste dites moi d'ou vient cette tristesse Qui se rend de vos sens absolument maîtresse Ne dissimulez point, votre discrétion Ne peut donner de voile à votre passion.
– - C	 § Ç
CLERASTE.	CLÉRASTE.
Ie ne puis vous le dire, ouſi ie le veux faire L’honneur & le reſpect m'obligent de me taire.	Je ne puis vous le dire, ousi jour le veux faire L'honneur et le respect m'obligent de me taire.
AXIANE.	AXIANE.
Cesmoi que mon eſprit ne va point conceuant Ne diſent voſtre mal non plus qu’auparauant	Cémoi que mon esprit ne va point concevant Ne disent votre mal non plus qu'auparavant
CLERASTE.	CLÉRASTE.
Si ie vous dis mon mal la plile pous oblige D’apporter le dictame à celuy qui m'afflige.	Si personne vous dis mon mal la plile pous oblige D'apporter le dictame à celui qui m'afflige.
AXIANE.	AXIANE.
Vertueux Caualier parlez plus clairement, Et de ce que ie puis diſpoſez librement.	Vertueux Cavalier parlez plus clairement, Et de ce que je puis disposez librement.
CLERASTE.	CLÉRASTE.
Belle et chaſte Princeſſe, excuſez moy de grace, Vous direz à l’abord que i’ay beaucoup d’audace, Vos celeſtes appas qui rauiroient les Dieux Forcent mon ame d’eſtre eſclaue de vos yeux, Et cet aueugle enfant qui tiẽt de vous ſes armes Me contraint d’adorer vos attraits et vos charAXIANE.	Belle et chaste Princesse, excusez moi de grâce, Vous direz à l'abord que j'ai beaucoup d'audace, Vos célestes appas qui raviraient les Dieux Forcent mon âme d'être esclaue de vos yeux, Et cet aveugle enfant qui tendre de vous ses armes Me contraint d'adorer vos attraits et vos charXIANE.
Imes.	Imes.
En verité, Monſieur, i’aurois tropde ſujet De blâmer aujoura myte jriote projer, Si ie conſiderois la vanité des hommes Qui font eſtat d’aymer dans le ſiecle où nous ſommes, Mais i’excuſe pourtant vos diſcours amoureux Puiſque l’amour ſe plaiſt auecles valureux.	En vérité, Monsieur, j'aurais trop sujet De blâmer aujoura mite jriote projer, Si grande considérais la vanité des hommes Qui font état d'aimer dans le siècle où nous sommes, Mais j'excuse pourtant vos discours amoureux Puisque l'amour se plaît avec valureux.
CLERASTE Pame, Pleuſt à Dieu vißiez-vous les tourmens de mon Où vos yeux ont depeint voſtre image de flame, Les feux de mon amour animent ce tableau, Ou la nature a mis ce qu’elle auoit de beau.	CLERASTE Pame, Plût à Dieu passiez-vous les tourments de mon Où vos yeux ont dépeint vôtre image de flamme, Les feux de mon amour animent ce table, Ou la nature a mis ce qu'elle avait de beau.
AXIANE.	AXIANE.
Ces diſcours ſont l’effect de vostre courtoiſie Pluſtoſt que les teſmoins de voſtre ame ſaiſie.	Ces discours sont l'effet de votre courtoisie Plutôt que les témoins de votre âme saisie.
CLERASTE.	CLÉRASTE.
Que vous connaiſſez mal vos celeſtes attraits, De croire que nos cœurs reſiſtent à vos traits.	Que vous connaissez mal vos célestes attraits, De croire que nos cœurs résistent à vos traits.
AXIANE.	AXIANE.
Que voꝰ connaiſſez mal les attraits de ma face, Mes yeux ſont tout de flame & mon coeur tout CLERASTE.	Que voù connaissez mal les attraits de ma face, Mes yeux sont tout de flamme et mon coeur tout CLÈRASTE.
[de glace	[de glace
De grace, mon ſoleil, ne parlez plus ainſi, Prenez pluſtoſt ce fer & le plongez icy, Puiſque voſtre beauté refuſe mon ſeruice, D iij Que cette belle mainconſente à mon ſupplice, Vous verrez en ſouffrant vn chaſtimẽt ſi doux, Mon ame accouſtumée à receuoir vos coups, Tirez au cœur, ce coup me ſera fauorable, Vous me ſerez plus douce eſtãt moins pitoyable, Et mon ame approuuant vn ſi iuſte deſſein, Se plaindra plus encor des yeux que de la main	De grâce, mon soleil, ne parlez plus ainsi, Prenez plutôt ce fer et le plongez ici, Puisque votre beauté refuse mon service, D ij à cette belle mainconsente à mon supplice, Vous verrez en souffrant un châtiment si doux, Mon âme accoutumée à recevoir vos coups, Tirez au cœur, ce coup me sera favorable, Vous me serez plus douce étant moins pitoyable, Et mon âme approuvant un si juste dessein, Se plaindra plus encor des yeux que de la main
AXIANE.	AXIANE.
Nõ, ne me pẽſez pas iuſqu’au point inhumaine.	Nomme, ne me pendrez pas jusqu'au point inhumaine.
Croyez braueguerrier que i’ay part à la peine, Ce que i’ay fait icy n'eſtoit que pour ſçauoir Si i’auois ſur vous meſme vn abſolu pouuoir, Ie ſuis vostre captiue, & mon cœur qui ſouſpire Tefmoigne fon erueur duns en pareil martyre, Vus diuines vertus poſſedent trop d’appas Pourm'enfamer d'amour, ſiie ne t'eſtois pas.	Croyez braveguerrier que j'ai part à la peine, Ce que j'ai fait ici n'était que pour savoir Si j'avais sur vous -même absolu pouvoir, Je suis votre captive, et mon cœur qui soupire Tefoigne son erveur duns en pareil martyre, Vus divines vertus possèdent trop d'appas Pourm'enfamer d'amour, siie ne t'étais pas.
MEANDRE entre, & ſe cache pour les entendre.	MÉANDRE entre, et se cache pour les entendre.
CLERASTE.	CLÉRASTE.
mamepuiuruu mõheur, croyez que ma conſtãN’appelleraiamais d’vne telle ſentence, [ce Vos yeux ſont de ſormais auſsiiuſtes que doux Mais donnez à ma flame vne faueur de vous, Et ſouffrez que mon ame, en extaſe rauie, Eſlance ſurce ſein le dernier trait de vie.	mamepuiuruu mheur, croyez que ma constants appelleraiamais d'une telle sentence, [ce Vos yeux sont de sormais aussiiustes que doux Mais donnez à ma flamme une faveur de vous, Et souffrez que mon âme, en extase ravie, Élance surce sein le dernier trait de vie.
AXIANE.	AXIANE.
Laiſſez meurir ces fruists le temps & la raiſon mous les feront cueilliren leur propre ſaiſon.	Laissez mûrir ces fruists le temps et la raison mous les feront cueilliren leur propre saison.
CLERASTE.	CLÉRASTE.
ſcolent, prons permettrez uu moins que nos houches ſe Et que dans ces plaiſirs nos deux ame, s’enuolẽt.	scolent, prons permettrez u moins que nos houches se Et que dans ces plaisirs nos deux âme, s'envolent.
AXIANE.	AXIANE.
Vous priuer de ſi peu, ce ſeroit vous punir, Mais apres celadit, à n'yplus reuenir.	Vous priver de si peu, ce serait vous punir, Mais après celadit, à n'yplus revenir.
CLERASTE.	CLÉRASTE.
Ces baiſers ſeuls teſmoins de mõ ſort fauorable Aſſemoteront nos caurs à vntenpius durable, Mais voicy quelques vers qu'vn amoureuxpouTira de mon esprit pour te les faire voir.	Ces baisers seuls témoins de mon sort favorable Assemoteront nos caurs à untenpius durable, Mais voici quelques vers qu'un amoureuxpouTira de mon esprit pour te les faire voir.
ſuoir	suoir
AXIANE.	AXIANE.
Et ce billet teſmoin de mon ame enflamée Te fera voir l’ardeur dont i’eſtois animée, I’auois deliberé qu’il t’aſſeur aſt pour moy, Que ta valeur n’auoit reduite ſous ta loy:	Et ce billet témoin de mon âme enflamée Te fera voir l'ardeur dont j'étais animée, J'avais délibéré qu'il t'assur ast pour moi, Que ta valeur n'avait réduite sous ta loi:
Mais deſia le Soleil bien haut dans ſa carriere Fait briller ſurces fleurs les traits de ſa lumiere, Mon cœuraßiſons-nous deſſous cét arbriſſeau, Et prenons le repos au doux bruit decét eau, De ſa mo cœur ſuccobe au ſommeil qui le preſſe,	Mais déjà le Soleil bien haut dans sa carrière Fait briller surces fleurs les traits de sa lumière, Mon cœurassisons-nous dessous cet arbrisseau, Et prenons le repos au doux bruit decét eau, De sa mo eur succobe au sommeil qui le presse,
CLERASTE.	CLÉRASTE.
Ie feraycomme vous, adorable maiſtreſſe, Et puiſque mon Soleil eſt allé ſommeiller, Ardoname epeceey uemut O ne pentptus veiller.	Je feraicomme vous, adorable maîtresse, Et puisque mon Soleil est allé sommeiller, Ardoname epeceey uemut Ô ne pentptus veiller.
ACTE II.	ACTE II.
SCENVE PI.	SCENVE PI.
MEANDRE.	MÉANDRE.
CLERASTE.	CLÉRASTE.
AXIANE.	AXIANE.
,	,
MEANDRE.	MÉANDRE.
Amais l’occaſion ne fut plus fauorable [bleI Pour cõduire mes vœux à leur poinct deſira Et ie n’ayrienperdu des friuoles diſcours Queces Amans tenoiẽt au fort de leurs amours, Il fautlire ces vers, & voir ſi les penſees S’accordent aux deſirs de leurs ames bleſſées.	Amais l'occasion ne fut plus favorable [bleI Pour comduire mes vœux à leur point désira Et apprendre n'airienperdu des frivoles discours Queces Amants tenaient au fort de leurs amours, Il fautlire ces vers, et voir si les pensées S'accordent aux désirs de leurs âmes blessées.
Il prend les vers dans les mains d’Axiane,	Il prend les vers dans les mains d'Axiane,
