A PARIS Chez CARDIN BESONGNE, au haut de la montée de la S.	À PARIS Chez CARDIN BESONGNE, au haut de la montée de la S.
paſſez legerement ſur vn irinauuris pas;	passez légèrement sur un irinauvris pas;
Ce diſcours me ſutprend, meſme ne me plaiſt pas, mas dmon, tonusçautnedla douneur me bleſte,	Ce discours me sutprend, même ne me plaît pas, mas dmon, tonusçautnedla douneur me blésité,
MARTIA.	MARTIA.
Bien ſouuent le plaiſir ſuccede à la triſteſſe.	Bien souvent le plaisir succède à la tristesse.
CATON.	CATON.
Penetrer les deſſeins de cét ambitieux, N’appartient qu’à l’eſprit ſage & iudicieux:	Pénétrer les desseins de cet ambitieux, N'appartient qu'à l'esprit sage et judicieux:
Apres tout il pretend iuſtifier ſa cauſe, Et ſe rendre innocent du fait qu’on luy ſuppoſe, C’eſt à nous de l’entendre en ſes pretentions, Et de le receuoir dans ſes ſubmiſſions;	Après tout il prétend justifier sa cause, Et se rendre innocent du fait qu'on lui suppose, C'est à nous de l'entendre en ses prétentions, Et de le recevoir dans ses submissons;
Mais ie crains qu’il n’employe & la feinte & la ruſe, Et qu’en ce proceder.	Mais ainsi crains qu'il n'emploie et la feinte et la ruse, Et qu'en ce procéder.
CORNELIE.	CORNELIE.
Sans doute il vous amuſe, Al n’eſt que trop cert ain qu’il doit eſtre ſuſpect, Ceſar n’eſt pas vn homme a rendre du reſpect, Gardez quelque ſurpriſe, & ſur la deffiance, Faites-luy touſiours voir quelle eſt voſtre prudence, Il penſe m’appaiſer par vn eſtrange effet, pour ſe rendre innocent de tout ce qu’il a fait:	Sans doute il vous amuse, Al n'est que trop cert ain qu'il doit être suspect, César n'est pas un homme a rendre du respect, Gardez quelque surprise, et sur la défiance, Faites-lui toujours voir quelle est votre prudence, Il pense m'apaiser par un étrange effet, pour se rendre innocent de tout ce qu'il a fait:
Soũ eſprit eſt groſſier d’inuenter tant de rules, Et mon ame auroit tort de ctoire ſes excuſes, Hors de mes intereſts, qui ſe voudroit fier, Qu’vn ſemblable deſſein le pûſt iuſtifier?	Sout esprit est grossier d'inventer tant de rules, Et mon âme aurait tort de ctoire ses excuses, Hors de mes intérêts, qui se voudrait fier, Qu'un semblable dessein le pût justifier?
Non, quoy qu’il puiſſe dire, & quoy qu’il puiſſe fair Ie ſuiuray les motifs de ma iuſte colere, Ie ne marreſte pas deſlus vn compliment, Ilfaut bien d’autre choſe à mon reſſentiment, En quelque lieu qu’il ſoit des climats de la terre.	Non, quoi qu’il puisse dire, et quoi qu’il puisse fair Je suivrai les motifs de ma juste colère, Je ne marreste pas délus un compliment, Ilfaut bien d'autre chose à mon ressentiment, En quelque lieu qu'il soit des climats de la terre.
Ie declare à ſa vie vne immortelle guerre;	Je déclare à sa vie une immortelle guerre;
Qu’il monte ſur les Cieux, qu’il deſçende aux enfers I’employeray contre luy les flâmes & les fers Et ma haine implacable eſtant preſqu’infinie, N’aura iamais de trefue auec ſa tyrannie.	Qu'il monte sur les Cieux, qu'il desçende aux enfers J'emploierai contre lui es flammes et les fers Et ma haine implacable étant presqu'infinie, N'aura jamais de trêve sans sa tyrannie.
Il monſtre qu’il n’a pas l’eſprit bien deſlié, De croite qu’vn eſpoux ſoit ſi toſt oublié, Cornelie eſt touſiours iuſtement occupée, A chercher les moyens de vanger ſon pompéés Faites paix auec luy, rendez vous ſes ſujets.	Il montre qu'il n'a pas l'esprit bien lié, De croite qu'un époux soit si tôt oublié, Cornelie est toujours justement occupée, A chercher les moyens de venger son pompéés Faites paix avec lui, rendez vous ses sujets.
Approuuez la rigueur de ſes lâches projets, Que Romo rauetorne en tout ce qu’il defire.	Approuvez la rigueur de ses lâches projets, Que Romo rauetorne en tout ce qu'il désire.
Qu’il ſe rende abſolu du deſtin de l’Empire, Ie ſeray genereuſe & d’vn ſoble attentat, I’iray le poignarder moy-meſme en plain Senat.	Qu'il se rende absolu du destin de l'Empire, Je serai généreuse et d'un souble attentat, J'irai le poignarder moi-même en plain Sénat.
es	es
CATON.	CATON.
Cette illuſtre colere eſt digne de voſtre ame, Et ie voudrois brûler d’vne auſſi belle flâme, Ie penſe auec raiſon qu’vn Eſtat malheureux, Rencontre vn grand ſecours dans vn cœur genereux;	Cette illustre colère est digne de votre âme, Et ie voudrois brûler d'une aussi belle flamme, Je pense avec raison qu'un État malheureux, Rencontre un grand secours dans un cœur généreux;
Mais je meſle vn reproche auec voſtre loüange Voyant iuſqu’à quel point la paſſion vous range, Vous tendez criminels tous vos meilleurs amis, Et croyez que Ceſar les a deſia ſubmis.	Mais je mêle un reproche avec votre louange Voyant jusqu'à quel point la passion vous range, Vous tendez criminels tous vos meilleurs amis, Et croyez que César les a déjà submis.
Cette erreur vous tranſporte & vous deuriez croirè.	Cette erreur vous transporte et vous devriez croirèle.
Que Rome a plus de ſoin de conſeruer ſa gloire.	Que Rome a plus de soin de conserver sa gloire.
FE ;	SE ;
Nous écoutons Ceſar, mais comme humifié, I’obſerue aſſez ſouuent ſon eſprit deſlié, Et ſur tous ſes projets portant l’intelligence.	Nous écoutons César, mais comme humifié, J'observe assez souvent son esprit délié, Et sur tous ses projets portant l'intelligence.
Ie deſcouure à peu prés quelle eſt ſon inſolence.	Je découvre à peu prés quelle est son insolence.
CORNELIE.	CORNELIE.
A moins que d’eſtre Dieux, vous ne ſçaurez iamais, Si ſon ame deſire ou la guerre ou la paix, Mais dans ſon proceder ie voy bien que cét homme;	À moins que d'être Dieux, vous ne saurez jamais, Si son âme désire ou la guerre ou la paix, Mais dans son procéder ie votre bien que cet homme;
Deſire abſolument l’autorité de Rome, Du depuis que Pompée eſt au nombre des morts, As'eſt fait redouter par ſes eruels efforts, Feignant de ſe ſubmettre au vouloir de l’Empire, er eacne aux foms luien ou ſon orgueil aſpire, Mais on verra bien-toſt où ſe porte ſon cœur.	Desire absolument l'autorité de Rome, Du depuis que Pompée est au nombre des morts, As'est fait redouter par ses ervels efforts, Feignant de se submettre au vouloir de l'Empire, er eacne aux foms luien ou son orgueil aspire, On verra verra bientôt où se porte son cœur.
Si dans cette bataille il reſte le vainqueur.	Si dans cette bataille il reste le vainqueur.
CATON.	CATON.
Nous n’auons rien conclu touchant cette matiere, Vtique à ſes projets ſeruira de barriere.	Nous n'avons rien conclu touchant cette matière, Vtique à ses projets servira de barrière.
Pour conſeruer encor les grandeurs de l’Eſtar, Nous ſuiutons les aduis des Dieux & du Senat;	Pour conserver encor les grandeurs de l'Estar, Nous suivutons les avis des Dieux et du Sénat;
Croitiez-vous que Caton euſt ſi peu de courage, De pouuoir viure & voir Rome dans l’eſclauage, Il porte dans le cœur trop de fidelité.	Croitiez-vous que Caton eût si peu de courage, De pouvoir vivre et voir Rome dans l'esclavage, Il porte dans le cœur trop de fidélité.
Pour vouloir condeſçendre à cette lâcheté.	Pour vouloir condesçendre à cette lâcheté.
Aſſurez vous ſur moy que Ceſar & ſes ligues, Se verront terraſſez ſous l’effort de nos brigues, Et bien loin d’obeyr à ſes pretentions, Je m’oppoſe tout leur a les amolions, premier que de l’entendre en ſa moindre deffence, Nous voulons qu’il ſe range à noſtre obeyſſance, Le croyant criminel, il faut comme ſujet.	Assurez -vous sur moi que César et ses ligues, Se verront terrassez sous l'effort de nos brigues, Et bien loin d'obéir à ses prétentions, Je m'oppose tout leur a les amolions, premier que de l'entendre en sa moindre défense, Nous voulons qu'il se range à notre obéissance, Le croyant criminel, il faut comme sujet.
Qu’il rende compte icy de tout ce qu’il a fait.	Qu'il rende compte ici de tout ce qu'il a fait.
MARTIA.	MARTIA.
En ce cas, Cornelie, il faut borner vos plaintes, Et donner quelque trefue à vos viues ãttaintẽs, Le senat s’interelſe à vanger voſtre eſpoux.	En ce cas, Cornelie, il faut borner vos plaintes, Et donner quelque trêve à vos vives ãttaintẽs, S' sénat à venger à venger votre époux.
CORNELIE.	CORNELIE.
Son proceder ne peut moderer mon courroux, Quoy qu’on reuere aſſez ſes ſoins & ſa prudence.	Son procéder ne peut modérer mon courroux, Quoi qu'on révère assez ses soins et sa prudence.
De mon reſſentiment ie prens la confidence, Et ie n’ay point d’eſpoir dans la peine où ie ſuis De trouuer vn remede à borner mes ennuis;	De mon ressentiment ie prends la confidence, Et ici n'ai point d'espoir dans la peine où tu suis De trouver un remède à borner mes ennuis;
Qui pourroit conſoler la pauure Cornelie, Et donner du relaſche à ſa melancolie?	Qui pourrait consoler la pauvre Cornelie, Et donner du relâche à sa mélancolie?
Pompée, attire-moy ſi tu peux dans le Ciel, 2 Pour affranchir mon ſort d’vn tourment ſi cruel, Ie ne cognois que toy, ſi ta valeur m’eſcoute, Qui puiſſe m’enſeigner ce phare & cette route?	Pompée, attire-moi si tu peux dans le Ciel, 2 Pour affranchir mon sort d'un tourment si cruel, Je ne connais que toi, si ta valeur m'écoute, Qui puisse m'enseigner ce phare et cette route?
Ne laiſſe plus ſouffrir ta plus chere moitié, acegarde mes maineurs d’vn regard de pitié, C’eſt tromper mon eſprit d’vne vaine eſperance, De penſer de ta mort obtenir la vangeance.	Ne laisse plus souffrir ta plus chère moitié, acegarde mes maineurs d'un regard de pitié, C'est tromper mon esprit d'une vaine espérance, De penser de ta mort obtenir la vengeance.
CATON.	CATON.
I’ay droit de vous blâmer voyant ce deſeſpoir, Et vous doutez beaucoup d’vn genereux pouuoir?	J'ai droit de vous blâmer voyant ce désespoir, Et vous doutez beaucoup d'un généreux pouvoir?
Quoy!	Quoi!
ſommes nous vaincus pour parler de la ſorte Voyez en quel erreur la paſſion vous porte.	sommes nous vaincus pour parler de la sorte Voyez en quel erreur la passion vous porte.
er pour vous aſſurer dans ces eſmotions Allez voir de Ceſar.	er pour vous assurer dans ces émotions Allez voir de César.
CORNELIE.	CORNELIE.
Quoys	Quois
CATON.	CATON.
Les ſubmiſſions, Ce papier nous les monſtre, & vous pourriez cognoiſtré Les deſirs de ſon ame en liſant cette lettre.	Les submissions, Ce papier nous les montre, et vous pourriez cognoistré Les désirs de son âme en lisant cette lettre.
CORNELIE.	CORNELIE.
Ah!	Ah!
que pourrons-nous voit s’il ſe moſque de nouss	que pourrons-nous voit s'il se mosque de nouss
CATON.	CATON.
La plainté & les regrets qu'il fait de voitte eſpoux.	La plainté et les regrets qu'il fait de voitte époux.
CORNELIE.	CORNELIE.
Dois-je adjouſter creance à des diſcours friuoles?	Dois-je ajouter créance à des discours frivoles?
CATON.	CATON.
Eſperez quelque choſe au ſens de ſes paroles, Et prenez de la peine à les bien conſulter, Il ſçait l’art tres-parfait de feindre & de flatter:	Espérez quelque chose au sens de ses paroles, Et prenez de la peine à les bien consulter, Il sait l'art très-parfait de feindre et de flatter:
Brutus ſuruient icy, nous allons par enſmble, Penſer plus d’vne fois de ce qu’il nous en ſemble.	Brutus survient ici, nous allons par ensmble, Penser plus d'une fois de ce qu'il nous en semble.
SCENE III.	SCÈNE III.
BRVTVS, CATON.	BRVTUS, CATON.
BRVTVS.	BRVTUS.
VAton, il nous faut voir parmy tant de rigueurs, A ISi noſtre proceder peut finir nos malheurs, Accorder à Ceſar la fin de ſarequeſte, N’eſt pas le vray moyen d’accoiſer la tempeſte, Il ſeroit à propos qu’il ſe rendiſt ſubmis, Sans ſe rendre cruel plus que nos ennemis, Voyant qu’il continuë à renforcir ſes armes, Nous deuons redouter quelques triſtes alarmes, Le tenant pour ſuſpect, ie croy pour le certain.	VAton, il nous faut voir parmi tant de rigueurs, A SI notre procéder peut finir nos malheurs, Accorder à César la fin de sarequête, N'est pas le vrai moyen d'accoiser la tempête, Il serait à propos qu'il se rendît submis, Sans se rendre cruel plus que nos ennemis, Voyant qu'il continue à renforcir ses armes, Nous devons redouter quelques tristes alarmes, Le tenant pour suspect, ie croy pour le certain.
Qu’il vient nous commander, mais l’eſpée en la main	Qu'il vient nous commander, mais l'épée en la main
CATON.	CATON.
Suiuons de point en point noſtre ordre & nos maximej Voyant que ſes raiſons ſont ſi peu legitimes:	Suivons de point en point notre ordre et nos maximej Oyant que ses raisons sont si peu légitimes:
En matiere d’Eſtat, doit on pas reprouuer, Ce qu’vn iuſte intere le ne con pomie auonert Ie regarde encor Rome en ſa pompe ordinaire, Et ie ne peux aimer qui s’en rend aduerſaire, - Si Ceſar par faintife agit dans ſes projets, Pourquoy vouloir traitter ou de trefue ou de païx?	En matière d'État, doit on pas réprouver, Ce qu'un juste intere le ne con temie avonert Je regarde encor Rome en sa pompe ordinaire, Et ie ne peux aimer qui s'en rend adversaire, - Si Cesar par faintife agit dans ses projets, Pourquoy vouloir traitter ou de trefue ou de païx?
Peut-eſtre que larmée eſtonne ſon courage, Et qu’il craint de perir dans ce ſanglant orage.	Peut-être que larmée étonne son courage, Et qu'il craint de périr dans ce sanglant orage.
Sans doute il voit deſia deuant ſes pauillons, L’Aigle qui ſert de guide à tous nos bataillons:	Sans doute il voit déjà devant ses pavillons, L'Aigle qui sert de guide à tous nos bataillons:
Mais ce qui peut cauſer nos douleurs & nos peines, C’eſt que nous combattons les nations Romaines, Ces nobles Senateurs, nos parens, nos amis Il faut qu’ils ſoient vaincus ou bien nous voir ſubmis.	Mais ce qui peut causer nos douleurs et nos peines, C'est que nous combattons les nations Romaines, Ces nobles Sénateurs, nos parents, nos amis Il faut qu'ils soient vaincus ou bien nous voir subis.
C’eſt l’ordre du deſtin touchant cette occurence, Il faut qu’vn des partys rende l’obeyſſance.	C'est l'ordre du destin touchant cette occurence, Il faut qu'un des partis rende l'obéissance.
Ah!	Ah!
que dis-je, ô Ceſar, iamais ta vanité, N’impoſera des loix deſſus ma liberté, Et ie proteſte aux Dieux autant qu’il m’eſt poſſible, Ooororeluy tounouis dans vn point infſexible, Quoy qu’il puiſſe arriuer du coſté du hazard, Ie reſiſte ſans ceſſe aux projets de Ceſar.	que dis-je, ô César, jamais ta vanité, N'imposera des lois dessus ma liberté, Et ie atteste aux Dieux autant qu'il m'est possible, Ororelui tounouis dans un point infsexible, Quoi qu'il puisse arriver du côté du hasard, Je résiste sans cesse aux projets de César.
BRVTVS.	BRVTUS.
Ma generoſité doit ſeconder vn homme, Qui veut viure & mourir pour l'intereſt de Rome.	Ma générosité doit seconder un homme, Qui veut vivre et mourir pour l'intérêt de Rome.
La reſolution que ie remarque en vous:	La résolution que ici remarque en vous:
Me rend de voſtre gloire & riual, & jaloux:	Me rend de votre gloire et rival, et jaloux:
I’enuie vn tel courage, & ma valeur doit ſuiure, Vn Heros qui me montre vn exemple à bien viure, Et ſur ces meſmes pas, ie veux regler les miens;	J'envie un tel courage, et ma valeur doit suivre, Un Héros qui me montre un exemple à bien vivre, Et sur ces mêmes pas, ie veux régler les miens;
Pourterpargnur la en a dus Concitoyens;	Pourterpargnur la en a dus Concitoyens;
Le ſoin de la patrie eſt vn teſmoin fidelle, qui fait paroiſtre aſſez l’ardeur de voſtre zele, Et quiconque vous ſuit & vous peut imiter, Eſt ſans doute Romain, & s’en peut bien vanter.	Le soin de la patrie est un témoin fidèle, qui fait paraître assez l'ardeur de votre zèle, Et quiconque vous suit et vous peut imiter, Est sans doute Romain, et s'en peut bien vanter.
CATON.	CATON.
Ceſar n’a pas ce droit, puis que ſon ame eſpere.	César n'a pas ce droit, puis que son âme espère.
De ranger ſous ſes loix le deſtin de ſa mere, Mais la gloire & l’honneur d’eſtre de ſes enfans.	De ranger sous ses lois le destin de sa mère, Mais la gloire et l'honneur d'être de ses enfants.
Ne conuiendront iamais à des Princes tyrans, Il perd cét aduantage, & puis que ſa puiſſance.	Ne conviendront jamais à des Princes tyrans, Il perd cet avantage, et puis que sa puissance.
Veut que l’Empire ſoit ſous ſon obeyſſance.	Veut que l'Empire soit sous son obéissance.
BRVTVS.	BRVTUS.
Renuoyons ſon nepueu pour mieux luy teſmoignes, Que Rome eſt encor Rome, & qu’elle veut regner, Et que dans ſa conduite elle fait aſſez croire, Qu’elle a trop de moyens pour maintenir ſa gloire.	Renvoyons son nepueu pour mieux lui témoignes, Que Rome est encor Rome, et qu'elle veut régner, Et que dans sa conduite elle fait assez croire, Qu'elle a trop de moyens pour maintenir sa gloire.
Sans doute on a raiſon de le tenir ſuſpect, Il trabit ſon deuoir autant que ſon reſpect, Et dans cette inſolence où le porte l’audace, Il ne peut eſperer de faueur ny de grace;	Sans doute on a raison de le tenir suspect, Il trabit son devoir autant que son respect, Et dans cette insolence où le porte l'audace, Il ne peut espérer de faveur ici de grâce;
Rompons la conference, & que des aujourd’huy.	Rompons la conférence, et que des aujourd'hui.
L’orage eſclatte & fonde auec fureur ſur luy Et prions que les Dieux employent plus d’vn foudre.	L'orage éclatte et fonde avec fureur sur lui Plus prions que les Dieux emploient plus d' foudre.
Pour reduire l’orgueil de ce tyran en poudre, Afin que ſon deſaſtre apprenne à nos Romains, Que l’Empire repugne à voir des ſouuerains.	Pour réduire l'orgueil de ce tyran en poudre, Afin que son désastre apprenne à nos Romains, Que l'Empire répugne à voir des souuerains.
CATON.	CATON.
Ie croy que ce guerrier nous pourra bien apprendre, S’il a quelque deſſein de nous vouloir ſurprendre.	Je crois que ce guerrier nous pourra bien apprendre, S'il a quelque dessein de nous vouloir surprendre.
SUERS IV.	SUERS IV.
STATYLLIVS, CATON, BRVTVS.	STATYLLIUS, CATON, BRUTUS.
STATYLLIVS.	STATYLLIUS.
Vy ſans doute il le veut, n’en doutez aullement QJAttendez vous d’en voir le triſle éuenement, Me rendant pour l’eſtat genereux & fidelle;	Vi sans doute il le veut, n'en doutez aullement QJAtendez -vous d'en voir le trisle événement, Me rendant pour l'état généreux et fidèle;
Ie ne dois pas permettre vne brigue nouuelle;	Je ne dois pas permettre une brigue nouvelle;
On tait couin en oruit qui doit vous eſtonner.	On taît couin en oruit qui doit vous étonner.
Et quel bruit?	Et quel bruit?
CATON.	CATON.
STATYLLIVS.	STATYLLIUS.
Lucius.	Lucius.
Crla nro Que fait il?	Crla nro Que fait -il?
STATYLLIVS.	STATYLLIUS.
Mutiner Beaucoup de nos ſoldats, & de là ie preſage;	Mutiner Beaucoup de nos soldats, et de là ie presage;
Qu’on verra ſur Vtique eſclatter tout l’orage;	Qu'on verra sur Vtique éclater tout l'orage;
Si la choſe eſt certaine à quel point ſommes nous?	Si la chose est certaine à quel point sommes -nous?
BRVTVS.	BRVTUS.
nniions nos deireius u vn gene reux courroux.	nniions nos désireius u un gene reux courroux.
Et quoy que l’artifice inuente & puiſſe faire.	Et quoi que l'artifice invente et puisse faire.
Préuenons les projets de ce lâche aduerſaire.	Prévenons les projets de ce lâche adversaire.
CATON.	CATON.
Qui peut croire cela, ſi la commiſſion Nous fait voir l’ennemy dans la ſubmiſſion, Sa lettre de creance eſt vn vray teſmoignagé Du deſſein principal où ſon oncle l’engage.	Qui peut croire cela, si la commission Nous fait voir l'ennemi dans la submission, Sa lettre de créance est un vrai tesmoignagé Du dessein principal où son oncle l'engage.
SLATYLLIVS.	SLATYLLIUS.
Soyez plus aduiſez dans ce fait important, Redoutez dauantage & ne croyez pas tant, Empeſchons les effets de ces nouuelles brigues?	Soyez plus avisés dans ce fait important, Redoutez davantage et ne croyez pas tant, Empêchons les effets de ces nouvelles brigues?
Par de ſages conſeils & de puiſſantes ligues:	Par de sages conseils et de puissantes ligues:
On commence à préuoir d’eſtranges accidens, Ceſar trompe au dehors, Lucius au dedans, Et ſous vn beau-ſemblant qu’il fait icy paroiſtre, Il fait des actions & d’vn lâche & d’vn traiſtre.	On commence à prévoir d'étranges accidents, César trompe au dehors, Lucius au dedans, Et sous un beau-semblant qu'il fait ici paraître, Il fait des actions et d'un lâche et d'un traître.
Ie ne dois pas m’en taire, icy de tous coſtez, Grand nombre de ſoldats n’ont que des lâchetez, Chaque troupe reſiſte aux loix de la milice, Di Et peruertit ſon cœur d’vne eſtrange malice:	Je ne dois pas m'en taire, ici de tous côtés, Grand nombre de soldats n'ont que des lâchetés, Chaque troupe résiste aux lois de la milice, Di Et pervertit son cœur d'une étrange malice:
Que doit-on redouter de ce commencement, Qu’vn deſordre confus dans ſon éuenement;	Que doit-on redouter de ce commencement, Qu'un désordre confus dans son événement;
Ceſar eſtant vainqueur perdez toute eſperance, De faire contre luy ſa moindre refiſtance, Le moyen de la faite ayant dans nos ramparts, Vn homme qui nous braue & ſuit de toutes parts, Remarquant les deffauts qui ſont dans cette ville, Il va faire vn eſcueil d’vn fauorable azile, Penſez à ce deſordre il en eſt bien faſion, Et détournez l’effet de cette trahiſon.	César étant vainqueur perdez toute espérance, De faire contrefois sa moindre résistance, Le moyen de la faite ayant dans nos remparts, Un homme qui nous brave et suit de toutes parts, Remarquant les défauts qui sont dans cette ville, Il va faire un écueil d'être favorable asile, Pensez à ce désordre il en est bien fasion, Et détournez l'effet de cette trahison.
BRVTVS.	BRVTUS.
Ie ne ſuis pas trompé de cette procedure, I’en reſſens dans mon ame vne attainte aſſez duré, Et i’ay peine à penſer comme l’on a permis.	Je ne suis pas trompé de cette procédure, J'en ressens dans mon âme une attainte assez duré, Et j'ai peine à penser comme l'on a permis.
Ga proceder eſtrange auec nos ennemis, Mais la faute eſtant faite, allons à ſon remede, Pour rompre le deſiein d’ou le malheur procede.	Ga procéder étrange avec nos ennemis, Mais la faute étant faite, allons à son remède, Pour rompre le désiein d'ou le malheur procède.
CATON.	CATON.
Nous ſommes bien deceus parmy nos plus grands ſoins.	Nous sommes bien déçus parmi nos plus grands soins.
STATYLLIVS.	STATYLLIUS.
Il ne faut pas ſe rendre en de pareils beſoins, C’eſt icy qu’il nous faut auoir de la conſtance, Et monſtrer à Ceſar beaucoup de reſiſtance:	Il ne faut pas se rendre en de pareils besoins, C'est ici qu'il nous faut avoir de la constance, Et montrer à César beaucoup de résistance:
Agiſſons par ſageſſe autant que par valeur, Poui ne s'aoyimer pas dant eu houutau malheur;	Agissons par sagesse autant que par valeur, Poui ne s'aïimer pas dant eu houut eur;
La choſe eſt bien facile, & ſans vous mettre en peine, Empeſchons tout à fait l’eſmotion ſoudaine, Que Lucius retourne, & ne le ſouffrons plus, Ses diuers entretiens ſont du tout ſuperflus.	La chose est bien facile, et sans vous mettre en peine, Empêchons tout à fait l'émotion soudaine, Que Lucius retourne, et ne le souffrons plus, Ses divers entretiens sont du tout superflus.
BRVTVS pais que Ceſar differe à vouloir compatoiſtre, Diſons que Lucius fait l’action d’vn traiſtre, Et ſans preſter l'oreille à tant de vains propos, Agiſſons pour l’Empire & pour noſtre repos, Laiſſons faire l’armée & celuy qui la guide, Scipion n’eut iamais le courage timide, Brutus oſe aſſurer qu’il ſçait bien que ſon cœur.	BRVTUS pais que César diffère à vouloir compatoître, Disons que Lucius fait l'action d'un traître, Et sans prêter l'oreille à tant de vains propos, Agissons pour l'Empire et pour notre repos, Laissons faire l'armée et celui qui la guide, Scipion n'eut jamais le courage timide, Brutus ose assurer qu'il sçait bien que son cœur.
Employera ſes efforts pour demeurer vainqueur.	Employera ses efforts pour demeurer vainqueur.
CATON.	CATON.
Renuoyons ſes courriers auecque diligence, Et prenons du Senat vne autre intelligence, Pour faire voir par tout que la fidelité.	Renvoyons ses courriers avec diligence, Et prenons du Sénat une autre intelligence, Pour faire voir par tout que la fidélité.
Nous potte amaintenir Rome & la hoene.	Nous potte amaintenir Rome et la hoène.
ACTE III DCMME IRENAIENLOCATON, STATYLLIVS.	ACTE III DCCME JRENAIENLOCATON, STATYLIUS.
CATON.	CATON.
Eſt peut-eſtre vn faux bruit qui court parmy laville	Est peut-être un faux bruit qui court parmi laville
F.	F.
SIAITLLIVS.	SIAITLLIUS.
Ma creance en ce point n’y voit rien de facile:	Ma créance en ce point n'y voit rien de facile:
Mais quoy qu’il en puiſſe eſtre, vn genereux effort, M’apprendra comme il faut brauer vn mauuais ſort!	Mais quoi qu'il en puisse être, un généreux effort, M'apprendra comme il faut braver un mauvais sort!
CATON.	CATON.
On n’eu veut pas à vous, l’eſclat de la tempeſte, Quoy qu’il vous faſſe peur recherche vne autre teſte, Ceſar qui me cognoît de ſon deſtin jaloux, Ne choiſit que la mienne à lançer ſon courroux;	On n'eu veut pas à vous, l'éclat de la tempête, Quoi qu'il vous fasse peur recherche une autre tête, César qui me connaît de son destin jaloux, Ne choisit que la mienne à lançer son courroux;
Sur ce ciuel projet ſon ame eſt occupée.	Sur ce civel projet son âme est occupée.
Il faut joindre ma perte à celle de Pompèe, Sa cruauté le veut, les Dieux en ſont d’accord.	Il faut joindre ma perte à celle de Pompe, Sa cruauté le veut, les Dieux en sont d'accord.
Et moy ie me diſpoſe aux rigueurs de mon ſort.	Et moi ici me dispose aux rigueurs de mon sort.
STATYLLIVS.	STATYLLIUS.
Il faut perdre la vie apres que mon courage.	Il faut perdre la vie après que mon courage.
Aura de ma valeur donné du teſmoignage Si l’armée eſt deffaîte, & que tout ſoit perdu, Ceſar aura bien-toſt ce qu’il a pretendu?	Aura de ma valeur donné du témoignage Si l'armée est défaite, et que tout soit perdu, César aura bientôt ce qu'il a prétendu?
Vn coup de deſeſpoir fait ſouuent des miracles, Quiconque eſt reſolu meſpriſe les obſtacles, C’eſt dans les grands perils qu’vne illuſtre vertu.	Un coup de désespoir fait souvent des miracles, Quiconque est résolu méprise les obstacles, C'est dans les grands périls qu'une illustre vertu.
Releue auecque gloire vn courage abatu.	Releve auecque gloire un courage abattu.
C’eſt parmy les hazards qu’il faut changer de termes.	C'est parmi les hasards qu'il faut changer de termes.
Et les occaſions rendent nos cœurs plus fermes, La moindre lâcheté doit s’eſſoigner d’vn cœbr, Qui deſire affronter vn ſuperbe vainqueur:	Et les occasions rendent nos cœurs plus fermes, La moindre lâcheté doit s'essoigner d'un cœbr, Qui désire affronter un superbe vainqueur:
Ie croitois de me rendre en tout point ridicule, Si ie manquois d’auoir la valeur d’vn Hercule, Dans l’eſtat où ie ſuis mon deſtin gloreux, Oſeroit attaquer les hommes & les Dieur.	Je croitais de me rendre en tout point ridicule, Si apprendre manquais d'avoir la valeur d'un Hercule, Dans l'état où je suis mon destin gloreux, Oserait attaquer les hommes et les Dieur.
Quand ie verrois ſur moy fondre plus d’vn tonnerre Et trembler ſous mes pieds les climats de la terre, Sans démentir en rien ma gloire & mon effort, Ie ne craindrois iamais ny Ceſar ny la moit.	Quand jour verrais sur moi fondre plus d' tonnerre Et trembler sous mes pieds les climats de la terre, Sans démentir en rien ma gloire et mon effort, Je ne craindrais jamais été Césaragez la moit.
CATON Vous me rendez jaloux, & ie ſens que mon ame.	CATON Vous me rendez jaloux, et ton sens que mon âme.
Reprend beaucoup de force en voyaut voſtre flame, Et pleuſt aux Dieux que Rome en de pareils deſſeins, Pât ſe vanter d’anoir beaucoup de tels Romains.	Reprend beaucoup de force en voyaut votre flamme, Et pleût aux Dieux que Rome en de pareils desseins, Pât se vanter d'anoir beaucoup de tels Romains.
Sa grandeur esbranlée auroit ſujet de croire, Qu’elle auroit des apuis pour ſouſtenir ſa gloire Parmy ce grand deſaſtre où le ſort nous a mis, Dieux!	Sa grandeur ébranlée aurait sujet de croire, Qu'elle aurait des appuis pour soutenir sa gloire Parmi ce grand désastre où le sort nous a mis, Dieux!
faute d’en auoir on nous verra ſubmis Nous le ſommes deſia, Ceſar penſe ſans crime Acquerir deſſus nous vn pouuoir legitime, Et pour auoir vn prix digne de ſes exploits, Rome doit ſe reſoudie à receuoir ſes loix, Et ſon ame ſuperbe autant qu’on le peut eſtre, Ne peut plus endurer de recognoiſtre en maiſtié A moins que l’vniuers, vn cœur comme le ſien Ne trouuera iamais de repos ny de bien.	faute d'en avoir on nous verra subis Nous le sommes déjà, César pense sans crime Acquérir dessus nous un pouvoir légitime, Et pour avoir un prix digne de ses exploits, Rome doit se résoudie à recevoir ses lois, Et son âme superbe autant qu'on le peut être, Ne peut plus endurer de reconnaître en maistié À moins que l'univers, un cœur comme le sien Ne trouvera jamais de reposagez de bien.
Cruelle ambition!	Cruelle ambition!
